Location,n,Percentage,95% CI
H.S. or G.E.D.,137,10.8,8.7-12.9
Some post-H.S.,159,12.7,10.2-15.1
College graduate,223,17.2,14.7-19.7
Louisiana,,,
Less than H.S.,51,19.7,13.8-25.6
H.S. or G.E.D.,161,15.1,12.4-17.9
Some post-H.S.,187,17.4,14.8-20.1
College graduate,271,18.4,16.0-20.8
Maine,,,
Less than H.S.,42,15.9,9.8-22.0
H.S. or G.E.D.,354,16.8,14.6-19.0
Some post-H.S.,372,13.6,11.9-15.3
College graduate,534,15.3,13.7-16.9
Maryland,,,
Less than H.S.,66,11.8,8.1-15.4
H.S. or G.E.D.,320,12.0,10.3-13.8
Some post-H.S.,356,14.3,12.4-16.2
College graduate,783,13.1,12.0-14.3
Massachusetts,,,
Less than H.S.,39,12.9,7.8-18.0
H.S. or G.E.D.,197,16.0,13.4-18.6
Some post-H.S.,280,18.4,16.1-20.8
College graduate,596,15.8,14.5-17.2
Michigan,,,
Less than H.S.,41,15.2,10.0-20.4
H.S. or G.E.D.,255,14.6,12.6-16.5
Some post-H.S.,330,16.4,14.5-18.3
College graduate,502,17.7,16.0-19.4
Minnesota,,,
Less than H.S.,59,14.6,10.6-18.6
H.S. or G.E.D.,467,17.2,15.6-18.9
Some post-H.S.,748,19.2,17.8-20.6
College graduate,"1,104",17.8,16.7-18.9
Mississippi,,,
Less than H.S.,41,14.3,9.3-19.2
H.S. or G.E.D.,100,11.2,8.7-13.8
Some post-H.S.,126,14.1,11.3-16.9
College graduate,120,10.5,8.4-12.7
Missouri,,,
Less than H.S.,76,14.0,9.7-18.4
H.S. or G.E.D.,445,15.3,13.4-17.3
Some post-H.S.,508,18.3,16.2-20.3
College graduate,542,17.1,15.3-18.9
Montana,,,
Less than H.S.,35,18.4,11.4-25.3
H.S. or G.E.D.,290,22.2,19.5-24.9
Some post-H.S.,313,20.4,18.0-22.8
College graduate,387,19.6,17.6-21.6
Nebraska,,,
Less than H.S.,64,10.7,7.4-14.0
H.S. or G.E.D.,556,17.5,15.7-19.3
Some post-H.S.,776,22.6,20.8-24.4
College graduate,821,20.2,18.6-21.8
Nevada,,,
Less than H.S.,16,10.4,4.7-16.2
H.S. or G.E.D.,86,14.0,10.4-17.6
Some post-H.S.,96,12.5,9.5-15.6
College graduate,96,12.8,9.3-16.3
New Hampshire,,,
Less than H.S.,15,*,
H.S. or G.E.D.,151,15.9,13.1-18.7
Some post-H.S.,159,15.5,12.8-18.2
College graduate,260,13.8,11.8-15.7
New Jersey,,,
Less than H.S.,61,13.1,8.7-17.5
H.S. or G.E.D.,198,13.3,11.2-15.4
Some post-H.S.,240,17.1,14.6-19.6
College graduate,475,14.5,13.0-16.0
New Mexico,,,
Less than H.S.,68,13.7,10.0-17.4
H.S. or G.E.D.,191,14.6,12.1-17.0
Some post-H.S.,173,12.7,10.4-15.0
College graduate,212,12.2,10.2-14.1
New York,,,
Less than H.S.,287,11.8,9.8-13.9
H.S. or G.E.D.,"1,193",13.0,11.8-14.2
Some post-H.S.,"1,226",15.9,14.4-17.3
College graduate,"1,801",16.8,15.6-18.0
North Carolina,,,
Less than H.S.,43,11.1,7.4-14.7
H.S. or G.E.D.,138,13.8,11.2-16.4
Some post-H.S.,182,16.0,13.5-18.4
College graduate,304,17.5,15.5-19.5
North Dakota,,,
Less than H.S.,33,19.3,12.0-26.6
H.S. or G.E.D.,229,19.6,16.9-22.3
Some post-H.S.,336,22.4,19.9-25.0
College graduate,291,20.2,17.8-22.5
Ohio,,,
Less than H.S.,67,13.1,9.4-16.8
H.S. or G.E.D.,499,15.7,14.0-17.4
Some post-H.S.,486,18.2,16.3-20.1
College graduate,689,18.0,16.5-19.5
Oklahoma,,,
Less than H.S.,20,7.4,3.8-11.0
H.S. or G.E.D.,125,12.6,10.2-15.0
Some post-H.S.,154,12.5,10.4-14.7
College graduate,171,12.1,10.0-14.2
Oregon,,,
Less than H.S.,33,13.9,9.1-18.7
H.S. or G.E.D.,150,16.4,13.6-19.1
Some post-H.S.,257,16.5,14.4-18.6
College graduate,312,15.2,13.5-16.9
Pennsylvania,,,
Less than H.S.,30,10.3,5.6-15.0
H.S. or G.E.D.,230,14.3,12.2-16.4
Some post-H.S.,239,17.7,15.2-20.1
College graduate,416,16.1,14.4-17.9
Rhode Island,,,
Less than H.S.,40,13.4,8.6-18.2
H.S. or G.E.D.,155,18.6,15.0-22.1
Some post-H.S.,167,17.1,14.2-19.9
College graduate,349,17.8,15.7-19.8
South Carolina,,,
Less than H.S.,59,11.3,7.6-15.0
H.S. or G.E.D.,241,14.4,12.2-16.6
Some post-H.S.,259,14.4,12.4-16.4
College graduate,450,17.6,15.7-19.5
South Dakota,,,
Less than H.S.,43,13.0,5.4-20.6
H.S. or G.E.D.,270,21.3,16.4-26.3
Some post-H.S.,319,20.6,16.4-24.8
College graduate,363,18.6,15.1-22.2
Tennessee,,,
Less than H.S.,23,7.0,3.7-10.3
H.S. or G.E.D.,137,14.2,11.5-16.8
Some post-H.S.,157,16.7,13.8-19.5
College graduate,203,14.8,12.6-17.0
Texas,,,
Less than H.S.,123,15.1,11.1-19.1
H.S. or G.E.D.,336,17.7,15.0-20.5
Some post-H.S.,389,16.3,13.6-19.0
College graduate,604,16.1,14.1-18.0
Utah,,,
Less than H.S.,61,14.3,10.3-18.3
H.S. or G.E.D.,333,16.3,14.3-18.3
Some post-H.S.,288,10.8,9.4-12.1
College graduate,305,8.9,7.8-10.0
Vermont,,,
Less than H.S.,30,17.3,9.8-24.7
H.S. or G.E.D.,190,14.6,12.0-17.2
Some post-H.S.,209,20.3,16.9-23.6
College graduate,385,16.3,14.3-18.3
Virginia,,,
Less than H.S.,37,11.1,6.9-15.3
H.S. or G.E.D.,233,15.4,13.1-17.7
Some post-H.S.,279,16.3,14.1-18.5
College graduate,566,15.8,14.4-17.2
Washington,,,
Less than H.S.,65,13.3,9.7-16.8
H.S. or G.E.D.,305,16.0,14.1-18.0
Some post-H.S.,415,15.0,13.4-16.7
College graduate,723,15.4,14.2-16.6
West Virginia,,,
Less than H.S.,23,7.2,4.0-10.5
H.S. or G.E.D.,191,11.5,9.8-13.3
Some post-H.S.,158,13.2,11.1-15.4
College graduate,210,12.4,10.6-14.1
Wisconsin,,,
Less than H.S.,26,15.4,7.1-23.8
H.S. or G.E.D.,310,22.7,19.6-25.7
Some post-H.S.,340,23.1,20.2-26.0
College graduate,399,21.4,19.0-23.7
Wyoming,,,
Less than H.S.,15,*,
H.S. or G.E.D.,115,16.9,13.5-20.4
Some post-H.S.,142,15.5,12.7-18.4
College graduate,156,16.6,13.8-19.4
Guam,,,
Less than H.S.,13,15.1,6.6-23.6
H.S. or G.E.D.,82,16.4,10.9-22.0
Some post-H.S.,56,19.0,11.6-26.4
College graduate,77,18.2,10.9-25.4
Puerto Rico,,,
Less than H.S.,35,7.8,4.4-11.2
H.S. or G.E.D.,99,11.0,8.5-13.5
Some post-H.S.,140,17.2,13.6-20.9
College graduate,197,14.0,11.7-16.4
Virgin Islands,,,
Less than H.S.,19,*,
H.S. or G.E.D.,45,8.7,4.6-12.9
Some post-H.S.,40,18.3,8.3-28.4
College graduate,59,*,
Virgin Islands,,,
Less than H.S.,17,*,
H.S. or G.E.D.,44,3.8,1.9-5.6
Some post-H.S.,35,*,
College graduate,54,*,
