Location,n,Percentage,95% CI
H.S. or G.E.D.,166,17.5,14.4-20.5
Some post-H.S.,152,16.5,13.5-19.4
College graduate,266,15.9,13.7-18.1
New Mexico,,,
Less than H.S.,70,13.6,9.7-17.4
H.S. or G.E.D.,173,15.3,12.5-18.0
Some post-H.S.,193,16.5,13.8-19.2
College graduate,191,12.7,10.5-14.8
New York,,,
Less than H.S.,114,12.5,9.8-15.2
H.S. or G.E.D.,395,13.9,12.0-15.8
Some post-H.S.,495,18.2,16.2-20.2
College graduate,832,19.6,18.0-21.1
North Carolina,,,
Less than H.S.,41,11.6,7.8-15.5
H.S. or G.E.D.,99,11.1,8.7-13.5
Some post-H.S.,159,14.7,12.4-17.1
College graduate,216,15.5,13.4-17.6
North Dakota,,,
Less than H.S.,29,19.8,11.4-28.2
H.S. or G.E.D.,209,20.1,17.1-23.2
Some post-H.S.,296,24.9,21.9-27.9
College graduate,290,21.2,18.5-23.9
Ohio,,,
Less than H.S.,73,15.6,11.2-20.0
H.S. or G.E.D.,516,17.7,15.7-19.7
Some post-H.S.,434,18.6,16.5-20.8
College graduate,469,16.7,14.8-18.6
Oklahoma,,,
Less than H.S.,42,13.5,9.2-17.8
H.S. or G.E.D.,156,12.2,10.1-14.4
Some post-H.S.,169,13.4,11.2-15.5
College graduate,164,12.0,10.1-13.9
Oregon,,,
Less than H.S.,46,13.0,9.1-16.9
H.S. or G.E.D.,232,18.8,16.4-21.3
Some post-H.S.,295,16.8,14.9-18.7
College graduate,381,18.8,16.9-20.7
Pennsylvania,,,
Less than H.S.,40,13.8,9.2-18.3
H.S. or G.E.D.,249,15.5,13.4-17.7
Some post-H.S.,258,18.8,16.4-21.2
College graduate,456,17.9,16.1-19.7
Rhode Island,,,
Less than H.S.,40,14.6,8.8-20.4
H.S. or G.E.D.,180,19.6,16.3-23.0
Some post-H.S.,187,19.7,16.3-23.1
College graduate,309,16.9,14.6-19.2
South Carolina,,,
Less than H.S.,61,13.0,9.2-16.8
H.S. or G.E.D.,180,14.2,11.8-16.5
Some post-H.S.,240,16.8,14.6-19.1
College graduate,338,18.3,16.2-20.3
South Dakota,,,
Less than H.S.,47,16.8,9.0-24.7
H.S. or G.E.D.,278,21.6,17.5-25.8
Some post-H.S.,312,23.7,19.7-27.6
College graduate,309,19.2,15.7-22.7
Tennessee,,,
Less than H.S.,41,12.2,7.3-17.1
H.S. or G.E.D.,160,12.4,9.9-14.8
Some post-H.S.,166,14.2,11.6-16.7
College graduate,233,18.3,15.7-21.0
Texas,,,
Less than H.S.,129,16.8,11.5-22.1
H.S. or G.E.D.,373,18.1,15.2-21.0
Some post-H.S.,443,18.6,16.0-21.3
College graduate,556,18.2,16.1-20.4
Utah,,,
Less than H.S.,47,12.2,8.5-16.0
H.S. or G.E.D.,338,15.7,13.9-17.6
Some post-H.S.,333,11.3,10.0-12.7
College graduate,264,7.2,6.3-8.2
Vermont,,,
Less than H.S.,14,*,
H.S. or G.E.D.,214,17.7,14.6-20.9
Some post-H.S.,209,21.3,17.7-24.9
College graduate,364,18.4,16.0-20.8
Virginia,,,
Less than H.S.,61,11.5,8.1-14.9
H.S. or G.E.D.,257,15.2,13.0-17.4
Some post-H.S.,305,16.0,13.9-18.1
College graduate,518,16.1,14.4-17.8
Washington,,,
Less than H.S.,76,12.3,9.2-15.4
H.S. or G.E.D.,303,13.6,11.9-15.4
Some post-H.S.,422,14.2,12.7-15.7
College graduate,636,15.0,13.7-16.3
West Virginia,,,
Less than H.S.,29,7.0,3.8-10.3
H.S. or G.E.D.,138,11.0,8.9-13.1
Some post-H.S.,129,13.9,11.2-16.6
College graduate,162,16.6,13.9-19.3
Wisconsin,,,
Less than H.S.,34,20.0,12.7-27.2
H.S. or G.E.D.,241,21.4,18.5-24.4
Some post-H.S.,243,24.5,21.4-27.5
College graduate,287,20.1,17.7-22.6
Wyoming,,,
Less than H.S.,27,17.3,10.5-24.2
H.S. or G.E.D.,132,19.6,16.0-23.2
Some post-H.S.,181,18.4,15.3-21.4
College graduate,140,14.6,11.9-17.4
Guam,,,
Less than H.S.,24,13.4,6.3-20.6
H.S. or G.E.D.,136,19.6,15.5-23.6
Some post-H.S.,108,19.6,15.4-23.8
College graduate,111,18.3,14.4-22.1
Puerto Rico,,,
Less than H.S.,62,8.0,5.6-10.4
H.S. or G.E.D.,169,13.8,11.4-16.1
Some post-H.S.,181,15.0,12.5-17.6
College graduate,231,15.2,13.1-17.4
Puerto Rico,,,
Less than H.S.,53,10.9,6.7-15.2
H.S. or G.E.D.,144,14.2,11.6-16.8
Some post-H.S.,143,13.6,11.1-16.2
College graduate,202,12.2,10.2-14.3
Virgin Islands,,,
Less than H.S.,17,*,
H.S. or G.E.D.,44,3.8,1.9-5.6
Some post-H.S.,35,*,
College graduate,54,*,
