Location,n,Percentage,95% CI
Some post-H.S.,797,58.7,55.2-62.3
College graduate,"2,071",74.1,72.0-76.3
New Jersey,,,
Less than H.S.,117,36.9,30.5-43.3
H.S. or G.E.D.,633,47.1,43.5-50.7
Some post-H.S.,820,56.8,53.3-60.3
College graduate,"2,436",68.2,66.1-70.3
New Mexico,,,
Less than H.S.,101,30.0,24.0-36.0
H.S. or G.E.D.,385,41.2,37.0-45.4
Some post-H.S.,530,51.2,47.3-55.2
College graduate,"1,036",61.9,58.8-65.1
New York,,,
Less than H.S.,378,34.8,31.0-38.5
H.S. or G.E.D.,"1,560",46.7,44.4-49.1
Some post-H.S.,"1,903",54.8,52.5-57.2
College graduate,"4,784",67.5,66.0-69.0
North Carolina,,,
Less than H.S.,110,33.7,26.7-40.8
H.S. or G.E.D.,358,39.0,34.9-43.1
Some post-H.S.,555,50.0,46.3-53.7
College graduate,"1,069",63.3,60.5-66.1
North Dakota,,,
Less than H.S.,54,38.1,28.7-47.5
H.S. or G.E.D.,512,54.8,51.1-58.5
Some post-H.S.,707,60.6,57.4-63.7
College graduate,923,62.7,59.9-65.5
Ohio,,,
Less than H.S.,192,32.7,27.4-38.1
H.S. or G.E.D.,"1,775",45.7,43.5-47.9
Some post-H.S.,"2,084",55.8,53.7-58.0
College graduate,"3,226",65.1,63.4-66.8
Oklahoma,,,
Less than H.S.,97,28.9,23.5-34.2
H.S. or G.E.D.,433,38.2,35.0-41.3
Some post-H.S.,690,44.7,42.0-47.5
College graduate,898,56.1,53.5-58.8
Oregon,,,
Less than H.S.,142,51.4,44.2-58.5
H.S. or G.E.D.,565,50.9,47.4-54.4
Some post-H.S.,877,55.0,52.1-57.9
College graduate,"1,558",67.1,64.8-69.5
Pennsylvania,,,
Less than H.S.,48,24.8,16.4-33.2
H.S. or G.E.D.,541,41.5,37.8-45.3
Some post-H.S.,584,57.4,53.4-61.3
College graduate,"1,171",66.7,63.6-69.7
Rhode Island,,,
Less than H.S.,119,35.3,28.9-41.7
H.S. or G.E.D.,469,48.6,44.4-52.9
Some post-H.S.,691,59.6,55.9-63.3
College graduate,"1,740",71.2,68.8-73.6
South Carolina,,,
Less than H.S.,146,33.1,27.8-38.4
H.S. or G.E.D.,827,42.5,39.7-45.4
Some post-H.S.,"1,083",54.0,51.2-56.8
College graduate,"2,223",66.8,64.8-68.8
South Dakota,,,
Less than H.S.,119,44.8,30.1-59.5
H.S. or G.E.D.,863,49.2,42.8-55.6
Some post-H.S.,"1,170",56.5,49.8-63.1
College graduate,"1,582",65.0,60.3-69.6
Tennessee,,,
Less than H.S.,68,22.7,16.7-28.7
H.S. or G.E.D.,468,39.1,35.6-42.6
Some post-H.S.,615,51.8,48.4-55.3
College graduate,"1,002",65.7,62.9-68.6
Texas,,,
Less than H.S.,310,33.6,28.7-38.6
H.S. or G.E.D.,"1,228",45.5,42.2-48.8
Some post-H.S.,"1,740",56.6,53.6-59.7
College graduate,"3,041",61.3,59.0-63.7
Utah,,,
Less than H.S.,140,35.1,29.5-40.8
H.S. or G.E.D.,721,36.8,34.0-39.6
Some post-H.S.,793,34.7,32.3-37.0
College graduate,"1,056",30.2,28.4-32.1
Vermont,,,
Less than H.S.,67,34.0,24.9-43.0
H.S. or G.E.D.,814,50.0,46.6-53.4
Some post-H.S.,"1,012",61.8,58.7-65.0
College graduate,"3,159",73.9,72.2-75.5
Virginia,,,
Less than H.S.,108,25.2,19.9-30.6
H.S. or G.E.D.,774,47.0,43.9-50.2
Some post-H.S.,"1,168",57.4,54.7-60.1
College graduate,"2,873",64.2,62.2-66.2
Washington,,,
Less than H.S.,360,35.9,32.2-39.6
H.S. or G.E.D.,"2,317",50.7,48.9-52.5
Some post-H.S.,"3,636",57.0,55.4-58.5
College graduate,"7,533",66.2,65.0-67.4
West Virginia,,,
Less than H.S.,62,17.7,13.1-22.3
H.S. or G.E.D.,465,33.6,30.7-36.4
Some post-H.S.,463,43.9,40.5-47.4
College graduate,783,58.2,55.3-61.1
Wisconsin,,,
Less than H.S.,145,38.3,32.1-44.4
H.S. or G.E.D.,"1,353",53.4,50.8-56.0
Some post-H.S.,"1,834",64.4,62.1-66.6
College graduate,"2,691",72.0,70.1-73.8
Wyoming,,,
Less than H.S.,49,38.8,29.0-48.7
H.S. or G.E.D.,420,49.3,45.2-53.3
Some post-H.S.,609,53.4,50.1-56.8
College graduate,836,62.1,59.1-65.1
Guam,,,
Less than H.S.,40,33.9,19.9-48.0
H.S. or G.E.D.,282,42.3,35.6-49.1
Some post-H.S.,198,44.1,35.1-53.0
College graduate,347,51.8,44.7-58.8
Puerto Rico,,,
Less than H.S.,108,19.9,15.5-24.3
H.S. or G.E.D.,331,29.7,26.1-33.4
Some post-H.S.,479,39.1,35.4-42.7
College graduate,857,45.6,42.4-48.8
Virgin Islands,,,
Less than H.S.,56,39.3,23.8-54.7
H.S. or G.E.D.,160,34.8,22.9-46.7
Some post-H.S.,142,61.9,44.9-78.8
College graduate,268,58.9,49.1-68.6
