Location,n,Percentage,95% CI
Less than H.S.,103,22.4,17.6-27.3
H.S. or G.E.D.,276,15.1,12.9-17.3
Some post-H.S.,369,17.2,15.2-19.2
College graduate,935,17.4,16.1-18.6
Michigan,,,
Less than H.S.,43,15.3,10.1-20.4
H.S. or G.E.D.,279,17.0,14.9-19.1
Some post-H.S.,321,16.6,14.7-18.5
College graduate,573,18.0,16.5-19.6
Minnesota,,,
Less than H.S.,76,21.4,16.4-26.4
H.S. or G.E.D.,505,19.0,17.1-20.9
Some post-H.S.,803,20.7,19.2-22.3
College graduate,"1,288",18.9,17.8-20.0
Mississippi,,,
Less than H.S.,44,12.6,8.3-17.0
H.S. or G.E.D.,126,14.7,11.8-17.5
Some post-H.S.,164,14.3,12.0-16.7
College graduate,148,11.2,9.2-13.2
Missouri,,,
Less than H.S.,45,13.3,8.8-17.8
H.S. or G.E.D.,275,17.7,15.3-20.2
Some post-H.S.,334,20.8,18.3-23.2
College graduate,433,19.5,17.4-21.6
Montana,,,
Less than H.S.,45,21.3,14.6-27.9
H.S. or G.E.D.,334,23.6,21.0-26.2
Some post-H.S.,347,20.7,18.5-23.0
College graduate,456,21.1,19.1-23.0
Nebraska,,,
Less than H.S.,53,16.7,11.4-22.0
H.S. or G.E.D.,278,17.8,15.4-20.2
Some post-H.S.,337,21.0,18.4-23.7
College graduate,343,19.5,17.2-21.9
Nevada,,,
Less than H.S.,29,17.1,10.3-23.9
H.S. or G.E.D.,114,16.5,12.9-20.2
Some post-H.S.,137,19.7,15.9-23.6
College graduate,160,16.5,13.1-19.9
New Hampshire,,,
Less than H.S.,20,16.0,8.9-23.1
H.S. or G.E.D.,167,20.1,16.6-23.6
Some post-H.S.,147,16.0,12.9-19.0
College graduate,301,15.8,13.7-17.8
New Jersey,,,
Less than H.S.,44,14.0,9.3-18.7
H.S. or G.E.D.,170,14.9,12.1-17.7
Some post-H.S.,186,13.6,11.3-16.0
College graduate,566,17.4,15.7-19.1
New Mexico,,,
Less than H.S.,38,14.1,9.0-19.1
H.S. or G.E.D.,116,14.6,11.5-17.7
Some post-H.S.,139,16.2,13.1-19.3
College graduate,189,15.6,13.0-18.1
New York,,,
Less than H.S.,141,12.4,10.1-14.7
H.S. or G.E.D.,480,16.5,14.6-18.3
Some post-H.S.,531,17.0,15.2-18.7
College graduate,"1,149",17.9,16.6-19.1
North Carolina,,,
Less than H.S.,48,14.0,9.3-18.8
H.S. or G.E.D.,137,14.9,12.2-17.7
Some post-H.S.,179,18.0,15.1-20.9
College graduate,276,17.4,15.2-19.6
North Dakota,,,
Less than H.S.,17,19.0,10.0-28.0
H.S. or G.E.D.,190,24.3,21.0-27.6
Some post-H.S.,236,24.5,21.6-27.5
College graduate,256,20.1,17.7-22.5
Ohio,,,
Less than H.S.,90,17.4,12.7-22.1
H.S. or G.E.D.,618,18.0,16.2-19.7
Some post-H.S.,610,18.4,16.6-20.2
College graduate,807,18.8,17.3-20.3
Oklahoma,,,
Less than H.S.,31,10.6,6.7-14.5
H.S. or G.E.D.,135,13.1,10.8-15.4
Some post-H.S.,180,13.2,11.2-15.2
College graduate,226,16.2,14.1-18.3
Oregon,,,
Less than H.S.,58,23.1,17.1-29.0
H.S. or G.E.D.,195,18.7,15.9-21.5
Some post-H.S.,264,17.6,15.4-19.8
College graduate,377,16.7,15.0-18.4
Pennsylvania,,,
Less than H.S.,16,*,
H.S. or G.E.D.,176,14.4,11.7-17.0
Some post-H.S.,194,19.8,16.6-23.0
College graduate,351,20.3,17.8-22.8
Rhode Island,,,
Less than H.S.,55,17.4,12.2-22.7
H.S. or G.E.D.,134,16.8,13.5-20.2
Some post-H.S.,175,17.8,14.5-21.1
College graduate,342,16.9,14.8-19.0
South Carolina,,,
Less than H.S.,56,15.1,10.8-19.4
H.S. or G.E.D.,255,14.5,12.4-16.5
Some post-H.S.,295,18.4,15.9-20.8
College graduate,461,16.9,15.2-18.6
South Dakota,,,
Less than H.S.,51,*,
H.S. or G.E.D.,308,18.8,13.7-23.9
Some post-H.S.,396,22.2,16.8-27.5
College graduate,411,17.8,13.7-21.9
Tennessee,,,
Less than H.S.,22,7.2,3.6-10.7
H.S. or G.E.D.,153,14.5,11.9-17.1
Some post-H.S.,160,14.7,12.1-17.3
College graduate,253,19.8,17.1-22.4
Texas,,,
Less than H.S.,117,12.4,9.0-15.7
H.S. or G.E.D.,439,15.7,13.6-17.9
Some post-H.S.,528,19.3,16.6-21.9
College graduate,768,16.4,14.8-18.0
Utah,,,
Less than H.S.,66,16.4,12.0-20.8
H.S. or G.E.D.,283,15.8,13.7-17.9
Some post-H.S.,272,12.7,11.1-14.4
College graduate,309,9.8,8.5-11.1
Vermont,,,
Less than H.S.,26,15.9,8.7-23.0
H.S. or G.E.D.,265,18.5,16.0-21.1
Some post-H.S.,236,19.5,16.8-22.3
College graduate,595,17.3,15.8-18.8
Virginia,,,
Less than H.S.,50,11.9,7.9-16.0
H.S. or G.E.D.,261,17.3,14.8-19.8
Some post-H.S.,305,19.6,17.1-22.2
College graduate,599,15.5,14.1-17.0
Washington,,,
Less than H.S.,121,12.8,10.2-15.4
H.S. or G.E.D.,669,16.5,15.1-17.9
Some post-H.S.,888,16.0,14.9-17.2
College graduate,"1,570",15.7,14.9-16.6
West Virginia,,,
Less than H.S.,24,7.4,4.2-10.6
H.S. or G.E.D.,163,13.1,11.0-15.2
Some post-H.S.,140,14.2,11.7-16.7
College graduate,200,17.5,15.0-20.0
Wisconsin,,,
Less than H.S.,58,17.0,12.1-21.9
H.S. or G.E.D.,432,18.7,16.7-20.8
Some post-H.S.,571,22.5,20.4-24.5
College graduate,651,20.3,18.5-22.0
Wyoming,,,
Less than H.S.,15,16.6,8.1-25.1
H.S. or G.E.D.,137,20.2,16.8-23.7
Some post-H.S.,155,18.5,15.6-21.4
College graduate,181,16.9,14.4-19.5
Guam,,,
Less than H.S.,20,*,
H.S. or G.E.D.,121,17.4,12.2-22.6
Some post-H.S.,81,19.7,12.6-26.7
College graduate,126,22.7,16.3-29.1
Puerto Rico,,,
Less than H.S.,53,10.7,7.3-14.1
H.S. or G.E.D.,162,14.3,11.6-17.0
Some post-H.S.,189,14.5,11.8-17.1
College graduate,243,13.3,11.0-15.5
Virgin Islands,,,
Less than H.S.,17,*,
H.S. or G.E.D.,44,3.8,1.9-5.6
Some post-H.S.,35,*,
College graduate,54,*,
