Location,n,Percentage,95% CI
College graduate,133,8.0,6.3-9.6
Maine,,,
Less than H.S.,24,7.8,3.6-12.1
H.S. or G.E.D.,202,8.8,7.2-10.4
Some post-H.S.,231,7.6,6.3-8.9
College graduate,384,8.5,7.3-9.6
Maryland,,,
Less than H.S.,26,3.2,1.7-4.7
H.S. or G.E.D.,143,4.5,3.3-5.6
Some post-H.S.,168,5.3,4.1-6.5
College graduate,386,5.1,4.4-5.8
Massachusetts,,,
Less than H.S.,9,*,
H.S. or G.E.D.,90,7.2,5.2-9.2
Some post-H.S.,107,6.9,5.3-8.6
College graduate,236,5.7,4.9-6.5
Michigan,,,
Less than H.S.,22,9.1,4.8-13.5
H.S. or G.E.D.,100,5.3,4.1-6.5
Some post-H.S.,150,6.4,5.2-7.6
College graduate,219,6.8,5.8-7.9
Minnesota,,,
Less than H.S.,27,6.8,3.9-9.6
H.S. or G.E.D.,211,7.4,6.3-8.6
Some post-H.S.,326,7.7,6.8-8.6
College graduate,429,6.0,5.3-6.6
Mississippi,,,
Less than H.S.,19,6.2,2.8-9.6
H.S. or G.E.D.,55,5.2,3.6-6.8
Some post-H.S.,69,7.2,5.3-9.2
College graduate,66,5.2,3.7-6.6
Missouri,,,
Less than H.S.,33,8.0,4.2-11.8
H.S. or G.E.D.,192,6.4,5.0-7.7
Some post-H.S.,212,7.7,6.2-9.2
College graduate,199,5.3,4.2-6.4
Montana,,,
Less than H.S.,15,5.7,2.4-9.0
H.S. or G.E.D.,118,8.1,6.4-9.8
Some post-H.S.,132,9.0,7.3-10.8
College graduate,181,8.2,6.9-9.5
Nebraska,,,
Less than H.S.,26,3.2,1.6-4.8
H.S. or G.E.D.,232,7.0,5.8-8.1
Some post-H.S.,292,8.1,7.0-9.3
College graduate,273,6.1,5.2-7.0
Nevada,,,
Less than H.S.,6,*,
H.S. or G.E.D.,39,5.4,2.9-7.8
Some post-H.S.,53,5.0,3.3-6.8
College graduate,62,5.2,3.6-6.7
New Hampshire,,,
Less than H.S.,10,*,
H.S. or G.E.D.,79,6.2,4.5-8.0
Some post-H.S.,113,7.7,6.0-9.5
College graduate,201,7.8,6.4-9.1
New Jersey,,,
Less than H.S.,17,*,
H.S. or G.E.D.,75,5.0,3.6-6.3
Some post-H.S.,85,5.5,4.0-7.0
College graduate,179,5.2,4.3-6.1
New Mexico,,,
Less than H.S.,17,3.3,1.6-5.1
H.S. or G.E.D.,77,5.2,3.6-6.7
Some post-H.S.,79,5.4,3.9-7.0
College graduate,90,4.3,3.2-5.4
New York,,,
Less than H.S.,132,4.6,3.2-6.0
H.S. or G.E.D.,533,4.6,3.9-5.3
Some post-H.S.,525,5.8,4.9-6.7
College graduate,850,6.2,5.5-7.0
North Carolina,,,
Less than H.S.,11,*,
H.S. or G.E.D.,53,4.6,3.2-6.0
Some post-H.S.,70,5.8,4.3-7.3
College graduate,119,6.6,5.3-7.9
North Dakota,,,
Less than H.S.,12,*,
H.S. or G.E.D.,97,8.0,6.1-9.9
Some post-H.S.,116,6.5,5.1-8.0
College graduate,83,5.3,4.0-6.6
Ohio,,,
Less than H.S.,31,5.5,3.1-7.8
H.S. or G.E.D.,237,6.9,5.7-8.2
Some post-H.S.,190,5.8,4.6-6.8
College graduate,267,6.1,5.2-7.0
Oklahoma,,,
Less than H.S.,7,*,
H.S. or G.E.D.,46,3.9,2.6-5.2
Some post-H.S.,55,3.7,2.5-4.8
College graduate,76,4.6,3.4-5.8
Oregon,,,
Less than H.S.,19,8.2,4.4-12.2
H.S. or G.E.D.,83,9.3,7.1-11.6
Some post-H.S.,137,8.6,7.0-10.3
College graduate,170,7.8,6.6-9.1
Pennsylvania,,,
Less than H.S.,16,*,
H.S. or G.E.D.,104,5.8,4.4-7.1
Some post-H.S.,113,8.3,6.5-10.1
College graduate,159,5.6,4.6-6.7
Rhode Island,,,
Less than H.S.,10,*,
H.S. or G.E.D.,72,7.4,5.2-9.6
Some post-H.S.,86,6.7,5.0-8.4
College graduate,183,7.4,6.1-8.6
South Carolina,,,
Less than H.S.,30,6.1,3.2-9.1
H.S. or G.E.D.,100,5.4,3.9-6.8
Some post-H.S.,137,6.4,5.0-7.7
College graduate,223,7.1,5.9-8.2
South Dakota,,,
Less than H.S.,21,*,
H.S. or G.E.D.,107,6.4,3.4-9.3
Some post-H.S.,114,7.8,4.6-11.0
College graduate,139,5.3,3.7-7.0
Tennessee,,,
Less than H.S.,17,6.1,3.0-9.3
H.S. or G.E.D.,51,4.7,3.1-6.3
Some post-H.S.,58,5.7,3.9-7.5
College graduate,98,6.0,4.7-7.3
Texas,,,
Less than H.S.,38,3.2,1.7-4.7
H.S. or G.E.D.,140,6.8,4.9-8.7
Some post-H.S.,150,7.0,4.8-9.1
College graduate,242,4.8,3.9-5.6
Utah,,,
Less than H.S.,22,5.0,2.4-7.6
H.S. or G.E.D.,128,5.9,4.6-7.1
Some post-H.S.,106,3.4,2.6-4.1
College graduate,118,3.0,2.3-3.6
Vermont,,,
Less than H.S.,13,*,
H.S. or G.E.D.,112,7.8,6.0-9.7
Some post-H.S.,127,10.1,7.7-12.4
College graduate,247,8.5,7.1-9.9
Virginia,,,
Less than H.S.,19,5.4,2.4-8.3
H.S. or G.E.D.,108,6.2,4.7-7.7
Some post-H.S.,129,6.4,5.1-7.8
College graduate,236,5.4,4.5-6.2
Washington,,,
Less than H.S.,22,5.3,2.6-7.9
H.S. or G.E.D.,135,6.1,4.9-7.3
Some post-H.S.,232,7.0,6.0-8.2
College graduate,394,6.9,6.2-7.7
West Virginia,,,
Less than H.S.,18,5.2,2.5-7.9
H.S. or G.E.D.,96,5.5,4.3-6.7
Some post-H.S.,61,4.4,3.1-5.6
College graduate,85,4.7,3.6-5.8
Wisconsin,,,
Less than H.S.,14,*,
H.S. or G.E.D.,145,10.6,8.2-13.0
Some post-H.S.,140,7.2,5.6-8.7
College graduate,158,6.8,5.4-8.3
Wyoming,,,
Less than H.S.,9,*,
H.S. or G.E.D.,62,7.8,5.4-10.2
Some post-H.S.,73,6.5,4.7-8.4
College graduate,79,6.1,4.4-7.8
Guam,,,
Less than H.S.,7,*,
H.S. or G.E.D.,26,4.2,2.1-6.3
Some post-H.S.,17,*,
College graduate,33,4.9,2.8-7.0
Puerto Rico,,,
Less than H.S.,9,*,
H.S. or G.E.D.,31,3.6,2.1-5.1
Some post-H.S.,37,4.0,2.3-5.7
College graduate,59,5.1,3.5-6.7
Virgin Islands,,,
Less than H.S.,13,*,
H.S. or G.E.D.,16,*,
Some post-H.S.,13,*,
College graduate,34,4.7,2.2-7.3
Virgin Islands,,,
Less than H.S.,6,*,
H.S. or G.E.D.,25,1.5,0.7-2.3
Some post-H.S.,19,*,
College graduate,29,*,
