Location,n,Percentage,95% CI
College graduate,905,65.5,62.6-68.4
Maine,,,
Less than H.S.,136,36.5,28.8-44.1
H.S. or G.E.D.,"1,317",48.7,45.9-51.5
Some post-H.S.,"1,539",57.2,54.4-60.0
College graduate,"2,733",71.3,69.3-73.3
Maryland,,,
Less than H.S.,211,29.8,25.3-34.4
H.S. or G.E.D.,"1,629",45.5,43.1-47.9
Some post-H.S.,"1,856",53.3,50.9-55.7
College graduate,"4,888",64.6,63.0-66.2
Massachusetts,,,
Less than H.S.,119,37.2,31.0-43.3
H.S. or G.E.D.,681,50.7,47.5-53.8
Some post-H.S.,"1,003",61.1,58.3-64.0
College graduate,"2,618",72.8,71.0-74.6
Michigan,,,
Less than H.S.,127,39.1,33.0-45.2
H.S. or G.E.D.,"1,173",48.9,46.5-51.4
Some post-H.S.,"1,739",59.1,57.0-61.3
College graduate,"2,670",68.7,66.9-70.5
Minnesota,,,
Less than H.S.,228,38.6,33.9-43.2
H.S. or G.E.D.,"1,665",51.1,49.0-53.1
Some post-H.S.,"2,746",61.1,59.5-62.8
College graduate,"4,380",72.4,71.1-73.7
Mississippi,,,
Less than H.S.,123,27.9,22.5-33.3
H.S. or G.E.D.,362,31.6,28.3-34.9
Some post-H.S.,507,44.8,41.4-48.3
College graduate,621,51.0,47.7-54.2
Missouri,,,
Less than H.S.,129,38.1,32.0-44.3
H.S. or G.E.D.,803,44.7,41.8-47.6
Some post-H.S.,921,55.0,52.0-58.1
College graduate,"1,316",65.8,63.2-68.3
Montana,,,
Less than H.S.,120,42.3,35.4-49.2
H.S. or G.E.D.,867,53.9,51.1-56.7
Some post-H.S.,"1,078",59.1,56.5-61.7
College graduate,"1,503",69.7,67.5-71.8
Nebraska,,,
Less than H.S.,274,31.5,27.2-35.7
H.S. or G.E.D.,"2,181",50.6,48.5-52.8
Some post-H.S.,"2,746",63.6,61.7-65.5
College graduate,"3,098",71.9,70.2-73.6
Nevada,,,
Less than H.S.,101,39.0,31.8-46.2
H.S. or G.E.D.,319,48.3,43.2-53.3
Some post-H.S.,456,57.3,52.8-61.8
College graduate,551,57.2,52.3-62.1
New Hampshire,,,
Less than H.S.,101,53.9,44.9-63.0
H.S. or G.E.D.,701,57.8,54.3-61.3
Some post-H.S.,817,62.8,59.2-66.3
College graduate,"1,656",74.8,72.5-77.1
New Mexico,,,
Less than H.S.,153,26.5,21.9-31.1
H.S. or G.E.D.,565,43.4,39.8-47.0
Some post-H.S.,714,51.7,48.3-55.2
College graduate,"1,226",64.6,61.8-67.4
New York,,,
Less than H.S.,296,31.7,27.8-35.6
H.S. or G.E.D.,"1,363",45.5,42.9-48.1
Some post-H.S.,"1,741",57.2,54.6-59.8
College graduate,"3,757",69.9,68.2-71.7
North Carolina,,,
Less than H.S.,107,30.1,24.5-35.8
H.S. or G.E.D.,353,39.0,35.4-42.7
Some post-H.S.,556,48.6,45.4-51.9
College graduate,932,63.7,61.0-66.4
North Dakota,,,
Less than H.S.,80,39.3,29.7-48.9
H.S. or G.E.D.,716,53.1,49.4-56.7
Some post-H.S.,993,65.2,62.2-68.2
College graduate,"1,257",70.0,67.3-72.7
Ohio,,,
Less than H.S.,188,35.1,29.3-40.9
H.S. or G.E.D.,"1,611",43.0,40.7-45.4
Some post-H.S.,"1,557",53.2,50.7-55.8
College graduate,"2,315",66.3,64.2-68.5
Oklahoma,,,
Less than H.S.,111,30.6,25.2-35.9
H.S. or G.E.D.,525,35.8,32.9-38.8
Some post-H.S.,658,44.3,41.4-47.1
College graduate,893,53.6,50.8-56.3
Oregon,,,
Less than H.S.,129,39.9,33.6-46.3
H.S. or G.E.D.,670,51.0,47.9-54.2
Some post-H.S.,"1,075",59.1,56.4-61.9
College graduate,"1,499",68.9,66.5-71.2
Pennsylvania,,,
Less than H.S.,112,37.0,30.3-43.6
H.S. or G.E.D.,863,49.3,46.6-52.1
Some post-H.S.,816,55.7,52.5-58.8
College graduate,"1,844",69.8,67.8-71.9
Rhode Island,,,
Less than H.S.,117,36.2,29.1-43.3
H.S. or G.E.D.,691,56.6,52.9-60.3
Some post-H.S.,823,64.2,60.5-67.8
College graduate,"1,801",74.0,71.6-76.5
South Carolina,,,
Less than H.S.,153,32.2,26.9-37.4
H.S. or G.E.D.,609,41.3,38.3-44.4
Some post-H.S.,900,51.1,48.2-54.0
College graduate,"1,487",64.4,62.0-66.9
South Dakota,,,
Less than H.S.,119,47.6,36.2-59.1
H.S. or G.E.D.,829,53.0,48.4-57.5
Some post-H.S.,"1,074",60.9,56.8-65.1
College graduate,"1,370",67.2,63.5-70.9
Tennessee,,,
Less than H.S.,123,29.8,23.9-35.6
H.S. or G.E.D.,546,35.8,32.6-39.0
Some post-H.S.,638,48.2,44.8-51.7
College graduate,"1,022",60.5,57.6-63.4
Texas,,,
Less than H.S.,362,36.9,31.1-42.7
H.S. or G.E.D.,"1,127",46.3,42.7-49.9
Some post-H.S.,"1,532",55.5,52.3-58.7
College graduate,"2,521",64.2,61.6-66.7
Utah,,,
Less than H.S.,145,32.0,27.0-37.0
H.S. or G.E.D.,815,35.8,33.4-38.1
Some post-H.S.,"1,042",32.7,30.8-34.6
College graduate,"1,061",25.1,23.6-26.7
Vermont,,,
Less than H.S.,59,27.5,19.5-35.6
H.S. or G.E.D.,773,54.5,50.8-58.1
Some post-H.S.,879,66.6,63.0-70.1
College graduate,"2,132",77.8,75.6-80.0
Virginia,,,
Less than H.S.,141,22.9,18.6-27.1
H.S. or G.E.D.,842,42.0,39.1-44.8
Some post-H.S.,"1,188",52.4,49.7-55.0
College graduate,"2,594",65.6,63.6-67.7
Washington,,,
Less than H.S.,222,36.7,32.1-41.3
H.S. or G.E.D.,"1,221",49.1,46.6-51.6
Some post-H.S.,"1,924",55.4,53.3-57.5
College graduate,"3,396",66.9,65.2-68.6
West Virginia,,,
Less than H.S.,97,21.3,16.6-25.9
H.S. or G.E.D.,457,30.4,27.6-33.2
Some post-H.S.,458,41.9,38.4-45.4
College graduate,720,56.5,53.3-59.6
Wisconsin,,,
Less than H.S.,67,36.5,27.7-45.3
H.S. or G.E.D.,799,59.9,56.6-63.2
Some post-H.S.,844,67.9,64.6-71.2
College graduate,"1,278",74.3,71.6-77.0
Wyoming,,,
Less than H.S.,61,34.9,26.1-43.7
H.S. or G.E.D.,528,54.0,50.0-58.0
Some post-H.S.,725,52.6,49.1-56.1
College graduate,869,61.1,57.7-64.4
Guam,,,
Less than H.S.,42,27.7,17.8-37.6
H.S. or G.E.D.,299,39.2,34.4-44.0
Some post-H.S.,263,49.5,44.2-54.8
College graduate,357,51.5,46.8-56.2
Puerto Rico,,,
Less than H.S.,147,18.4,15.1-21.6
H.S. or G.E.D.,389,30.6,27.5-33.6
Some post-H.S.,426,33.5,30.4-36.7
College graduate,726,41.1,38.4-43.8
Puerto Rico,,,
Less than H.S.,97,20.4,14.5-26.4
H.S. or G.E.D.,284,26.5,23.2-29.9
Some post-H.S.,386,34.6,31.2-38.1
College graduate,753,41.4,38.6-44.2
Virgin Islands,,,
Less than H.S.,56,39.3,23.8-54.7
H.S. or G.E.D.,160,34.8,22.9-46.7
Some post-H.S.,142,61.9,44.9-78.8
College graduate,268,58.9,49.1-68.6
