Location,n,Percentage,95% CI
Some post-H.S.,60,4.2,3.0-5.4
College graduate,72,4.2,3.2-5.3
Oregon,,,
Less than H.S.,21,9.0,4.8-13.2
H.S. or G.E.D.,101,9.1,7.1-11.1
Some post-H.S.,130,7.8,6.3-9.3
College graduate,200,8.4,7.2-9.7
Pennsylvania,,,
Less than H.S.,10,*,
H.S. or G.E.D.,69,5.1,3.6-6.7
Some post-H.S.,81,8.3,5.9-10.6
College graduate,138,7.5,5.8-9.1
Rhode Island,,,
Less than H.S.,21,4.8,2.4-7.1
H.S. or G.E.D.,68,7.1,5.1-9.2
Some post-H.S.,77,6.0,4.2-7.7
College graduate,184,7.4,6.1-8.7
South Carolina,,,
Less than H.S.,33,9.0,5.5-12.6
H.S. or G.E.D.,106,5.0,3.8-6.2
Some post-H.S.,155,7.7,6.1-9.3
College graduate,245,7.6,6.4-8.7
South Dakota,,,
Less than H.S.,33,6.4,2.6-10.1
H.S. or G.E.D.,123,7.3,3.5-11.0
Some post-H.S.,131,7.5,3.6-11.3
College graduate,145,4.7,2.9-6.6
Tennessee,,,
Less than H.S.,8,*,
H.S. or G.E.D.,74,6.9,5.0-8.9
Some post-H.S.,76,7.0,5.0-8.9
College graduate,105,7.2,5.5-9.0
Texas,,,
Less than H.S.,48,4.5,2.4-6.5
H.S. or G.E.D.,200,6.8,5.3-8.4
Some post-H.S.,256,8.3,6.6-10.1
College graduate,357,6.8,5.7-7.9
Utah,,,
Less than H.S.,28,7.0,3.8-10.2
H.S. or G.E.D.,107,5.3,4.1-6.6
Some post-H.S.,136,5.7,4.5-6.8
College graduate,115,3.6,2.7-4.5
Vermont,,,
Less than H.S.,19,10.5,4.7-16.4
H.S. or G.E.D.,144,9.6,7.6-11.6
Some post-H.S.,144,8.8,7.0-10.5
College graduate,428,10.5,9.3-11.7
Virginia,,,
Less than H.S.,30,6.6,3.8-9.5
H.S. or G.E.D.,118,6.4,5.0-7.8
Some post-H.S.,162,7.6,6.1-9.1
College graduate,297,6.3,5.4-7.2
Washington,,,
Less than H.S.,63,6.2,4.4-8.1
H.S. or G.E.D.,341,6.8,5.9-7.7
Some post-H.S.,470,6.9,6.2-7.6
College graduate,882,7.2,6.6-7.8
West Virginia,,,
Less than H.S.,11,*,
H.S. or G.E.D.,78,6.2,4.6-7.8
Some post-H.S.,68,6.4,4.7-8.0
College graduate,64,5.4,3.9-7.0
Wisconsin,,,
Less than H.S.,21,7.0,3.3-10.7
H.S. or G.E.D.,195,8.0,6.5-9.4
Some post-H.S.,250,8.8,7.4-10.1
College graduate,279,7.1,6.0-8.1
Wyoming,,,
Less than H.S.,10,*,
H.S. or G.E.D.,79,10.2,7.5-12.9
Some post-H.S.,70,7.0,5.1-8.8
College graduate,93,7.2,5.5-8.9
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,60,10.0,5.2-14.8
Some post-H.S.,34,6.6,2.8-10.4
College graduate,57,8.6,4.2-12.9
Puerto Rico,,,
Less than H.S.,27,5.2,2.9-7.6
H.S. or G.E.D.,57,4.5,2.8-6.2
Some post-H.S.,64,4.6,3.1-6.2
College graduate,88,4.1,3.0-5.3
Virgin Islands,,,
Less than H.S.,6,*,
H.S. or G.E.D.,25,1.5,0.7-2.3
Some post-H.S.,19,*,
College graduate,29,*,
