Location,n,Percentage,95% CI
H.S. or G.E.D.,227,7.2,6.0-8.4
Some post-H.S.,208,6.0,5.0-7.0
College graduate,282,6.3,5.4-7.3
Nevada,,,
Less than H.S.,4,*,
H.S. or G.E.D.,44,7.6,4.6-10.5
Some post-H.S.,48,8.5,4.9-12.2
College graduate,67,5.4,3.6-7.2
New Hampshire,,,
Less than H.S.,13,*,
H.S. or G.E.D.,89,7.1,5.1-9.0
Some post-H.S.,101,8.5,6.3-10.8
College graduate,219,7.1,5.8-8.4
New Jersey,,,
Less than H.S.,8,*,
H.S. or G.E.D.,81,4.3,3.1-5.5
Some post-H.S.,98,5.0,3.7-6.4
College graduate,223,4.7,3.9-5.5
New Mexico,,,
Less than H.S.,7,*,
H.S. or G.E.D.,38,4.8,2.8-6.7
Some post-H.S.,46,6.3,3.7-8.9
College graduate,60,4.9,3.2-6.5
New York,,,
Less than H.S.,49,4.1,2.5-5.7
H.S. or G.E.D.,195,5.1,4.1-6.0
Some post-H.S.,197,5.0,4.0-6.0
College graduate,466,5.4,4.7-6.2
North Carolina,,,
Less than H.S.,12,*,
H.S. or G.E.D.,34,4.7,2.7-6.8
Some post-H.S.,63,6.6,4.6-8.7
College graduate,85,4.9,3.4-6.3
North Dakota,,,
Less than H.S.,6,*,
H.S. or G.E.D.,80,6.7,5.1-8.3
Some post-H.S.,110,7.4,5.9-9.0
College graduate,104,4.8,3.8-5.9
Ohio,,,
Less than H.S.,23,4.5,2.1-7.0
H.S. or G.E.D.,197,6.5,5.3-7.7
Some post-H.S.,182,6.4,5.2-7.6
College graduate,283,6.6,5.7-7.6
Oklahoma,,,
Less than H.S.,18,5.7,2.8-8.6
H.S. or G.E.D.,87,6.1,4.7-7.6
Some post-H.S.,68,4.1,3.0-5.2
College graduate,88,3.7,2.9-4.6
Oregon,,,
Less than H.S.,18,5.5,2.6-8.4
H.S. or G.E.D.,93,6.9,5.2-8.5
Some post-H.S.,105,7.0,5.4-8.6
College graduate,179,7.1,5.9-8.3
Rhode Island,,,
Less than H.S.,15,*,
H.S. or G.E.D.,69,6.6,4.6-8.6
Some post-H.S.,91,8.0,5.8-10.3
College graduate,165,6.4,5.1-7.6
South Carolina,,,
Less than H.S.,22,4.9,2.6-7.3
H.S. or G.E.D.,139,7.3,5.7-8.9
Some post-H.S.,146,6.3,5.1-7.6
College graduate,214,5.8,4.9-6.7
South Dakota,,,
Less than H.S.,16,*,
H.S. or G.E.D.,93,8.2,5.3-11.0
Some post-H.S.,106,7.3,4.5-10.2
College graduate,114,6.8,4.0-9.5
Tennessee,,,
Less than H.S.,19,*,
H.S. or G.E.D.,74,5.6,4.0-7.3
Some post-H.S.,88,6.4,4.6-8.1
College graduate,91,4.9,3.7-6.1
Texas,,,
Less than H.S.,50,5.3,3.0-7.7
H.S. or G.E.D.,120,5.3,3.1-7.5
Some post-H.S.,164,6.9,5.2-8.6
College graduate,245,5.4,4.3-6.5
Utah,,,
Less than H.S.,25,7.2,3.4-10.9
H.S. or G.E.D.,126,5.1,4.1-6.1
Some post-H.S.,98,3.4,2.4-4.4
College graduate,112,2.7,2.1-3.4
Vermont,,,
Less than H.S.,10,*,
H.S. or G.E.D.,103,6.3,4.9-7.8
Some post-H.S.,126,8.2,6.4-10.0
College graduate,339,8.4,7.3-9.5
Virginia,,,
Less than H.S.,11,*,
H.S. or G.E.D.,68,6.0,4.3-7.7
Some post-H.S.,90,6.6,4.6-8.5
College graduate,177,5.1,4.1-6.2
Washington,,,
Less than H.S.,55,5.7,3.6-7.7
H.S. or G.E.D.,329,6.4,5.6-7.2
Some post-H.S.,460,6.8,6.0-7.6
College graduate,787,6.3,5.7-6.8
West Virginia,,,
Less than H.S.,11,*,
H.S. or G.E.D.,57,4.9,3.5-6.3
Some post-H.S.,55,5.1,3.7-6.6
College graduate,78,6.0,4.6-7.5
Wisconsin,,,
Less than H.S.,24,4.2,2.1-6.3
H.S. or G.E.D.,195,7.9,6.5-9.2
Some post-H.S.,239,7.9,6.7-9.2
College graduate,258,6.8,5.7-7.8
Wyoming,,,
Less than H.S.,8,*,
H.S. or G.E.D.,59,8.0,5.8-10.3
Some post-H.S.,71,5.6,4.1-7.1
College graduate,85,6.1,4.4-7.8
Guam,,,
Less than H.S.,4,*,
H.S. or G.E.D.,27,7.3,3.6-11.0
Some post-H.S.,30,11.3,6.5-16.2
College graduate,31,8.7,3.9-13.4
Puerto Rico,,,
Less than H.S.,16,*,
H.S. or G.E.D.,39,3.8,2.3-5.2
Some post-H.S.,35,3.1,1.7-4.6
College graduate,64,4.5,3.0-6.0
Virgin Islands,,,
Less than H.S.,14,*,
H.S. or G.E.D.,37,6.3,3.5-9.2
Some post-H.S.,29,6.4,2.8-10.0
College graduate,42,4.9,2.7-7.2
Puerto Rico,,,
Less than H.S.,53,10.9,6.7-15.2
H.S. or G.E.D.,144,14.2,11.6-16.8
Some post-H.S.,143,13.6,11.1-16.2
College graduate,202,12.2,10.2-14.3
Virgin Islands,,,
Less than H.S.,17,*,
H.S. or G.E.D.,44,3.8,1.9-5.6
Some post-H.S.,35,*,
College graduate,54,*,
