Location,n,Percentage,95% CI
H.S. or G.E.D.,133,9.0,7.3-10.7
Some post-H.S.,168,9.8,8.1-11.5
College graduate,178,8.9,7.5-10.3
Nebraska,,,
Less than H.S.,28,4.0,2.2-5.9
H.S. or G.E.D.,248,6.1,5.0-7.1
Some post-H.S.,289,7.5,6.4-8.6
College graduate,249,5.5,4.6-6.4
Nevada,,,
Less than H.S.,11,*,
H.S. or G.E.D.,29,5.1,2.8-7.4
Some post-H.S.,77,8.5,6.1-10.9
College graduate,61,6.5,4.0-9.1
New Hampshire,,,
Less than H.S.,22,11.4,5.6-17.2
H.S. or G.E.D.,86,7.4,5.4-9.4
Some post-H.S.,91,6.9,5.2-8.6
College graduate,148,5.9,4.7-7.1
New Mexico,,,
Less than H.S.,24,4.0,1.9-6.1
H.S. or G.E.D.,87,7.1,5.2-9.0
Some post-H.S.,85,6.4,4.5-8.2
College graduate,108,5.6,4.3-7.0
New York,,,
Less than H.S.,36,3.4,1.8-4.9
H.S. or G.E.D.,156,4.5,3.5-5.5
Some post-H.S.,202,6.1,5.0-7.2
College graduate,395,8.0,7.0-9.0
North Carolina,,,
Less than H.S.,15,4.2,1.8-6.5
H.S. or G.E.D.,46,4.6,3.1-6.0
Some post-H.S.,75,6.5,5.0-8.1
College graduate,95,6.3,4.9-7.7
North Dakota,,,
Less than H.S.,13,*,
H.S. or G.E.D.,80,7.2,5.1-9.2
Some post-H.S.,116,8.8,6.8-10.8
College graduate,93,5.7,4.3-7.2
Ohio,,,
Less than H.S.,46,8.8,5.4-12.1
H.S. or G.E.D.,231,6.6,5.4-7.9
Some post-H.S.,167,5.5,4.3-6.6
College graduate,210,6.9,5.6-8.1
Oklahoma,,,
Less than H.S.,12,*,
H.S. or G.E.D.,65,4.9,3.5-6.3
Some post-H.S.,61,3.9,2.7-5.0
College graduate,70,4.1,3.0-5.3
Oregon,,,
Less than H.S.,14,4.4,1.8-6.9
H.S. or G.E.D.,119,9.9,7.9-11.9
Some post-H.S.,153,8.4,6.9-9.8
College graduate,195,9.1,7.7-10.5
Pennsylvania,,,
Less than H.S.,13,*,
H.S. or G.E.D.,105,6.9,5.4-8.5
Some post-H.S.,85,5.9,4.5-7.4
College graduate,154,6.0,4.7-7.2
Rhode Island,,,
Less than H.S.,21,*,
H.S. or G.E.D.,76,5.8,4.0-7.6
Some post-H.S.,87,7.0,5.0-8.9
College graduate,163,6.0,4.8-7.2
South Carolina,,,
Less than H.S.,39,8.2,5.2-11.3
H.S. or G.E.D.,108,8.2,6.3-10.0
Some post-H.S.,174,10.1,8.3-11.8
College graduate,226,9.9,8.4-11.4
South Dakota,,,
Less than H.S.,19,*,
H.S. or G.E.D.,105,10.2,6.8-13.5
Some post-H.S.,96,6.8,4.2-9.3
College graduate,99,3.1,1.9-4.4
Tennessee,,,
Less than H.S.,18,*,
H.S. or G.E.D.,69,4.5,3.2-5.7
Some post-H.S.,73,5.9,4.2-7.6
College graduate,120,7.5,5.9-9.2
Texas,,,
Less than H.S.,53,5.1,2.4-7.8
H.S. or G.E.D.,154,6.4,4.6-8.1
Some post-H.S.,201,6.2,4.7-7.7
College graduate,264,6.4,5.2-7.6
Utah,,,
Less than H.S.,20,5.6,2.9-8.3
H.S. or G.E.D.,129,6.3,5.0-7.5
Some post-H.S.,127,3.8,3.0-4.6
College graduate,114,2.8,2.2-3.5
Vermont,,,
Less than H.S.,13,*,
H.S. or G.E.D.,121,8.5,6.5-10.5
Some post-H.S.,134,11.5,8.8-14.2
College graduate,248,9.2,7.7-10.7
Virginia,,,
Less than H.S.,27,4.7,2.6-6.8
H.S. or G.E.D.,120,6.0,4.7-7.3
Some post-H.S.,149,6.6,5.1-8.0
College graduate,227,4.9,4.1-5.7
Washington,,,
Less than H.S.,34,4.1,2.3-5.9
H.S. or G.E.D.,139,5.4,4.3-6.5
Some post-H.S.,204,5.5,4.5-6.4
College graduate,331,6.3,5.5-7.1
West Virginia,,,
Less than H.S.,16,3.4,1.4-5.3
H.S. or G.E.D.,70,5.0,3.6-6.5
Some post-H.S.,53,5.9,3.9-7.9
College graduate,80,6.2,4.6-7.7
Wisconsin,,,
Less than H.S.,10,*,
H.S. or G.E.D.,119,8.9,6.9-10.9
Some post-H.S.,112,10.4,8.3-12.6
College graduate,112,6.0,4.6-7.3
Wyoming,,,
Less than H.S.,12,*,
H.S. or G.E.D.,45,7.1,4.6-9.5
Some post-H.S.,88,6.8,4.8-8.9
College graduate,74,4.7,3.2-6.3
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,58,9.2,6.0-12.5
Some post-H.S.,41,8.3,4.8-11.7
College graduate,45,7.2,4.6-9.8
Puerto Rico,,,
Less than H.S.,22,2.8,1.4-4.1
H.S. or G.E.D.,47,4.1,2.6-5.6
Some post-H.S.,56,4.8,3.3-6.3
College graduate,96,5.7,4.3-7.0
Puerto Rico,,,
Less than H.S.,17,2.7,1.2-4.1
H.S. or G.E.D.,59,6.0,4.2-7.8
Some post-H.S.,45,4.2,2.7-5.7
College graduate,82,4.3,3.3-5.4
Virgin Islands,,,
Less than H.S.,6,*,
H.S. or G.E.D.,25,1.5,0.7-2.3
Some post-H.S.,19,*,
College graduate,29,*,
