Location,n,Percentage,95% CI
Some post-H.S.,335,7.2,6.4-8.1
College graduate,458,7.3,6.6-8.1
Mississippi,,,
Less than H.S.,30,6.8,4.0-9.6
H.S. or G.E.D.,85,5.9,4.4-7.4
Some post-H.S.,76,6.1,4.6-7.7
College graduate,68,4.3,3.1-5.5
Missouri,,,
Less than H.S.,31,6.6,3.7-9.5
H.S. or G.E.D.,124,5.5,4.4-6.7
Some post-H.S.,179,8.9,7.4-10.4
College graduate,190,6.9,5.8-8.1
Montana,,,
Less than H.S.,27,11.7,6.9-16.5
H.S. or G.E.D.,153,9.8,8.0-11.5
Some post-H.S.,149,9.2,7.6-10.8
College graduate,188,8.5,7.2-9.8
Nebraska,,,
Less than H.S.,40,6.0,3.4-8.6
H.S. or G.E.D.,287,7.8,6.5-9.1
Some post-H.S.,299,8.5,7.2-9.8
College graduate,285,6.1,5.1-7.1
Nevada,,,
Less than H.S.,12,*,
H.S. or G.E.D.,51,7.2,4.7-9.8
Some post-H.S.,69,8.2,5.8-10.6
College graduate,60,6.9,4.7-9.1
New Hampshire,,,
Less than H.S.,15,*,
H.S. or G.E.D.,113,7.4,5.7-9.1
Some post-H.S.,120,8.2,6.3-10.0
College graduate,214,8.9,7.3-10.4
New Jersey,,,
Less than H.S.,24,4.4,2.2-6.7
H.S. or G.E.D.,155,6.8,5.4-8.1
Some post-H.S.,161,7.1,5.8-8.4
College graduate,341,7.0,6.1-7.8
New Mexico,,,
Less than H.S.,28,7.1,3.4-10.9
H.S. or G.E.D.,69,4.0,2.6-5.5
Some post-H.S.,106,8.6,6.1-11.0
College graduate,133,6.9,5.1-8.7
New York,,,
Less than H.S.,41,3.7,2.3-5.1
H.S. or G.E.D.,190,5.6,4.6-6.6
Some post-H.S.,253,8.0,6.7-9.2
College graduate,464,7.3,6.5-8.1
North Carolina,,,
Less than H.S.,19,5.2,2.4-7.9
H.S. or G.E.D.,77,6.0,4.5-7.5
Some post-H.S.,72,5.3,3.9-6.7
College graduate,133,6.4,5.2-7.6
North Dakota,,,
Less than H.S.,9,*,
H.S. or G.E.D.,72,8.8,6.3-11.2
Some post-H.S.,106,9.3,7.2-11.4
College graduate,88,6.2,4.5-7.8
Ohio,,,
Less than H.S.,43,6.1,3.7-8.6
H.S. or G.E.D.,249,6.0,5.1-7.0
Some post-H.S.,232,6.8,5.7-7.9
College graduate,275,6.4,5.4-7.5
Oklahoma,,,
Less than H.S.,10,*,
H.S. or G.E.D.,49,4.8,3.2-6.3
Some post-H.S.,58,4.9,3.4-6.3
College graduate,68,5.2,3.8-6.6
Oregon,,,
Less than H.S.,18,6.6,3.2-9.9
H.S. or G.E.D.,87,7.1,5.4-8.7
Some post-H.S.,129,8.0,6.6-9.4
College graduate,172,8.8,7.4-10.2
Pennsylvania,,,
Less than H.S.,14,*,
H.S. or G.E.D.,88,6.5,5.0-8.1
Some post-H.S.,102,8.8,6.8-10.8
College graduate,170,8.5,7.0-10.0
Rhode Island,,,
Less than H.S.,12,*,
H.S. or G.E.D.,78,5.6,4.0-7.2
Some post-H.S.,75,5.8,4.0-7.6
College graduate,172,6.8,5.4-8.2
South Carolina,,,
Less than H.S.,18,8.0,4.1-12.0
H.S. or G.E.D.,67,7.6,5.5-9.7
Some post-H.S.,67,7.4,5.4-9.4
College graduate,112,7.9,6.2-9.6
South Dakota,,,
Less than H.S.,16,*,
H.S. or G.E.D.,96,6.3,3.6-9.0
Some post-H.S.,134,6.5,4.4-8.7
College graduate,113,4.8,3.0-6.7
Tennessee,,,
Less than H.S.,20,*,
H.S. or G.E.D.,57,4.7,3.1-6.2
Some post-H.S.,49,5.6,3.6-7.6
College graduate,94,6.9,5.0-8.8
Texas,,,
Less than H.S.,79,7.0,3.9-10.2
H.S. or G.E.D.,173,6.8,5.0-8.7
Some post-H.S.,189,6.6,4.9-8.3
College graduate,230,6.0,4.7-7.2
Utah,,,
Less than H.S.,16,4.0,1.7-6.3
H.S. or G.E.D.,125,5.8,4.6-7.0
Some post-H.S.,128,4.4,3.5-5.3
College graduate,125,3.6,2.8-4.3
Vermont,,,
Less than H.S.,15,7.1,3.0-11.2
H.S. or G.E.D.,146,9.5,7.5-11.6
Some post-H.S.,129,10.1,7.3-12.9
College graduate,257,10.2,8.5-12.0
Virginia,,,
Less than H.S.,26,4.4,2.3-6.5
H.S. or G.E.D.,113,6.1,4.7-7.6
Some post-H.S.,115,5.1,3.9-6.3
College graduate,230,6.1,5.0-7.1
Washington,,,
Less than H.S.,38,5.2,3.3-7.2
H.S. or G.E.D.,173,7.0,5.7-8.2
Some post-H.S.,280,7.5,6.4-8.6
College graduate,382,7.3,6.4-8.2
West Virginia,,,
Less than H.S.,18,4.9,2.3-7.4
H.S. or G.E.D.,69,4.3,3.1-5.5
Some post-H.S.,54,4.5,3.1-5.8
College graduate,61,4.4,3.2-5.6
Wisconsin,,,
Less than H.S.,21,10.9,5.4-16.3
H.S. or G.E.D.,118,10.2,7.7-12.7
Some post-H.S.,128,11.2,8.7-13.6
College graduate,137,7.8,6.2-9.4
Wyoming,,,
Less than H.S.,14,*,
H.S. or G.E.D.,66,6.4,4.4-8.5
Some post-H.S.,65,5.6,3.8-7.4
College graduate,99,6.6,4.8-8.5
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,49,8.2,4.9-11.5
Some post-H.S.,22,5.2,2.2-8.1
College graduate,46,5.5,3.7-7.3
Puerto Rico,,,
Less than H.S.,17,2.7,1.2-4.1
H.S. or G.E.D.,59,6.0,4.2-7.8
Some post-H.S.,45,4.2,2.7-5.7
College graduate,82,4.3,3.3-5.4
Virgin Islands,,,
Less than H.S.,6,*,
H.S. or G.E.D.,25,1.5,0.7-2.3
Some post-H.S.,19,*,
College graduate,29,*,
