Location,n,Percentage,95% CI
Less than H.S.,50,33.6,24.0-43.2
H.S. or G.E.D.,719,51.1,47.2-54.9
Some post-H.S.,878,65.6,62.3-68.8
College graduate,"2,213",72.5,70.4-74.7
New Jersey,,,
Less than H.S.,148,37.6,31.5-43.6
H.S. or G.E.D.,804,46.4,43.2-49.6
Some post-H.S.,962,53.5,50.1-57.0
College graduate,"2,960",65.2,63.1-67.3
New Mexico,,,
Less than H.S.,69,30.8,23.1-38.5
H.S. or G.E.D.,277,41.3,36.1-46.6
Some post-H.S.,360,48.8,43.6-53.9
College graduate,602,54.5,50.4-58.7
New York,,,
Less than H.S.,400,33.2,29.6-36.8
H.S. or G.E.D.,"1,548",47.1,44.5-49.7
Some post-H.S.,"1,887",54.3,51.8-56.7
College graduate,"5,161",66.3,64.7-68.0
North Carolina,,,
Less than H.S.,94,29.8,22.7-36.9
H.S. or G.E.D.,296,40.7,35.9-45.4
Some post-H.S.,468,48.7,44.5-52.8
College graduate,963,61.8,58.8-64.8
North Dakota,,,
Less than H.S.,64,42.7,33.2-52.2
H.S. or G.E.D.,648,50.8,47.3-54.3
Some post-H.S.,924,59.6,56.6-62.5
College graduate,"1,437",69.2,66.9-71.6
Ohio,,,
Less than H.S.,139,30.2,24.5-35.9
H.S. or G.E.D.,"1,516",43.2,41.0-45.5
Some post-H.S.,"1,578",53.7,51.3-56.0
College graduate,"2,902",66.3,64.5-68.2
Oklahoma,,,
Less than H.S.,109,33.3,27.7-39.0
H.S. or G.E.D.,558,38.4,35.5-41.2
Some post-H.S.,803,46.4,43.8-49.0
College graduate,"1,189",54.6,52.3-56.9
Oregon,,,
Less than H.S.,113,39.6,32.5-46.7
H.S. or G.E.D.,602,49.7,46.1-53.4
Some post-H.S.,877,52.0,48.9-55.2
College graduate,"1,751",68.4,66.1-70.7
Rhode Island,,,
Less than H.S.,114,29.8,23.2-36.4
H.S. or G.E.D.,543,48.7,44.6-52.8
Some post-H.S.,682,55.8,51.7-60.0
College graduate,"1,830",71.6,69.1-74.1
South Carolina,,,
Less than H.S.,152,27.9,23.2-32.6
H.S. or G.E.D.,893,43.2,40.3-46.1
Some post-H.S.,"1,168",51.4,48.7-54.1
College graduate,"2,231",62.7,60.6-64.8
South Dakota,,,
Less than H.S.,94,40.3,26.0-54.5
H.S. or G.E.D.,692,57.1,51.8-62.4
Some post-H.S.,898,61.5,56.0-66.9
College graduate,"1,304",69.0,64.9-73.2
Tennessee,,,
Less than H.S.,89,26.8,20.2-33.3
H.S. or G.E.D.,537,38.8,35.5-42.2
Some post-H.S.,651,50.5,47.0-53.9
College graduate,"1,129",64.1,61.3-66.8
Texas,,,
Less than H.S.,247,29.2,23.8-34.5
H.S. or G.E.D.,874,46.5,42.7-50.4
Some post-H.S.,"1,217",52.6,49.1-56.2
College graduate,"2,373",59.9,57.0-62.8
Utah,,,
Less than H.S.,165,36.3,30.7-41.9
H.S. or G.E.D.,860,34.5,32.1-36.9
Some post-H.S.,853,32.1,29.8-34.4
College graduate,"1,254",30.8,29.1-32.5
Vermont,,,
Less than H.S.,60,38.2,27.9-48.6
H.S. or G.E.D.,731,49.1,45.3-52.8
Some post-H.S.,908,60.3,56.9-63.7
College graduate,"2,917",72.3,70.3-74.2
Virginia,,,
Less than H.S.,78,26.5,19.5-33.6
H.S. or G.E.D.,498,42.0,38.2-45.8
Some post-H.S.,766,53.0,49.4-56.5
College graduate,"1,920",65.0,62.4-67.5
Washington,,,
Less than H.S.,434,39.4,35.8-42.9
H.S. or G.E.D.,"2,520",49.8,48.0-51.6
Some post-H.S.,"3,891",58.7,57.2-60.2
College graduate,"8,024",67.3,66.2-68.4
West Virginia,,,
Less than H.S.,46,18.2,13.0-23.5
H.S. or G.E.D.,397,34.1,31.1-37.1
Some post-H.S.,437,43.6,40.2-47.0
College graduate,786,57.6,54.8-60.5
Wisconsin,,,
Less than H.S.,169,33.0,27.6-38.4
H.S. or G.E.D.,"1,532",51.0,48.5-53.5
Some post-H.S.,"1,952",59.9,57.7-62.1
College graduate,"3,005",69.8,67.9-71.6
Wyoming,,,
Less than H.S.,48,35.4,26.0-44.8
H.S. or G.E.D.,413,44.2,40.4-48.0
Some post-H.S.,634,51.7,48.4-55.1
College graduate,929,58.9,56.0-61.8
Guam,,,
Less than H.S.,21,34.9,19.3-50.5
H.S. or G.E.D.,185,46.2,38.8-53.6
Some post-H.S.,166,50.4,42.6-58.3
College graduate,237,52.7,46.2-59.2
Puerto Rico,,,
Less than H.S.,94,18.4,14.2-22.5
H.S. or G.E.D.,300,31.0,27.4-34.7
Some post-H.S.,396,36.6,32.8-40.4
College graduate,666,43.2,40.0-46.4
Virgin Islands,,,
Less than H.S.,80,36.2,26.7-45.7
H.S. or G.E.D.,249,46.5,40.0-53.0
Some post-H.S.,185,54.6,45.7-63.4
College graduate,328,55.5,49.2-61.9
Puerto Rico,,,
Less than H.S.,576,98.9,97.9-99.8
H.S. or G.E.D.,"1,146",96.1,94.5-97.7
Some post-H.S.,"1,195",95.2,93.5-96.9
College graduate,"1,804",93.8,92.4-95.2
Virgin Islands,,,
Less than H.S.,201,95.6,88.0-100.0
H.S. or G.E.D.,429,92.6,87.5-97.8
Some post-H.S.,277,76.8,50.5-100.0
College graduate,432,80.1,
