Location,n,Percentage,95% CI
College graduate,"5,479",89.8,88.9-90.6
Mississippi,,,
Less than H.S.,280,47.7,42.4-53.0
H.S. or G.E.D.,775,57.2,53.9-60.4
Some post-H.S.,853,65.8,62.6-68.9
College graduate,993,75.4,72.7-78.1
Missouri,,,
Less than H.S.,248,55.4,49.4-61.3
H.S. or G.E.D.,"1,322",63.3,60.6-66.0
Some post-H.S.,"1,313",70.1,67.4-72.8
College graduate,"1,775",81.7,79.7-83.8
Montana,,,
Less than H.S.,185,62.8,56.1-69.4
H.S. or G.E.D.,"1,239",77.3,75.1-79.6
Some post-H.S.,"1,509",80.8,78.8-82.8
College graduate,"1,966",87.8,86.3-89.3
Nebraska,,,
Less than H.S.,434,51.1,46.5-55.7
H.S. or G.E.D.,"2,923",65.7,63.8-67.7
Some post-H.S.,"3,381",74.4,72.6-76.1
College graduate,"3,887",85.7,84.4-87.0
Nevada,,,
Less than H.S.,171,61.6,54.3-68.8
H.S. or G.E.D.,444,65.4,60.4-70.4
Some post-H.S.,653,80.1,76.7-83.4
College graduate,788,85.5,81.9-89.1
New Hampshire,,,
Less than H.S.,126,66.0,57.8-74.1
H.S. or G.E.D.,895,66.9,63.6-70.3
Some post-H.S.,"1,095",80.0,77.2-82.9
College graduate,"2,054",88.7,87.0-90.3
New Mexico,,,
Less than H.S.,349,56.9,51.8-61.9
H.S. or G.E.D.,"1,012",71.3,68.2-74.5
Some post-H.S.,"1,164",76.6,73.7-79.5
College graduate,"1,724",87.2,85.3-89.0
New York,,,
Less than H.S.,495,54.4,50.2-58.6
H.S. or G.E.D.,"1,957",66.1,63.7-68.5
Some post-H.S.,"2,314",75.0,72.8-77.1
College graduate,"4,584",83.6,82.2-85.0
North Carolina,,,
Less than H.S.,194,54.1,48.3-60.0
H.S. or G.E.D.,631,67.2,63.8-70.6
Some post-H.S.,889,75.7,73.1-78.4
College graduate,"1,304",86.6,84.8-88.4
North Dakota,,,
Less than H.S.,125,58.2,48.9-67.4
H.S. or G.E.D.,918,65.0,61.6-68.4
Some post-H.S.,"1,209",72.3,69.4-75.2
College graduate,"1,574",82.9,80.7-85.1
Ohio,,,
Less than H.S.,365,49.5,43.8-55.3
H.S. or G.E.D.,"2,751",66.9,64.7-69.1
Some post-H.S.,"2,470",74.2,72.0-76.4
College graduate,"3,167",84.0,82.4-85.6
Oklahoma,,,
Less than H.S.,226,48.9,43.5-54.3
H.S. or G.E.D.,981,61.4,58.6-64.2
Some post-H.S.,"1,202",68.2,65.5-70.8
College graduate,"1,476",78.5,76.4-80.7
Oregon,,,
Less than H.S.,208,60.1,54.2-66.1
H.S. or G.E.D.,941,69.1,66.2-71.9
Some post-H.S.,"1,424",76.9,74.6-79.2
College graduate,"1,903",86.2,84.4-87.9
Pennsylvania,,,
Less than H.S.,172,62.8,56.2-69.3
H.S. or G.E.D.,"1,176",67.3,64.8-69.9
Some post-H.S.,"1,102",75.6,73.0-78.2
College graduate,"2,309",86.6,85.1-88.0
Rhode Island,,,
Less than H.S.,206,50.2,43.0-57.4
H.S. or G.E.D.,850,65.7,62.1-69.3
Some post-H.S.,"1,004",77.0,73.8-80.1
College graduate,"2,152",86.3,84.3-88.3
South Carolina,,,
Less than H.S.,315,54.9,49.4-60.4
H.S. or G.E.D.,"1,125",64.5,61.6-67.4
Some post-H.S.,"1,348",74.5,72.1-77.0
College graduate,"2,049",83.3,81.4-85.2
South Dakota,,,
Less than H.S.,177,55.0,43.7-66.4
H.S. or G.E.D.,"1,107",64.5,60.3-68.8
Some post-H.S.,"1,379",70.9,67.1-74.7
College graduate,"1,747",80.1,77.0-83.1
Tennessee,,,
Less than H.S.,263,49.5,43.5-55.4
H.S. or G.E.D.,"1,077",65.7,62.8-68.7
Some post-H.S.,"1,074",72.5,69.5-75.5
College graduate,"1,542",82.9,80.7-85.2
Texas,,,
Less than H.S.,643,53.3,47.7-58.9
H.S. or G.E.D.,"1,724",69.2,66.1-72.3
Some post-H.S.,"2,255",76.7,74.0-79.4
College graduate,"3,432",84.3,82.4-86.3
Utah,,,
Less than H.S.,301,64.1,59.1-69.2
H.S. or G.E.D.,"1,912",76.3,74.4-78.3
Some post-H.S.,"2,947",82.7,81.2-84.2
College graduate,"4,041",89.7,88.7-90.7
Vermont,,,
Less than H.S.,119,60.8,52.5-69.1
H.S. or G.E.D.,"1,036",71.1,67.8-74.3
Some post-H.S.,"1,122",82.0,79.3-84.7
College graduate,"2,544",90.5,89.1-91.9
Virginia,,,
Less than H.S.,323,54.8,49.7-59.9
H.S. or G.E.D.,"1,355",67.6,65.0-70.2
Some post-H.S.,"1,798",75.6,73.3-77.8
College graduate,"3,423",85.1,83.4-86.7
Washington,,,
Less than H.S.,393,62.4,57.9-66.9
H.S. or G.E.D.,"1,876",75.2,73.1-77.2
Some post-H.S.,"2,900",81.3,79.7-83.0
College graduate,"4,600",89.3,88.2-90.4
West Virginia,,,
Less than H.S.,256,55.9,50.4-61.4
H.S. or G.E.D.,"1,103",63.6,60.9-66.3
Some post-H.S.,921,74.2,71.3-77.1
College graduate,"1,169",81.4,79.0-83.9
Wisconsin,,,
Less than H.S.,105,59.4,50.2-68.6
H.S. or G.E.D.,953,70.3,67.4-73.3
Some post-H.S.,996,77.8,75.0-80.6
College graduate,"1,527",88.4,86.6-90.2
Wyoming,,,
Less than H.S.,123,63.5,54.7-72.3
H.S. or G.E.D.,770,69.9,66.3-73.5
Some post-H.S.,"1,111",75.2,72.2-78.2
College graduate,"1,296",86.5,84.3-88.7
Guam,,,
Less than H.S.,85,55.4,44.5-66.4
H.S. or G.E.D.,545,71.6,67.3-76.0
Some post-H.S.,436,75.0,70.6-79.5
College graduate,592,80.3,76.5-84.0
Puerto Rico,,,
Less than H.S.,365,40.3,36.5-44.1
H.S. or G.E.D.,695,45.5,42.3-48.6
Some post-H.S.,709,52.0,48.8-55.2
College graduate,"1,097",58.2,55.5-60.8
Puerto Rico,,,
Less than H.S.,240,39.2,33.2-45.4
H.S. or G.E.D.,589,52.2,48.1-56.2
Some post-H.S.,658,54.3,50.8-57.9
College graduate,"1,230",66.7,64.2-69.2
Virgin Islands,,,
Less than H.S.,131,61.6,47.6-75.6
H.S. or G.E.D.,352,75.5,66.4-84.6
Some post-H.S.,234,79.9,68.8-90.9
College graduate,416,85.0,78.8-91.2
