Location,n,Percentage,95% CI
Less than H.S.,374,65.1,60.0-70.2
H.S. or G.E.D.,"1,785",68.4,66.2-70.6
Some post-H.S.,"1,893",76.6,74.6-78.6
College graduate,"2,409",86.6,85.2-88.1
Kansas,,,
Less than H.S.,212,59.6,53.3-65.9
H.S. or G.E.D.,"1,599",68.7,66.3-71.2
Some post-H.S.,"2,190",74.7,72.7-76.7
College graduate,"3,284",86.0,84.7-87.3
Louisiana,,,
Less than H.S.,243,53.4,47.6-59.2
H.S. or G.E.D.,965,63.9,60.9-66.8
Some post-H.S.,"1,027",73.9,71.1-76.7
College graduate,"1,499",83.4,81.2-85.5
Maine,,,
Less than H.S.,240,64.8,58.3-71.2
H.S. or G.E.D.,"2,064",70.5,68.3-72.7
Some post-H.S.,"2,322",76.7,74.7-78.7
College graduate,"4,565",87.9,86.8-89.1
Maryland,,,
Less than H.S.,503,58.4,53.9-62.9
H.S. or G.E.D.,"2,674",70.4,68.0-72.7
Some post-H.S.,"2,713",77.4,75.3-79.6
College graduate,"7,039",86.8,85.6-87.9
Massachusetts,,,
Less than H.S.,222,53.5,46.9-60.2
H.S. or G.E.D.,"1,112",69.3,66.0-72.5
Some post-H.S.,"1,555",77.5,74.9-80.1
College graduate,"4,648",89.0,87.9-90.2
Michigan,,,
Less than H.S.,182,50.3,43.9-56.8
H.S. or G.E.D.,"1,616",69.7,67.4-72.1
Some post-H.S.,"1,967",75.4,73.4-77.5
College graduate,"3,692",86.8,85.6-88.1
Minnesota,,,
Less than H.S.,338,55.0,49.8-60.1
H.S. or G.E.D.,"2,302",70.6,68.4-72.8
Some post-H.S.,"3,351",76.3,74.4-78.3
College graduate,"6,410",87.6,86.4-88.7
Mississippi,,,
Less than H.S.,138,49.5,42.2-56.9
H.S. or G.E.D.,642,62.8,59.1-66.5
Some post-H.S.,859,70.9,67.8-74.0
College graduate,"1,087",76.3,73.6-79.1
Missouri,,,
Less than H.S.,225,59.8,53.7-66.0
H.S. or G.E.D.,"1,362",64.5,61.7-67.3
Some post-H.S.,"1,357",72.4,69.8-75.0
College graduate,"2,035",83.3,81.4-85.3
Montana,,,
Less than H.S.,200,70.5,64.2-76.8
H.S. or G.E.D.,"1,246",73.8,71.3-76.3
Some post-H.S.,"1,524",78.9,76.8-81.1
College graduate,"2,593",90.4,89.2-91.6
Nebraska,,,
Less than H.S.,471,55.8,51.4-60.1
H.S. or G.E.D.,"2,353",67.7,65.6-69.8
Some post-H.S.,"2,782",78.7,77.0-80.3
College graduate,"3,763",86.9,85.7-88.1
Nevada,,,
Less than H.S.,67,60.9,49.3-72.5
H.S. or G.E.D.,486,72.2,66.0-78.5
Some post-H.S.,579,73.0,68.0-78.1
College graduate,886,86.0,82.4-89.7
New Hampshire,,,
Less than H.S.,100,48.0,38.8-57.2
H.S. or G.E.D.,"1,041",72.9,69.9-76.0
Some post-H.S.,"1,213",78.3,75.6-81.0
College graduate,"2,984",89.4,88.0-90.8
New Jersey,,,
Less than H.S.,258,55.0,49.5-60.5
H.S. or G.E.D.,"1,267",69.0,66.3-71.7
Some post-H.S.,"1,419",75.3,72.6-78.0
College graduate,"4,108",86.3,85.0-87.6
New Mexico,,,
Less than H.S.,165,58.7,51.1-66.3
H.S. or G.E.D.,540,70.7,66.1-75.3
Some post-H.S.,659,79.0,75.1-82.9
College graduate,"1,004",86.7,83.8-89.5
New York,,,
Less than H.S.,722,52.3,48.7-56.0
H.S. or G.E.D.,"2,467",67.4,65.2-69.7
Some post-H.S.,"2,757",75.8,73.8-77.8
College graduate,"7,021",84.8,83.5-86.0
North Carolina,,,
Less than H.S.,185,60.7,53.3-68.1
H.S. or G.E.D.,585,72.0,68.0-75.9
Some post-H.S.,850,80.8,77.9-83.6
College graduate,"1,454",87.1,85.1-89.2
North Dakota,,,
Less than H.S.,114,69.3,60.9-77.7
H.S. or G.E.D.,968,71.5,68.7-74.3
Some post-H.S.,"1,328",78.6,76.4-80.8
College graduate,"1,990",87.5,86.0-89.1
Ohio,,,
Less than H.S.,306,53.2,47.6-58.8
H.S. or G.E.D.,"2,647",68.9,66.9-70.8
Some post-H.S.,"2,421",73.9,71.9-75.9
College graduate,"4,123",86.0,84.7-87.2
Oklahoma,,,
Less than H.S.,175,47.1,41.3-52.8
H.S. or G.E.D.,"1,087",64.9,62.3-67.4
Some post-H.S.,"1,388",72.6,70.5-74.8
College graduate,"1,958",80.7,78.9-82.5
Oregon,,,
Less than H.S.,188,62.9,56.2-69.5
H.S. or G.E.D.,986,76.4,73.5-79.3
Some post-H.S.,"1,388",78.9,76.4-81.4
College graduate,"2,443",90.6,89.2-91.9
Rhode Island,,,
Less than H.S.,204,52.9,45.9-59.9
H.S. or G.E.D.,795,67.2,63.6-70.8
Some post-H.S.,954,72.9,69.3-76.4
College graduate,"2,358",86.9,85.2-88.5
South Carolina,,,
Less than H.S.,310,49.4,44.3-54.5
H.S. or G.E.D.,"1,691",70.3,67.9-72.7
Some post-H.S.,"1,871",74.5,72.3-76.7
College graduate,"3,404",86.5,85.1-87.8
South Dakota,,,
Less than H.S.,156,52.0,37.8-66.3
H.S. or G.E.D.,"1,026",68.0,62.9-73.2
Some post-H.S.,"1,305",77.1,72.5-81.7
College graduate,"1,872",84.6,81.1-88.2
Tennessee,,,
Less than H.S.,216,56.4,49.8-63.0
H.S. or G.E.D.,"1,064",68.5,65.6-71.3
Some post-H.S.,"1,053",75.5,72.6-78.4
College graduate,"1,746",86.7,84.8-88.6
Texas,,,
Less than H.S.,481,51.7,46.4-57.1
H.S. or G.E.D.,"1,421",67.6,64.3-71.0
Some post-H.S.,"1,857",74.5,71.5-77.6
College graduate,"3,457",85.2,83.3-87.1
Utah,,,
Less than H.S.,350,65.1,59.9-70.3
H.S. or G.E.D.,"2,064",78.9,77.0-80.8
Some post-H.S.,"2,575",86.1,84.6-87.7
College graduate,"4,022",89.8,88.7-90.8
Vermont,,,
Less than H.S.,95,57.7,47.4-68.1
H.S. or G.E.D.,"1,085",69.4,65.8-73.0
Some post-H.S.,"1,254",81.4,79.0-83.9
College graduate,"3,797",89.7,88.3-91.2
Virginia,,,
Less than H.S.,182,48.6,41.4-55.8
H.S. or G.E.D.,937,73.0,69.9-76.1
Some post-H.S.,"1,266",78.1,75.5-80.8
College graduate,"2,794",88.0,86.4-89.6
Washington,,,
Less than H.S.,751,62.2,58.9-65.5
H.S. or G.E.D.,"3,960",76.0,74.6-77.5
Some post-H.S.,"5,781",82.2,81.0-83.3
College graduate,"11,050",90.8,90.2-91.5
West Virginia,,,
Less than H.S.,131,50.6,43.8-57.4
H.S. or G.E.D.,816,64.0,61.1-66.9
Some post-H.S.,765,70.4,67.5-73.3
College graduate,"1,184",82.3,80.2-84.4
Wisconsin,,,
Less than H.S.,275,50.8,45.3-56.4
H.S. or G.E.D.,"2,100",66.0,63.8-68.2
Some post-H.S.,"2,648",74.7,72.8-76.5
College graduate,"4,019",85.3,84.0-86.5
Wyoming,,,
Less than H.S.,92,56.5,47.5-65.5
H.S. or G.E.D.,731,68.3,64.9-71.6
Some post-H.S.,979,73.9,71.2-76.6
College graduate,"1,437",84.4,82.3-86.5
Guam,,,
Less than H.S.,46,62.1,47.9-76.2
H.S. or G.E.D.,344,65.7,59.5-72.0
Some post-H.S.,287,75.8,69.7-82.0
College graduate,410,80.6,75.7-85.5
Puerto Rico,,,
Less than H.S.,169,33.9,28.2-39.7
H.S. or G.E.D.,475,44.2,40.4-48.0
Some post-H.S.,574,51.4,47.5-55.3
College graduate,989,58.6,55.4-61.8
Virgin Islands,,,
Less than H.S.,158,59.9,50.8-69.1
H.S. or G.E.D.,440,65.7,59.9-71.6
Some post-H.S.,294,71.9,63.5-80.3
College graduate,566,82.7,78.1-87.2
Puerto Rico,,,
Less than H.S.,165,29.4,22.4-36.3
H.S. or G.E.D.,213,14.5,12.0-17.0
Some post-H.S.,180,11.5,9.4-13.6
College graduate,203,9.1,7.4-10.7
Virgin Islands,,,
Less than H.S.,65,30.9,17.8-44.0
H.S. or G.E.D.,86,14.9,8.0-21.8
Some post-H.S.,57,*,
College graduate,49,*,
