Location,n,Percentage,95% CI
H.S. or G.E.D.,764,63.4,60.0-66.8
Some post-H.S.,868,72.2,69.1-75.4
College graduate,"1,067",80.2,77.6-82.8
Missouri,,,
Less than H.S.,471,60.2,55.1-65.3
H.S. or G.E.D.,"2,436",66.8,64.5-69.2
Some post-H.S.,"2,573",77.0,75.0-79.0
College graduate,"3,242",86.4,84.9-87.9
Montana,,,
Less than H.S.,173,68.7,61.4-76.0
H.S. or G.E.D.,"1,062",69.4,66.6-72.2
Some post-H.S.,"1,403",78.9,76.8-81.1
College graduate,"2,154",90.6,89.4-91.8
Nebraska,,,
Less than H.S.,388,54.2,49.2-59.2
H.S. or G.E.D.,"2,762",68.3,66.3-70.2
Some post-H.S.,"3,410",77.2,75.6-78.8
College graduate,"4,372",87.4,86.3-88.5
Nevada,,,
Less than H.S.,81,57.2,47.4-66.9
H.S. or G.E.D.,504,71.6,67.2-76.0
Some post-H.S.,672,78.5,74.8-82.2
College graduate,837,88.2,85.2-91.2
New Hampshire,,,
Less than H.S.,124,66.1,57.8-74.4
H.S. or G.E.D.,"1,029",72.8,70.0-75.8
Some post-H.S.,"1,264",80.0,77.4-82.5
College graduate,"2,652",88.4,87.0-89.8
New Jersey,,,
Less than H.S.,286,53.0,47.8-58.2
H.S. or G.E.D.,"1,176",70.3,67.6-73.0
Some post-H.S.,"1,319",75.1,72.4-77.8
College graduate,"3,173",86.8,85.4-88.1
New Mexico,,,
Less than H.S.,382,60.5,55.6-65.4
H.S. or G.E.D.,"1,131",70.0,67.1-73.0
Some post-H.S.,"1,370",82.0,79.6-84.3
College graduate,"1,961",87.5,85.8-89.3
New York,,,
Less than H.S.,"1,488",54.3,51.4-57.2
H.S. or G.E.D.,"6,975",68.2,66.6-69.8
Some post-H.S.,"7,432",75.9,74.4-77.4
College graduate,"12,844",84.9,84.0-85.9
North Carolina,,,
Less than H.S.,269,61.8,56.1-67.6
H.S. or G.E.D.,787,70.9,67.7-74.2
Some post-H.S.,"1,003",80.0,77.4-82.5
College graduate,"1,737",88.1,86.4-89.7
North Dakota,,,
Less than H.S.,161,58.2,50.1-66.3
H.S. or G.E.D.,"1,071",67.3,64.4-70.2
Some post-H.S.,"1,413",75.8,73.3-78.2
College graduate,"1,643",84.2,82.3-86.0
Ohio,,,
Less than H.S.,363,58.2,53.1-63.2
H.S. or G.E.D.,"2,787",67.7,65.8-69.6
Some post-H.S.,"2,813",75.6,73.8-77.4
College graduate,"4,173",86.1,84.9-87.3
Oklahoma,,,
Less than H.S.,194,57.0,51.0-63.1
H.S. or G.E.D.,872,65.4,62.5-68.4
Some post-H.S.,"1,152",74.0,71.5-76.5
College graduate,"1,558",84.9,83.0-86.8
Oregon,,,
Less than H.S.,161,61.0,54.3-67.6
H.S. or G.E.D.,792,75.3,72.4-78.2
Some post-H.S.,"1,393",80.8,78.6-82.9
College graduate,"1,973",88.7,87.2-90.3
Pennsylvania,,,
Less than H.S.,159,64.4,57.4-71.4
H.S. or G.E.D.,"1,169",69.1,66.5-71.7
Some post-H.S.,"1,149",76.4,73.7-79.1
College graduate,"2,380",86.8,85.3-88.3
Rhode Island,,,
Less than H.S.,182,50.2,43.7-56.7
H.S. or G.E.D.,790,69.8,66.5-73.0
Some post-H.S.,"1,014",78.1,75.4-80.9
College graduate,"2,348",88.6,87.2-90.1
South Carolina,,,
Less than H.S.,387,55.9,51.0-60.8
H.S. or G.E.D.,"1,656",70.0,67.5-72.5
Some post-H.S.,"1,950",77.4,75.4-79.5
College graduate,"3,307",86.0,84.5-87.4
South Dakota,,,
Less than H.S.,181,62.4,48.9-75.9
H.S. or G.E.D.,"1,352",73.2,69.2-77.1
Some post-H.S.,"1,680",76.1,72.0-80.1
College graduate,"2,112",85.6,82.7-88.5
Tennessee,,,
Less than H.S.,172,49.2,42.4-56.0
H.S. or G.E.D.,811,65.6,62.4-68.9
Some post-H.S.,929,73.9,71.0-76.7
College graduate,"1,475",85.5,83.4-87.5
Texas,,,
Less than H.S.,570,56.8,51.7-61.9
H.S. or G.E.D.,"1,643",72.4,69.6-75.3
Some post-H.S.,"2,117",76.9,74.4-79.4
College graduate,"3,602",85.7,83.9-87.4
Utah,,,
Less than H.S.,281,59.2,53.9-64.6
H.S. or G.E.D.,"1,858",77.0,74.9-79.0
Some post-H.S.,"2,677",84.8,83.4-86.3
College graduate,"3,810",90.7,89.7-91.7
Vermont,,,
Less than H.S.,131,62.4,53.8-71.2
H.S. or G.E.D.,"1,088",72.8,69.6-76.1
Some post-H.S.,"1,250",83.6,81.2-86.1
College graduate,"2,956",92.7,91.5-93.9
Virginia,,,
Less than H.S.,238,58.9,52.9-65.0
H.S. or G.E.D.,"1,401",73.0,70.6-75.4
Some post-H.S.,"1,892",79.1,77.0-81.2
College graduate,"4,142",88.9,87.8-90.1
Washington,,,
Less than H.S.,380,63.0,58.3-67.6
H.S. or G.E.D.,"1,891",77.5,75.5-79.5
Some post-H.S.,"2,996",82.8,81.2-84.3
College graduate,"5,378",90.2,89.3-91.2
West Virginia,,,
Less than H.S.,232,53.0,47.8-58.2
H.S. or G.E.D.,"1,418",64.8,62.6-67.0
Some post-H.S.,"1,187",72.5,70.1-75.0
College graduate,"1,787",84.6,83.0-86.3
Wisconsin,,,
Less than H.S.,120,65.0,56.4-73.6
H.S. or G.E.D.,"1,165",73.0,70.1-75.8
Some post-H.S.,"1,360",80.2,77.7-82.8
College graduate,"2,164",90.6,89.0-92.1
Wyoming,,,
Less than H.S.,73,63.2,52.1-74.4
H.S. or G.E.D.,766,72.5,68.9-76.1
Some post-H.S.,"1,070",76.6,73.7-79.5
College graduate,"1,390",87.2,85.2-89.3
Guam,,,
Less than H.S.,64,58.7,45.2-72.3
H.S. or G.E.D.,389,67.5,61.1-73.8
Some post-H.S.,281,75.3,67.2-83.3
College graduate,460,79.7,73.7-85.6
Puerto Rico,,,
Less than H.S.,221,38.6,33.3-43.8
H.S. or G.E.D.,460,50.6,46.3-54.9
Some post-H.S.,542,57.0,52.7-61.2
College graduate,988,65.9,62.8-69.0
Virgin Islands,,,
Less than H.S.,125,68.2,55.5-80.9
H.S. or G.E.D.,342,81.3,74.6-87.9
Some post-H.S.,204,81.2,71.2-91.1
College graduate,391,84.5,77.1-91.9
Virgin Islands,,,
Less than H.S.,131,61.6,47.6-75.6
H.S. or G.E.D.,352,75.5,66.4-84.6
Some post-H.S.,234,79.9,68.8-90.9
College graduate,416,85.0,78.8-91.2
