Location,n,Percentage,95% CI
H.S. or G.E.D.,"1,034",73.0,70.2-75.7
Some post-H.S.,"1,245",79.3,77.0-81.6
College graduate,"1,895",88.8,87.3-90.3
North Dakota,,,
Less than H.S.,111,59.5,49.6-69.5
H.S. or G.E.D.,762,70.1,66.6-73.6
Some post-H.S.,"1,034",75.2,72.4-78.0
College graduate,"1,394",85.6,83.4-87.9
Ohio,,,
Less than H.S.,480,61.7,57.1-66.2
H.S. or G.E.D.,"3,133",68.6,66.8-70.5
Some post-H.S.,"2,933",77.4,75.7-79.1
College graduate,"3,984",87.4,86.1-88.7
Oklahoma,,,
Less than H.S.,204,58.6,52.8-64.5
H.S. or G.E.D.,893,64.7,61.8-67.6
Some post-H.S.,"1,122",74.5,72.0-77.0
College graduate,"1,258",82.9,80.7-85.1
Oregon,,,
Less than H.S.,171,61.4,55.1-67.7
H.S. or G.E.D.,924,75.6,72.7-78.4
Some post-H.S.,"1,445",83.3,81.4-85.3
College graduate,"1,891",90.7,89.3-92.1
Pennsylvania,,,
Less than H.S.,148,55.1,47.5-62.8
H.S. or G.E.D.,"1,053",68.9,66.0-71.8
Some post-H.S.,"1,008",78.6,75.8-81.5
College graduate,"2,067",87.7,86.1-89.4
Rhode Island,,,
Less than H.S.,200,51.0,44.5-57.6
H.S. or G.E.D.,883,70.2,66.7-73.6
Some post-H.S.,"1,012",80.5,77.4-83.5
College graduate,"2,065",88.3,86.4-90.2
South Carolina,,,
Less than H.S.,173,57.3,50.5-64.1
H.S. or G.E.D.,693,66.1,62.6-69.6
Some post-H.S.,811,75.6,72.5-78.7
College graduate,"1,241",87.0,84.7-89.2
South Dakota,,,
Less than H.S.,182,57.1,45.6-68.6
H.S. or G.E.D.,"1,347",72.3,68.3-76.4
Some post-H.S.,"1,565",78.8,75.3-82.3
College graduate,"2,034",89.1,86.9-91.4
Tennessee,,,
Less than H.S.,202,60.4,53.5-67.2
H.S. or G.E.D.,953,69.2,66.1-72.2
Some post-H.S.,901,77.4,74.4-80.5
College graduate,"1,368",88.1,86.0-90.1
Texas,,,
Less than H.S.,833,59.7,54.3-65.1
H.S. or G.E.D.,"1,880",68.7,65.4-72.1
Some post-H.S.,"2,162",76.8,73.9-79.6
College graduate,"3,056",86.5,84.4-88.5
Utah,,,
Less than H.S.,263,66.4,61.0-71.8
H.S. or G.E.D.,"2,043",79.8,77.9-81.6
Some post-H.S.,"2,981",84.8,83.4-86.2
College graduate,"3,768",91.9,90.9-92.8
Vermont,,,
Less than H.S.,125,57.0,49.1-64.9
H.S. or G.E.D.,"1,292",74.2,71.3-77.0
Some post-H.S.,"1,231",83.8,81.2-86.5
College graduate,"2,630",92.3,91.0-93.5
Virginia,,,
Less than H.S.,336,55.4,50.4-60.4
H.S. or G.E.D.,"1,614",73.6,71.3-75.8
Some post-H.S.,"1,803",79.8,77.7-81.9
College graduate,"3,561",89.7,88.4-91.0
Washington,,,
Less than H.S.,441,65.8,61.5-70.2
H.S. or G.E.D.,"2,137",76.7,74.7-78.7
Some post-H.S.,"3,079",82.2,80.7-83.8
College graduate,"4,826",90.9,90.0-91.9
West Virginia,,,
Less than H.S.,231,49.3,44.0-54.5
H.S. or G.E.D.,"1,316",67.8,65.5-70.2
Some post-H.S.,"1,105",75.3,72.9-77.8
College graduate,"1,356",82.7,80.6-84.8
Wisconsin,,,
Less than H.S.,119,60.3,51.0-69.7
H.S. or G.E.D.,"1,070",74.2,71.3-77.2
Some post-H.S.,"1,141",79.0,76.2-81.9
College graduate,"1,695",91.8,90.4-93.3
Wyoming,,,
Less than H.S.,124,66.5,58.3-74.7
H.S. or G.E.D.,875,73.2,70.1-76.3
Some post-H.S.,"1,137",77.4,74.5-80.3
College graduate,"1,401",86.3,84.1-88.5
Guam,,,
Less than H.S.,83,63.8,51.9-75.8
H.S. or G.E.D.,530,77.8,73.7-81.9
Some post-H.S.,396,73.1,65.1-81.1
College graduate,635,80.1,76.6-83.6
Puerto Rico,,,
Less than H.S.,240,39.2,33.2-45.4
H.S. or G.E.D.,589,52.2,48.1-56.2
Some post-H.S.,658,54.3,50.8-57.9
College graduate,"1,230",66.7,64.2-69.2
Virgin Islands,,,
Less than H.S.,131,61.6,47.6-75.6
H.S. or G.E.D.,352,75.5,66.4-84.6
Some post-H.S.,234,79.9,68.8-90.9
College graduate,416,85.0,78.8-91.2
