Location,n,Percentage,95% CI
College graduate,"1,287",84.5,82.1-87.0
Wisconsin,,,
Less than H.S.,108,52.5,43.5-61.5
H.S. or G.E.D.,"1,076",67.8,64.6-71.0
Some post-H.S.,"1,008",69.9,66.6-73.1
College graduate,"1,512",79.7,77.2-82.1
Wyoming,,,
Less than H.S.,129,53.5,44.4-62.5
H.S. or G.E.D.,935,65.6,61.6-69.5
Some post-H.S.,"1,261",72.9,69.6-76.1
College graduate,"1,397",83.3,80.4-86.1
Guam,,,
Less than H.S.,64,38.9,28.6-49.1
H.S. or G.E.D.,369,46.8,41.8-51.7
Some post-H.S.,315,52.3,47.1-57.4
College graduate,493,64.5,60.1-68.9
Puerto Rico,,,
Less than H.S.,668,70.0,66.4-73.6
H.S. or G.E.D.,"1,036",64.5,61.5-67.6
Some post-H.S.,942,61.5,58.4-64.7
College graduate,"1,473",74.9,72.5-77.2
