Location,n,Percentage,95% CI
Less than H.S.,174,54.5,47.8-61.2
H.S. or G.E.D.,862,66.6,63.4-69.8
Some post-H.S.,932,68.7,65.6-71.9
College graduate,"1,411",81.8,79.7-83.9
Texas,,,
Less than H.S.,505,50.0,44.9-55.2
H.S. or G.E.D.,"1,380",60.6,57.4-63.8
Some post-H.S.,"1,823",68.8,66.0-71.6
College graduate,"3,258",80.0,78.2-81.8
Utah,,,
Less than H.S.,215,50.5,45.0-56.0
H.S. or G.E.D.,"1,578",64.0,61.7-66.3
Some post-H.S.,"2,361",73.4,71.6-75.2
College graduate,"3,524",85.1,83.9-86.3
Vermont,,,
Less than H.S.,101,44.1,35.1-53.1
H.S. or G.E.D.,"1,081",67.7,64.2-71.2
Some post-H.S.,"1,147",73.9,70.7-77.2
College graduate,"2,757",84.2,82.4-86.0
Virginia,,,
Less than H.S.,225,52.0,45.9-58.2
H.S. or G.E.D.,"1,435",63.4,60.5-66.2
Some post-H.S.,"1,721",64.5,62.0-67.1
College graduate,"3,857",81.6,80.2-83.0
Washington,,,
Less than H.S.,284,41.7,36.8-46.6
H.S. or G.E.D.,"1,675",59.0,56.5-61.4
Some post-H.S.,"2,643",66.1,64.2-68.1
College graduate,"4,792",78.4,77.2-79.7
West Virginia,,,
Less than H.S.,296,61.0,55.8-66.2
H.S. or G.E.D.,"1,795",75.8,73.7-77.8
Some post-H.S.,"1,319",76.4,74.0-78.8
College graduate,"1,849",85.8,84.1-87.4
Wisconsin,,,
Less than H.S.,115,48.6,39.1-58.2
H.S. or G.E.D.,"1,225",67.1,63.8-70.4
Some post-H.S.,"1,341",70.6,67.5-73.8
College graduate,"2,062",81.2,79.0-83.5
Wyoming,,,
Less than H.S.,77,57.1,45.3-69.0
H.S. or G.E.D.,894,67.4,63.2-71.5
Some post-H.S.,"1,197",74.6,71.2-77.9
College graduate,"1,472",82.6,79.9-85.4
Guam,,,
Less than H.S.,41,40.1,27.3-52.9
H.S. or G.E.D.,265,46.3,39.8-52.7
Some post-H.S.,173,51.5,43.5-59.5
College graduate,340,64.0,57.7-70.2
Puerto Rico,,,
Less than H.S.,361,70.5,65.8-75.2
H.S. or G.E.D.,549,59.3,54.9-63.6
Some post-H.S.,622,65.1,61.0-69.3
College graduate,"1,170",77.6,74.7-80.4
Virgin Islands,,,
Less than H.S.,89,43.6,29.1-58.1
H.S. or G.E.D.,240,46.7,34.8-58.6
Some post-H.S.,130,41.5,30.0-53.0
College graduate,309,58.5,46.7-70.3
