Location,n,Percentage,95% CI
H.S. or G.E.D.,"1,248",71.0,68.6-73.4
Some post-H.S.,"1,045",69.6,67.0-72.2
College graduate,"1,989",82.3,80.7-83.9
Rhode Island,,,
Less than H.S.,105,37.8,30.9-44.6
H.S. or G.E.D.,747,57.1,53.4-60.8
Some post-H.S.,833,63.9,60.3-67.5
College graduate,"1,962",80.9,78.6-83.2
South Carolina,,,
Less than H.S.,670,55.7,51.7-59.7
H.S. or G.E.D.,"2,421",69.3,67.0-71.6
Some post-H.S.,"2,324",68.4,66.0-70.8
College graduate,"3,136",84.8,83.1-86.5
South Dakota,,,
Less than H.S.,252,52.7,43.4-62.1
H.S. or G.E.D.,"1,445",70.1,66.2-74.0
Some post-H.S.,"1,549",69.5,65.7-73.2
College graduate,"1,906",80.6,77.6-83.6
Tennessee,,,
Less than H.S.,298,55.4,49.5-61.2
H.S. or G.E.D.,"1,276",68.2,65.3-71.2
Some post-H.S.,"1,039",68.5,65.2-71.7
College graduate,"1,500",79.9,77.4-82.4
Texas,,,
Less than H.S.,801,54.3,49.4-59.3
H.S. or G.E.D.,"1,838",60.5,57.0-64.0
Some post-H.S.,"2,153",66.0,62.7-69.2
College graduate,"3,681",80.0,78.1-82.0
Utah,,,
Less than H.S.,196,47.9,42.3-53.5
H.S. or G.E.D.,"1,721",64.9,62.7-67.1
Some post-H.S.,"2,286",70.8,68.9-72.7
College graduate,"3,189",87.4,86.2-88.5
Vermont,,,
Less than H.S.,131,56.5,48.4-64.6
H.S. or G.E.D.,"1,204",67.5,64.4-70.5
Some post-H.S.,"1,122",72.6,69.5-75.8
College graduate,"2,401",84.3,82.5-86.1
Virginia,,,
Less than H.S.,322,50.7,45.5-55.9
H.S. or G.E.D.,"1,441",59.2,56.4-62.0
Some post-H.S.,"1,723",68.2,65.6-70.9
College graduate,"3,339",80.6,79.0-82.2
Washington,,,
Less than H.S.,292,39.7,35.1-44.4
H.S. or G.E.D.,"1,839",60.6,58.3-62.9
Some post-H.S.,"2,603",65.3,63.4-67.2
College graduate,"4,465",78.4,77.1-79.7
West Virginia,,,
Less than H.S.,388,68.6,64.0-73.1
H.S. or G.E.D.,"1,435",74.4,71.9-76.8
Some post-H.S.,"1,039",72.8,69.9-75.7
College graduate,"1,292",85.7,83.5-88.0
Wisconsin,,,
Less than H.S.,154,56.4,48.0-64.7
H.S. or G.E.D.,"1,212",66.9,63.7-70.1
Some post-H.S.,"1,223",69.1,66.0-72.2
College graduate,"1,712",81.9,79.8-84.0
Wyoming,,,
Less than H.S.,108,51.2,42.6-59.7
H.S. or G.E.D.,944,65.5,62.2-68.9
Some post-H.S.,"1,129",70.6,67.5-73.6
College graduate,"1,316",85.4,83.2-87.7
Guam,,,
Less than H.S.,52,39.9,30.3-49.6
H.S. or G.E.D.,210,46.3,41.2-51.5
Some post-H.S.,164,50.3,44.1-56.4
College graduate,265,64.9,60.0-69.8
Puerto Rico,,,
Less than H.S.,619,73.9,70.0-77.9
H.S. or G.E.D.,775,62.3,58.6-65.9
Some post-H.S.,715,63.5,59.7-67.3
College graduate,"1,026",76.9,74.1-79.8
