Location,n,Percentage,95% CI
College graduate,"1,070",85.1,82.6-87.5
Illinois,,,
Less than H.S.,155,50.2,44.4-56.0
H.S. or G.E.D.,728,65.6,62.6-68.6
Some post-H.S.,863,70.8,68.1-73.5
College graduate,"1,651",79.6,77.8-81.4
Indiana,,,
Less than H.S.,296,52.8,47.6-58.0
H.S. or G.E.D.,"1,841",70.1,67.7-72.4
Some post-H.S.,"1,411",70.6,68.0-73.3
College graduate,"2,086",85.6,83.8-87.4
Iowa,,,
Less than H.S.,244,52.8,47.7-58.0
H.S. or G.E.D.,"2,071",71.3,69.4-73.2
Some post-H.S.,"2,023",73.3,71.4-75.2
College graduate,"2,498",84.2,82.7-85.7
Kansas,,,
Less than H.S.,289,53.8,48.5-59.1
H.S. or G.E.D.,"1,963",64.3,62.0-66.5
Some post-H.S.,"2,273",66.0,63.9-68.0
College graduate,"3,470",83.0,81.6-84.4
Kentucky,,,
Less than H.S.,447,55.6,49.7-61.6
H.S. or G.E.D.,"1,833",67.4,64.5-70.4
Some post-H.S.,"1,786",70.2,67.4-73.1
College graduate,"2,216",83.3,81.2-85.4
Louisiana,,,
Less than H.S.,249,54.1,47.7-60.5
H.S. or G.E.D.,"1,059",65.9,62.8-68.9
Some post-H.S.,892,71.3,68.3-74.2
College graduate,"1,368",81.4,79.2-83.6
Maine,,,
Less than H.S.,354,56.4,49.4-63.4
H.S. or G.E.D.,"2,372",73.1,70.3-75.8
Some post-H.S.,"2,187",72.1,69.2-75.0
College graduate,"3,735",86.3,84.5-88.0
Maryland,,,
Less than H.S.,407,39.6,34.9-44.2
H.S. or G.E.D.,"2,918",62.8,60.6-65.1
Some post-H.S.,"2,850",68.7,66.5-70.9
College graduate,"6,843",84.5,83.4-85.6
Massachusetts,,,
Less than H.S.,92,40.6,33.4-47.8
H.S. or G.E.D.,644,59.2,55.9-62.4
Some post-H.S.,865,63.9,60.9-66.8
College graduate,"2,593",78.0,76.5-79.5
Michigan,,,
Less than H.S.,224,53.8,48.5-59.2
H.S. or G.E.D.,"1,721",70.0,67.9-72.0
Some post-H.S.,"2,220",74.2,72.5-76.0
College graduate,"3,225",85.3,84.1-86.5
Minnesota,,,
Less than H.S.,326,51.0,46.6-55.3
H.S. or G.E.D.,"2,709",69.2,67.5-70.9
Some post-H.S.,"3,726",74.0,72.6-75.4
College graduate,"5,792",85.0,84.1-85.9
Mississippi,,,
Less than H.S.,421,61.3,56.8-65.8
H.S. or G.E.D.,"1,219",67.8,64.9-70.8
Some post-H.S.,"1,207",68.8,65.8-71.7
College graduate,"1,297",83.4,81.0-85.8
Missouri,,,
Less than H.S.,283,58.2,51.4-64.9
H.S. or G.E.D.,"1,373",66.0,62.9-69.0
Some post-H.S.,"1,263",69.7,66.6-72.7
College graduate,"1,648",81.8,79.5-84.1
Montana,,,
Less than H.S.,173,54.7,46.9-62.6
H.S. or G.E.D.,"1,055",65.0,61.6-68.4
Some post-H.S.,"1,177",69.1,65.9-72.4
College graduate,"1,484",81.0,78.5-83.4
Nebraska,,,
Less than H.S.,522,50.2,45.5-54.8
H.S. or G.E.D.,"3,321",65.5,63.3-67.8
Some post-H.S.,"3,303",67.6,65.5-69.7
College graduate,"3,659",82.1,80.5-83.7
Nevada,,,
Less than H.S.,98,39.1,31.0-47.2
H.S. or G.E.D.,448,52.3,47.5-57.0
Some post-H.S.,646,61.4,56.9-65.9
College graduate,779,72.8,68.9-76.7
New Hampshire,,,
Less than H.S.,109,44.2,35.5-53.0
H.S. or G.E.D.,"1,072",68.9,65.7-72.2
Some post-H.S.,"1,061",71.8,68.4-75.1
College graduate,"2,108",86.6,84.7-88.4
New Jersey,,,
Less than H.S.,44,37.9,26.3-49.4
H.S. or G.E.D.,422,61.5,56.4-66.6
Some post-H.S.,423,66.8,61.4-72.2
College graduate,"1,003",80.4,77.6-83.1
New Mexico,,,
Less than H.S.,498,62.0,57.5-66.4
H.S. or G.E.D.,"1,221",68.0,65.1-71.0
Some post-H.S.,"1,243",69.1,66.0-72.2
College graduate,"1,946",83.2,81.1-85.3
New York,,,
Less than H.S.,943,27.2,24.1-30.4
H.S. or G.E.D.,"5,733",53.2,51.3-55.1
Some post-H.S.,"5,954",58.6,56.8-60.4
College graduate,"9,879",71.9,70.7-73.1
North Carolina,,,
Less than H.S.,220,53.9,48.5-59.4
H.S. or G.E.D.,666,61.7,58.4-65.0
Some post-H.S.,809,66.2,63.2-69.2
College graduate,"1,259",81.1,79.1-83.1
North Dakota,,,
Less than H.S.,174,43.7,35.5-51.8
H.S. or G.E.D.,"1,113",60.1,56.5-63.7
Some post-H.S.,"1,377",66.7,63.4-70.0
College graduate,"1,712",80.8,78.2-83.4
Ohio,,,
Less than H.S.,451,53.8,48.6-59.0
H.S. or G.E.D.,"3,152",66.7,64.5-68.8
Some post-H.S.,"2,467",67.6,65.3-70.0
College graduate,"3,098",82.3,80.5-84.0
Oklahoma,,,
Less than H.S.,218,52.0,45.9-58.0
H.S. or G.E.D.,"1,066",64.3,61.1-67.5
Some post-H.S.,"1,187",67.9,65.0-70.8
College graduate,"1,449",83.2,80.9-85.6
Oregon,,,
Less than H.S.,144,43.1,36.7-49.4
H.S. or G.E.D.,734,53.5,50.4-56.7
Some post-H.S.,"1,150",64.8,62.3-67.3
College graduate,"1,751",79.5,77.5-81.6
Pennsylvania,,,
Less than H.S.,148,60.7,54.4-67.1
H.S. or G.E.D.,"1,117",69.2,66.6-71.7
Some post-H.S.,929,71.0,68.3-73.7
College graduate,"1,892",82.0,80.3-83.6
Rhode Island,,,
Less than H.S.,127,38.2,31.9-44.5
H.S. or G.E.D.,713,59.7,56.0-63.3
Some post-H.S.,890,62.8,59.1-66.5
College graduate,"1,885",79.7,77.4-82.0
South Carolina,,,
Less than H.S.,668,56.7,52.5-60.9
H.S. or G.E.D.,"2,321",65.7,63.3-68.2
Some post-H.S.,"2,265",71.3,68.9-73.7
College graduate,"3,085",84.7,82.9-86.4
South Dakota,,,
Less than H.S.,214,53.8,44.3-63.3
H.S. or G.E.D.,"1,471",68.1,64.3-72.0
Some post-H.S.,"1,624",69.2,65.3-73.0
College graduate,"2,022",82.9,80.0-85.8
Tennessee,,,
Less than H.S.,265,55.8,49.8-61.7
H.S. or G.E.D.,"1,046",66.6,63.4-69.9
Some post-H.S.,906,68.5,65.1-71.9
College graduate,"1,379",80.7,78.2-83.2
Texas,,,
Less than H.S.,606,61.4,55.9-67.0
H.S. or G.E.D.,"1,589",58.1,54.3-61.8
Some post-H.S.,"1,991",66.5,63.3-69.6
College graduate,"3,257",78.2,75.7-80.6
Utah,,,
Less than H.S.,231,49.6,44.5-54.7
H.S. or G.E.D.,"1,652",63.7,61.5-65.9
Some post-H.S.,"2,316",71.8,70.0-73.6
College graduate,"3,370",86.2,85.0-87.4
Vermont,,,
Less than H.S.,172,62.8,55.0-70.5
H.S. or G.E.D.,"1,213",68.7,65.5-71.8
Some post-H.S.,"1,118",68.7,65.0-72.5
College graduate,"2,485",83.5,81.4-85.5
Virginia,,,
Less than H.S.,353,49.2,44.2-54.1
H.S. or G.E.D.,"1,566",62.8,60.1-65.4
Some post-H.S.,"1,760",65.6,63.0-68.1
College graduate,"3,486",80.7,79.2-82.3
Washington,,,
Less than H.S.,309,40.9,36.4-45.4
H.S. or G.E.D.,"1,829",59.1,56.8-61.5
Some post-H.S.,"2,795",66.1,64.2-68.0
College graduate,"4,294",77.9,76.5-79.4
West Virginia,,,
Less than H.S.,290,63.3,58.0-68.7
H.S. or G.E.D.,"1,292",76.1,73.6-78.5
Some post-H.S.,961,73.9,71.0-76.9
College graduate,"1,185",84.1,81.9-86.4
Wisconsin,,,
Less than H.S.,116,47.0,38.8-55.2
H.S. or G.E.D.,"1,083",67.8,64.6-71.0
Some post-H.S.,"1,021",71.2,68.0-74.4
College graduate,"1,421",80.0,77.7-82.4
Wyoming,,,
Less than H.S.,133,53.6,45.3-61.9
H.S. or G.E.D.,933,65.5,62.0-68.9
Some post-H.S.,"1,152",71.4,68.3-74.5
College graduate,"1,291",83.4,80.8-85.9
Guam,,,
Less than H.S.,48,34.8,24.1-45.6
H.S. or G.E.D.,248,49.2,43.9-54.5
Some post-H.S.,197,52.0,45.4-58.6
College graduate,335,64.9,59.6-70.3
Puerto Rico,,,
Less than H.S.,483,66.7,62.5-71.0
H.S. or G.E.D.,773,62.3,59.0-65.6
Some post-H.S.,831,65.6,62.2-68.9
College graduate,"1,190",77.3,74.9-79.7
