Location,n,Percentage,95% CI
Less than H.S.,442,9.4,8.2-10.6
H.S. or G.E.D.,"1,632",24.2,22.7-25.6
Some post-H.S.,"2,067",24.6,23.3-26.0
College+,"5,329",41.8,40.4-43.2
Michigan,,,
Less than H.S.,368,9.0,8.0-10.1
H.S. or G.E.D.,"2,496",29.3,28.0-30.6
Some post-H.S.,"2,713",33.3,32.0-34.6
College+,"4,340",28.4,27.3-29.5
Minnesota,,,
Less than H.S.,652,7.4,6.7-8.1
H.S. or G.E.D.,"3,502",24.9,23.9-26.0
Some post-H.S.,"4,528",33.0,31.8-34.1
College+,"7,403",34.7,33.7-35.7
Mississippi,,,
Less than H.S.,292,14.3,12.4-16.2
H.S. or G.E.D.,"1,069",30.5,28.6-32.4
Some post-H.S.,"1,254",34.1,32.1-36.0
College+,"1,439",21.2,19.8-22.5
Missouri,,,
Less than H.S.,437,9.3,8.2-10.4
H.S. or G.E.D.,"2,248",31.1,29.6-32.6
Some post-H.S.,"1,977",31.3,29.8-32.9
College+,"2,530",28.3,26.9-29.6
Montana,,,
Less than H.S.,310,6.6,5.7-7.5
H.S. or G.E.D.,"1,779",29.1,27.7-30.5
Some post-H.S.,"2,047",33.7,32.2-35.1
College+,"2,986",30.6,29.4-31.8
Nebraska,,,
Less than H.S.,904,9.0,8.3-9.8
H.S. or G.E.D.,"3,649",26.1,25.1-27.1
Some post-H.S.,"3,779",34.4,33.2-35.5
College+,"4,514",30.6,29.5-31.6
Nevada,,,
Less than H.S.,117,13.3,10.4-16.2
H.S. or G.E.D.,694,29.4,26.5-32.3
Some post-H.S.,795,33.2,30.2-36.1
College+,"1,032",24.1,21.9-26.4
New Hampshire,,,
Less than H.S.,207,6.7,5.6-7.9
H.S. or G.E.D.,"1,623",27.9,26.2-29.7
Some post-H.S.,"1,655",29.0,27.3-30.7
College+,"3,436",36.3,34.7-38.0
New Jersey,,,
Less than H.S.,511,9.9,8.9-11.0
H.S. or G.E.D.,"1,961",26.9,25.5-28.3
Some post-H.S.,"1,930",24.5,23.2-25.9
College+,"4,849",38.7,37.3-40.0
New Mexico,,,
Less than H.S.,302,13.6,11.6-15.5
H.S. or G.E.D.,828,27.7,25.2-30.1
Some post-H.S.,882,32.5,29.9-35.1
College+,"1,195",26.2,24.2-28.2
New York,,,
Less than H.S.,"1,400",12.5,11.7-13.3
H.S. or G.E.D.,"3,795",25.6,24.5-26.6
Some post-H.S.,"3,767",26.0,25.0-27.1
College+,"8,229",35.9,34.9-37.0
North Carolina,,,
Less than H.S.,326,11.4,9.7-13.0
H.S. or G.E.D.,887,26.6,24.6-28.7
Some post-H.S.,"1,128",31.7,29.7-33.8
College+,"1,724",30.2,28.5-32.0
North Dakota,,,
Less than H.S.,172,7.2,5.9-8.4
H.S. or G.E.D.,"1,447",26.5,25.0-27.9
Some post-H.S.,"1,782",38.3,36.7-40.0
College+,"2,324",28.0,26.7-29.3
Ohio,,,
Less than H.S.,646,9.4,8.4-10.4
H.S. or G.E.D.,"4,245",33.4,32.2-34.6
Some post-H.S.,"3,475",29.6,28.5-30.7
College+,"4,955",27.6,26.6-28.6
Oklahoma,,,
Less than H.S.,392,12.1,10.9-13.4
H.S. or G.E.D.,"1,785",32.0,30.6-33.4
Some post-H.S.,"2,028",31.7,30.4-33.1
College+,"2,496",24.2,23.1-25.2
Oregon,,,
Less than H.S.,312,9.5,8.3-10.7
H.S. or G.E.D.,"1,342",23.9,22.4-25.3
Some post-H.S.,"1,799",34.2,32.6-35.9
College+,"2,753",32.4,31.0-33.9
Rhode Island,,,
Less than H.S.,403,10.8,9.4-12.2
H.S. or G.E.D.,"1,227",28.3,26.5-30.1
Some post-H.S.,"1,332",28.1,26.3-29.9
College+,"2,775",32.8,31.2-34.4
South Carolina,,,
Less than H.S.,659,11.3,10.3-12.4
H.S. or G.E.D.,"2,615",29.5,28.2-30.8
Some post-H.S.,"2,630",31.5,30.2-32.9
College+,"4,064",27.6,26.6-28.7
South Dakota,,,
Less than H.S.,260,8.4,6.2-10.6
H.S. or G.E.D.,"1,554",30.6,27.8-33.5
Some post-H.S.,"1,784",33.6,30.6-36.5
College+,"2,269",27.4,25.0-29.9
Tennessee,,,
Less than H.S.,411,11.4,10.0-12.8
H.S. or G.E.D.,"1,679",32.5,30.8-34.2
Some post-H.S.,"1,488",29.3,27.6-31.0
College+,"2,040",26.8,25.4-28.2
Texas,,,
Less than H.S.,"1,008",15.3,13.9-16.8
H.S. or G.E.D.,"2,197",26.1,24.5-27.8
Some post-H.S.,"2,623",29.8,28.1-31.5
College+,"4,158",28.7,27.3-30.1
Utah,,,
Less than H.S.,575,7.7,6.9-8.5
H.S. or G.E.D.,"2,800",24.8,23.7-25.9
Some post-H.S.,"3,127",36.6,35.4-37.9
College+,"4,596",30.9,29.8-31.9
Vermont,,,
Less than H.S.,178,6.4,5.1-7.6
H.S. or G.E.D.,"1,597",28.3,26.6-30.0
Some post-H.S.,"1,608",27.3,25.7-28.8
College+,"4,231",38.1,36.6-39.6
Virginia,,,
Less than H.S.,391,9.4,8.2-10.7
H.S. or G.E.D.,"1,485",25.5,23.9-27.1
Some post-H.S.,"1,797",28.3,26.7-29.9
College+,"3,277",36.8,35.3-38.4
Washington,,,
Less than H.S.,"1,265",9.1,8.5-9.7
H.S. or G.E.D.,"5,401",23.3,22.6-24.0
Some post-H.S.,"7,241",32.8,32.0-33.6
College+,"12,345",34.8,34.1-35.5
West Virginia,,,
Less than H.S.,285,11.7,10.3-13.2
H.S. or G.E.D.,"1,392",39.5,37.7-41.3
Some post-H.S.,"1,159",27.8,26.2-29.4
College+,"1,497",20.9,19.7-22.1
Wisconsin,,,
Less than H.S.,582,7.7,6.9-8.5
H.S. or G.E.D.,"3,434",30.9,29.7-32.1
Some post-H.S.,"3,790",32.3,31.2-33.5
College+,"4,963",29.0,28.0-30.0
Wyoming,,,
Less than H.S.,164,7.2,6.0-8.5
H.S. or G.E.D.,"1,124",28.9,27.2-30.7
Some post-H.S.,"1,424",37.4,35.5-39.3
College+,"1,757",26.4,25.0-27.9
Guam,,,
Less than H.S.,85,14.0,10.3-17.8
H.S. or G.E.D.,546,37.7,33.6-41.8
Some post-H.S.,401,23.0,19.8-26.2
College+,521,25.3,22.2-28.4
Puerto Rico,,,
Less than H.S.,513,19.1,17.1-21.1
H.S. or G.E.D.,"1,132",27.8,26.0-29.7
Some post-H.S.,"1,229",26.8,25.0-28.6
College+,"1,708",26.3,24.7-27.8
Virgin Islands,,,
Less than H.S.,265,21.9,18.4-25.3
H.S. or G.E.D.,682,38.5,34.8-42.1
Some post-H.S.,397,17.2,14.5-20.0
College+,691,22.4,19.7-25.1
