Location,n,Percentage,95% CI
Less than H.S.,431,12.4,10.8-13.9
H.S. or G.E.D.,"1,488",28.5,26.8-30.3
Some post-H.S.,"1,476",29.0,27.2-30.8
College+,"2,697",30.1,28.6-31.7
South Carolina,,,
Less than H.S.,639,13.2,11.9-14.5
H.S. or G.E.D.,"1,932",30.1,28.6-31.5
Some post-H.S.,"1,979",31.7,30.2-33.1
College+,"2,563",25.1,23.9-26.3
South Dakota,,,
Less than H.S.,356,9.5,7.5-11.4
H.S. or G.E.D.,"1,879",30.2,27.9-32.4
Some post-H.S.,"2,060",34.5,32.1-36.9
College+,"2,304",25.9,24.0-27.8
Tennessee,,,
Less than H.S.,597,13.3,11.9-14.7
H.S. or G.E.D.,"1,951",32.9,31.2-34.6
Some post-H.S.,"1,648",29.4,27.8-31.0
College+,"2,021",24.4,23.1-25.7
Texas,,,
Less than H.S.,"1,429",17.0,15.4-18.5
H.S. or G.E.D.,"3,016",26.4,24.9-28.0
Some post-H.S.,"3,341",30.7,29.1-32.3
College+,"4,447",25.9,24.6-27.2
Utah,,,
Less than H.S.,527,8.8,8.0-9.7
H.S. or G.E.D.,"2,744",24.2,23.2-25.2
Some post-H.S.,"3,768",38.4,37.2-39.5
College+,"4,711",28.6,27.7-29.6
Vermont,,,
Less than H.S.,230,7.9,6.7-9.1
H.S. or G.E.D.,"1,659",29.8,28.0-31.6
Some post-H.S.,"1,539",28.3,26.6-30.1
College+,"3,007",34.0,32.4-35.7
Virginia,,,
Less than H.S.,703,11.0,10.0-12.0
H.S. or G.E.D.,"2,321",25.2,24.0-26.4
Some post-H.S.,"2,616",29.3,28.0-30.5
College+,"4,262",34.6,33.4-35.8
Washington,,,
Less than H.S.,750,9.8,9.0-10.6
H.S. or G.E.D.,"2,821",23.4,22.4-24.3
Some post-H.S.,"3,913",34.7,33.6-35.8
College+,"5,442",32.1,31.2-33.1
West Virginia,,,
Less than H.S.,526,13.4,12.1-14.8
H.S. or G.E.D.,"1,929",40.1,38.3-41.8
Some post-H.S.,"1,339",27.5,25.9-29.1
College+,"1,490",19.0,17.8-20.2
Wisconsin,,,
Less than H.S.,202,8.6,7.2-10.1
H.S. or G.E.D.,"1,498",31.5,29.7-33.2
Some post-H.S.,"1,390",33.0,31.2-34.8
College+,"1,839",26.9,25.5-28.4
Wyoming,,,
Less than H.S.,218,8.1,6.7-9.5
H.S. or G.E.D.,"1,236",29.8,27.8-31.7
Some post-H.S.,"1,581",37.9,35.8-39.9
College+,"1,579",24.3,22.7-25.9
Guam,,,
Less than H.S.,161,21.2,17.5-24.9
H.S. or G.E.D.,847,35.0,32.1-38.0
Some post-H.S.,625,21.2,19.0-23.3
College+,787,22.6,20.5-24.7
Puerto Rico,,,
Less than H.S.,965,23.5,21.9-25.0
H.S. or G.E.D.,"1,599",27.7,26.3-29.2
Some post-H.S.,"1,486",16.5,15.5-17.5
College+,"1,961",32.3,30.9-33.8
Puerto Rico,,,
Less than H.S.,582,23.5,21.0-26.0
H.S. or G.E.D.,"1,189",27.7,25.8-29.6
Some post-H.S.,"1,248",16.6,15.4-17.8
College+,"1,915",32.2,30.5-34.0
Virgin Islands,,,
Less than H.S.,207,21.9,16.4-27.4
H.S. or G.E.D.,478,38.7,31.8-45.6
Some post-H.S.,323,17.5,11.4-23.6
College+,498,21.9,17.5-26.4
