Location,n,Percentage,95% CI
Less than H.S.,209,54.9,47.4-62.4
H.S. or G.E.D.,"1,587",62.0,59.2-64.9
Some post-H.S.,"1,638",70.7,67.9-73.5
College graduate,"3,037",77.5,75.4-79.6
Maryland,"2,885",62.6,60.8-64.5
Less than H.S.,341,63.8,58.0-69.7
H.S. or G.E.D.,"1,817",59.0,56.1-61.9
Some post-H.S.,"1,812",63.1,60.3-65.8
College graduate,"4,276",73.1,71.4-74.8
Massachusetts,,,
Less than H.S.,185,70.5,63.7-77.2
H.S. or G.E.D.,759,63.2,58.9-67.6
Some post-H.S.,"1,022",66.4,62.5-70.2
College graduate,"2,458",73.4,71.0-75.8
Michigan,"2,539",45.8,44.1-47.5
Less than H.S.,256,55.4,49.9-60.8
H.S. or G.E.D.,"1,571",59.0,56.8-61.3
Some post-H.S.,"2,018",63.7,61.6-65.8
College graduate,"2,916",71.8,70.1-73.6
Minnesota,"4,027",66.0,64.4-67.5
Less than H.S.,385,59.8,54.9-64.7
H.S. or G.E.D.,"2,267",61.3,59.2-63.3
Some post-H.S.,"3,190",66.3,64.6-68.0
College graduate,"4,997",76.4,75.2-77.7
Mississippi,,,
Less than H.S.,213,39.2,33.1-45.2
H.S. or G.E.D.,674,53.0,48.9-57.1
Some post-H.S.,738,57.0,53.2-60.7
College graduate,910,61.8,58.3-65.2
Missouri,"2,241",36.9,34.7-39.1
Less than H.S.,311,52.1,46.3-57.9
H.S. or G.E.D.,"1,251",57.4,54.5-60.4
Some post-H.S.,"1,210",58.3,55.3-61.3
College graduate,"1,622",68.8,66.2-71.4
Montana,"6,824",60.6,58.6-62.5
Less than H.S.,190,56.7,49.1-64.3
H.S. or G.E.D.,948,57.9,54.5-61.3
Some post-H.S.,"1,188",63.9,60.8-66.9
College graduate,"1,290",71.5,68.8-74.3
Nebraska,,,
Less than H.S.,547,61.3,56.4-66.3
H.S. or G.E.D.,"2,776",58.8,56.5-61.1
Some post-H.S.,"2,824",60.9,58.7-63.2
College graduate,"3,108",70.6,68.5-72.7
Nevada,"3,058",36.6,35.1-38.1
Less than H.S.,179,66.7,59.2-74.2
H.S. or G.E.D.,531,60.1,55.3-64.9
Some post-H.S.,774,59.6,55.2-63.9
College graduate,832,67.3,63.2-71.4
New Hampshire,"2,893",55.1,53.4-56.8
Less than H.S.,123,61.7,52.2-71.3
H.S. or G.E.D.,897,66.9,63.2-70.5
Some post-H.S.,959,66.9,63.0-70.7
College graduate,"1,838",77.0,74.5-79.5
New Jersey,,,
Less than H.S.,396,62.8,57.1-68.4
H.S. or G.E.D.,"1,652",61.2,58.0-64.4
Some post-H.S.,"1,693",64.7,61.6-67.9
College graduate,"3,567",73.0,70.9-75.1
New Mexico,572,44.1,40.7-47.5
Less than H.S.,379,60.2,54.9-65.5
H.S. or G.E.D.,995,61.1,57.7-64.6
Some post-H.S.,"1,038",60.9,57.6-64.3
College graduate,"1,438",68.0,65.2-70.9
New York,,,
Less than H.S.,514,57.6,53.4-61.8
H.S. or G.E.D.,"1,597",64.7,62.1-67.3
Some post-H.S.,"1,743",66.3,63.8-68.7
College graduate,"3,513",71.5,69.8-73.2
North Carolina,,,
Less than H.S.,257,59.0,52.8-65.2
H.S. or G.E.D.,646,57.4,53.7-61.1
Some post-H.S.,808,63.2,59.8-66.6
College graduate,"1,170",69.1,66.4-71.9
North Dakota,,,
Less than H.S.,209,59.7,52.8-66.5
H.S. or G.E.D.,"1,124",59.6,56.5-62.7
Some post-H.S.,"1,360",62.6,59.8-65.4
College graduate,"1,577",69.0,66.5-71.5
Ohio,,,
Less than H.S.,355,53.5,47.9-59.1
H.S. or G.E.D.,"2,230",55.6,53.2-57.9
Some post-H.S.,"1,923",63.4,61.0-65.8
College graduate,"2,624",73.6,71.6-75.6
Oklahoma,,,
Less than H.S.,196,53.4,47.0-59.7
H.S. or G.E.D.,901,49.0,45.9-52.1
Some post-H.S.,"1,067",54.3,51.4-57.1
College graduate,"1,216",61.5,58.7-64.3
Oregon,,,
Less than H.S.,145,57.3,50.4-64.3
H.S. or G.E.D.,614,58.5,55.0-62.1
Some post-H.S.,"1,008",68.5,65.8-71.3
College graduate,"1,558",75.6,73.4-77.7
Pennsylvania,,,
Less than H.S.,169,62.0,55.0-68.9
H.S. or G.E.D.,"1,080",63.4,60.6-66.1
Some post-H.S.,980,63.5,60.5-66.5
College graduate,"1,784",72.9,70.8-75.1
Rhode Island,,,
Less than H.S.,180,60.0,52.7-67.3
H.S. or G.E.D.,731,61.4,57.4-65.3
Some post-H.S.,849,63.3,59.5-67.1
College graduate,"1,778",76.8,74.4-79.2
South Carolina,,,
Less than H.S.,546,55.1,50.8-59.5
H.S. or G.E.D.,"1,694",54.4,51.9-57.0
Some post-H.S.,"1,727",59.9,57.4-62.4
College graduate,"2,344",67.0,64.8-69.2
South Dakota,,,
Less than H.S.,257,67.8,59.1-76.5
H.S. or G.E.D.,"1,177",60.8,56.6-65.0
Some post-H.S.,"1,288",60.3,56.3-64.2
College graduate,"1,606",68.0,64.6-71.5
Tennessee,,,
Less than H.S.,247,54.6,48.1-61.1
H.S. or G.E.D.,905,55.5,52.2-58.8
Some post-H.S.,815,62.5,59.0-66.0
College graduate,"1,182",70.4,67.6-73.3
Texas,,,
Less than H.S.,764,57.6,52.1-63.1
H.S. or G.E.D.,"1,440",53.6,49.7-57.6
Some post-H.S.,"1,683",60.6,56.9-64.3
College graduate,"2,911",68.9,66.2-71.7
Utah,,,
Less than H.S.,258,60.4,54.6-66.1
H.S. or G.E.D.,"1,487",61.9,59.4-64.4
Some post-H.S.,"2,113",67.2,65.2-69.3
College graduate,"2,747",76.2,74.6-77.9
Vermont,,,
Less than H.S.,136,63.4,54.7-72.0
H.S. or G.E.D.,987,60.3,57.0-63.6
Some post-H.S.,"1,030",74.2,71.3-77.1
College graduate,"2,111",77.7,75.5-79.9
Virginia,,,
Less than H.S.,317,55.7,50.2-61.3
H.S. or G.E.D.,"1,231",58.9,55.8-61.9
Some post-H.S.,"1,403",60.0,57.2-62.8
College graduate,"2,877",72.3,70.4-74.2
Washington,,,
Less than H.S.,377,60.2,55.4-64.9
H.S. or G.E.D.,"1,638",62.8,60.4-65.2
Some post-H.S.,"2,474",67.6,65.6-69.5
College graduate,"4,084",75.1,73.6-76.6
West Virginia,,,
Less than H.S.,252,48.7,43.4-54.0
H.S. or G.E.D.,949,52.3,49.5-55.1
Some post-H.S.,772,57.1,53.9-60.3
College graduate,917,62.6,59.6-65.6
Wisconsin,,,
Less than H.S.,152,68.3,60.4-76.1
H.S. or G.E.D.,940,61.4,58.0-64.7
Some post-H.S.,"1,078",67.7,64.6-70.8
College graduate,"1,466",74.6,72.1-77.1
Wyoming,,,
Less than H.S.,92,48.3,39.5-57.2
H.S. or G.E.D.,688,56.6,53.1-60.0
Some post-H.S.,891,61.9,58.7-65.1
College graduate,"1,086",74.6,71.8-77.3
Guam,,,
Less than H.S.,62,50.9,40.5-61.2
H.S. or G.E.D.,270,52.6,47.3-58.0
Some post-H.S.,216,61.6,55.3-68.0
College graduate,278,60.5,54.9-66.1
Puerto Rico,,,
Less than H.S.,321,37.9,33.5-42.3
H.S. or G.E.D.,481,42.0,38.2-45.9
Some post-H.S.,492,43.3,39.3-47.3
College graduate,705,53.5,50.1-56.9
