Location,n,Percentage,95% CI
Less than H.S.,213,63.8,57.0-70.7
H.S. or G.E.D.,817,52.2,48.4-56.0
Some post-H.S.,"1,086",61.2,57.9-64.5
College graduate,"1,249",68.0,64.7-71.3
Illinois,"2,568",34.0,32.5-35.4
Less than H.S.,183,57.9,51.2-64.7
H.S. or G.E.D.,750,54.8,51.3-58.3
Some post-H.S.,828,61.3,57.9-64.6
College graduate,"1,426",69.3,66.8-71.8
Indiana,"10,094",62.9,61.9-63.9
Less than H.S.,209,50.7,43.6-57.8
H.S. or G.E.D.,973,52.7,49.3-56.1
Some post-H.S.,856,58.0,54.5-61.6
College graduate,"1,258",66.5,63.5-69.4
Iowa,,,
Less than H.S.,142,46.7,39.1-54.3
H.S. or G.E.D.,"1,092",55.5,52.5-58.5
Some post-H.S.,"1,043",58.6,55.5-61.6
College graduate,"1,217",65.1,62.2-68.0
Kansas,"2,091",39.3,37.4-41.2
Less than H.S.,639,51.3,47.9-54.6
H.S. or G.E.D.,"2,874",50.7,49.1-52.3
Some post-H.S.,"3,390",55.1,53.6-56.7
College graduate,"5,215",64.5,63.3-65.8
Kentucky,"1,709",63.1,60.1-66.0
Less than H.S.,331,44.3,38.5-50.1
H.S. or G.E.D.,"1,310",51.1,47.9-54.2
Some post-H.S.,"1,247",54.0,50.7-57.2
College graduate,"1,563",61.8,58.7-65.0
Louisiana,,,
Less than H.S.,232,46.4,40.5-52.2
H.S. or G.E.D.,683,50.2,46.6-53.8
Some post-H.S.,548,48.7,44.9-52.5
College graduate,681,53.0,49.5-56.6
Maine,"2,334",43.1,41.1-45.1
Less than H.S.,198,53.7,46.6-60.8
H.S. or G.E.D.,"1,488",57.3,54.6-60.0
Some post-H.S.,"1,598",68.3,65.6-71.0
College graduate,"2,561",73.5,71.3-75.7
Maryland,"3,597",56.7,55.2-58.3
Less than H.S.,324,59.5,52.1-67.0
H.S. or G.E.D.,"1,736",58.6,54.7-62.5
Some post-H.S.,"1,731",65.1,61.4-68.8
College graduate,"3,644",68.6,65.8-71.4
Massachusetts,,,
Less than H.S.,282,54.8,48.8-60.8
H.S. or G.E.D.,"1,068",61.3,58.1-64.4
Some post-H.S.,"1,259",65.8,62.9-68.8
College graduate,"2,746",72.5,70.7-74.4
Michigan,"3,000",51.1,49.3-52.9
Less than H.S.,199,50.8,44.8-56.8
H.S. or G.E.D.,"1,299",56.0,53.5-58.4
Some post-H.S.,"1,548",60.7,58.4-63.0
College graduate,"2,245",69.0,67.0-70.9
Minnesota,"3,238",60.7,58.9-62.5
Less than H.S.,319,57.4,52.2-62.6
H.S. or G.E.D.,"2,149",55.1,53.1-57.1
Some post-H.S.,"3,138",62.8,61.2-64.4
College graduate,"4,473",71.0,69.7-72.4
Mississippi,,,
Less than H.S.,323,42.6,37.2-47.9
H.S. or G.E.D.,831,46.3,42.8-49.7
Some post-H.S.,773,50.1,46.5-53.7
College graduate,965,56.6,53.1-60.0
Missouri,"2,472",42.5,40.4-44.6
Less than H.S.,298,46.9,40.7-53.2
H.S. or G.E.D.,"1,138",50.6,47.5-53.7
Some post-H.S.,"1,094",56.8,53.7-60.0
College graduate,"1,380",64.3,61.5-67.2
Montana,"7,486",57.5,55.8-59.1
Less than H.S.,154,52.8,44.7-60.9
H.S. or G.E.D.,934,55.6,52.1-59.0
Some post-H.S.,"1,014",60.1,56.6-63.5
College graduate,"1,405",69.6,66.8-72.4
Nebraska,,,
Less than H.S.,510,57.5,52.2-62.7
H.S. or G.E.D.,"2,907",53.7,51.5-55.9
Some post-H.S.,"2,973",57.4,55.2-59.6
College graduate,"3,463",66.3,64.4-68.3
Nevada,"3,038",40.1,38.6-41.6
Less than H.S.,127,69.5,61.3-77.7
H.S. or G.E.D.,415,57.8,52.2-63.4
Some post-H.S.,528,60.3,55.1-65.6
College graduate,633,70.0,65.3-74.6
New Hampshire,"2,898",50.1,48.5-51.7
Less than H.S.,156,54.8,46.6-63.0
H.S. or G.E.D.,"1,090",62.9,59.6-66.3
Some post-H.S.,"1,062",65.5,62.2-68.8
College graduate,"2,115",74.0,71.8-76.2
New Jersey,,,
Less than H.S.,387,61.5,55.8-67.2
H.S. or G.E.D.,"1,609",59.8,56.8-62.7
Some post-H.S.,"1,637",64.3,61.3-67.3
College graduate,"3,078",68.6,66.4-70.7
New Mexico,659,43.6,40.0-47.2
Less than H.S.,407,57.1,51.6-62.5
H.S. or G.E.D.,893,51.7,47.8-55.6
Some post-H.S.,977,53.9,50.3-57.6
College graduate,"1,439",66.6,63.5-69.7
New York,,,
Less than H.S.,555,57.9,53.7-62.0
H.S. or G.E.D.,"1,552",59.3,56.7-61.9
Some post-H.S.,"1,654",61.8,59.3-64.3
College graduate,"3,468",68.2,66.5-69.9
North Carolina,,,
Less than H.S.,316,51.2,46.3-56.1
H.S. or G.E.D.,868,51.9,48.9-54.8
Some post-H.S.,"1,005",56.6,53.8-59.4
College graduate,"1,395",65.0,62.6-67.4
North Dakota,,,
Less than H.S.,150,51.0,42.8-59.3
H.S. or G.E.D.,793,56.4,52.7-60.0
Some post-H.S.,925,58.9,55.6-62.2
College graduate,"1,055",66.6,63.4-69.7
Ohio,,,
Less than H.S.,357,44.7,38.5-50.9
H.S. or G.E.D.,"2,149",53.9,51.2-56.6
Some post-H.S.,"1,699",58.9,55.9-61.8
College graduate,"2,253",64.9,62.4-67.5
Oklahoma,,,
Less than H.S.,223,39.6,33.5-45.7
H.S. or G.E.D.,927,43.1,39.9-46.2
Some post-H.S.,"1,036",50.8,47.6-54.0
College graduate,"1,220",60.3,57.3-63.3
Oregon,,,
Less than H.S.,119,53.2,45.1-61.2
H.S. or G.E.D.,676,57.9,54.3-61.5
Some post-H.S.,954,63.5,60.4-66.6
College graduate,"1,410",72.2,69.7-74.6
Pennsylvania,,,
Less than H.S.,145,49.8,42.0-57.7
H.S. or G.E.D.,980,58.9,55.9-61.9
Some post-H.S.,775,60.3,56.9-63.8
College graduate,"1,335",68.1,65.4-70.7
Rhode Island,,,
Less than H.S.,239,54.1,47.3-60.9
H.S. or G.E.D.,855,59.0,55.2-62.8
Some post-H.S.,920,61.4,57.6-65.3
College graduate,"1,657",71.1,68.4-73.7
South Carolina,,,
Less than H.S.,496,46.0,41.7-50.2
H.S. or G.E.D.,"1,504",47.6,45.1-50.1
Some post-H.S.,"1,696",54.3,51.9-56.7
College graduate,"2,181",61.8,59.5-64.0
South Dakota,,,
Less than H.S.,231,55.2,46.5-63.9
H.S. or G.E.D.,"1,232",55.7,51.9-59.5
Some post-H.S.,"1,308",54.8,51.0-58.5
College graduate,"1,542",64.5,61.3-67.7
Tennessee,,,
Less than H.S.,260,46.9,40.5-53.4
H.S. or G.E.D.,909,52.2,48.6-55.9
Some post-H.S.,787,54.5,50.4-58.6
College graduate,"1,091",64.2,60.8-67.6
Texas,,,
Less than H.S.,968,56.9,52.6-61.1
H.S. or G.E.D.,"1,610",51.2,47.9-54.4
Some post-H.S.,"1,862",56.6,53.4-59.7
College graduate,"3,023",65.1,62.6-67.5
Utah,,,
Less than H.S.,258,55.2,49.9-60.5
H.S. or G.E.D.,"1,636",55.5,53.2-57.8
Some post-H.S.,"2,102",62.5,60.5-64.5
College graduate,"2,720",70.9,69.2-72.6
Vermont,,,
Less than H.S.,166,57.6,50.3-65.0
H.S. or G.E.D.,"1,048",60.3,57.3-63.3
Some post-H.S.,939,64.8,61.6-68.0
College graduate,"1,861",74.6,72.4-76.8
Virginia,,,
Less than H.S.,283,51.9,46.3-57.6
H.S. or G.E.D.,"1,098",54.9,52.0-57.8
Some post-H.S.,"1,252",58.8,55.9-61.7
College graduate,"2,257",67.6,65.4-69.9
Washington,,,
Less than H.S.,421,60.8,56.2-65.4
H.S. or G.E.D.,"1,878",60.1,57.8-62.5
Some post-H.S.,"2,879",62.5,60.6-64.4
College graduate,"4,614",68.4,66.8-69.9
West Virginia,,,
Less than H.S.,239,37.0,32.6-41.4
H.S. or G.E.D.,974,47.5,45.0-50.0
Some post-H.S.,756,53.8,50.8-56.9
College graduate,926,61.5,58.6-64.3
Wisconsin,,,
Less than H.S.,185,57.1,49.4-64.7
H.S. or G.E.D.,"1,062",58.9,55.6-62.2
Some post-H.S.,"1,014",60.1,56.7-63.4
College graduate,"1,358",70.3,67.4-73.3
Wyoming,,,
Less than H.S.,112,54.9,43.9-65.9
H.S. or G.E.D.,842,51.9,47.8-56.0
Some post-H.S.,977,58.1,54.4-61.8
College graduate,"1,171",67.9,64.6-71.3
Guam,,,
Less than H.S.,70,60.8,50.2-71.5
H.S. or G.E.D.,302,50.8,45.2-56.4
Some post-H.S.,207,52.6,45.9-59.3
College graduate,293,65.0,59.2-70.8
Puerto Rico,,,
Less than H.S.,420,38.3,34.8-41.9
H.S. or G.E.D.,551,41.7,38.3-45.0
Some post-H.S.,603,46.3,43.0-49.6
College graduate,830,53.0,49.9-56.0
