Location,n,Percentage,95% CI
H.S. or G.E.D.,"1,123",51.6,49.1-54.1
Some post-H.S.,806,58.8,55.7-61.9
College graduate,904,63.2,60.2-66.2
Wisconsin,,,
Less than H.S.,185,50.3,41.7-58.8
H.S. or G.E.D.,"1,193",59.9,56.5-63.2
Some post-H.S.,"1,100",62.2,58.4-65.9
College graduate,"1,352",70.4,67.3-73.6
Wyoming,,,
Less than H.S.,149,45.5,37.6-53.3
H.S. or G.E.D.,"1,033",52.9,49.6-56.2
Some post-H.S.,"1,193",60.2,57.1-63.3
College graduate,"1,468",70.5,67.8-73.2
Guam,,,
Less than H.S.,107,54.5,46.2-62.8
H.S. or G.E.D.,345,54.3,49.5-59.0
Some post-H.S.,235,58.9,52.8-64.9
College graduate,327,62.8,57.5-68.0
Puerto Rico,,,
Less than H.S.,575,45.7,42.1-49.3
H.S. or G.E.D.,675,48.4,44.9-51.8
Some post-H.S.,664,47.5,44.2-50.8
College graduate,992,54.9,51.9-57.9
