Location,n,Percentage,95% CI
H.S. or G.E.D.,247,12.6,10.8-14.4
Some post-H.S.,271,10.8,9.3-12.3
College graduate,216,6.3,5.3-7.4
Minnesota,,,
Less than H.S.,107,14.6,11.4-17.7
H.S. or G.E.D.,411,9.1,8.1-10.1
Some post-H.S.,481,8.8,7.9-9.7
College graduate,382,5.2,4.6-5.9
Mississippi,,,
Less than H.S.,136,15.3,12.2-18.4
H.S. or G.E.D.,274,10.6,9.1-12.2
Some post-H.S.,230,10.2,8.6-11.8
College graduate,151,5.9,4.8-7.1
Missouri,,,
Less than H.S.,142,20.9,16.4-25.4
H.S. or G.E.D.,453,13.5,11.9-15.1
Some post-H.S.,362,11.5,10.0-13.0
College graduate,223,5.2,4.4-6.1
Montana,,,
Less than H.S.,53,18.1,12.8-23.4
H.S. or G.E.D.,205,11.4,9.4-13.4
Some post-H.S.,224,11.2,9.5-13.0
College graduate,212,7.8,6.6-9.0
Nebraska,,,
Less than H.S.,122,10.4,7.9-13.0
H.S. or G.E.D.,483,9.2,8.1-10.3
Some post-H.S.,420,8.8,7.6-10.0
College graduate,308,5.0,4.2-5.8
Nevada,,,
Less than H.S.,32,16.1,9.6-22.6
H.S. or G.E.D.,100,14.6,11.1-18.1
Some post-H.S.,130,15.6,12.0-19.2
College graduate,73,6.6,4.6-8.6
New Hampshire,,,
Less than H.S.,64,21.3,15.0-27.5
H.S. or G.E.D.,213,12.4,10.2-14.6
Some post-H.S.,239,10.8,9.0-12.6
College graduate,194,5.8,4.7-6.9
New Jersey,,,
Less than H.S.,120,17.1,13.3-21.0
H.S. or G.E.D.,271,8.6,7.4-9.9
Some post-H.S.,274,8.8,7.5-10.2
College graduate,287,4.1,3.5-4.7
New Mexico,,,
Less than H.S.,127,18.4,13.9-22.8
H.S. or G.E.D.,257,10.4,8.3-12.4
Some post-H.S.,225,9.8,7.8-11.9
College graduate,225,7.5,5.9-9.2
New York,,,
Less than H.S.,171,15.7,13.0-18.4
H.S. or G.E.D.,398,9.7,8.4-11.0
Some post-H.S.,392,8.8,7.6-10.1
College graduate,429,5.5,4.8-6.2
North Carolina,,,
Less than H.S.,102,19.2,14.7-23.7
H.S. or G.E.D.,196,11.5,9.5-13.5
Some post-H.S.,194,11.0,9.2-12.9
College graduate,138,5.8,4.6-6.9
North Dakota,,,
Less than H.S.,34,17.2,9.7-24.7
H.S. or G.E.D.,145,9.2,7.2-11.2
Some post-H.S.,132,8.3,6.4-10.2
College graduate,91,4.6,3.3-5.9
Ohio,,,
Less than H.S.,212,20.7,16.9-24.5
H.S. or G.E.D.,665,12.2,10.9-13.5
Some post-H.S.,519,11.2,9.9-12.6
College graduate,306,4.9,4.2-5.6
Oklahoma,,,
Less than H.S.,89,23.4,18.3-28.4
H.S. or G.E.D.,227,13.4,11.3-15.5
Some post-H.S.,232,12.6,10.8-14.5
College graduate,139,6.5,5.2-7.7
Oregon,,,
Less than H.S.,43,12.8,8.7-16.8
H.S. or G.E.D.,142,11.2,9.2-13.3
Some post-H.S.,200,10.6,9.1-12.2
College graduate,149,6.3,5.2-7.4
Pennsylvania,,,
Less than H.S.,57,19.8,14.1-25.5
H.S. or G.E.D.,231,13.6,11.5-15.6
Some post-H.S.,142,10.0,8.1-11.9
College graduate,139,5.1,4.1-6.1
Rhode Island,,,
Less than H.S.,80,18.9,13.9-23.9
H.S. or G.E.D.,197,13.6,10.9-16.2
Some post-H.S.,152,7.8,6.1-9.6
College graduate,146,4.6,3.5-5.6
South Carolina,,,
Less than H.S.,79,22.9,17.3-28.6
H.S. or G.E.D.,154,13.9,11.4-16.5
Some post-H.S.,159,13.9,11.4-16.4
College graduate,112,7.0,5.1-8.9
South Dakota,,,
Less than H.S.,49,9.4,4.4-14.3
H.S. or G.E.D.,196,7.6,5.2-10.0
Some post-H.S.,223,10.0,7.4-12.5
College graduate,181,5.3,3.7-6.8
Tennessee,,,
Less than H.S.,84,17.4,12.8-22.1
H.S. or G.E.D.,221,12.2,10.2-14.3
Some post-H.S.,153,11.3,9.0-13.6
College graduate,109,5.6,4.1-7.0
Texas,,,
Less than H.S.,284,15.8,12.0-19.5
H.S. or G.E.D.,394,9.5,7.6-11.3
Some post-H.S.,424,10.0,8.2-11.8
College graduate,264,4.6,3.5-5.6
Utah,,,
Less than H.S.,63,11.0,7.6-14.5
H.S. or G.E.D.,296,9.2,7.9-10.4
Some post-H.S.,390,9.3,8.2-10.4
College graduate,281,5.3,4.6-6.0
Vermont,,,
Less than H.S.,62,21.2,15.0-27.5
H.S. or G.E.D.,234,10.9,9.0-12.7
Some post-H.S.,171,9.1,7.0-11.2
College graduate,174,5.6,4.2-7.0
Virginia,,,
Less than H.S.,124,15.1,12.0-18.2
H.S. or G.E.D.,303,10.5,9.0-12.0
Some post-H.S.,278,8.3,7.0-9.5
College graduate,255,4.9,4.0-5.7
Washington,,,
Less than H.S.,117,13.0,10.2-15.8
H.S. or G.E.D.,329,8.9,7.6-10.2
Some post-H.S.,526,11.7,10.5-13.0
College graduate,418,6.0,5.3-6.8
West Virginia,,,
Less than H.S.,158,27.2,22.6-31.8
H.S. or G.E.D.,411,16.8,15.0-18.7
Some post-H.S.,258,14.3,12.4-16.2
College graduate,173,8.0,6.6-9.3
Wisconsin,,,
Less than H.S.,44,20.2,12.6-27.7
H.S. or G.E.D.,181,10.9,8.8-13.0
Some post-H.S.,186,11.2,9.0-13.4
College graduate,117,5.0,3.8-6.2
Wyoming,,,
Less than H.S.,39,17.3,10.2-24.3
H.S. or G.E.D.,162,10.6,8.4-12.9
Some post-H.S.,138,7.0,5.4-8.6
College graduate,138,6.7,5.1-8.3
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,55,7.7,4.4-11.0
Some post-H.S.,48,9.3,5.4-13.1
College graduate,45,4.3,2.6-6.0
Puerto Rico,,,
Less than H.S.,109,20.1,14.0-26.2
H.S. or G.E.D.,152,13.1,9.5-16.6
Some post-H.S.,149,9.8,7.9-11.7
College graduate,147,6.6,5.3-7.8
