Location,n,Percentage,95% CI
Less than H.S.,34,25.6,16.5-34.7
H.S. or G.E.D.,75,9.6,7.0-12.3
Some post-H.S.,117,12.7,10.0-15.4
College graduate,108,5.6,4.4-6.8
Indiana,,,
Less than H.S.,112,17.1,13.6-20.7
H.S. or G.E.D.,438,13.1,11.7-14.4
Some post-H.S.,364,11.7,10.4-13.0
College graduate,295,6.1,5.3-6.9
Iowa,,,
Less than H.S.,109,15.1,11.4-18.7
H.S. or G.E.D.,387,11.4,10.0-12.9
Some post-H.S.,279,8.9,7.6-10.2
College graduate,204,5.4,4.5-6.3
Kansas,,,
Less than H.S.,140,21.1,17.2-25.0
H.S. or G.E.D.,545,10.9,9.9-12.0
Some post-H.S.,653,10.7,9.8-11.6
College graduate,465,5.4,4.8-5.9
Kentucky,,,
Less than H.S.,143,31.4,25.5-37.2
H.S. or G.E.D.,321,14.4,12.3-16.5
Some post-H.S.,282,15.6,13.3-17.8
College graduate,152,7.5,6.0-9.1
Louisiana,,,
Less than H.S.,103,25.0,19.6-30.4
H.S. or G.E.D.,230,14.8,12.6-17.1
Some post-H.S.,204,12.4,10.2-14.6
College graduate,170,8.0,6.6-9.5
Maine,,,
Less than H.S.,94,27.3,20.9-33.7
H.S. or G.E.D.,448,13.0,11.3-14.6
Some post-H.S.,451,12.2,10.7-13.7
College graduate,380,6.4,5.5-7.2
Maryland,,,
Less than H.S.,122,12.5,9.6-15.4
H.S. or G.E.D.,503,10.4,9.1-11.8
Some post-H.S.,431,10.2,8.9-11.6
College graduate,491,5.0,4.4-5.7
Massachusetts,,,
Less than H.S.,62,14.6,10.2-19.0
H.S. or G.E.D.,167,9.5,7.5-11.6
Some post-H.S.,227,12.0,10.1-14.0
College graduate,245,5.3,4.5-6.1
Michigan,,,
Less than H.S.,97,25.9,20.5-31.3
H.S. or G.E.D.,355,12.3,10.8-13.8
Some post-H.S.,376,12.6,11.1-14.0
College graduate,282,6.2,5.4-7.1
Minnesota,,,
Less than H.S.,76,15.4,11.4-19.3
H.S. or G.E.D.,359,9.1,8.0-10.1
Some post-H.S.,509,9.5,8.5-10.4
College graduate,449,5.5,4.9-6.0
Mississippi,,,
Less than H.S.,97,22.2,17.4-27.1
H.S. or G.E.D.,218,14.7,12.3-17.0
Some post-H.S.,170,11.0,9.0-13.0
College graduate,119,6.9,5.4-8.4
Missouri,,,
Less than H.S.,210,21.5,17.5-25.6
H.S. or G.E.D.,656,14.8,13.0-16.6
Some post-H.S.,532,12.0,10.5-13.5
College graduate,339,7.1,6.0-8.2
Montana,,,
Less than H.S.,46,18.6,12.4-24.8
H.S. or G.E.D.,236,13.7,11.6-15.8
Some post-H.S.,256,12.7,10.9-14.5
College graduate,211,7.4,6.2-8.6
Nebraska,,,
Less than H.S.,121,16.4,12.7-20.0
H.S. or G.E.D.,515,10.4,9.2-11.6
Some post-H.S.,491,9.2,8.2-10.3
College graduate,363,5.8,5.0-6.6
Nevada,,,
Less than H.S.,35,17.8,11.0-24.7
H.S. or G.E.D.,116,12.7,9.8-15.6
Some post-H.S.,168,16.9,13.4-20.4
College graduate,94,9.5,6.7-12.3
New Hampshire,,,
Less than H.S.,49,20.0,13.4-26.7
H.S. or G.E.D.,218,11.7,9.6-13.7
Some post-H.S.,221,10.4,8.7-12.2
College graduate,212,4.9,4.0-5.7
New Jersey,,,
Less than H.S.,111,20.4,16.0-24.9
H.S. or G.E.D.,208,9.8,8.1-11.4
Some post-H.S.,238,12.5,10.4-14.6
College graduate,266,6.2,5.3-7.1
New Mexico,,,
Less than H.S.,124,15.5,12.2-18.8
H.S. or G.E.D.,241,12.0,9.9-14.0
Some post-H.S.,216,11.3,9.3-13.2
College graduate,227,8.9,7.4-10.4
New York,,,
Less than H.S.,537,19.6,17.2-22.0
H.S. or G.E.D.,"1,527",11.4,10.3-12.5
Some post-H.S.,"1,287",9.1,8.2-10.0
College graduate,"1,175",6.0,5.4-6.6
North Carolina,,,
Less than H.S.,81,20.6,15.3-25.9
H.S. or G.E.D.,160,12.8,10.3-15.4
Some post-H.S.,176,11.6,9.7-13.6
College graduate,139,6.3,5.1-7.5
North Dakota,,,
Less than H.S.,53,21.4,14.4-28.5
H.S. or G.E.D.,174,8.5,6.9-10.1
Some post-H.S.,199,10.0,8.2-11.7
College graduate,163,6.7,5.4-8.0
Ohio,,,
Less than H.S.,194,21.7,17.5-25.8
H.S. or G.E.D.,697,12.8,11.5-14.1
Some post-H.S.,588,12.1,10.8-13.4
College graduate,401,6.8,5.9-7.8
Oklahoma,,,
Less than H.S.,75,17.1,12.7-21.5
H.S. or G.E.D.,220,14.0,11.9-16.1
Some post-H.S.,260,13.8,11.8-15.8
College graduate,163,6.5,5.3-7.7
Oregon,,,
Less than H.S.,35,11.6,7.2-16.1
H.S. or G.E.D.,141,12.5,10.2-14.8
Some post-H.S.,224,11.9,10.2-13.7
College graduate,189,8.4,7.0-9.7
Pennsylvania,,,
Less than H.S.,63,20.4,14.3-26.5
H.S. or G.E.D.,255,12.8,10.9-14.6
Some post-H.S.,226,13.5,11.4-15.6
College graduate,200,6.0,5.0-7.0
Rhode Island,,,
Less than H.S.,80,22.4,16.7-28.2
H.S. or G.E.D.,155,11.3,8.9-13.7
Some post-H.S.,167,11.2,9.2-13.1
College graduate,193,6.1,5.0-7.1
South Carolina,,,
Less than H.S.,181,23.4,19.4-27.4
H.S. or G.E.D.,430,13.7,11.9-15.5
Some post-H.S.,396,13.1,11.4-14.8
College graduate,330,6.8,5.8-7.9
South Dakota,,,
Less than H.S.,62,18.1,8.3-27.9
H.S. or G.E.D.,233,9.0,6.4-11.6
Some post-H.S.,264,8.6,6.1-11.1
College graduate,191,4.9,3.4-6.4
Tennessee,,,
Less than H.S.,105,30.6,24.4-36.9
H.S. or G.E.D.,231,14.6,12.4-16.8
Some post-H.S.,211,13.3,11.1-15.5
College graduate,149,7.3,5.9-8.7
Texas,,,
Less than H.S.,195,14.5,11.0-17.9
H.S. or G.E.D.,345,11.3,9.4-13.1
Some post-H.S.,449,12.3,10.4-14.1
College graduate,304,5.6,4.7-6.6
Utah,,,
Less than H.S.,107,19.7,15.5-24.0
H.S. or G.E.D.,323,11.5,9.9-13.1
Some post-H.S.,401,10.8,9.6-12.1
College graduate,344,7.3,6.4-8.2
Vermont,,,
Less than H.S.,49,19.2,12.5-26.0
H.S. or G.E.D.,206,12.6,10.4-14.9
Some post-H.S.,182,10.4,8.4-12.4
College graduate,201,4.8,3.9-5.7
Virginia,,,
Less than H.S.,110,21.5,16.8-26.2
H.S. or G.E.D.,311,11.7,10.0-13.3
Some post-H.S.,325,10.4,8.9-11.9
College graduate,343,5.9,5.0-6.7
Washington,,,
Less than H.S.,121,16.9,13.4-20.5
H.S. or G.E.D.,371,12.4,10.8-13.9
Some post-H.S.,572,12.8,11.5-14.2
College graduate,486,6.4,5.7-7.2
West Virginia,,,
Less than H.S.,156,28.6,24.0-33.2
H.S. or G.E.D.,468,17.3,15.6-19.0
Some post-H.S.,296,14.1,12.3-15.9
College graduate,213,8.4,7.2-9.7
Wisconsin,,,
Less than H.S.,44,18.8,12.1-25.4
H.S. or G.E.D.,216,11.4,9.3-13.4
Some post-H.S.,220,10.2,8.4-11.9
College graduate,168,5.0,3.9-6.2
Wyoming,,,
Less than H.S.,31,23.4,14.1-32.7
H.S. or G.E.D.,159,11.8,9.2-14.4
Some post-H.S.,195,11.7,9.6-13.8
College graduate,144,8.2,6.5-10.0
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,62,11.1,5.9-16.4
Some post-H.S.,32,*,
College graduate,28,3.4,1.8-5.1
Puerto Rico,,,
Less than H.S.,125,21.3,16.7-25.8
H.S. or G.E.D.,160,16.5,13.1-19.8
Some post-H.S.,167,14.7,11.4-18.0
College graduate,207,11.1,9.3-12.9
Virgin Islands,,,
Less than H.S.,35,*,
H.S. or G.E.D.,48,9.2,4.2-14.2
Some post-H.S.,15,*,
College graduate,32,3.5,1.6-5.5
