Location,n,Percentage,95% CI
Less than H.S.,99,23.3,18.2-28.4
H.S. or G.E.D.,238,13.1,11.2-15.0
Some post-H.S.,235,10.2,8.6-11.7
College graduate,289,5.8,5.0-6.7
Michigan,,,
Less than H.S.,109,24.3,19.2-29.4
H.S. or G.E.D.,488,15.7,14.1-17.4
Some post-H.S.,524,13.9,12.5-15.3
College graduate,377,7.8,6.8-8.7
Minnesota,,,
Less than H.S.,118,18.9,15.1-22.7
H.S. or G.E.D.,461,11.4,10.2-12.6
Some post-H.S.,562,10.3,9.3-11.2
College graduate,464,6.2,5.5-6.8
Mississippi,,,
Less than H.S.,181,25.8,21.4-30.2
H.S. or G.E.D.,285,15.4,13.2-17.6
Some post-H.S.,215,11.0,9.2-12.9
College graduate,142,7.7,6.1-9.2
Missouri,,,
Less than H.S.,152,23.8,19.0-28.6
H.S. or G.E.D.,433,14.6,12.8-16.5
Some post-H.S.,341,13.1,11.3-14.9
College graduate,213,7.5,6.2-8.8
Montana,,,
Less than H.S.,62,19.5,14.3-24.8
H.S. or G.E.D.,277,14.2,12.4-16.1
Some post-H.S.,327,14.7,12.9-16.5
College graduate,246,9.0,7.7-10.2
Nebraska,,,
Less than H.S.,148,14.3,11.3-17.4
H.S. or G.E.D.,719,13.4,12.0-14.7
Some post-H.S.,623,10.6,9.4-11.7
College graduate,371,6.2,5.4-7.1
Nevada,,,
Less than H.S.,57,16.4,11.6-21.3
H.S. or G.E.D.,100,16.2,12.1-20.3
Some post-H.S.,135,13.0,10.0-16.0
College graduate,109,11.7,8.6-14.8
New Hampshire,,,
Less than H.S.,64,24.6,17.2-31.9
H.S. or G.E.D.,272,16.8,14.3-19.2
Some post-H.S.,234,13.8,11.6-16.0
College graduate,207,6.6,5.5-7.7
New Mexico,,,
Less than H.S.,174,21.4,17.3-25.5
H.S. or G.E.D.,257,15.5,13.1-17.9
Some post-H.S.,266,14.1,11.9-16.3
College graduate,238,9.1,7.5-10.7
New York,,,
Less than H.S.,245,20.2,17.1-23.3
H.S. or G.E.D.,558,12.9,11.5-14.4
Some post-H.S.,515,12.5,11.0-14.1
College graduate,520,6.8,6.0-7.6
North Carolina,,,
Less than H.S.,80,21.6,16.5-26.8
H.S. or G.E.D.,147,14.0,11.5-16.4
Some post-H.S.,193,12.8,10.7-14.9
College graduate,135,7.2,5.8-8.6
North Dakota,,,
Less than H.S.,51,18.8,12.2-25.4
H.S. or G.E.D.,200,10.6,8.5-12.7
Some post-H.S.,201,8.6,7.0-10.2
College graduate,165,6.1,4.8-7.3
Ohio,,,
Less than H.S.,271,27.5,22.7-32.4
H.S. or G.E.D.,860,14.5,13.0-16.0
Some post-H.S.,648,14.1,12.5-15.6
College graduate,422,7.8,6.6-8.9
Oklahoma,,,
Less than H.S.,131,23.9,19.5-28.4
H.S. or G.E.D.,294,14.9,12.9-16.9
Some post-H.S.,344,15.8,13.9-17.7
College graduate,200,8.3,7.0-9.7
Oregon,,,
Less than H.S.,79,19.3,14.5-24.2
H.S. or G.E.D.,216,13.5,11.5-15.5
Some post-H.S.,283,12.8,11.1-14.5
College graduate,224,8.7,7.4-10.0
Pennsylvania,,,
Less than H.S.,83,21.9,16.7-27.1
H.S. or G.E.D.,323,15.0,13.2-16.9
Some post-H.S.,247,13.2,11.1-15.2
College graduate,240,6.9,5.9-8.0
Rhode Island,,,
Less than H.S.,115,25.4,19.3-31.6
H.S. or G.E.D.,256,13.4,11.3-15.5
Some post-H.S.,254,14.2,11.9-16.5
College graduate,251,6.6,5.4-7.9
South Carolina,,,
Less than H.S.,166,22.5,18.4-26.7
H.S. or G.E.D.,380,16.8,14.8-18.9
Some post-H.S.,305,12.2,10.5-13.9
College graduate,215,6.6,5.5-7.8
South Dakota,,,
Less than H.S.,71,20.9,11.3-30.4
H.S. or G.E.D.,246,11.3,8.6-14.0
Some post-H.S.,249,9.7,7.4-11.9
College graduate,206,7.9,5.8-10.0
Tennessee,,,
Less than H.S.,190,24.8,20.3-29.2
H.S. or G.E.D.,398,16.7,14.5-18.9
Some post-H.S.,319,15.4,13.2-17.6
College graduate,186,7.5,6.0-8.9
Texas,,,
Less than H.S.,289,14.5,11.0-18.0
H.S. or G.E.D.,494,12.9,10.6-15.1
Some post-H.S.,513,10.8,9.1-12.5
College graduate,433,6.9,5.7-8.1
Utah,,,
Less than H.S.,107,18.6,14.7-22.5
H.S. or G.E.D.,381,11.6,10.2-13.0
Some post-H.S.,484,11.1,9.9-12.3
College graduate,408,7.1,6.3-8.0
Vermont,,,
Less than H.S.,60,29.5,21.7-37.3
H.S. or G.E.D.,281,14.8,12.3-17.3
Some post-H.S.,215,11.6,9.4-13.8
College graduate,265,7.0,5.8-8.2
Virginia,,,
Less than H.S.,180,24.1,19.9-28.2
H.S. or G.E.D.,393,14.8,12.9-16.7
Some post-H.S.,366,10.8,9.4-12.3
College graduate,337,6.4,5.4-7.4
Washington,,,
Less than H.S.,154,18.4,15.1-21.8
H.S. or G.E.D.,431,13.5,12.0-15.1
Some post-H.S.,659,14.3,13.0-15.6
College graduate,456,7.1,6.3-8.0
West Virginia,,,
Less than H.S.,199,35.8,30.6-41.0
H.S. or G.E.D.,455,20.7,18.6-22.9
Some post-H.S.,268,15.5,13.3-17.6
College graduate,177,9.5,7.8-11.2
Wisconsin,,,
Less than H.S.,53,21.2,13.5-28.8
H.S. or G.E.D.,209,12.7,10.7-14.8
Some post-H.S.,190,11.7,9.5-13.9
College graduate,149,6.2,4.9-7.4
Wyoming,,,
Less than H.S.,38,14.3,8.6-19.9
H.S. or G.E.D.,182,12.9,10.4-15.3
Some post-H.S.,226,13.7,11.4-16.0
College graduate,131,6.5,5.0-8.1
Guam,,,
Less than H.S.,17,*,
H.S. or G.E.D.,106,9.4,7.2-11.6
Some post-H.S.,90,13.0,9.1-16.8
College graduate,69,7.6,5.3-10.0
Puerto Rico,,,
Less than H.S.,271,26.2,22.9-29.4
H.S. or G.E.D.,380,20.8,18.4-23.2
Some post-H.S.,301,17.4,15.1-19.6
College graduate,316,14.4,12.7-16.2
