Location,n,Percentage,95% CI
H.S. or G.E.D.,480,16.2,14.3-18.1
Some post-H.S.,415,13.9,12.3-15.6
College graduate,388,8.2,7.2-9.2
South Dakota,,,
Less than H.S.,52,*,
H.S. or G.E.D.,212,10.9,7.9-13.8
Some post-H.S.,245,11.2,7.8-14.5
College graduate,203,7.4,5.0-9.8
Tennessee,,,
Less than H.S.,126,27.0,21.1-32.8
H.S. or G.E.D.,331,16.6,14.4-18.9
Some post-H.S.,271,16.8,14.1-19.5
College graduate,186,7.8,6.4-9.3
Texas,,,
Less than H.S.,227,18.6,14.8-22.5
H.S. or G.E.D.,374,15.7,12.8-18.6
Some post-H.S.,391,10.7,8.7-12.6
College graduate,347,7.4,6.0-8.8
Utah,,,
Less than H.S.,108,19.9,15.4-24.4
H.S. or G.E.D.,369,11.7,10.2-13.3
Some post-H.S.,469,13.2,11.6-14.8
College graduate,462,8.5,7.5-9.5
Vermont,,,
Less than H.S.,50,27.2,18.3-36.1
H.S. or G.E.D.,259,13.4,11.3-15.6
Some post-H.S.,237,13.2,11.0-15.3
College graduate,392,8.8,7.7-10.0
Virginia,,,
Less than H.S.,100,19.5,14.7-24.4
H.S. or G.E.D.,260,14.2,11.6-16.8
Some post-H.S.,327,14.9,12.6-17.1
College graduate,325,8.3,7.0-9.6
Washington,,,
Less than H.S.,245,19.7,16.9-22.6
H.S. or G.E.D.,825,13.4,12.3-14.5
Some post-H.S.,"1,116",14.0,13.0-15.0
College graduate,"1,204",8.1,7.6-8.7
West Virginia,,,
Less than H.S.,103,31.4,25.3-37.4
H.S. or G.E.D.,314,19.6,17.3-21.9
Some post-H.S.,249,18.5,16.1-20.9
College graduate,161,8.9,7.4-10.4
Wisconsin,,,
Less than H.S.,137,18.6,14.7-22.5
H.S. or G.E.D.,532,13.3,11.8-14.8
Some post-H.S.,621,14.0,12.6-15.5
College graduate,502,7.9,6.9-8.8
Wyoming,,,
Less than H.S.,35,20.9,13.8-28.0
H.S. or G.E.D.,158,12.9,10.6-15.2
Some post-H.S.,235,14.4,12.3-16.6
College graduate,199,9.7,8.0-11.4
Guam,,,
Less than H.S.,15,*,
H.S. or G.E.D.,67,11.4,7.3-15.5
Some post-H.S.,55,15.3,9.2-21.5
College graduate,56,9.1,6.1-12.2
Puerto Rico,,,
Less than H.S.,143,26.3,21.3-31.3
H.S. or G.E.D.,225,17.8,15.0-20.6
Some post-H.S.,238,17.6,14.9-20.3
College graduate,274,15.3,13.0-17.6
Virgin Islands,,,
Less than H.S.,50,12.4,7.6-17.1
H.S. or G.E.D.,79,10.0,6.6-13.3
Some post-H.S.,43,8.4,4.6-12.2
College graduate,51,4.7,2.9-6.4
