Location,n,Percentage,95% CI
Less than H.S.,42,14.3,8.9-19.6
H.S. or G.E.D.,214,7.9,6.5-9.3
Some post-H.S.,282,12.0,10.1-13.8
College graduate,302,7.0,5.9-8.1
Idaho,,,
Less than H.S.,75,20.3,14.8-25.7
H.S. or G.E.D.,246,15.2,13.1-17.3
Some post-H.S.,311,14.1,12.4-15.7
College graduate,215,9.0,7.6-10.4
Illinois,,,
Less than H.S.,75,20.9,15.6-26.1
H.S. or G.E.D.,134,12.9,10.3-15.5
Some post-H.S.,156,14.4,11.7-17.1
College graduate,145,8.0,6.3-9.7
Indiana,,,
Less than H.S.,149,20.4,16.6-24.1
H.S. or G.E.D.,522,15.0,13.5-16.4
Some post-H.S.,446,14.5,12.9-16.0
College graduate,307,7.3,6.3-8.2
Iowa,,,
Less than H.S.,95,11.5,8.5-14.5
H.S. or G.E.D.,382,12.5,11.0-14.0
Some post-H.S.,320,12.2,10.6-13.8
College graduate,244,7.2,6.1-8.4
Kansas,,,
Less than H.S.,101,23.5,18.3-28.7
H.S. or G.E.D.,403,12.9,11.2-14.5
Some post-H.S.,458,12.1,10.7-13.5
College graduate,346,6.3,5.4-7.2
Kentucky,,,
Less than H.S.,119,30.1,23.6-36.5
H.S. or G.E.D.,239,16.8,14.1-19.5
Some post-H.S.,203,14.6,11.9-17.4
College graduate,112,7.7,5.8-9.7
Louisiana,,,
Less than H.S.,124,28.5,23.3-33.7
H.S. or G.E.D.,274,14.7,12.5-16.9
Some post-H.S.,269,14.5,12.5-16.5
College graduate,201,7.6,6.4-8.9
Maine,,,
Less than H.S.,79,24.0,17.4-30.6
H.S. or G.E.D.,425,13.4,11.7-15.1
Some post-H.S.,444,13.0,11.5-14.5
College graduate,408,8.1,6.9-9.3
Maryland,,,
Less than H.S.,201,17.8,14.2-21.5
H.S. or G.E.D.,572,11.1,9.6-12.6
Some post-H.S.,524,11.9,10.3-13.5
College graduate,628,6.6,5.8-7.4
Massachusetts,,,
Less than H.S.,144,24.4,19.6-29.3
H.S. or G.E.D.,291,12.8,10.8-14.8
Some post-H.S.,298,11.1,9.5-12.7
College graduate,444,7.0,6.1-7.8
Michigan,,,
Less than H.S.,82,20.2,15.4-24.9
H.S. or G.E.D.,408,13.5,11.9-15.1
Some post-H.S.,408,13.0,11.6-14.4
College graduate,393,8.3,7.3-9.2
Minnesota,,,
Less than H.S.,123,21.3,16.8-25.8
H.S. or G.E.D.,437,12.2,10.7-13.7
Some post-H.S.,612,11.4,10.3-12.6
College graduate,613,6.6,5.9-7.3
Mississippi,,,
Less than H.S.,100,25.7,20.0-31.5
H.S. or G.E.D.,164,13.8,11.5-16.2
Some post-H.S.,188,13.3,11.1-15.6
College graduate,115,7.8,5.7-9.9
Missouri,,,
Less than H.S.,122,24.6,19.4-29.8
H.S. or G.E.D.,393,15.3,13.4-17.3
Some post-H.S.,371,14.8,12.8-16.8
College graduate,262,8.5,7.2-9.8
Montana,,,
Less than H.S.,65,18.8,13.6-23.9
H.S. or G.E.D.,246,13.1,11.3-14.9
Some post-H.S.,341,15.7,13.8-17.6
College graduate,287,9.6,8.3-10.9
Nebraska,,,
Less than H.S.,87,15.2,11.3-19.2
H.S. or G.E.D.,315,12.4,10.5-14.3
Some post-H.S.,296,11.2,9.6-12.9
College graduate,196,6.0,4.9-7.2
Nevada,,,
Less than H.S.,49,18.8,12.8-24.9
H.S. or G.E.D.,142,15.3,11.7-19.0
Some post-H.S.,159,14.6,11.4-17.8
College graduate,141,13.5,10.1-16.8
New Hampshire,,,
Less than H.S.,49,23.8,16.1-31.6
H.S. or G.E.D.,262,13.3,11.2-15.4
Some post-H.S.,257,13.2,11.1-15.3
College graduate,292,7.5,6.3-8.6
New Jersey,,,
Less than H.S.,88,21.1,16.0-26.2
H.S. or G.E.D.,253,15.3,12.8-17.8
Some post-H.S.,229,12.1,9.8-14.4
College graduate,315,6.5,5.6-7.4
New Mexico,,,
Less than H.S.,101,20.2,15.6-24.8
H.S. or G.E.D.,183,13.2,10.7-15.7
Some post-H.S.,224,15.7,13.1-18.4
College graduate,235,10.4,8.6-12.1
New York,,,
Less than H.S.,263,20.7,17.7-23.7
H.S. or G.E.D.,634,14.3,12.8-15.7
Some post-H.S.,564,12.0,10.7-13.3
College graduate,673,7.5,6.7-8.3
North Carolina,,,
Less than H.S.,82,30.8,23.0-38.5
H.S. or G.E.D.,149,13.9,11.2-16.6
Some post-H.S.,189,14.4,11.6-17.3
College graduate,152,7.6,6.1-9.0
North Dakota,,,
Less than H.S.,31,17.0,10.3-23.8
H.S. or G.E.D.,140,12.5,10.0-14.9
Some post-H.S.,143,10.4,8.5-12.3
College graduate,122,7.0,5.5-8.4
Ohio,,,
Less than H.S.,206,24.3,19.6-28.9
H.S. or G.E.D.,856,15.2,13.8-16.6
Some post-H.S.,809,14.6,13.2-16.0
College graduate,555,8.0,7.1-9.0
Oklahoma,,,
Less than H.S.,98,19.3,15.2-23.3
H.S. or G.E.D.,284,15.9,13.9-17.9
Some post-H.S.,293,14.2,12.4-16.0
College graduate,194,9.3,7.8-10.7
Oregon,,,
Less than H.S.,65,18.8,13.8-23.8
H.S. or G.E.D.,195,14.3,11.9-16.7
Some post-H.S.,251,13.3,11.4-15.2
College graduate,231,8.6,7.3-10.0
Pennsylvania,,,
Less than H.S.,44,21.0,12.4-29.6
H.S. or G.E.D.,204,16.1,12.9-19.2
Some post-H.S.,157,10.6,8.4-12.7
College graduate,184,8.9,7.2-10.7
Rhode Island,,,
Less than H.S.,90,18.1,13.8-22.4
H.S. or G.E.D.,205,14.9,12.4-17.4
Some post-H.S.,222,15.1,12.6-17.6
College graduate,250,7.9,6.6-9.2
South Carolina,,,
Less than H.S.,149,21.0,16.9-25.1
H.S. or G.E.D.,424,13.2,11.6-14.8
Some post-H.S.,398,12.8,11.3-14.4
College graduate,353,7.2,6.3-8.2
South Dakota,,,
Less than H.S.,57,8.5,3.9-13.1
H.S. or G.E.D.,255,11.6,7.8-15.4
Some post-H.S.,296,10.2,7.2-13.3
College graduate,232,6.5,4.4-8.5
Tennessee,,,
Less than H.S.,138,33.9,27.6-40.1
H.S. or G.E.D.,294,15.8,13.6-17.9
Some post-H.S.,237,13.5,11.4-15.6
College graduate,197,9.5,7.8-11.2
Texas,,,
Less than H.S.,295,18.7,15.2-22.3
H.S. or G.E.D.,510,12.8,10.9-14.6
Some post-H.S.,589,13.1,10.9-15.4
College graduate,480,6.7,5.7-7.8
Utah,,,
Less than H.S.,95,19.5,15.2-23.8
H.S. or G.E.D.,315,11.6,9.9-13.4
Some post-H.S.,407,12.1,10.6-13.7
College graduate,370,7.9,6.8-8.9
Vermont,,,
Less than H.S.,44,19.3,12.1-26.5
H.S. or G.E.D.,293,13.5,11.6-15.5
Some post-H.S.,261,12.6,10.6-14.7
College graduate,379,7.7,6.7-8.6
Virginia,,,
Less than H.S.,151,25.4,20.3-30.4
H.S. or G.E.D.,364,13.9,11.9-15.9
Some post-H.S.,408,12.4,10.9-14.0
College graduate,481,7.9,6.9-8.9
Washington,,,
Less than H.S.,273,21.7,18.7-24.7
H.S. or G.E.D.,808,13.0,11.9-14.1
Some post-H.S.,"1,070",12.8,11.9-13.8
College graduate,"1,142",7.9,7.3-8.5
West Virginia,,,
Less than H.S.,135,33.6,28.1-39.1
H.S. or G.E.D.,369,17.5,15.5-19.5
Some post-H.S.,278,18.7,16.2-21.3
College graduate,193,10.1,8.5-11.7
Wisconsin,,,
Less than H.S.,100,20.1,15.6-24.6
H.S. or G.E.D.,476,14.0,12.4-15.6
Some post-H.S.,487,12.7,11.3-14.1
College graduate,381,7.5,6.5-8.5
Wyoming,,,
Less than H.S.,25,14.6,8.4-20.8
H.S. or G.E.D.,161,12.9,10.6-15.2
Some post-H.S.,211,13.3,11.3-15.3
College graduate,113,6.4,5.1-7.8
Guam,,,
Less than H.S.,17,*,
H.S. or G.E.D.,94,12.0,8.2-15.9
Some post-H.S.,65,9.0,5.2-12.8
College graduate,73,4.8,2.9-6.8
Puerto Rico,,,
Less than H.S.,191,29.3,24.4-34.1
H.S. or G.E.D.,270,16.1,13.8-18.4
Some post-H.S.,261,15.3,12.9-17.6
College graduate,271,12.0,10.1-13.9
Virgin Islands,,,
Less than H.S.,24,*,
H.S. or G.E.D.,53,*,
Some post-H.S.,38,*,
College graduate,40,*,
