Location,n,Percentage,95% CI
College graduate,"3,393",91.4,90.4-92.4
Iowa,,,
Less than H.S.,631,96.2,94.5-97.9
H.S. or G.E.D.,"2,418",89.5,88.1-90.9
Some post-H.S.,"2,223",88.0,86.4-89.5
College graduate,"2,646",92.4,91.3-93.5
Kansas,,,
Less than H.S.,387,93.0,90.2-95.8
H.S. or G.E.D.,"2,500",89.1,87.6-90.6
Some post-H.S.,"2,918",86.7,85.3-88.2
College graduate,"3,917",89.5,88.4-90.5
Kentucky,,,
Less than H.S.,338,92.1,87.5-96.7
H.S. or G.E.D.,"1,163",91.3,89.3-93.3
Some post-H.S.,"1,010",89.6,87.3-92.0
College graduate,"1,040",87.6,85.0-90.1
Louisiana,,,
Less than H.S.,385,96.2,94.4-97.9
H.S. or G.E.D.,"1,421",88.4,86.3-90.4
Some post-H.S.,"1,299",86.0,84.0-88.1
College graduate,"1,788",88.6,86.9-90.3
Maine,,,
Less than H.S.,305,90.8,87.3-94.4
H.S. or G.E.D.,"2,316",88.7,87.1-90.3
Some post-H.S.,"2,448",86.8,85.2-88.3
College graduate,"4,092",91.0,90.0-91.9
Maryland,,,
Less than H.S.,910,97.6,96.3-98.8
H.S. or G.E.D.,"3,366",90.2,88.9-91.6
Some post-H.S.,"2,994",87.6,86.0-89.1
College graduate,"6,720",90.5,89.6-91.4
Massachusetts,,,
Less than H.S.,594,94.6,92.1-97.1
H.S. or G.E.D.,"1,863",92.6,91.3-94.0
Some post-H.S.,"2,152",91.1,89.6-92.6
College graduate,"5,517",95.2,94.5-95.8
Michigan,,,
Less than H.S.,361,97.0,95.2-98.7
H.S. or G.E.D.,"2,221",91.3,90.1-92.6
Some post-H.S.,"2,382",89.6,88.3-90.9
College graduate,"3,935",93.3,92.5-94.1
Minnesota,,,
Less than H.S.,524,94.0,91.4-96.5
H.S. or G.E.D.,"2,914",90.1,88.9-91.3
Some post-H.S.,"4,204",89.4,88.3-90.6
College graduate,"7,316",92.5,91.8-93.2
Mississippi,,,
Less than H.S.,369,93.8,91.2-96.5
H.S. or G.E.D.,991,89.9,87.6-92.2
Some post-H.S.,"1,140",85.8,83.4-88.1
College graduate,"1,235",86.9,84.3-89.4
Missouri,,,
Less than H.S.,427,93.6,90.7-96.4
H.S. or G.E.D.,"1,927",90.4,88.9-91.9
Some post-H.S.,"1,828",88.5,86.8-90.1
College graduate,"2,304",88.6,87.1-90.1
Montana,,,
Less than H.S.,278,93.9,91.2-96.6
H.S. or G.E.D.,"1,550",87.7,86.0-89.4
Some post-H.S.,"1,739",84.3,82.4-86.1
College graduate,"2,351",87.0,85.6-88.4
Nebraska,,,
Less than H.S.,468,96.4,94.8-98.1
H.S. or G.E.D.,"1,963",89.4,87.6-91.2
Some post-H.S.,"2,004",87.9,86.0-89.7
College graduate,"2,129",87.9,86.2-89.5
Nevada,,,
Less than H.S.,222,98.4,96.6-100.0
H.S. or G.E.D.,715,91.4,88.9-93.9
Some post-H.S.,776,85.2,82.1-88.3
College graduate,978,85.4,82.4-88.3
New Hampshire,,,
Less than H.S.,181,88.6,83.5-93.7
H.S. or G.E.D.,"1,289",89.0,87.1-90.9
Some post-H.S.,"1,427",87.9,85.9-89.9
College graduate,"2,808",90.4,89.1-91.7
New Jersey,,,
Less than H.S.,414,98.6,97.6-99.6
H.S. or G.E.D.,"1,440",91.8,89.9-93.7
Some post-H.S.,"1,528",91.5,89.9-93.1
College graduate,"3,847",94.7,93.9-95.6
New Mexico,,,
Less than H.S.,424,97.7,96.3-99.1
H.S. or G.E.D.,"1,023",89.8,87.6-92.1
Some post-H.S.,"1,057",83.5,80.5-86.5
College graduate,"1,585",86.9,85.0-88.8
New York,,,
Less than H.S.,"1,248",97.5,96.6-98.5
H.S. or G.E.D.,"3,621",93.2,92.1-94.3
Some post-H.S.,"3,557",92.4,91.4-93.3
College graduate,"7,497",95.2,94.7-95.7
North Carolina,,,
Less than H.S.,352,95.6,92.4-98.9
H.S. or G.E.D.,855,86.3,83.7-88.9
Some post-H.S.,"1,071",85.9,83.7-88.1
College graduate,"1,597",88.6,86.9-90.4
North Dakota,,,
Less than H.S.,154,89.2,84.6-93.9
H.S. or G.E.D.,934,90.0,87.8-92.2
Some post-H.S.,"1,133",86.9,84.7-89.1
College graduate,"1,392",90.1,88.5-91.6
Ohio,,,
Less than H.S.,693,93.8,91.7-95.9
H.S. or G.E.D.,"4,422",90.3,89.1-91.5
Some post-H.S.,"3,998",86.7,85.3-88.0
College graduate,"5,272",91.1,90.2-92.0
Oklahoma,,,
Less than H.S.,398,94.6,92.0-97.2
H.S. or G.E.D.,"1,340",89.3,87.6-91.0
Some post-H.S.,"1,552",84.5,82.7-86.4
College graduate,"1,616",86.9,85.2-88.6
Oregon,,,
Less than H.S.,296,94.5,91.3-97.6
H.S. or G.E.D.,"1,099",90.9,89.0-92.8
Some post-H.S.,"1,474",86.0,84.1-87.9
College graduate,"2,193",91.1,89.8-92.4
Pennsylvania,,,
Less than H.S.,179,97.4,95.3-99.6
H.S. or G.E.D.,"1,176",88.5,85.9-91.1
Some post-H.S.,984,86.5,83.9-89.1
College graduate,"1,717",92.6,90.9-94.2
Rhode Island,,,
Less than H.S.,396,96.5,94.7-98.4
H.S. or G.E.D.,"1,023",91.0,89.1-93.0
Some post-H.S.,"1,214",88.4,86.3-90.5
College graduate,"2,484",92.2,91.0-93.3
South Carolina,,,
Less than H.S.,598,94.0,91.5-96.5
H.S. or G.E.D.,"2,222",88.6,87.0-90.2
Some post-H.S.,"2,105",85.0,83.2-86.7
College graduate,"3,325",86.6,85.3-87.8
South Dakota,,,
Less than H.S.,314,96.4,93.0-99.8
H.S. or G.E.D.,"1,789",89.0,85.7-92.4
Some post-H.S.,"1,998",88.3,84.8-91.9
College graduate,"2,312",87.5,84.4-90.6
Tennessee,,,
Less than H.S.,365,91.8,88.2-95.3
H.S. or G.E.D.,"1,302",88.4,86.3-90.4
Some post-H.S.,"1,228",85.0,82.8-87.3
College graduate,"1,587",88.4,86.5-90.4
Texas,,,
Less than H.S.,"1,227",97.5,96.4-98.5
H.S. or G.E.D.,"2,917",90.7,89.2-92.1
Some post-H.S.,"3,085",85.7,83.7-87.6
College graduate,"4,660",87.6,86.3-89.0
Utah,,,
Less than H.S.,447,96.6,94.6-98.6
H.S. or G.E.D.,"2,137",94.8,93.8-95.8
Some post-H.S.,"2,540",90.8,89.6-92.1
College graduate,"3,578",91.2,90.2-92.2
Vermont,,,
Less than H.S.,199,93.5,90.2-96.9
H.S. or G.E.D.,"1,566",90.1,88.5-91.6
Some post-H.S.,"1,561",88.1,86.3-89.9
College graduate,"4,298",92.3,91.4-93.2
Virginia,,,
Less than H.S.,507,94.2,91.4-96.9
H.S. or G.E.D.,"1,850",86.8,85.0-88.5
Some post-H.S.,"2,141",82.3,80.3-84.2
College graduate,"4,111",84.2,82.8-85.6
Washington,,,
Less than H.S.,"1,076",96.5,95.3-97.7
H.S. or G.E.D.,"4,565",89.9,88.9-90.9
Some post-H.S.,"6,068",86.9,86.0-87.8
College graduate,"10,628",89.7,89.1-90.3
West Virginia,,,
Less than H.S.,367,93.7,90.8-96.5
H.S. or G.E.D.,"1,528",90.6,89.0-92.1
Some post-H.S.,"1,112",86.8,84.6-89.1
College graduate,"1,381",89.7,87.9-91.4
Wisconsin,,,
Less than H.S.,428,94.6,92.5-96.8
H.S. or G.E.D.,"2,655",90.3,89.0-91.6
Some post-H.S.,"2,912",88.6,87.2-90.0
College graduate,"3,822",90.2,89.1-91.3
Wyoming,,,
Less than H.S.,143,94.0,90.5-97.6
H.S. or G.E.D.,900,87.1,84.8-89.4
Some post-H.S.,"1,141",83.7,81.4-85.9
College graduate,"1,295",86.6,84.8-88.5
Guam,,,
Less than H.S.,132,81.7,67.0-96.4
H.S. or G.E.D.,597,80.0,75.4-84.6
Some post-H.S.,372,67.1,59.0-75.2
College graduate,651,79.4,74.5-84.2
Puerto Rico,,,
Less than H.S.,696,99.4,98.8-100.0
H.S. or G.E.D.,"1,306",96.8,95.2-98.4
Some post-H.S.,"1,357",94.5,92.9-96.2
College graduate,"1,919",94.0,92.1-95.8
Virgin Islands,,,
Less than H.S.,201,95.6,88.0-100.0
H.S. or G.E.D.,429,92.6,87.5-97.8
Some post-H.S.,277,76.8,50.5-100.0
College graduate,432,80.1,
