Location,n,Percentage,95% CI
H.S. or G.E.D.,"1,211",88.2,86.0-90.4
Some post-H.S.,"1,186",86.0,83.8-88.2
College graduate,"1,672",89.7,88.1-91.4
Maine,,,
Less than H.S.,350,88.6,84.1-93.1
H.S. or G.E.D.,"2,586",86.6,85.0-88.3
Some post-H.S.,"2,732",85.5,83.9-87.1
College graduate,"4,434",89.5,88.4-90.6
Maryland,,,
Less than H.S.,764,94.7,92.7-96.6
H.S. or G.E.D.,"3,178",89.9,88.5-91.2
Some post-H.S.,"2,926",87.2,85.7-88.6
College graduate,"6,511",90.2,89.4-91.0
Massachusetts,,,
Less than H.S.,400,97.4,95.3-99.4
H.S. or G.E.D.,"1,318",93.3,91.6-95.0
Some post-H.S.,"1,659",92.6,91.2-94.0
College graduate,"3,698",94.2,93.3-95.0
Michigan,,,
Less than H.S.,321,91.7,88.8-94.6
H.S. or G.E.D.,"2,153",90.8,89.5-92.1
Some post-H.S.,"2,327",90.0,88.7-91.3
College graduate,"3,600",93.8,92.9-94.6
Minnesota,,,
Less than H.S.,472,91.1,88.1-94.2
H.S. or G.E.D.,"2,907",90.1,88.9-91.3
Some post-H.S.,"4,189",89.2,88.2-90.2
College graduate,"6,647",92.4,91.8-93.1
Mississippi,,,
Less than H.S.,418,93.7,90.6-96.9
H.S. or G.E.D.,"1,155",89.5,87.3-91.7
Some post-H.S.,"1,104",87.7,85.5-89.9
College graduate,"1,196",87.6,85.4-89.8
Missouri,,,
Less than H.S.,787,94.9,93.0-96.8
H.S. or G.E.D.,"3,380",88.3,86.8-89.8
Some post-H.S.,"3,015",85.5,83.8-87.2
College graduate,"3,383",88.5,87.1-89.8
Montana,,,
Less than H.S.,242,92.6,88.6-96.6
H.S. or G.E.D.,"1,328",85.7,83.7-87.8
Some post-H.S.,"1,548",85.1,83.2-86.9
College graduate,"2,123",87.6,86.2-89.0
Nebraska,,,
Less than H.S.,668,95.6,93.8-97.3
H.S. or G.E.D.,"3,749",89.4,88.2-90.6
Some post-H.S.,"4,079",89.2,88.0-90.4
College graduate,"4,656",89.8,88.7-90.8
Nevada,,,
Less than H.S.,144,98.4,96.2-100.0
H.S. or G.E.D.,645,90.5,88.0-93.1
Some post-H.S.,718,85.4,82.6-88.3
College graduate,825,87.8,84.5-91.1
New Hampshire,,,
Less than H.S.,195,94.5,91.0-98.1
H.S. or G.E.D.,"1,314",88.5,86.4-90.6
Some post-H.S.,"1,398",88.0,86.1-89.8
College graduate,"2,611",90.2,89.1-91.4
New Jersey,,,
Less than H.S.,545,95.2,92.8-97.6
H.S. or G.E.D.,"1,596",92.5,91.0-94.0
Some post-H.S.,"1,613",92.2,90.6-93.8
College graduate,"3,459",94.8,94.0-95.6
New Mexico,,,
Less than H.S.,634,97.6,96.4-98.7
H.S. or G.E.D.,"1,492",89.3,87.2-91.4
Some post-H.S.,"1,513",86.4,84.2-88.6
College graduate,"1,932",85.2,83.3-87.1
New York,,,
Less than H.S.,"2,598",97.2,96.3-98.0
H.S. or G.E.D.,"9,427",93.5,92.8-94.2
Some post-H.S.,"8,792",91.6,90.7-92.5
College graduate,"13,783",94.7,94.2-95.2
North Carolina,,,
Less than H.S.,432,95.2,92.4-98.0
H.S. or G.E.D.,982,84.9,82.4-87.4
Some post-H.S.,"1,113",87.2,85.2-89.2
College graduate,"1,720",88.6,87.1-90.0
North Dakota,,,
Less than H.S.,240,91.2,86.9-95.6
H.S. or G.E.D.,"1,397",86.9,84.9-88.8
Some post-H.S.,"1,641",87.0,85.2-88.9
College graduate,"1,759",89.8,88.4-91.3
Ohio,,,
Less than H.S.,683,95.8,94.2-97.4
H.S. or G.E.D.,"3,950",89.0,87.7-90.4
Some post-H.S.,"3,434",88.8,87.5-90.1
College graduate,"4,510",91.3,90.3-92.3
Oklahoma,,,
Less than H.S.,335,96.4,94.7-98.1
H.S. or G.E.D.,"1,243",88.5,86.4-90.5
Some post-H.S.,"1,383",83.4,81.2-85.6
College graduate,"1,614",86.6,84.8-88.4
Oregon,,,
Less than H.S.,260,95.5,93.0-98.1
H.S. or G.E.D.,946,88.2,85.7-90.6
Some post-H.S.,"1,483",85.5,83.6-87.4
College graduate,"1,986",89.2,87.6-90.8
Pennsylvania,,,
Less than H.S.,263,93.6,88.6-98.5
H.S. or G.E.D.,"1,591",90.7,89.1-92.3
Some post-H.S.,"1,336",89.7,87.9-91.5
College graduate,"2,561",93.3,92.3-94.3
Rhode Island,,,
Less than H.S.,328,94.0,91.2-96.9
H.S. or G.E.D.,"1,036",90.9,88.8-93.0
Some post-H.S.,"1,193",90.0,88.1-91.8
College graduate,"2,421",91.3,90.1-92.5
South Carolina,,,
Less than H.S.,671,95.3,93.5-97.0
H.S. or G.E.D.,"2,227",87.0,85.1-88.8
Some post-H.S.,"2,162",83.8,82.0-85.6
College graduate,"3,205",85.5,84.2-86.9
South Dakota,,,
Less than H.S.,289,89.9,83.4-96.3
H.S. or G.E.D.,"1,779",89.2,86.0-92.4
Some post-H.S.,"1,943",87.5,84.7-90.4
College graduate,"2,239",89.9,87.9-92.0
Tennessee,,,
Less than H.S.,315,94.1,90.8-97.3
H.S. or G.E.D.,"1,166",88.3,86.0-90.5
Some post-H.S.,"1,133",85.3,83.0-87.7
College graduate,"1,507",86.7,84.7-88.7
Texas,,,
Less than H.S.,"1,059",97.5,96.3-98.8
H.S. or G.E.D.,"2,179",89.4,87.6-91.4
Some post-H.S.,"2,379",85.3,83.0-87.5
College graduate,"3,565",86.7,85.2-88.3
Utah,,,
Less than H.S.,473,97.6,96.2-99.0
H.S. or G.E.D.,"2,289",93.9,92.7-95.0
Some post-H.S.,"2,868",91.0,89.8-92.1
College graduate,"3,748",90.8,89.8-91.8
Vermont,,,
Less than H.S.,200,93.3,90.1-96.4
H.S. or G.E.D.,"1,327",88.7,86.4-91.0
Some post-H.S.,"1,344",89.6,87.8-91.5
College graduate,"2,929",92.2,91.0-93.4
Virginia,,,
Less than H.S.,399,96.2,94.2-98.3
H.S. or G.E.D.,"1,809",85.5,83.5-87.5
Some post-H.S.,"2,034",83.0,81.2-84.8
College graduate,"3,899",84.7,83.4-86.0
Washington,,,
Less than H.S.,594,94.9,93.0-96.8
H.S. or G.E.D.,"2,219",89.0,87.5-90.5
Some post-H.S.,"3,121",86.3,85.0-87.6
College graduate,"5,244",89.7,88.8-90.6
West Virginia,,,
Less than H.S.,453,95.2,93.2-97.1
H.S. or G.E.D.,"2,045",88.5,87.1-89.9
Some post-H.S.,"1,470",86.9,85.1-88.7
College graduate,"1,898",88.9,87.5-90.4
Wisconsin,,,
Less than H.S.,191,92.9,88.7-97.1
H.S. or G.E.D.,"1,493",90.6,88.9-92.3
Some post-H.S.,"1,560",89.8,87.9-91.8
College graduate,"2,214",93.4,92.2-94.6
Wyoming,,,
Less than H.S.,107,93.3,88.5-98.1
H.S. or G.E.D.,988,89.4,87.0-91.7
Some post-H.S.,"1,246",87.0,84.8-89.2
College graduate,"1,383",84.6,82.3-86.9
Guam,,,
Less than H.S.,96,97.1,93.6-100.0
H.S. or G.E.D.,477,83.5,79.6-87.4
Some post-H.S.,280,77.7,71.0-84.3
College graduate,477,79.1,72.8-85.3
Puerto Rico,,,
Less than H.S.,542,98.4,97.2-99.6
H.S. or G.E.D.,890,95.4,93.6-97.1
Some post-H.S.,940,95.8,94.3-97.4
College graduate,"1,431",93.7,92.0-95.4
Virgin Islands,,,
Less than H.S.,186,94.6,89.4-99.9
H.S. or G.E.D.,403,90.0,84.3-95.7
Some post-H.S.,211,79.5,68.9-90.2
College graduate,406,82.7,74.4-91.1
Virgin Islands,,,
Less than H.S.,201,95.6,88.0-100.0
H.S. or G.E.D.,429,92.6,87.5-97.8
Some post-H.S.,277,76.8,50.5-100.0
College graduate,432,80.1,
