Location,n,Percentage,95% CI
H.S. or G.E.D.,"3,668",90.0,88.5-91.6
Some post-H.S.,"3,131",87.3,85.7-89.0
College graduate,"7,173",89.8,88.9-90.8
Massachusetts,,,
Less than H.S.,421,96.9,94.9-99.0
H.S. or G.E.D.,"1,474",91.9,90.0-93.7
Some post-H.S.,"1,825",90.1,88.3-91.9
College graduate,"4,970",94.9,94.2-95.7
Michigan,,,
Less than H.S.,344,95.7,93.5-97.8
H.S. or G.E.D.,"2,198",90.7,89.3-92.0
Some post-H.S.,"2,373",89.2,87.8-90.7
College graduate,"3,958",93.1,92.2-94.1
Minnesota,,,
Less than H.S.,611,96.0,94.3-97.8
H.S. or G.E.D.,"3,060",91.1,89.9-92.3
Some post-H.S.,"3,903",89.3,88.2-90.5
College graduate,"6,687",93.0,92.3-93.8
Mississippi,,,
Less than H.S.,281,96.7,94.5-98.9
H.S. or G.E.D.,980,90.6,88.0-93.1
Some post-H.S.,"1,089",86.6,84.4-88.8
College graduate,"1,285",89.0,87.0-91.0
Missouri,,,
Less than H.S.,411,93.5,89.7-97.4
H.S. or G.E.D.,"1,997",89.4,87.6-91.2
Some post-H.S.,"1,720",88.1,86.2-89.9
College graduate,"2,230",89.0,87.4-90.7
Montana,,,
Less than H.S.,275,91.1,87.6-94.6
H.S. or G.E.D.,"1,498",87.3,85.6-89.0
Some post-H.S.,"1,719",86.2,84.4-88.0
College graduate,"2,519",87.3,85.9-88.6
Nebraska,,,
Less than H.S.,864,97.3,96.3-98.4
H.S. or G.E.D.,"3,231",89.9,88.6-91.2
Some post-H.S.,"3,327",88.4,87.0-89.7
College graduate,"3,982",89.0,87.8-90.2
Nevada,,,
Less than H.S.,114,98.3,96.0-100.0
H.S. or G.E.D.,608,85.5,79.4-91.5
Some post-H.S.,656,85.0,81.3-88.7
College graduate,855,84.9,81.7-88.1
New Hampshire,,,
Less than H.S.,174,89.7,85.3-94.1
H.S. or G.E.D.,"1,377",89.5,87.7-91.3
Some post-H.S.,"1,405",87.1,84.9-89.3
College graduate,"2,979",90.7,89.4-91.9
New Jersey,,,
Less than H.S.,499,98.7,97.7-99.6
H.S. or G.E.D.,"1,761",92.5,91.1-93.9
Some post-H.S.,"1,757",93.4,92.1-94.8
College graduate,"4,485",95.6,95.0-96.2
New Mexico,,,
Less than H.S.,287,94.8,91.4-98.2
H.S. or G.E.D.,732,88.5,84.8-92.2
Some post-H.S.,735,84.0,80.5-87.5
College graduate,"1,024",86.3,83.2-89.4
New York,,,
Less than H.S.,"1,353",97.4,96.0-98.7
H.S. or G.E.D.,"3,476",93.3,92.0-94.6
Some post-H.S.,"3,383",92.3,91.2-93.5
College graduate,"7,704",94.9,94.0-95.7
North Carolina,,,
Less than H.S.,309,92.9,88.5-97.3
H.S. or G.E.D.,752,85.4,82.5-88.2
Some post-H.S.,966,86.5,83.8-89.1
College graduate,"1,508",89.1,87.2-91.0
North Dakota,,,
Less than H.S.,149,92.4,88.8-96.0
H.S. or G.E.D.,"1,256",88.8,87.0-90.7
Some post-H.S.,"1,543",88.5,86.7-90.2
College graduate,"2,057",90.7,89.4-92.0
Ohio,,,
Less than H.S.,586,94.9,93.1-96.6
H.S. or G.E.D.,"3,725",89.8,88.6-91.1
Some post-H.S.,"2,983",87.6,86.1-89.0
College graduate,"4,459",92.1,91.0-93.1
Oklahoma,,,
Less than H.S.,361,94.3,92.0-96.7
H.S. or G.E.D.,"1,558",88.6,86.9-90.3
Some post-H.S.,"1,706",85.9,84.2-87.6
College graduate,"2,120",87.0,85.6-88.5
Oregon,,,
Less than H.S.,290,93.4,89.5-97.4
H.S. or G.E.D.,"1,180",89.2,86.8-91.5
Some post-H.S.,"1,566",88.5,86.7-90.3
College graduate,"2,447",90.8,89.5-92.1
Rhode Island,,,
Less than H.S.,376,94.5,90.3-98.7
H.S. or G.E.D.,"1,091",91.5,89.6-93.4
Some post-H.S.,"1,187",91.0,89.1-92.9
College graduate,"2,492",92.7,91.6-93.8
South Carolina,,,
Less than H.S.,626,97.1,95.9-98.3
H.S. or G.E.D.,"2,214",86.3,84.5-88.0
Some post-H.S.,"2,137",83.3,81.5-85.1
College graduate,"3,381",86.0,84.6-87.3
South Dakota,,,
Less than H.S.,237,97.0,94.1-99.9
H.S. or G.E.D.,"1,343",86.8,83.1-90.6
Some post-H.S.,"1,474",85.7,82.4-88.9
College graduate,"1,943",88.7,85.8-91.7
Tennessee,,,
Less than H.S.,387,95.2,92.2-98.2
H.S. or G.E.D.,"1,478",89.6,87.6-91.7
Some post-H.S.,"1,238",85.5,83.3-87.7
College graduate,"1,773",88.3,86.5-90.2
Texas,,,
Less than H.S.,974,97.8,96.4-99.1
H.S. or G.E.D.,"1,910",88.7,86.4-91.1
Some post-H.S.,"2,152",87.0,84.8-89.2
College graduate,"3,502",87.8,86.2-89.3
Utah,,,
Less than H.S.,546,97.4,95.9-99.0
H.S. or G.E.D.,"2,579",95.3,94.4-96.2
Some post-H.S.,"2,789",92.4,91.3-93.6
College graduate,"4,037",90.9,89.9-91.9
Vermont,,,
Less than H.S.,156,93.7,90.5-96.9
H.S. or G.E.D.,"1,403",91.0,89.2-92.9
Some post-H.S.,"1,410",89.7,87.8-91.7
College graduate,"3,849",92.4,91.2-93.6
Virginia,,,
Less than H.S.,363,95.5,93.2-97.8
H.S. or G.E.D.,"1,277",86.9,84.5-89.3
Some post-H.S.,"1,459",81.9,79.3-84.5
College graduate,"2,670",83.8,82.1-85.5
Washington,,,
Less than H.S.,"1,197",96.6,95.5-97.7
H.S. or G.E.D.,"4,701",88.9,87.9-89.9
Some post-H.S.,"6,159",86.9,86.0-87.9
College graduate,"10,905",90.9,90.3-91.5
West Virginia,,,
Less than H.S.,267,94.4,91.4-97.3
H.S. or G.E.D.,"1,228",89.2,87.4-91.0
Some post-H.S.,983,85.9,83.7-88.2
College graduate,"1,324",89.7,88.0-91.3
Wisconsin,,,
Less than H.S.,535,94.1,91.4-96.7
H.S. or G.E.D.,"2,995",90.8,89.6-91.9
Some post-H.S.,"3,186",86.8,85.4-88.2
College graduate,"4,384",92.1,91.3-93.0
Wyoming,,,
Less than H.S.,146,93.8,90.4-97.2
H.S. or G.E.D.,949,86.7,84.4-89.0
Some post-H.S.,"1,178",84.9,82.8-87.1
College graduate,"1,439",85.6,83.7-87.6
Guam,,,
Less than H.S.,79,92.5,85.8-99.2
H.S. or G.E.D.,452,78.5,72.1-85.0
Some post-H.S.,276,71.1,64.2-78.1
College graduate,423,81.8,77.4-86.2
Puerto Rico,,,
Less than H.S.,509,99.6,99.2-100.0
H.S. or G.E.D.,"1,107",96.9,95.2-98.6
Some post-H.S.,"1,177",95.9,94.6-97.3
College graduate,"1,633",94.9,93.5-96.3
Virgin Islands,,,
Less than H.S.,256,99.1,98.4-99.9
H.S. or G.E.D.,642,94.0,90.9-97.1
Some post-H.S.,333,87.1,80.8-93.4
College graduate,608,89.0,85.7-92.4
