Location,n,Percentage,95% CI
Less than H.S.,163,70.0,61.5-78.4
H.S. or G.E.D.,903,71.6,67.6-75.6
Some post-H.S.,900,73.6,69.6-77.6
College graduate,"1,909",77.5,74.7-80.3
Massachusetts,,,
Less than H.S.,79,46.6,35.1-58.1
H.S. or G.E.D.,369,70.6,65.4-75.8
Some post-H.S.,455,71.7,66.6-76.7
College graduate,"1,122",73.4,70.3-76.5
Michigan,,,
Less than H.S.,64,66.5,55.0-77.9
H.S. or G.E.D.,639,72.2,68.8-75.7
Some post-H.S.,771,76.1,73.1-79.2
College graduate,"1,123",76.6,74.0-79.2
Minnesota,,,
Less than H.S.,79,67.9,57.0-78.8
H.S. or G.E.D.,672,69.4,65.6-73.2
Some post-H.S.,"1,013",72.2,69.3-75.2
College graduate,"1,590",76.3,73.9-78.7
Mississippi,,,
Less than H.S.,61,47.9,37.2-58.6
H.S. or G.E.D.,162,58.8,50.9-66.8
Some post-H.S.,214,70.6,64.4-76.8
College graduate,226,74.3,68.1-80.4
Missouri,,,
Less than H.S.,105,63.5,53.3-73.8
H.S. or G.E.D.,533,70.7,66.4-75.0
Some post-H.S.,509,72.7,67.8-77.7
College graduate,618,78.6,75.0-82.3
Montana,,,
Less than H.S.,56,63.4,50.8-76.0
H.S. or G.E.D.,429,66.1,61.6-70.6
Some post-H.S.,552,67.6,63.6-71.5
College graduate,859,76.3,73.4-79.2
Nebraska,,,
Less than H.S.,70,58.0,46.1-70.0
H.S. or G.E.D.,686,74.3,71.0-77.5
Some post-H.S.,648,76.7,73.3-80.1
College graduate,730,81.5,78.6-84.4
Nevada,,,
Less than H.S.,30,53.9,36.1-71.7
H.S. or G.E.D.,146,59.2,49.4-68.9
Some post-H.S.,225,71.2,63.9-78.5
College graduate,303,73.7,66.8-80.7
New Hampshire,,,
Less than H.S.,67,62.0,50.2-73.8
H.S. or G.E.D.,490,74.4,70.4-78.4
Some post-H.S.,584,78.0,74.3-81.7
College graduate,"1,203",79.2,76.6-81.7
New Jersey,,,
Less than H.S.,49,58.9,45.0-72.9
H.S. or G.E.D.,241,59.9,53.3-66.4
Some post-H.S.,305,67.9,62.1-73.7
College graduate,706,75.2,71.7-78.7
New Mexico,,,
Less than H.S.,81,58.2,47.8-68.7
H.S. or G.E.D.,272,67.1,60.4-73.8
Some post-H.S.,348,72.0,66.1-77.8
College graduate,641,76.6,72.8-80.5
New York,,,
Less than H.S.,165,59.2,50.1-68.4
H.S. or G.E.D.,762,60.2,55.9-64.5
Some post-H.S.,873,71.3,67.5-75.0
College graduate,"1,760",72.4,69.5-75.4
North Carolina,,,
Less than H.S.,46,64.1,47.6-80.6
H.S. or G.E.D.,182,78.3,71.8-84.7
Some post-H.S.,233,74.7,69.0-80.4
College graduate,333,76.6,71.8-81.5
North Dakota,,,
Less than H.S.,48,53.7,41.9-65.6
H.S. or G.E.D.,292,67.7,62.6-72.7
Some post-H.S.,328,71.6,67.0-76.1
College graduate,382,74.3,70.1-78.4
Ohio,,,
Less than H.S.,138,58.9,49.7-68.1
H.S. or G.E.D.,"1,112",69.2,66.0-72.4
Some post-H.S.,"1,021",72.7,69.4-76.0
College graduate,"1,292",76.1,73.2-78.9
Oklahoma,,,
Less than H.S.,66,60.5,49.6-71.5
H.S. or G.E.D.,387,73.9,69.4-78.4
Some post-H.S.,431,76.8,72.7-81.0
College graduate,436,73.5,69.4-77.6
Oregon,,,
Less than H.S.,30,64.0,50.0-78.0
H.S. or G.E.D.,203,63.5,56.1-71.0
Some post-H.S.,367,74.3,69.8-78.8
College graduate,526,78.8,74.9-82.7
Pennsylvania,,,
Less than H.S.,38,69.2,53.2-85.2
H.S. or G.E.D.,265,67.8,59.9-75.7
Some post-H.S.,241,83.5,78.5-88.6
College graduate,314,75.7,69.8-81.6
Rhode Island,,,
Less than H.S.,68,61.9,48.6-75.1
H.S. or G.E.D.,260,66.0,59.7-72.4
Some post-H.S.,353,75.1,70.2-80.0
College graduate,702,79.9,76.6-83.1
South Carolina,,,
Less than H.S.,175,64.2,56.6-71.8
H.S. or G.E.D.,677,70.4,66.8-74.1
Some post-H.S.,711,72.4,68.8-76.0
College graduate,"1,158",78.9,76.3-81.4
South Dakota,,,
Less than H.S.,59,72.3,52.9-91.8
H.S. or G.E.D.,490,64.8,54.7-74.8
Some post-H.S.,560,71.0,63.3-78.8
College graduate,664,72.9,65.8-80.0
Tennessee,,,
Less than H.S.,100,63.3,53.4-73.3
H.S. or G.E.D.,308,69.2,63.5-75.0
Some post-H.S.,318,74.9,69.6-80.1
College graduate,386,77.4,72.6-82.1
Texas,,,
Less than H.S.,205,58.4,49.6-67.1
H.S. or G.E.D.,621,69.6,64.6-74.5
Some post-H.S.,774,70.0,64.9-75.1
College graduate,"1,168",75.0,71.1-78.8
Utah,,,
Less than H.S.,50,70.3,57.6-82.9
H.S. or G.E.D.,382,74.8,70.0-79.7
Some post-H.S.,603,74.0,70.2-77.8
College graduate,805,73.7,70.0-77.3
Vermont,,,
Less than H.S.,51,64.9,49.1-80.8
H.S. or G.E.D.,392,67.6,61.9-73.2
Some post-H.S.,498,75.2,70.3-80.1
College graduate,"1,207",72.6,69.7-75.6
Virginia,,,
Less than H.S.,132,64.0,55.8-72.3
H.S. or G.E.D.,561,72.3,68.0-76.7
Some post-H.S.,734,77.6,73.9-81.2
College graduate,"1,344",75.9,73.0-78.9
Washington,,,
Less than H.S.,138,58.3,50.6-66.0
H.S. or G.E.D.,"1,184",70.3,67.2-73.5
Some post-H.S.,"1,962",74.7,72.6-76.9
College graduate,"3,177",78.1,76.4-79.9
West Virginia,,,
Less than H.S.,120,63.9,55.4-72.5
H.S. or G.E.D.,503,72.7,68.8-76.6
Some post-H.S.,356,75.5,70.7-80.3
College graduate,372,73.2,69.0-77.5
Wisconsin,,,
Less than H.S.,83,61.8,51.2-72.4
H.S. or G.E.D.,773,67.5,63.9-71.0
Some post-H.S.,844,74.5,71.2-77.8
College graduate,"1,090",77.1,74.3-79.9
Wyoming,,,
Less than H.S.,40,56.2,42.3-70.0
H.S. or G.E.D.,265,62.3,56.7-67.9
Some post-H.S.,350,66.3,61.7-70.9
College graduate,436,73.5,69.4-77.6
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,63,47.5,30.2-64.8
Some post-H.S.,60,60.0,37.9-82.1
College graduate,91,42.2,30.5-53.9
Puerto Rico,,,
Less than H.S.,152,38.7,32.1-45.2
H.S. or G.E.D.,143,35.3,29.8-40.8
Some post-H.S.,119,38.0,31.5-44.5
College graduate,175,48.1,41.9-54.3
Virgin Islands,,,
Less than H.S.,29,*,
H.S. or G.E.D.,39,*,
Some post-H.S.,50,37.4,19.7-55.0
College graduate,61,40.2,25.7-54.8
