Location,n,Percentage,95% CI
Less than H.S.,81,65.9,55.8-76.1
H.S. or G.E.D.,341,64.4,59.5-69.4
Some post-H.S.,541,68.5,64.6-72.5
College graduate,585,72.5,68.8-76.3
Illinois,,,
Less than H.S.,20,*,
H.S. or G.E.D.,169,67.5,60.4-74.5
Some post-H.S.,181,72.6,65.7-79.4
College graduate,259,73.2,67.6-78.9
Indiana,,,
Less than H.S.,100,67.2,58.6-75.8
H.S. or G.E.D.,706,70.3,67.0-73.5
Some post-H.S.,581,74.9,71.4-78.4
College graduate,854,77.6,74.8-80.3
Iowa,,,
Less than H.S.,79,64.9,53.9-75.8
H.S. or G.E.D.,771,73.6,70.3-77.0
Some post-H.S.,686,76.4,73.0-79.8
College graduate,764,79.3,76.3-82.4
Kansas,,,
Less than H.S.,112,64.0,54.9-73.1
H.S. or G.E.D.,"1,096",71.7,69.0-74.4
Some post-H.S.,"1,283",75.3,73.0-77.7
College graduate,"1,717",78.7,76.7-80.6
Kentucky,,,
Less than H.S.,119,64.5,55.2-73.8
H.S. or G.E.D.,389,60.1,54.6-65.6
Some post-H.S.,321,67.2,61.5-72.9
College graduate,356,74.8,69.6-79.9
Louisiana,,,
Less than H.S.,85,68.3,58.2-78.3
H.S. or G.E.D.,293,67.6,62.2-73.0
Some post-H.S.,279,68.1,62.4-73.8
College graduate,406,75.6,71.2-80.1
Maine,,,
Less than H.S.,99,67.1,58.0-76.2
H.S. or G.E.D.,793,67.7,64.1-71.2
Some post-H.S.,897,73.1,69.8-76.4
College graduate,"1,694",77.5,75.2-79.9
Maryland,,,
Less than H.S.,150,68.4,59.6-77.2
H.S. or G.E.D.,880,74.4,71.1-77.8
Some post-H.S.,851,74.8,71.2-78.5
College graduate,"1,755",75.7,73.2-78.2
Massachusetts,,,
Less than H.S.,49,63.2,50.0-76.3
H.S. or G.E.D.,242,69.4,63.2-75.6
Some post-H.S.,349,75.2,69.6-80.7
College graduate,640,71.6,67.6-75.4
Michigan,,,
Less than H.S.,67,61.0,49.7-72.2
H.S. or G.E.D.,563,70.0,66.1-73.9
Some post-H.S.,612,72.9,69.3-76.5
College graduate,913,78.2,75.3-81.0
Minnesota,,,
Less than H.S.,70,58.0,47.1-68.9
H.S. or G.E.D.,679,69.7,66.3-73.1
Some post-H.S.,974,71.6,68.8-74.4
College graduate,"1,388",74.6,72.4-76.9
Mississippi,,,
Less than H.S.,113,56.0,47.8-64.1
H.S. or G.E.D.,290,62.9,57.5-68.4
Some post-H.S.,263,65.0,59.2-70.7
College graduate,312,69.2,63.8-74.6
Missouri,,,
Less than H.S.,217,70.2,62.2-78.0
H.S. or G.E.D.,"1,013",68.9,65.0-72.8
Some post-H.S.,855,75.0,71.0-78.9
College graduate,956,78.2,74.8-81.6
Montana,,,
Less than H.S.,51,54.3,41.4-67.2
H.S. or G.E.D.,377,65.3,60.5-70.1
Some post-H.S.,471,70.4,66.4-74.4
College graduate,708,74.0,70.8-77.2
Nebraska,,,
Less than H.S.,133,54.3,44.3-64.4
H.S. or G.E.D.,"1,328",74.2,71.6-76.8
Some post-H.S.,"1,211",77.7,75.1-80.3
College graduate,"1,350",79.0,76.5-81.4
Nevada,,,
Less than H.S.,22,*,
H.S. or G.E.D.,139,56.4,46.9-65.9
Some post-H.S.,246,72.7,65.7-79.8
College graduate,255,71.4,64.0-78.9
New Hampshire,,,
Less than H.S.,66,65.4,54.0-76.9
H.S. or G.E.D.,491,73.9,69.8-77.9
Some post-H.S.,581,76.8,73.0-80.5
College graduate,"1,013",76.9,74.3-79.5
New Jersey,,,
Less than H.S.,61,48.5,37.3-59.7
H.S. or G.E.D.,267,62.5,56.6-68.3
Some post-H.S.,261,65.2,59.1-71.4
College graduate,617,70.0,65.8-74.2
New Mexico,,,
Less than H.S.,110,57.2,47.7-66.6
H.S. or G.E.D.,283,66.0,60.0-72.0
Some post-H.S.,335,68.7,63.1-74.3
College graduate,617,75.3,71.5-79.1
New York,,,
Less than H.S.,435,48.1,41.2-54.9
H.S. or G.E.D.,"2,585",66.3,63.1-69.5
Some post-H.S.,"2,303",65.7,62.3-69.1
College graduate,"3,696",72.4,70.0-74.9
North Carolina,,,
Less than H.S.,89,74.1,62.0-86.2
H.S. or G.E.D.,211,68.6,62.6-74.5
Some post-H.S.,300,75.3,70.0-80.6
College graduate,432,82.6,78.8-86.3
North Dakota,,,
Less than H.S.,81,59.7,49.2-70.2
H.S. or G.E.D.,466,66.9,62.8-71.0
Some post-H.S.,545,72.1,68.4-75.8
College graduate,539,75.5,71.8-79.2
Ohio,,,
Less than H.S.,173,62.6,54.2-71.0
H.S. or G.E.D.,"1,134",70.3,67.1-73.5
Some post-H.S.,920,71.0,67.5-74.5
College graduate,"1,094",75.7,72.7-78.8
Oklahoma,,,
Less than H.S.,69,65.2,54.2-76.2
H.S. or G.E.D.,394,74.8,70.0-79.6
Some post-H.S.,446,76.9,72.5-81.2
College graduate,485,78.4,74.6-82.3
Oregon,,,
Less than H.S.,26,*,
H.S. or G.E.D.,177,70.2,63.0-77.4
Some post-H.S.,375,77.2,72.4-82.0
College graduate,472,78.0,73.8-82.2
Pennsylvania,,,
Less than H.S.,60,75.3,64.8-85.8
H.S. or G.E.D.,344,66.0,60.6-71.3
Some post-H.S.,255,71.3,65.6-76.9
College graduate,447,74.9,70.7-79.1
Rhode Island,,,
Less than H.S.,61,66.7,56.1-77.3
H.S. or G.E.D.,237,73.5,67.6-79.4
Some post-H.S.,287,74.8,69.6-80.0
College graduate,606,78.6,75.1-82.0
South Carolina,,,
Less than H.S.,203,59.2,52.3-66.2
H.S. or G.E.D.,652,65.9,62.1-69.7
Some post-H.S.,791,74.5,71.1-78.0
College graduate,"1,125",78.6,75.9-81.3
South Dakota,,,
Less than H.S.,73,81.8,67.2-96.3
H.S. or G.E.D.,551,71.7,64.6-78.8
Some post-H.S.,603,78.0,71.6-84.3
College graduate,700,70.6,63.4-77.9
Tennessee,,,
Less than H.S.,74,66.1,55.4-76.8
H.S. or G.E.D.,287,66.6,60.8-72.4
Some post-H.S.,273,73.7,68.0-79.4
College graduate,318,73.9,68.6-79.1
Texas,,,
Less than H.S.,186,55.0,46.4-63.7
H.S. or G.E.D.,427,62.8,55.7-70.0
Some post-H.S.,579,73.5,68.1-78.9
College graduate,860,77.5,73.3-81.6
Utah,,,
Less than H.S.,56,52.6,39.3-65.8
H.S. or G.E.D.,410,72.5,68.0-77.0
Some post-H.S.,669,73.5,70.0-77.0
College graduate,874,77.9,75.0-80.8
Vermont,,,
Less than H.S.,38,54.7,39.7-69.8
H.S. or G.E.D.,316,67.2,61.2-73.2
Some post-H.S.,382,75.5,70.8-80.2
College graduate,830,72.2,68.7-75.6
Virginia,,,
Less than H.S.,110,67.8,59.5-76.1
H.S. or G.E.D.,545,75.0,71.1-78.9
Some post-H.S.,654,77.9,74.2-81.5
College graduate,"1,198",76.0,72.8-79.1
Washington,,,
Less than H.S.,110,68.4,58.2-78.5
H.S. or G.E.D.,659,72.6,68.7-76.5
Some post-H.S.,"1,087",75.2,72.3-78.1
College graduate,"1,626",78.7,76.5-80.9
West Virginia,,,
Less than H.S.,136,66.4,59.1-73.8
H.S. or G.E.D.,622,68.1,64.6-71.5
Some post-H.S.,474,77.9,74.1-81.6
College graduate,550,77.9,74.5-81.2
Wisconsin,,,
Less than H.S.,37,48.9,32.2-65.6
H.S. or G.E.D.,472,72.2,67.8-76.5
Some post-H.S.,480,71.5,67.0-76.0
College graduate,664,78.4,74.8-82.0
Wyoming,,,
Less than H.S.,35,*,
H.S. or G.E.D.,327,61.1,54.8-67.4
Some post-H.S.,440,67.2,62.0-72.3
College graduate,584,71.6,67.1-76.2
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,33,19.8,10.6-29.1
Some post-H.S.,26,23.4,12.8-34.0
College graduate,68,51.0,40.1-61.9
Puerto Rico,,,
Less than H.S.,78,28.0,20.6-35.5
H.S. or G.E.D.,100,37.6,30.4-44.8
Some post-H.S.,71,35.8,27.4-44.2
College graduate,121,46.6,39.5-53.7
Virgin Islands,,,
Less than H.S.,9,*,
H.S. or G.E.D.,37,25.4,12.5-38.3
Some post-H.S.,18,*,
College graduate,58,42.4,25.6-59.1
