Location,n,Percentage,95% CI
College graduate,507,79.5,75.7-83.4
Indiana,,,
Less than H.S.,114,72.0,64.2-79.8
H.S. or G.E.D.,867,69.9,66.9-72.8
Some post-H.S.,671,72.2,68.9-75.6
College graduate,997,77.8,75.2-80.4
Iowa,,,
Less than H.S.,86,65.7,55.0-76.4
H.S. or G.E.D.,715,71.7,68.2-75.2
Some post-H.S.,601,69.2,65.4-73.0
College graduate,698,77.5,73.9-81.1
Kansas,,,
Less than H.S.,58,55.9,43.5-68.2
H.S. or G.E.D.,598,69.1,65.0-73.1
Some post-H.S.,771,74.4,70.8-78.0
College graduate,"1,018",79.7,77.0-82.4
Louisiana,,,
Less than H.S.,81,56.1,46.0-66.1
H.S. or G.E.D.,314,63.1,57.5-68.7
Some post-H.S.,283,68.6,63.2-74.1
College graduate,378,71.4,66.5-76.2
Maine,,,
Less than H.S.,118,70.5,62.1-78.8
H.S. or G.E.D.,916,70.7,67.5-73.9
Some post-H.S.,"1,055",74.2,71.4-77.1
College graduate,"2,000",80.0,78.0-81.9
Maryland,,,
Less than H.S.,148,63.1,54.4-71.7
H.S. or G.E.D.,"1,102",65.9,61.9-69.9
Some post-H.S.,"1,104",74.9,71.1-78.8
College graduate,"2,365",79.3,77.2-81.5
Massachusetts,,,
Less than H.S.,70,65.6,51.1-80.1
H.S. or G.E.D.,313,70.7,64.3-77.1
Some post-H.S.,484,73.3,68.1-78.5
College graduate,"1,086",78.6,75.7-81.6
Michigan,,,
Less than H.S.,72,61.7,50.8-72.6
H.S. or G.E.D.,659,68.8,65.1-72.5
Some post-H.S.,791,70.6,67.1-74.0
College graduate,"1,245",80.5,78.0-82.9
Minnesota,,,
Less than H.S.,84,65.5,55.6-75.4
H.S. or G.E.D.,812,66.8,62.0-71.6
Some post-H.S.,"1,084",70.6,67.2-74.0
College graduate,"1,657",74.8,71.9-77.6
Mississippi,,,
Less than H.S.,57,54.4,43.3-65.6
H.S. or G.E.D.,163,56.5,48.7-64.4
Some post-H.S.,198,62.1,54.7-69.4
College graduate,270,71.7,66.1-77.3
Missouri,,,
Less than H.S.,109,66.8,56.0-77.5
H.S. or G.E.D.,576,71.7,67.6-75.8
Some post-H.S.,503,74.6,70.1-79.1
College graduate,612,74.3,70.2-78.4
Montana,,,
Less than H.S.,69,60.4,48.9-71.9
H.S. or G.E.D.,457,68.8,64.6-73.1
Some post-H.S.,636,72.6,69.0-76.2
College graduate,943,77.1,74.4-79.9
Nebraska,,,
Less than H.S.,105,62.3,52.7-72.0
H.S. or G.E.D.,922,67.5,64.0-70.9
Some post-H.S.,949,75.2,72.1-78.3
College graduate,"1,110",79.6,76.8-82.4
Nevada,,,
Less than H.S.,15,*,
H.S. or G.E.D.,132,58.7,48.7-68.7
Some post-H.S.,219,67.1,58.3-75.9
College graduate,316,78.6,72.9-84.4
New Hampshire,,,
Less than H.S.,76,65.8,54.8-76.8
H.S. or G.E.D.,614,71.3,67.6-75.1
Some post-H.S.,666,74.2,70.8-77.6
College graduate,"1,406",80.4,78.1-82.6
New Jersey,,,
Less than H.S.,54,46.3,32.7-60.0
H.S. or G.E.D.,420,64.6,59.1-70.0
Some post-H.S.,466,66.6,61.3-71.9
College graduate,"1,087",71.8,68.7-74.9
New Mexico,,,
Less than H.S.,74,53.7,40.1-67.4
H.S. or G.E.D.,174,65.4,57.1-73.8
Some post-H.S.,243,71.7,64.6-78.9
College graduate,386,70.0,64.3-75.7
New York,,,
Less than H.S.,183,56.1,47.6-64.5
H.S. or G.E.D.,649,63.7,58.7-68.8
Some post-H.S.,715,65.4,60.7-70.0
College graduate,"1,625",74.2,71.4-77.0
North Carolina,,,
Less than H.S.,66,65.4,50.6-80.1
H.S. or G.E.D.,188,76.0,68.6-83.4
Some post-H.S.,234,72.4,65.5-79.3
College graduate,384,78.1,73.1-83.0
North Dakota,,,
Less than H.S.,38,63.4,50.3-76.5
H.S. or G.E.D.,392,70.6,66.2-75.1
Some post-H.S.,496,75.8,72.0-79.6
College graduate,588,74.5,70.9-78.0
Ohio,,,
Less than H.S.,163,67.3,59.3-75.2
H.S. or G.E.D.,"1,154",70.0,66.9-73.1
Some post-H.S.,909,74.6,71.4-77.8
College graduate,"1,260",76.5,73.7-79.2
Oklahoma,,,
Less than H.S.,60,57.5,46.6-68.4
H.S. or G.E.D.,378,70.0,65.4-74.6
Some post-H.S.,471,73.6,69.6-77.6
College graduate,636,77.7,74.4-81.0
Oregon,,,
Less than H.S.,30,61.5,43.4-79.5
H.S. or G.E.D.,236,68.6,61.3-75.9
Some post-H.S.,436,73.0,67.9-78.0
College graduate,712,79.3,75.6-83.1
Rhode Island,,,
Less than H.S.,55,63.3,48.8-77.8
H.S. or G.E.D.,282,73.0,66.5-79.6
Some post-H.S.,334,76.3,70.5-82.1
College graduate,771,81.3,78.0-84.6
South Carolina,,,
Less than H.S.,150,60.2,52.2-68.1
H.S. or G.E.D.,735,71.3,67.9-74.7
Some post-H.S.,705,70.0,66.2-73.7
College graduate,"1,235",77.1,74.4-79.8
South Dakota,,,
Less than H.S.,49,83.6,69.1-98.1
H.S. or G.E.D.,400,74.2,65.1-83.2
Some post-H.S.,467,77.5,67.8-87.1
College graduate,650,77.6,69.9-85.4
Tennessee,,,
Less than H.S.,104,61.0,50.7-71.3
H.S. or G.E.D.,348,67.8,62.3-73.2
Some post-H.S.,310,68.0,62.1-74.0
College graduate,441,76.9,72.2-81.5
Texas,,,
Less than H.S.,197,53.3,44.1-62.6
H.S. or G.E.D.,378,61.8,54.4-69.1
Some post-H.S.,613,73.1,67.5-78.6
College graduate,918,77.2,72.7-81.8
Utah,,,
Less than H.S.,89,63.4,50.4-76.3
H.S. or G.E.D.,485,70.4,66.0-74.9
Some post-H.S.,710,73.6,70.0-77.2
College graduate,995,73.2,70.0-76.5
Vermont,,,
Less than H.S.,40,50.8,29.1-72.5
H.S. or G.E.D.,394,69.1,62.9-75.2
Some post-H.S.,455,69.9,63.7-76.0
College graduate,"1,166",73.2,69.9-76.6
Virginia,,,
Less than H.S.,116,63.9,54.4-73.4
H.S. or G.E.D.,407,64.5,58.7-70.3
Some post-H.S.,588,77.1,73.1-81.1
College graduate,988,76.9,73.1-80.7
Washington,,,
Less than H.S.,149,58.6,49.5-67.7
H.S. or G.E.D.,"1,200",70.9,67.7-74.1
Some post-H.S.,"1,977",76.3,74.1-78.5
College graduate,"3,378",79.6,77.9-81.3
West Virginia,,,
Less than H.S.,82,68.5,58.8-78.1
H.S. or G.E.D.,416,71.4,67.4-75.4
Some post-H.S.,336,72.8,68.5-77.2
College graduate,440,79.6,76.0-83.2
Wisconsin,,,
Less than H.S.,117,63.1,54.4-71.7
H.S. or G.E.D.,"1,054",71.2,68.4-74.1
Some post-H.S.,"1,125",71.8,69.0-74.6
College graduate,"1,496",77.9,75.7-80.1
Wyoming,,,
Less than H.S.,32,59.2,45.2-73.2
H.S. or G.E.D.,305,62.3,57.5-67.2
Some post-H.S.,470,67.5,63.4-71.6
College graduate,626,73.4,69.9-76.8
Guam,,,
Less than H.S.,10,*,
H.S. or G.E.D.,34,31.2,18.4-43.9
Some post-H.S.,37,49.5,34.7-64.3
College graduate,74,42.6,32.2-53.1
Puerto Rico,,,
Less than H.S.,93,39.5,30.4-48.5
H.S. or G.E.D.,120,41.6,34.0-49.2
Some post-H.S.,103,38.5,29.0-47.9
College graduate,159,51.1,44.0-58.2
Virgin Islands,,,
Less than H.S.,34,25.8,14.3-37.2
H.S. or G.E.D.,68,28.1,19.5-36.6
Some post-H.S.,63,41.8,29.9-53.8
College graduate,110,45.1,35.5-54.6
