Location,n,Percentage,95% CI
South Dakota,,,
Less than H.S.,107,78.9,65.5-92.2
H.S. or G.E.D.,564,72.1,65.5-78.6
Some post-H.S.,557,68.4,61.5-75.3
College graduate,626,80.2,75.0-85.3
Tennessee,,,
Less than H.S.,146,71.9,64.0-79.8
H.S. or G.E.D.,429,71.9,67.0-76.8
Some post-H.S.,322,72.9,67.2-78.5
College graduate,413,75.8,71.1-80.4
Texas,,,
Less than H.S.,265,50.8,41.4-60.1
H.S. or G.E.D.,652,68.5,62.2-74.7
Some post-H.S.,805,77.0,72.4-81.5
College graduate,"1,214",80.5,76.6-84.4
Utah,,,
Less than H.S.,54,74.8,65.1-84.5
H.S. or G.E.D.,461,69.3,65.0-73.6
Some post-H.S.,759,77.7,74.6-80.8
College graduate,"1,015",78.8,76.2-81.5
Vermont,,,
Less than H.S.,65,67.5,56.4-78.6
H.S. or G.E.D.,430,73.2,68.7-77.8
Some post-H.S.,381,68.7,63.3-74.1
College graduate,817,73.7,70.2-77.2
Virginia,,,
Less than H.S.,152,62.1,54.6-69.5
H.S. or G.E.D.,530,74.4,70.5-78.3
Some post-H.S.,636,78.5,74.9-82.1
College graduate,"1,067",79.5,76.9-82.2
Washington,,,
Less than H.S.,106,73.9,64.9-82.8
H.S. or G.E.D.,636,72.8,68.8-76.8
Some post-H.S.,"1,012",77.7,74.8-80.7
College graduate,"1,497",77.8,75.4-80.3
West Virginia,,,
Less than H.S.,154,69.3,61.9-76.7
H.S. or G.E.D.,600,74.3,70.7-77.9
Some post-H.S.,343,74.6,69.9-79.4
College graduate,413,74.6,70.3-78.9
Wisconsin,,,
Less than H.S.,38,56.5,41.4-71.6
H.S. or G.E.D.,447,77.5,73.3-81.6
Some post-H.S.,369,78.1,73.5-82.6
College graduate,479,83.7,80.2-87.3
Wyoming,,,
Less than H.S.,51,56.3,41.8-70.8
H.S. or G.E.D.,358,68.7,63.1-74.2
Some post-H.S.,455,68.1,63.0-73.1
College graduate,561,73.8,69.3-78.2
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,56,34.1,23.8-44.4
Some post-H.S.,51,54.1,42.1-66.1
College graduate,85,46.1,35.1-57.2
Puerto Rico,,,
Less than H.S.,141,29.5,24.9-34.2
H.S. or G.E.D.,162,34.8,29.7-39.9
Some post-H.S.,93,35.7,29.1-42.3
College graduate,149,41.8,36.0-47.5
