Location,n,Percentage,95% CI
Some post-H.S.,733,64.7,59.8-69.6
College graduate,"1,172",71.4,67.4-75.5
Utah,,,
Less than H.S.,44,54.4,39.5-69.3
H.S. or G.E.D.,343,65.4,60.1-70.7
Some post-H.S.,520,63.6,59.5-67.8
College graduate,792,72.8,69.5-76.0
Vermont,,,
Less than H.S.,48,63.9,49.4-78.4
H.S. or G.E.D.,415,67.7,62.1-73.4
Some post-H.S.,529,77.2,72.5-81.8
College graduate,"1,380",79.9,77.2-82.7
Virginia,,,
Less than H.S.,134,60.6,51.7-69.4
H.S. or G.E.D.,532,65.0,60.0-70.0
Some post-H.S.,679,73.0,69.3-76.8
College graduate,"1,393",78.3,75.4-81.2
Washington,,,
Less than H.S.,143,55.7,48.2-63.3
H.S. or G.E.D.,"1,057",62.7,59.6-65.9
Some post-H.S.,"1,848",70.0,67.8-72.3
College graduate,"3,279",78.1,76.4-79.8
West Virginia,,,
Less than H.S.,111,58.5,49.9-67.0
H.S. or G.E.D.,456,65.2,61.2-69.3
Some post-H.S.,321,68.3,63.3-73.2
College graduate,355,67.2,62.7-71.7
Wisconsin,,,
Less than H.S.,87,61.3,50.9-71.6
H.S. or G.E.D.,780,65.2,61.7-68.7
Some post-H.S.,831,70.1,66.7-73.5
College graduate,"1,111",76.6,73.9-79.3
Wyoming,,,
Less than H.S.,36,49.8,35.7-63.8
H.S. or G.E.D.,238,55.2,49.6-60.9
Some post-H.S.,303,53.3,48.5-58.0
College graduate,405,68.4,64.2-72.6
Guam,,,
Less than H.S.,22,*,
H.S. or G.E.D.,96,45.7,29.8-61.6
Some post-H.S.,78,73.9,58.6-89.1
College graduate,139,65.1,54.1-76.2
Puerto Rico,,,
Less than H.S.,222,52.8,46.6-59.0
H.S. or G.E.D.,215,47.5,41.8-53.2
Some post-H.S.,149,46.2,39.6-52.7
College graduate,219,57.6,51.6-63.5
Virgin Islands,,,
Less than H.S.,28,*,
H.S. or G.E.D.,46,31.1,13.1-49.2
Some post-H.S.,35,40.6,19.8-61.4
College graduate,64,41.0,27.0-55.0
