Location,n,Percentage,95% CI
Some post-H.S.,402,68.9,64.3-73.6
College graduate,458,72.7,68.4-77.0
Oregon,,,
Less than H.S.,19,*,
H.S. or G.E.D.,161,64.2,56.9-71.5
Some post-H.S.,324,62.6,56.9-68.2
College graduate,479,75.6,71.5-79.6
Pennsylvania,,,
Less than H.S.,59,67.3,54.6-80.1
H.S. or G.E.D.,350,67.9,62.9-72.8
Some post-H.S.,268,70.7,64.9-76.5
College graduate,475,79.5,75.8-83.2
Rhode Island,,,
Less than H.S.,72,64.9,52.5-77.3
H.S. or G.E.D.,247,74.1,68.5-79.7
Some post-H.S.,306,76.3,71.0-81.7
College graduate,655,83.5,80.6-86.4
South Carolina,,,
Less than H.S.,182,56.3,49.5-63.0
H.S. or G.E.D.,600,59.7,55.7-63.7
Some post-H.S.,704,65.2,61.6-68.8
College graduate,"1,100",75.9,73.1-78.7
South Dakota,,,
Less than H.S.,70,90.8,85.0-96.5
H.S. or G.E.D.,530,72.3,65.5-79.1
Some post-H.S.,591,75.0,68.4-81.5
College graduate,724,73.9,67.1-80.7
Tennessee,,,
Less than H.S.,78,66.5,55.8-77.1
H.S. or G.E.D.,277,66.4,60.7-72.2
Some post-H.S.,258,65.6,59.3-71.8
College graduate,312,66.9,61.1-72.6
Texas,,,
Less than H.S.,189,58.3,49.2-67.4
H.S. or G.E.D.,394,61.4,54.8-68.0
Some post-H.S.,523,64.7,58.8-70.6
College graduate,850,75.9,72.1-79.6
Utah,,,
Less than H.S.,61,59.2,46.8-71.6
H.S. or G.E.D.,380,65.3,60.4-70.2
Some post-H.S.,643,69.4,65.9-72.9
College graduate,888,76.0,73.1-78.9
Vermont,,,
Less than H.S.,44,67.2,54.2-80.3
H.S. or G.E.D.,332,66.6,60.6-72.5
Some post-H.S.,381,73.3,68.5-78.1
College graduate,933,79.8,77.0-82.7
Virginia,,,
Less than H.S.,92,53.4,44.6-62.2
H.S. or G.E.D.,509,68.2,63.8-72.5
Some post-H.S.,593,68.0,64.0-72.0
College graduate,"1,228",76.8,73.8-79.8
Washington,,,
Less than H.S.,97,61.5,51.7-71.3
H.S. or G.E.D.,609,68.1,64.1-72.1
Some post-H.S.,"1,010",70.4,67.3-73.4
College graduate,"1,665",77.0,74.7-79.3
West Virginia,,,
Less than H.S.,110,53.6,46.0-61.2
H.S. or G.E.D.,572,60.3,56.7-63.9
Some post-H.S.,422,68.6,64.4-72.7
College graduate,546,74.5,71.0-78.1
Wisconsin,,,
Less than H.S.,41,62.2,46.8-77.5
H.S. or G.E.D.,485,70.6,66.2-75.0
Some post-H.S.,496,72.5,68.1-77.0
College graduate,684,80.9,77.6-84.2
Wyoming,,,
Less than H.S.,27,*,
H.S. or G.E.D.,291,55.8,49.5-62.0
Some post-H.S.,403,57.9,52.6-63.3
College graduate,566,69.5,65.0-74.0
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,51,48.7,33.7-63.7
Some post-H.S.,42,63.7,50.6-76.9
College graduate,77,55.1,44.3-65.9
Puerto Rico,,,
Less than H.S.,140,44.7,37.6-51.9
H.S. or G.E.D.,134,44.1,36.9-51.3
Some post-H.S.,81,39.5,31.3-47.8
College graduate,158,52.0,45.0-59.0
Virgin Islands,,,
Less than H.S.,20,*,
H.S. or G.E.D.,41,38.1,21.4-54.9
Some post-H.S.,12,*,
College graduate,53,40.8,24.6-56.9
