Location,n,Percentage,95% CI
H.S. or G.E.D.,605,57.5,53.7-61.4
Some post-H.S.,559,63.1,59.2-67.1
College graduate,676,73.3,69.7-76.9
Kansas,,,
Less than H.S.,52,45.8,33.9-57.8
H.S. or G.E.D.,492,56.4,52.0-60.8
Some post-H.S.,649,62.2,58.3-66.2
College graduate,969,74.5,71.6-77.5
Louisiana,,,
Less than H.S.,72,48.3,38.4-58.2
H.S. or G.E.D.,235,47.2,41.5-52.9
Some post-H.S.,247,56.1,50.4-61.9
College graduate,340,60.7,55.4-65.9
Maine,,,
Less than H.S.,104,56.2,46.3-66.1
H.S. or G.E.D.,839,61.6,58.3-64.9
Some post-H.S.,986,68.7,65.7-71.6
College graduate,"2,043",79.5,77.6-81.5
Maryland,,,
Less than H.S.,135,54.1,44.9-63.4
H.S. or G.E.D.,982,61.7,57.9-65.6
Some post-H.S.,"1,006",68.2,64.3-72.1
College graduate,"2,413",79.8,77.5-82.0
Massachusetts,,,
Less than H.S.,66,68.1,54.9-81.4
H.S. or G.E.D.,291,66.7,60.3-73.1
Some post-H.S.,479,71.6,66.5-76.7
College graduate,"1,206",81.6,78.9-84.3
Michigan,,,
Less than H.S.,65,56.6,45.4-67.8
H.S. or G.E.D.,567,59.3,55.4-63.2
Some post-H.S.,729,63.3,59.8-66.8
College graduate,"1,197",73.6,70.9-76.4
Minnesota,,,
Less than H.S.,71,49.8,39.3-60.2
H.S. or G.E.D.,753,59.5,54.7-64.4
Some post-H.S.,"1,066",65.8,62.2-69.3
College graduate,"1,742",74.4,71.6-77.3
Mississippi,,,
Less than H.S.,58,52.8,41.6-63.9
H.S. or G.E.D.,166,55.1,47.4-62.7
Some post-H.S.,186,61.4,54.4-68.4
College graduate,256,66.3,60.2-72.3
Missouri,,,
Less than H.S.,82,54.1,43.6-64.7
H.S. or G.E.D.,503,58.7,54.3-63.2
Some post-H.S.,436,64.7,60.0-69.4
College graduate,595,70.0,65.8-74.1
Montana,,,
Less than H.S.,53,45.6,34.4-56.8
H.S. or G.E.D.,341,49.0,44.5-53.6
Some post-H.S.,506,56.0,52.0-59.9
College graduate,859,66.7,63.6-69.8
Nebraska,,,
Less than H.S.,89,46.3,36.2-56.5
H.S. or G.E.D.,775,55.0,51.4-58.7
Some post-H.S.,790,62.4,58.9-65.9
College graduate,986,70.7,67.5-73.8
Nevada,,,
Less than H.S.,11,*,
H.S. or G.E.D.,105,47.6,37.9-57.3
Some post-H.S.,175,58.8,50.4-67.2
College graduate,286,68.3,61.9-74.7
New Hampshire,,,
Less than H.S.,60,52.7,41.2-64.2
H.S. or G.E.D.,551,63.0,59.1-66.9
Some post-H.S.,655,70.2,66.6-73.7
College graduate,"1,447",80.5,78.3-82.7
New Jersey,,,
Less than H.S.,53,40.0,27.6-52.5
H.S. or G.E.D.,401,62.2,57.1-67.3
Some post-H.S.,431,62.2,56.9-67.4
College graduate,"1,122",70.9,67.7-74.1
New Mexico,,,
Less than H.S.,72,57.2,44.4-70.0
H.S. or G.E.D.,162,58.6,50.1-67.0
Some post-H.S.,213,65.9,58.6-73.2
College graduate,368,67.1,61.7-72.6
New York,,,
Less than H.S.,207,61.7,53.5-69.9
H.S. or G.E.D.,601,57.6,52.3-62.8
Some post-H.S.,658,61.6,57.0-66.1
College graduate,"1,662",74.2,71.5-76.9
North Carolina,,,
Less than H.S.,62,61.2,46.5-75.9
H.S. or G.E.D.,159,65.3,57.3-73.2
Some post-H.S.,210,63.3,56.0-70.6
College graduate,384,76.6,71.7-81.5
North Dakota,,,
Less than H.S.,36,56.1,42.6-69.5
H.S. or G.E.D.,295,51.1,46.3-56.0
Some post-H.S.,386,58.2,53.9-62.5
College graduate,510,63.1,59.2-67.0
Ohio,,,
Less than H.S.,134,54.7,46.0-63.4
H.S. or G.E.D.,977,57.1,53.8-60.4
Some post-H.S.,793,65.1,61.6-68.6
College graduate,"1,213",74.4,71.6-77.1
Oklahoma,,,
Less than H.S.,53,52.4,41.4-63.3
H.S. or G.E.D.,307,54.0,49.0-59.0
Some post-H.S.,412,62.3,58.0-66.6
College graduate,564,68.7,65.1-72.3
Oregon,,,
Less than H.S.,27,51.6,33.2-70.0
H.S. or G.E.D.,199,56.1,48.2-64.1
Some post-H.S.,382,61.8,56.2-67.4
College graduate,692,75.0,71.0-78.9
Rhode Island,,,
Less than H.S.,64,64.4,49.4-79.4
H.S. or G.E.D.,269,63.8,56.2-71.4
Some post-H.S.,318,69.0,63.0-74.9
College graduate,761,76.6,72.6-80.5
South Carolina,,,
Less than H.S.,137,52.6,44.6-60.6
H.S. or G.E.D.,589,54.4,50.6-58.2
Some post-H.S.,600,58.8,54.9-62.7
College graduate,"1,088",67.2,64.3-70.1
South Dakota,,,
Less than H.S.,48,72.0,49.0-95.0
H.S. or G.E.D.,337,58.6,48.7-68.5
Some post-H.S.,377,58.6,48.1-69.0
College graduate,603,68.4,60.3-76.6
Tennessee,,,
Less than H.S.,81,49.0,38.5-59.6
H.S. or G.E.D.,295,58.1,52.2-64.0
Some post-H.S.,252,57.1,51.1-63.0
College graduate,398,72.7,68.3-77.1
Texas,,,
Less than H.S.,144,39.5,30.1-48.9
H.S. or G.E.D.,312,54.6,47.5-61.6
Some post-H.S.,479,55.3,48.9-61.8
College graduate,845,65.8,60.6-71.1
Utah,,,
Less than H.S.,69,48.1,35.4-60.9
H.S. or G.E.D.,388,56.1,51.2-60.9
Some post-H.S.,579,57.0,52.9-61.1
College graduate,875,63.5,60.1-66.8
Vermont,,,
Less than H.S.,39,37.8,20.8-54.8
H.S. or G.E.D.,381,60.7,54.3-67.2
Some post-H.S.,455,70.3,64.5-76.1
College graduate,"1,311",79.6,76.6-82.5
Virginia,,,
Less than H.S.,108,61.5,52.8-70.2
H.S. or G.E.D.,405,64.3,58.7-69.8
Some post-H.S.,531,69.5,65.3-73.8
College graduate,969,73.5,69.9-77.2
Washington,,,
Less than H.S.,125,53.7,44.7-62.6
H.S. or G.E.D.,"1,004",60.4,57.0-63.8
Some post-H.S.,"1,754",68.4,66.0-70.8
College graduate,"3,318",75.9,74.2-77.6
West Virginia,,,
Less than H.S.,59,45.9,36.0-55.8
H.S. or G.E.D.,345,58.7,54.3-63.0
Some post-H.S.,280,59.1,54.3-63.8
College graduate,406,72.6,68.6-76.5
Wisconsin,,,
Less than H.S.,106,57.0,48.3-65.6
H.S. or G.E.D.,"1,011",64.0,61.0-67.0
Some post-H.S.,"1,049",66.5,63.7-69.3
College graduate,"1,502",75.3,73.0-77.6
Wyoming,,,
Less than H.S.,33,57.6,43.6-71.6
H.S. or G.E.D.,226,45.5,40.5-50.4
Some post-H.S.,370,52.0,47.7-56.2
College graduate,567,65.9,62.3-69.5
Guam,,,
Less than H.S.,16,*,
H.S. or G.E.D.,52,44.2,31.3-57.2
Some post-H.S.,49,54.2,39.6-68.8
College graduate,82,54.0,43.3-64.7
Puerto Rico,,,
Less than H.S.,153,56.3,48.0-64.6
H.S. or G.E.D.,172,55.6,48.1-63.0
Some post-H.S.,133,49.5,39.1-59.9
College graduate,196,56.8,50.0-63.6
Virgin Islands,,,
Less than H.S.,38,27.5,16.8-38.2
H.S. or G.E.D.,62,30.2,21.2-39.2
Some post-H.S.,49,32.8,22.2-43.4
College graduate,87,32.6,24.3-40.9
