Location,n,Percentage,95% CI
Some post-H.S.,684,66.7,62.7-70.7
College graduate,"1,293",73.2,70.4-76.0
North Carolina,,,
Less than H.S.,107,70.9,62.5-79.2
H.S. or G.E.D.,312,72.8,67.9-77.7
Some post-H.S.,330,72.8,68.0-77.7
College graduate,464,80.8,77.3-84.4
North Dakota,,,
Less than H.S.,69,51.3,40.8-61.9
H.S. or G.E.D.,347,66.3,61.6-71.0
Some post-H.S.,420,71.6,67.4-75.9
College graduate,461,77.7,73.9-81.5
Ohio,,,
Less than H.S.,167,51.0,43.2-58.7
H.S. or G.E.D.,"1,001",61.3,58.1-64.5
Some post-H.S.,792,66.9,63.3-70.5
College graduate,979,74.3,71.1-77.5
Oklahoma,,,
Less than H.S.,76,63.1,53.2-73.0
H.S. or G.E.D.,347,67.8,62.9-72.7
Some post-H.S.,391,70.6,66.2-75.0
College graduate,401,73.9,69.6-78.2
Oregon,,,
Less than H.S.,34,53.0,36.1-69.9
H.S. or G.E.D.,201,60.6,53.3-67.8
Some post-H.S.,398,63.9,59.0-68.7
College graduate,456,72.3,68.0-76.6
Pennsylvania,,,
Less than H.S.,47,56.1,40.7-71.5
H.S. or G.E.D.,306,66.5,61.2-71.7
Some post-H.S.,213,67.9,61.5-74.2
College graduate,380,72.2,67.0-77.4
Rhode Island,,,
Less than H.S.,79,66.2,56.4-75.9
H.S. or G.E.D.,268,67.4,61.4-73.4
Some post-H.S.,299,72.8,67.4-78.2
College graduate,620,81.1,77.4-84.7
South Carolina,,,
Less than H.S.,67,55.4,44.2-66.6
H.S. or G.E.D.,230,62.2,56.2-68.1
Some post-H.S.,275,65.2,59.6-70.7
College graduate,387,75.7,71.6-79.8
South Dakota,,,
Less than H.S.,76,65.1,50.5-79.7
H.S. or G.E.D.,581,70.9,65.1-76.7
Some post-H.S.,538,72.2,65.3-79.1
College graduate,663,75.7,70.3-81.1
Tennessee,,,
Less than H.S.,82,61.8,50.7-72.8
H.S. or G.E.D.,239,56.8,50.5-63.0
Some post-H.S.,237,64.8,58.4-71.2
College graduate,268,64.8,58.4-71.1
Texas,,,
Less than H.S.,225,58.7,48.5-68.8
H.S. or G.E.D.,417,57.1,49.6-64.7
Some post-H.S.,507,72.4,66.4-78.4
College graduate,651,66.4,60.8-71.9
Utah,,,
Less than H.S.,53,72.8,61.5-84.1
H.S. or G.E.D.,437,61.9,57.3-66.5
Some post-H.S.,707,68.5,65.1-71.9
College graduate,864,72.5,69.5-75.5
Vermont,,,
Less than H.S.,67,57.4,45.5-69.2
H.S. or G.E.D.,404,63.4,58.3-68.6
Some post-H.S.,371,70.2,65.2-75.2
College graduate,845,77.3,74.0-80.6
Virginia,,,
Less than H.S.,124,51.5,43.4-59.7
H.S. or G.E.D.,528,64.2,59.6-68.8
Some post-H.S.,595,69.6,65.5-73.7
College graduate,"1,028",79.1,76.1-82.0
Washington,,,
Less than H.S.,106,58.0,46.7-69.2
H.S. or G.E.D.,607,65.6,61.3-70.0
Some post-H.S.,926,70.6,67.4-73.9
College graduate,"1,405",79.7,77.3-82.0
West Virginia,,,
Less than H.S.,132,57.6,49.7-65.4
H.S. or G.E.D.,570,67.0,63.3-70.7
Some post-H.S.,374,66.7,62.1-71.3
College graduate,466,77.6,73.8-81.4
Wisconsin,,,
Less than H.S.,31,49.6,33.6-65.6
H.S. or G.E.D.,364,64.9,59.9-69.9
Some post-H.S.,337,67.7,62.3-73.1
College graduate,438,75.9,71.5-80.3
Wyoming,,,
Less than H.S.,51,42.8,29.1-56.5
H.S. or G.E.D.,385,59.4,54.0-64.8
Some post-H.S.,434,58.6,53.6-63.8
College graduate,539,63.7,58.8-68.5
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,61,37.4,23.4-51.5
Some post-H.S.,54,39.9,26.0-53.8
College graduate,95,65.5,55.5-75.5
Puerto Rico,,,
Less than H.S.,116,37.2,26.6-47.7
H.S. or G.E.D.,148,49.9,42.3-57.5
Some post-H.S.,76,42.7,32.8-52.6
College graduate,149,52.8,45.2-60.3
