Location,n,Percentage,95% CI
College graduate,259,1.8,1.4-2.1
Massachusetts,,,
Less than H.S.,21,3.4,1.6-5.1
H.S. or G.E.D.,48,2.2,1.3-3.1
Some post-H.S.,97,3.2,2.3-4.1
College graduate,121,1.8,1.3-2.2
Michigan,,,
Less than H.S.,34,6.8,4.1-9.4
H.S. or G.E.D.,146,3.7,3.0-4.5
Some post-H.S.,161,4.7,3.8-5.7
College graduate,136,2.1,1.6-2.5
Minnesota,,,
Less than H.S.,34,4.1,2.4-5.7
H.S. or G.E.D.,179,3.4,2.8-4.1
Some post-H.S.,197,3.6,2.9-4.3
College graduate,203,2.3,1.8-2.8
Mississippi,,,
Less than H.S.,33,8.5,5.1-11.8
H.S. or G.E.D.,58,4.9,2.9-6.9
Some post-H.S.,75,5.9,4.2-7.6
College graduate,51,2.9,1.9-3.9
Missouri,,,
Less than H.S.,56,10.0,6.4-13.6
H.S. or G.E.D.,134,3.9,3.0-4.8
Some post-H.S.,130,5.3,4.1-6.6
College graduate,73,2.4,1.7-3.1
Montana,,,
Less than H.S.,17,4.3,1.8-6.7
H.S. or G.E.D.,99,4.3,3.3-5.4
Some post-H.S.,105,3.7,2.8-4.5
College graduate,95,2.1,1.6-2.6
Nebraska,,,
Less than H.S.,26,2.5,1.3-3.6
H.S. or G.E.D.,155,3.2,2.5-3.9
Some post-H.S.,154,3.1,2.5-3.7
College graduate,125,2.3,1.7-2.8
Nevada,,,
Less than H.S.,6,*,
H.S. or G.E.D.,34,*,
Some post-H.S.,41,4.0,1.8-6.2
College graduate,27,*,
New Hampshire,,,
Less than H.S.,19,5.2,2.2-8.2
H.S. or G.E.D.,100,3.2,2.4-4.0
Some post-H.S.,78,2.9,1.9-3.9
College graduate,115,1.8,1.3-2.4
New Jersey,,,
Less than H.S.,17,2.9,1.2-4.6
H.S. or G.E.D.,84,3.3,2.4-4.2
Some post-H.S.,56,2.2,1.4-3.0
College graduate,125,1.8,1.4-2.3
New Mexico,,,
Less than H.S.,17,3.4,1.5-5.4
H.S. or G.E.D.,37,3.1,1.7-4.5
Some post-H.S.,47,5.5,3.1-7.9
College graduate,35,2.2,1.0-3.5
New York,,,
Less than H.S.,69,5.7,3.7-7.6
H.S. or G.E.D.,136,2.9,2.1-3.6
Some post-H.S.,133,3.3,2.4-4.2
College graduate,169,1.7,1.3-2.0
North Carolina,,,
Less than H.S.,25,8.2,3.6-12.7
H.S. or G.E.D.,47,4.0,2.2-5.7
Some post-H.S.,51,3.6,2.3-4.9
College graduate,44,2.5,1.5-3.5
North Dakota,,,
Less than H.S.,5,*,
H.S. or G.E.D.,70,3.1,2.2-4.0
Some post-H.S.,76,2.7,1.9-3.4
College graduate,57,1.6,1.1-2.2
Ohio,,,
Less than H.S.,60,5.2,3.4-6.9
H.S. or G.E.D.,280,5.3,4.4-6.1
Some post-H.S.,191,3.9,3.2-4.7
College graduate,136,1.7,1.3-2.0
Oklahoma,,,
Less than H.S.,30,7.1,4.2-10.0
H.S. or G.E.D.,87,3.7,2.8-4.6
Some post-H.S.,97,3.7,2.9-4.5
College graduate,89,2.8,2.2-3.5
Oregon,,,
Less than H.S.,21,5.4,2.6-8.1
H.S. or G.E.D.,53,2.7,1.8-3.6
Some post-H.S.,89,4.4,3.0-5.8
College graduate,76,1.8,1.3-2.4
Rhode Island,,,
Less than H.S.,28,5.2,2.6-7.8
H.S. or G.E.D.,60,3.1,2.0-4.2
Some post-H.S.,49,2.6,1.5-3.7
College graduate,70,2.1,1.4-2.8
South Carolina,,,
Less than H.S.,78,10.2,7.4-13.0
H.S. or G.E.D.,165,4.6,3.6-5.5
Some post-H.S.,153,4.4,3.4-5.3
College graduate,131,2.2,1.8-2.7
South Dakota,,,
Less than H.S.,27,*,
H.S. or G.E.D.,80,2.6,1.5-3.7
Some post-H.S.,103,3.2,1.7-4.7
College graduate,98,*,
Tennessee,,,
Less than H.S.,50,8.7,5.5-12.0
H.S. or G.E.D.,131,5.7,4.2-7.2
Some post-H.S.,88,5.1,3.6-6.6
College graduate,58,2.3,1.5-3.0
Texas,,,
Less than H.S.,61,3.8,2.3-5.3
H.S. or G.E.D.,98,3.3,2.1-4.4
Some post-H.S.,122,3.4,2.4-4.5
College graduate,133,2.7,2.0-3.5
Utah,,,
Less than H.S.,43,6.4,3.5-9.3
H.S. or G.E.D.,75,1.7,1.2-2.3
Some post-H.S.,110,2.3,1.7-2.8
College graduate,133,2.0,1.5-2.4
Vermont,,,
Less than H.S.,18,6.3,2.9-9.8
H.S. or G.E.D.,91,4.3,2.9-5.7
Some post-H.S.,64,2.6,1.8-3.3
College graduate,107,1.7,1.3-2.1
Virginia,,,
Less than H.S.,36,6.5,3.9-9.0
H.S. or G.E.D.,107,4.3,3.1-5.6
Some post-H.S.,117,3.8,2.8-4.8
College graduate,131,2.5,1.8-3.2
Washington,,,
Less than H.S.,61,3.8,2.5-5.1
H.S. or G.E.D.,234,2.9,2.4-3.4
Some post-H.S.,296,3.2,2.7-3.7
College graduate,320,1.8,1.5-2.0
West Virginia,,,
Less than H.S.,46,12.2,8.4-16.0
H.S. or G.E.D.,86,4.8,3.7-5.9
Some post-H.S.,77,5.0,3.7-6.2
College graduate,47,2.3,1.6-3.0
Wisconsin,,,
Less than H.S.,47,5.9,3.8-7.9
H.S. or G.E.D.,186,3.8,3.0-4.5
Some post-H.S.,202,3.8,3.1-4.5
College graduate,196,2.2,1.8-2.6
Wyoming,,,
Less than H.S.,14,6.4,2.7-10.2
H.S. or G.E.D.,70,4.0,2.9-5.0
Some post-H.S.,73,3.3,2.4-4.2
College graduate,58,1.9,1.3-2.5
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,32,6.4,3.3-9.5
Some post-H.S.,17,2.5,1.0-3.9
College graduate,12,*,
Puerto Rico,,,
Less than H.S.,27,5.3,3.0-7.6
H.S. or G.E.D.,32,3.2,1.6-4.7
Some post-H.S.,28,1.8,0.9-2.7
College graduate,31,1.6,0.9-2.3
Virgin Islands,,,
Less than H.S.,21,*,
H.S. or G.E.D.,33,3.6,1.9-5.3
Some post-H.S.,18,*,
College graduate,24,*,
Puerto Rico,,,
Less than H.S.,25,3.7,1.8-5.5
H.S. or G.E.D.,31,2.0,1.1-2.8
Some post-H.S.,34,1.7,1.0-2.3
College graduate,33,1.2,0.7-1.7
Virgin Islands,,,
Less than H.S.,12,*,
H.S. or G.E.D.,24,*,
Some post-H.S.,11,*,
College graduate,13,*,
