Location,n,Percentage,95% CI
Some post-H.S.,88,10.0,7.5-12.6
College graduate,120,7.5,5.9-9.0
Indiana,,,
Less than H.S.,79,14.2,10.6-17.7
H.S. or G.E.D.,285,9.8,8.5-11.1
Some post-H.S.,280,10.3,9.0-11.7
College graduate,354,9.5,8.4-10.6
Iowa,,,
Less than H.S.,60,9.8,6.5-13.1
H.S. or G.E.D.,241,8.7,7.4-10.1
Some post-H.S.,284,10.6,9.0-12.2
College graduate,233,7.6,6.4-8.8
Kansas,,,
Less than H.S.,102,16.2,12.8-19.6
H.S. or G.E.D.,403,9.8,8.7-10.9
Some post-H.S.,548,11.0,9.9-12.0
College graduate,641,9.3,8.5-10.1
Kentucky,,,
Less than H.S.,83,16.7,12.4-21.1
H.S. or G.E.D.,186,10.3,8.4-12.1
Some post-H.S.,185,12.6,10.3-14.8
College graduate,152,9.8,7.9-11.7
Louisiana,,,
Less than H.S.,63,15.5,11.0-19.9
H.S. or G.E.D.,122,9.0,6.8-11.1
Some post-H.S.,138,9.4,7.4-11.2
College graduate,137,7.7,6.2-9.2
Maine,,,
Less than H.S.,88,24.8,18.5-31.1
H.S. or G.E.D.,330,10.5,9.0-12.0
Some post-H.S.,393,13.5,11.8-15.2
College graduate,534,10.6,9.4-11.8
Maryland,,,
Less than H.S.,86,9.0,6.2-11.7
H.S. or G.E.D.,356,10.1,8.6-11.6
Some post-H.S.,374,10.2,8.8-11.7
College graduate,635,8.3,7.5-9.2
Massachusetts,,,
Less than H.S.,54,16.0,10.7-21.2
H.S. or G.E.D.,161,12.0,9.7-14.2
Some post-H.S.,241,12.6,10.8-14.5
College graduate,388,10.2,8.8-11.5
Michigan,,,
Less than H.S.,64,17.7,12.9-22.4
H.S. or G.E.D.,263,10.9,9.4-12.4
Some post-H.S.,294,12.1,10.5-13.6
College graduate,377,9.5,8.4-10.7
Minnesota,,,
Less than H.S.,60,11.5,8.2-14.8
H.S. or G.E.D.,257,7.7,6.6-8.8
Some post-H.S.,476,9.6,8.6-10.6
College graduate,603,8.1,7.4-8.8
Mississippi,,,
Less than H.S.,66,16.6,12.0-21.2
H.S. or G.E.D.,108,8.8,6.3-11.2
Some post-H.S.,121,9.9,7.7-12.1
College graduate,106,7.3,5.7-8.9
Missouri,,,
Less than H.S.,110,12.5,9.2-15.8
H.S. or G.E.D.,316,8.1,6.8-9.5
Some post-H.S.,378,10.6,9.1-12.2
College graduate,313,8.5,7.2-9.8
Montana,,,
Less than H.S.,32,11.7,6.8-16.6
H.S. or G.E.D.,144,9.4,7.6-11.2
Some post-H.S.,185,9.2,7.6-10.7
College graduate,237,10.1,8.6-11.6
Nebraska,,,
Less than H.S.,67,9.2,6.2-12.1
H.S. or G.E.D.,344,8.1,6.9-9.2
Some post-H.S.,371,8.7,7.5-9.9
College graduate,367,7.6,6.6-8.6
Nevada,,,
Less than H.S.,16,*,
H.S. or G.E.D.,60,8.3,5.8-10.8
Some post-H.S.,93,10.0,7.1-13.0
College graduate,88,9.6,6.8-12.3
New Hampshire,,,
Less than H.S.,40,18.4,11.8-25.0
H.S. or G.E.D.,181,12.1,9.7-14.5
Some post-H.S.,188,12.7,10.4-15.0
College graduate,309,10.6,9.1-12.0
New Jersey,,,
Less than H.S.,62,9.6,6.5-12.6
H.S. or G.E.D.,170,9.8,7.8-11.9
Some post-H.S.,166,9.4,7.5-11.4
College graduate,295,7.8,6.7-8.9
New Mexico,,,
Less than H.S.,65,8.1,5.5-10.6
H.S. or G.E.D.,160,10.2,8.1-12.2
Some post-H.S.,219,11.7,9.7-13.8
College graduate,249,10.8,9.1-12.5
New York,,,
Less than H.S.,378,12.7,10.8-14.7
H.S. or G.E.D.,"1,115",9.1,8.1-10.1
Some post-H.S.,"1,197",10.6,9.4-11.7
College graduate,"1,444",8.9,8.2-9.7
North Carolina,,,
Less than H.S.,42,11.8,7.5-16.0
H.S. or G.E.D.,102,8.3,6.4-10.2
Some post-H.S.,132,9.2,7.3-11.0
College graduate,151,7.2,5.9-8.4
North Dakota,,,
Less than H.S.,29,12.0,6.5-17.4
H.S. or G.E.D.,111,8.1,6.3-9.9
Some post-H.S.,155,8.7,7.1-10.4
College graduate,137,7.4,5.9-8.8
Ohio,,,
Less than H.S.,127,15.7,12.1-19.3
H.S. or G.E.D.,423,9.8,8.5-11.1
Some post-H.S.,431,11.2,9.8-12.6
College graduate,431,8.5,7.4-9.5
Oklahoma,,,
Less than H.S.,45,12.6,8.5-16.7
H.S. or G.E.D.,124,8.7,6.9-10.5
Some post-H.S.,238,13.6,11.6-15.7
College graduate,187,9.3,7.8-10.9
Oregon,,,
Less than H.S.,27,9.8,5.5-14.0
H.S. or G.E.D.,106,9.5,7.4-11.5
Some post-H.S.,227,13.4,11.4-15.4
College graduate,229,10.6,9.1-12.0
Pennsylvania,,,
Less than H.S.,47,14.7,9.6-19.8
H.S. or G.E.D.,207,11.2,9.4-13.0
Some post-H.S.,166,10.0,8.2-11.9
College graduate,253,8.2,7.0-9.4
Rhode Island,,,
Less than H.S.,48,10.0,6.6-13.4
H.S. or G.E.D.,162,14.5,11.7-17.2
Some post-H.S.,184,14.9,12.3-17.5
College graduate,282,10.1,8.7-11.4
South Carolina,,,
Less than H.S.,86,10.6,7.8-13.4
H.S. or G.E.D.,206,9.5,7.6-11.3
Some post-H.S.,244,9.7,8.0-11.4
College graduate,289,7.8,6.6-9.0
South Dakota,,,
Less than H.S.,36,*,
H.S. or G.E.D.,160,10.3,7.0-13.6
Some post-H.S.,193,7.7,5.3-10.1
College graduate,197,6.4,4.7-8.1
Tennessee,,,
Less than H.S.,61,17.5,12.3-22.7
H.S. or G.E.D.,136,9.7,7.7-11.7
Some post-H.S.,151,11.3,9.1-13.5
College graduate,131,6.6,5.3-7.9
Texas,,,
Less than H.S.,100,7.6,4.9-10.3
H.S. or G.E.D.,210,7.5,5.9-9.1
Some post-H.S.,299,9.4,7.8-11.1
College graduate,338,8.6,7.1-10.1
Utah,,,
Less than H.S.,49,10.2,6.6-13.8
H.S. or G.E.D.,245,10.9,9.3-12.5
Some post-H.S.,337,9.9,8.6-11.2
College graduate,370,8.6,7.5-9.6
Vermont,,,
Less than H.S.,43,18.8,11.9-25.8
H.S. or G.E.D.,167,11.8,9.5-14.2
Some post-H.S.,178,12.2,9.7-14.6
College graduate,317,10.1,8.6-11.6
Virginia,,,
Less than H.S.,71,13.1,9.5-16.8
H.S. or G.E.D.,211,9.8,8.1-11.4
Some post-H.S.,248,9.7,8.2-11.2
College graduate,438,9.0,7.8-10.1
Washington,,,
Less than H.S.,76,10.6,7.7-13.6
H.S. or G.E.D.,256,9.8,8.3-11.2
Some post-H.S.,463,12.6,11.2-14.0
College graduate,572,8.9,8.0-9.8
West Virginia,,,
Less than H.S.,100,19.6,15.6-23.7
H.S. or G.E.D.,262,10.8,9.3-12.3
Some post-H.S.,219,12.6,10.6-14.4
College graduate,216,9.3,7.9-10.7
Wisconsin,,,
Less than H.S.,33,13.2,7.3-19.2
H.S. or G.E.D.,161,10.3,8.1-12.4
Some post-H.S.,208,11.8,9.6-13.9
College graduate,221,9.6,7.9-11.2
Wyoming,,,
Less than H.S.,13,*,
H.S. or G.E.D.,98,10.0,7.4-12.6
Some post-H.S.,126,9.3,7.2-11.4
College graduate,142,10.2,8.1-12.3
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,27,5.0,2.4-7.6
Some post-H.S.,22,5.3,2.5-8.2
College graduate,27,3.1,1.4-4.8
Puerto Rico,,,
Less than H.S.,71,11.6,8.5-14.7
H.S. or G.E.D.,122,12.1,9.5-14.8
Some post-H.S.,126,12.1,9.4-14.8
College graduate,160,10.4,8.4-12.4
Virgin Islands,,,
Less than H.S.,7,*,
H.S. or G.E.D.,27,*,
Some post-H.S.,20,*,
College graduate,35,*,
Virgin Islands,,,
Less than H.S.,11,*,
H.S. or G.E.D.,26,*,
Some post-H.S.,24,*,
College graduate,41,*,
