Location,n,Percentage,95% CI
Less than H.S.,79,27.4,21.1-33.8
H.S. or G.E.D.,357,20.5,18.2-22.8
Some post-H.S.,454,20.1,18.0-22.2
College graduate,491,14.8,13.3-16.3
Minnesota,,,
Less than H.S.,138,21.5,17.4-25.7
H.S. or G.E.D.,762,19.0,17.4-20.5
Some post-H.S.,"1,088",21.7,20.4-23.1
College graduate,"1,254",18.1,17.0-19.1
Mississippi,,,
Less than H.S.,177,28.1,23.6-32.6
H.S. or G.E.D.,371,20.2,17.8-22.5
Some post-H.S.,368,20.9,18.5-23.3
College graduate,302,15.8,13.8-17.8
Missouri,,,
Less than H.S.,185,32.9,27.6-38.3
H.S. or G.E.D.,629,21.3,19.4-23.3
Some post-H.S.,626,25.4,23.2-27.6
College graduate,532,17.5,15.8-19.2
Montana,,,
Less than H.S.,79,34.4,27.3-41.4
H.S. or G.E.D.,356,22.1,19.7-24.5
Some post-H.S.,412,23.7,21.4-26.0
College graduate,462,18.7,17.0-20.5
Nebraska,,,
Less than H.S.,131,13.5,10.2-16.8
H.S. or G.E.D.,656,15.9,14.2-17.5
Some post-H.S.,811,20.5,18.6-22.3
College graduate,703,14.1,12.7-15.5
Nevada,,,
Less than H.S.,36,20.2,13.0-27.5
H.S. or G.E.D.,113,14.0,11.0-17.1
Some post-H.S.,178,23.7,19.5-27.8
College graduate,119,11.9,9.4-14.5
New Hampshire,,,
Less than H.S.,87,33.4,25.8-41.1
H.S. or G.E.D.,351,23.6,20.6-26.6
Some post-H.S.,376,22.1,19.4-24.8
College graduate,467,16.8,15.0-18.6
New Jersey,,,
Less than H.S.,138,18.3,14.9-21.7
H.S. or G.E.D.,398,14.4,12.7-16.2
Some post-H.S.,504,17.7,15.9-19.5
College graduate,779,13.3,12.2-14.4
New Mexico,,,
Less than H.S.,126,19.0,14.3-23.7
H.S. or G.E.D.,301,14.3,12.0-16.7
Some post-H.S.,376,20.4,17.5-23.4
College graduate,402,16.6,14.4-18.9
New York,,,
Less than H.S.,197,18.4,15.2-21.6
H.S. or G.E.D.,607,16.8,15.0-18.7
Some post-H.S.,729,19.5,17.6-21.3
College graduate,"1,020",14.2,13.2-15.3
North Carolina,,,
Less than H.S.,120,22.3,17.9-26.7
H.S. or G.E.D.,301,20.3,17.7-22.8
Some post-H.S.,387,24.4,21.9-27.0
College graduate,388,16.5,14.8-18.3
North Dakota,,,
Less than H.S.,32,25.2,15.6-34.8
H.S. or G.E.D.,182,19.8,16.4-23.1
Some post-H.S.,227,19.2,16.4-22.0
College graduate,266,17.1,14.7-19.6
Ohio,,,
Less than H.S.,312,31.4,27.0-35.8
H.S. or G.E.D.,"1,077",21.1,19.4-22.8
Some post-H.S.,"1,022",25.2,23.3-27.1
College graduate,828,16.0,14.6-17.4
Oklahoma,,,
Less than H.S.,105,26.5,21.3-31.8
H.S. or G.E.D.,351,23.4,20.8-26.1
Some post-H.S.,396,25.3,22.7-28.0
College graduate,274,16.9,14.7-19.1
Oregon,,,
Less than H.S.,76,24.8,19.2-30.4
H.S. or G.E.D.,255,20.4,17.8-22.9
Some post-H.S.,427,24.0,21.7-26.2
College graduate,387,17.5,15.7-19.2
Pennsylvania,,,
Less than H.S.,85,28.1,21.5-34.7
H.S. or G.E.D.,328,19.3,16.9-21.7
Some post-H.S.,321,24.6,21.6-27.7
College graduate,371,14.9,13.1-16.6
Rhode Island,,,
Less than H.S.,115,28.8,22.9-34.7
H.S. or G.E.D.,283,22.2,18.9-25.6
Some post-H.S.,318,22.1,18.6-25.6
College graduate,416,16.4,14.2-18.7
South Carolina,,,
Less than H.S.,83,25.5,19.3-31.7
H.S. or G.E.D.,244,21.7,18.7-24.8
Some post-H.S.,254,24.0,20.9-27.1
College graduate,224,15.6,13.3-17.9
South Dakota,,,
Less than H.S.,47,12.6,6.3-18.8
H.S. or G.E.D.,265,20.6,15.7-25.6
Some post-H.S.,340,15.7,12.6-18.8
College graduate,297,13.1,10.3-15.9
Tennessee,,,
Less than H.S.,118,28.6,21.8-35.4
H.S. or G.E.D.,354,24.0,21.1-26.9
Some post-H.S.,336,26.8,23.6-30.1
College graduate,334,19.4,16.9-21.8
Texas,,,
Less than H.S.,341,17.7,14.1-21.3
H.S. or G.E.D.,570,18.9,16.1-21.8
Some post-H.S.,669,18.6,16.0-21.1
College graduate,630,15.6,13.6-17.7
Utah,,,
Less than H.S.,109,23.3,18.6-28.0
H.S. or G.E.D.,622,24.1,22.1-26.1
Some post-H.S.,876,25.0,23.3-26.8
College graduate,786,19.9,18.4-21.4
Vermont,,,
Less than H.S.,64,23.6,16.8-30.5
H.S. or G.E.D.,422,24.3,21.2-27.3
Some post-H.S.,362,26.0,22.3-29.7
College graduate,590,20.3,18.1-22.4
Virginia,,,
Less than H.S.,142,20.0,15.9-24.0
H.S. or G.E.D.,416,17.5,15.4-19.7
Some post-H.S.,473,19.2,17.1-21.3
College graduate,635,14.7,13.2-16.2
Washington,,,
Less than H.S.,179,23.3,19.5-27.1
H.S. or G.E.D.,677,23.6,21.6-25.6
Some post-H.S.,"1,026",26.8,25.0-28.6
College graduate,"1,136",20.0,18.6-21.3
West Virginia,,,
Less than H.S.,184,34.0,29.1-38.8
H.S. or G.E.D.,526,24.8,22.6-27.1
Some post-H.S.,448,28.4,25.8-31.0
College graduate,366,21.3,19.0-23.6
Wisconsin,,,
Less than H.S.,50,25.9,17.8-34.1
H.S. or G.E.D.,259,18.6,15.8-21.4
Some post-H.S.,307,22.6,19.6-25.6
College graduate,294,16.1,13.9-18.3
Wyoming,,,
Less than H.S.,41,23.3,15.4-31.2
H.S. or G.E.D.,178,15.5,12.6-18.3
Some post-H.S.,275,22.2,19.1-25.3
College graduate,215,14.3,11.9-16.7
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,63,7.6,5.0-10.1
Some post-H.S.,46,8.7,4.8-12.7
College graduate,81,9.1,6.8-11.4
Puerto Rico,,,
Less than H.S.,111,18.9,14.4-23.5
H.S. or G.E.D.,215,15.7,12.8-18.6
Some post-H.S.,213,15.9,13.4-18.4
College graduate,245,12.1,10.4-13.9
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,34,*,
College graduate,41,9.2,4.1-14.3
