Location,n,Percentage,95% CI
College graduate,"2,617",14.5,13.6-15.4
North Carolina,,,
Less than H.S.,87,20.8,15.9-25.6
H.S. or G.E.D.,260,23.6,20.4-26.8
Some post-H.S.,320,23.1,20.4-25.8
College graduate,348,17.5,15.6-19.4
North Dakota,,,
Less than H.S.,65,32.2,24.3-40.2
H.S. or G.E.D.,226,18.7,16.0-21.4
Some post-H.S.,313,19.8,17.3-22.2
College graduate,315,16.2,14.2-18.2
Ohio,,,
Less than H.S.,222,31.2,26.3-36.1
H.S. or G.E.D.,926,21.1,19.3-22.9
Some post-H.S.,999,24.3,22.5-26.2
College graduate,860,17.5,16.1-18.9
Oklahoma,,,
Less than H.S.,101,31.7,25.7-37.6
H.S. or G.E.D.,292,21.8,19.2-24.5
Some post-H.S.,443,28.4,25.7-31.2
College graduate,365,19.1,16.9-21.2
Oregon,,,
Less than H.S.,77,27.9,21.7-34.2
H.S. or G.E.D.,247,23.3,20.3-26.3
Some post-H.S.,485,26.9,24.4-29.3
College graduate,506,22.5,20.6-24.5
Pennsylvania,,,
Less than H.S.,69,20.3,14.7-25.8
H.S. or G.E.D.,372,19.8,17.5-22.1
Some post-H.S.,327,20.8,18.3-23.3
College graduate,500,16.6,14.9-18.3
Rhode Island,,,
Less than H.S.,112,29.6,23.6-35.6
H.S. or G.E.D.,276,23.8,20.5-27.1
Some post-H.S.,347,23.9,21.2-26.7
College graduate,547,20.2,18.4-22.1
South Carolina,,,
Less than H.S.,160,21.1,17.2-24.9
H.S. or G.E.D.,447,19.1,16.8-21.4
Some post-H.S.,533,22.3,20.0-24.5
College graduate,633,17.2,15.5-18.8
South Dakota,,,
Less than H.S.,53,*,
H.S. or G.E.D.,273,16.4,12.6-20.2
Some post-H.S.,401,19.0,15.5-22.5
College graduate,348,13.5,10.7-16.3
Tennessee,,,
Less than H.S.,106,29.3,23.3-35.3
H.S. or G.E.D.,363,26.8,23.7-29.8
Some post-H.S.,372,27.5,24.5-30.5
College graduate,366,19.3,17.1-21.6
Texas,,,
Less than H.S.,236,17.1,13.5-20.6
H.S. or G.E.D.,486,17.1,14.5-19.6
Some post-H.S.,693,23.6,20.8-26.3
College graduate,751,15.4,13.8-17.1
Utah,,,
Less than H.S.,122,24.9,20.0-29.9
H.S. or G.E.D.,580,26.3,24.0-28.6
Some post-H.S.,825,26.9,25.0-28.8
College graduate,806,20.0,18.5-21.5
Vermont,,,
Less than H.S.,72,29.2,21.1-37.4
H.S. or G.E.D.,380,25.9,22.8-29.1
Some post-H.S.,415,30.1,26.6-33.6
College graduate,678,20.6,18.7-22.5
Virginia,,,
Less than H.S.,103,23.6,18.6-28.6
H.S. or G.E.D.,413,20.0,17.7-22.4
Some post-H.S.,547,22.8,20.6-25.0
College graduate,788,16.0,14.7-17.4
Washington,,,
Less than H.S.,138,22.0,17.7-26.3
H.S. or G.E.D.,558,23.4,21.2-25.6
Some post-H.S.,962,26.5,24.7-28.3
College graduate,"1,309",21.0,19.7-22.2
West Virginia,,,
Less than H.S.,167,36.7,31.6-41.8
H.S. or G.E.D.,567,25.3,23.2-27.4
Some post-H.S.,495,30.9,28.2-33.5
College graduate,461,21.7,19.7-23.7
Wisconsin,,,
Less than H.S.,46,18.2,11.5-24.8
H.S. or G.E.D.,325,20.6,17.7-23.4
Some post-H.S.,372,21.6,18.9-24.2
College graduate,462,19.8,17.5-22.0
Wyoming,,,
Less than H.S.,30,32.0,20.7-43.2
H.S. or G.E.D.,202,21.1,17.6-24.6
Some post-H.S.,278,22.0,18.8-25.1
College graduate,233,16.7,14.1-19.3
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,52,8.7,4.7-12.8
Some post-H.S.,45,10.7,4.8-16.6
College graduate,61,9.4,5.8-13.0
Puerto Rico,,,
Less than H.S.,92,16.6,12.3-20.9
H.S. or G.E.D.,164,17.3,14.1-20.5
Some post-H.S.,190,16.8,13.8-19.7
College graduate,205,12.2,10.1-14.4
Virgin Islands,,,
Less than H.S.,10,*,
H.S. or G.E.D.,34,*,
Some post-H.S.,19,*,
College graduate,44,5.1,2.6-7.6
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,34,*,
College graduate,41,9.2,4.1-14.3
