Location,n,Percentage,95% CI
Some post-H.S.,950,28.9,27.0-30.7
College graduate,"1,071",22.5,21.1-23.9
Iowa,,,
Less than H.S.,150,24.9,20.2-29.5
H.S. or G.E.D.,965,26.8,24.9-28.7
Some post-H.S.,944,28.8,26.8-30.8
College graduate,866,22.2,20.5-23.9
Kansas,,,
Less than H.S.,237,30.8,26.6-35.0
H.S. or G.E.D.,"1,507",27.1,25.6-28.5
Some post-H.S.,"1,926",28.8,27.4-30.1
College graduate,"2,032",22.8,21.7-23.8
Kentucky,,,
Less than H.S.,237,43.0,36.8-49.1
H.S. or G.E.D.,693,28.9,26.2-31.6
Some post-H.S.,621,34.3,31.3-37.4
College graduate,473,23.4,20.9-25.9
Louisiana,,,
Less than H.S.,204,43.6,37.6-49.5
H.S. or G.E.D.,549,30.8,27.9-33.8
Some post-H.S.,459,25.8,23.0-28.7
College graduate,556,23.1,20.9-25.3
Maine,,,
Less than H.S.,183,40.0,33.3-46.7
H.S. or G.E.D.,"1,189",31.0,28.8-33.1
Some post-H.S.,"1,315",33.0,30.8-35.1
College graduate,"1,753",27.3,25.7-28.8
Maryland,,,
Less than H.S.,275,23.5,20.0-27.0
H.S. or G.E.D.,"1,381",27.7,25.7-29.6
Some post-H.S.,"1,314",27.4,25.5-29.4
College graduate,"2,180",22.0,20.7-23.2
Massachusetts,,,
Less than H.S.,117,31.8,25.5-38.2
H.S. or G.E.D.,414,25.4,22.4-28.3
Some post-H.S.,584,28.7,26.2-31.3
College graduate,928,20.4,18.9-21.9
Michigan,,,
Less than H.S.,157,39.0,33.1-45.0
H.S. or G.E.D.,964,31.5,29.4-33.6
Some post-H.S.,"1,028",31.8,29.8-33.8
College graduate,"1,142",22.8,21.3-24.2
Minnesota,,,
Less than H.S.,135,24.6,20.2-29.1
H.S. or G.E.D.,907,22.6,21.0-24.2
Some post-H.S.,"1,451",25.5,24.1-26.8
College graduate,"1,719",19.4,18.4-20.3
Mississippi,,,
Less than H.S.,241,48.2,42.2-54.3
H.S. or G.E.D.,531,30.7,27.7-33.7
Some post-H.S.,451,26.2,23.4-29.0
College graduate,443,24.7,22.0-27.4
Missouri,,,
Less than H.S.,360,35.3,30.6-40.0
H.S. or G.E.D.,"1,457",29.4,27.2-31.6
Some post-H.S.,"1,367",32.3,30.0-34.6
College graduate,"1,196",23.3,21.5-25.1
Montana,,,
Less than H.S.,93,27.1,20.7-33.6
H.S. or G.E.D.,541,29.5,26.9-32.2
Some post-H.S.,621,27.4,25.2-29.7
College graduate,783,26.0,24.0-27.9
Nebraska,,,
Less than H.S.,201,23.0,19.0-26.9
H.S. or G.E.D.,"1,555",26.6,24.8-28.3
Some post-H.S.,"1,541",26.3,24.7-27.9
College graduate,"1,428",19.8,18.5-21.1
Nevada,,,
Less than H.S.,39,17.1,10.4-23.7
H.S. or G.E.D.,201,17.8,14.7-21.0
Some post-H.S.,343,32.7,28.5-36.9
College graduate,307,23.1,19.5-26.6
New Hampshire,,,
Less than H.S.,106,40.8,32.0-49.6
H.S. or G.E.D.,640,28.5,25.8-31.3
Some post-H.S.,700,28.4,25.8-31.0
College graduate,"1,086",24.5,22.8-26.3
New Jersey,,,
Less than H.S.,124,20.4,16.2-24.6
H.S. or G.E.D.,479,24.9,22.4-27.4
Some post-H.S.,517,25.1,22.6-27.6
College graduate,881,20.8,19.2-22.4
New Mexico,,,
Less than H.S.,184,22.5,18.7-26.3
H.S. or G.E.D.,457,23.9,21.2-26.7
Some post-H.S.,548,25.8,23.1-28.4
College graduate,683,27.5,25.1-29.9
New York,,,
Less than H.S.,940,25.3,22.8-27.8
H.S. or G.E.D.,"3,913",23.3,22.0-24.6
Some post-H.S.,"3,765",26.8,25.3-28.4
College graduate,"4,639",20.9,19.9-22.0
North Carolina,,,
Less than H.S.,150,31.7,26.2-37.3
H.S. or G.E.D.,372,27.8,24.6-30.9
Some post-H.S.,467,29.7,26.9-32.6
College graduate,526,22.4,20.3-24.4
North Dakota,,,
Less than H.S.,115,32.2,25.1-39.3
H.S. or G.E.D.,596,25.3,22.9-27.7
Some post-H.S.,676,26.0,23.7-28.3
College graduate,643,22.9,20.9-25.0
Ohio,,,
Less than H.S.,347,34.1,29.4-38.7
H.S. or G.E.D.,"1,798",31.2,29.4-33.1
Some post-H.S.,"1,570",32.8,30.8-34.7
College graduate,"1,574",24.5,23.0-26.0
Oklahoma,,,
Less than H.S.,133,31.0,25.5-36.5
H.S. or G.E.D.,506,26.6,24.0-29.2
Some post-H.S.,619,29.8,27.2-32.4
College graduate,575,22.5,20.4-24.6
Oregon,,,
Less than H.S.,59,22.0,15.8-28.1
H.S. or G.E.D.,290,25.4,22.3-28.5
Some post-H.S.,555,28.6,26.1-31.0
College graduate,579,23.3,21.3-25.2
Pennsylvania,,,
Less than H.S.,101,34.4,27.1-41.7
H.S. or G.E.D.,625,31.7,29.1-34.4
Some post-H.S.,500,30.5,27.7-33.3
College graduate,679,22.1,20.2-23.9
Rhode Island,,,
Less than H.S.,134,31.1,25.3-36.9
H.S. or G.E.D.,400,29.6,26.4-32.9
Some post-H.S.,494,31.1,28.2-34.0
College graduate,826,24.2,22.4-26.0
South Carolina,,,
Less than H.S.,326,35.1,30.8-39.5
H.S. or G.E.D.,"1,040",28.1,25.8-30.4
Some post-H.S.,"1,150",34.3,31.9-36.7
College graduate,"1,322",24.3,22.6-25.9
South Dakota,,,
Less than H.S.,110,22.4,12.9-31.9
H.S. or G.E.D.,702,26.3,22.3-30.4
Some post-H.S.,784,24.7,21.0-28.3
College graduate,764,20.9,17.8-24.0
Tennessee,,,
Less than H.S.,178,44.5,37.9-51.1
H.S. or G.E.D.,526,32.7,29.6-35.8
Some post-H.S.,488,28.7,25.8-31.5
College graduate,474,22.0,19.8-24.3
Texas,,,
Less than H.S.,315,21.0,16.9-25.2
H.S. or G.E.D.,707,18.8,16.3-21.2
Some post-H.S.,947,25.5,23.0-28.0
College graduate,"1,055",19.4,17.5-21.2
Utah,,,
Less than H.S.,135,21.7,17.5-25.9
H.S. or G.E.D.,656,18.5,16.8-20.3
Some post-H.S.,982,23.3,21.7-25.0
College graduate,"1,068",19.7,18.4-21.0
Vermont,,,
Less than H.S.,90,32.4,24.3-40.4
H.S. or G.E.D.,575,29.6,26.6-32.6
Some post-H.S.,594,30.1,27.2-33.0
College graduate,"1,060",26.0,24.1-27.9
Virginia,,,
Less than H.S.,210,37.8,32.1-43.4
H.S. or G.E.D.,853,28.2,25.9-30.5
Some post-H.S.,945,27.5,25.4-29.6
College graduate,"1,509",23.2,21.7-24.6
Washington,,,
Less than H.S.,195,21.6,17.9-25.2
H.S. or G.E.D.,887,23.8,21.9-25.8
Some post-H.S.,"1,458",28.4,26.7-30.1
College graduate,"1,918",23.3,22.0-24.5
West Virginia,,,
Less than H.S.,270,50.4,45.2-55.7
H.S. or G.E.D.,"1,099",37.9,35.7-40.2
Some post-H.S.,767,36.7,34.1-39.2
College graduate,768,29.2,27.2-31.3
Wisconsin,,,
Less than H.S.,86,32.2,24.0-40.4
H.S. or G.E.D.,647,28.9,26.2-31.7
Some post-H.S.,685,30.6,27.8-33.3
College graduate,766,22.7,20.6-24.8
Wyoming,,,
Less than H.S.,42,20.6,12.8-28.4
H.S. or G.E.D.,393,21.2,18.3-24.2
Some post-H.S.,543,26.4,23.6-29.3
College graduate,572,25.9,23.2-28.6
Guam,,,
Less than H.S.,23,24.9,11.7-38.0
H.S. or G.E.D.,113,13.1,8.8-17.4
Some post-H.S.,82,15.8,9.6-21.8
College graduate,130,14.5,10.5-18.4
Puerto Rico,,,
Less than H.S.,199,33.8,28.7-38.8
H.S. or G.E.D.,237,22.1,18.7-25.6
Some post-H.S.,208,16.9,14.0-19.7
College graduate,241,12.9,10.9-14.9
Virgin Islands,,,
Less than H.S.,49,30.8,16.9-44.8
H.S. or G.E.D.,94,9.5,5.7-13.3
Some post-H.S.,51,11.5,6.4-16.7
College graduate,112,11.7,7.1-16.3
Virgin Islands,,,
Less than H.S.,65,27.7,15.2-40.2
H.S. or G.E.D.,131,26.7,14.8-38.6
Some post-H.S.,89,18.6,8.4-28.7
College graduate,152,18.5,12.1-24.9
