Location,n,Percentage,95% CI
Some post-H.S.,246,9.0,7.6-10.4
College graduate,246,8.1,6.9-9.4
Kansas,,,
Less than H.S.,44,12.5,8.0-17.1
H.S. or G.E.D.,238,9.2,7.7-10.7
Some post-H.S.,315,10.6,9.2-12.0
College graduate,335,9.1,8.0-10.3
Louisiana,,,
Less than H.S.,77,18.4,13.4-23.4
H.S. or G.E.D.,139,9.3,7.3-11.3
Some post-H.S.,138,10.4,8.0-12.7
College graduate,130,8.2,6.6-9.8
Maine,,,
Less than H.S.,60,14.1,9.6-18.7
H.S. or G.E.D.,411,13.6,11.9-15.4
Some post-H.S.,456,13.3,11.6-15.1
College graduate,618,11.4,10.1-12.6
Maryland,,,
Less than H.S.,91,8.0,5.6-10.5
H.S. or G.E.D.,432,12.2,10.3-14.1
Some post-H.S.,395,11.5,9.7-13.3
College graduate,806,10.0,9.0-11.0
Massachusetts,,,
Less than H.S.,63,13.3,8.6-18.0
H.S. or G.E.D.,213,12.5,10.3-14.6
Some post-H.S.,293,13.7,11.7-15.7
College graduate,548,10.0,8.9-11.1
Michigan,,,
Less than H.S.,46,10.0,6.6-13.4
H.S. or G.E.D.,268,11.1,9.5-12.8
Some post-H.S.,368,12.4,10.9-14.0
College graduate,425,9.7,8.6-10.8
Minnesota,,,
Less than H.S.,65,10.1,6.9-13.2
H.S. or G.E.D.,302,8.5,7.2-9.8
Some post-H.S.,477,11.7,10.0-13.5
College graduate,658,9.0,8.1-9.9
Mississippi,,,
Less than H.S.,36,9.1,5.7-12.6
H.S. or G.E.D.,93,7.1,5.4-8.8
Some post-H.S.,100,6.9,5.4-8.5
College graduate,94,6.1,4.6-7.5
Missouri,,,
Less than H.S.,70,14.3,9.8-18.8
H.S. or G.E.D.,228,9.0,7.4-10.5
Some post-H.S.,226,11.4,9.3-13.5
College graduate,205,7.8,6.4-9.3
Montana,,,
Less than H.S.,41,15.0,9.8-20.3
H.S. or G.E.D.,199,11.9,9.9-13.8
Some post-H.S.,229,12.1,10.1-14.0
College graduate,302,10.3,8.9-11.7
Nebraska,,,
Less than H.S.,81,8.0,5.8-10.3
H.S. or G.E.D.,295,7.6,6.5-8.8
Some post-H.S.,348,9.9,8.5-11.2
College graduate,358,7.8,6.7-8.9
Nevada,,,
Less than H.S.,5,*,
H.S. or G.E.D.,73,10.0,6.7-13.4
Some post-H.S.,97,9.8,7.2-12.5
College graduate,101,8.7,6.2-11.3
New Hampshire,,,
Less than H.S.,26,16.3,9.0-23.6
H.S. or G.E.D.,152,12.0,9.3-14.7
Some post-H.S.,182,11.9,9.7-14.0
College graduate,338,10.7,9.2-12.2
New Jersey,,,
Less than H.S.,43,9.1,5.9-12.4
H.S. or G.E.D.,183,9.5,7.7-11.3
Some post-H.S.,177,9.4,7.6-11.2
College graduate,360,7.4,6.4-8.3
New Mexico,,,
Less than H.S.,23,9.5,4.4-14.7
H.S. or G.E.D.,65,7.1,3.8-10.4
Some post-H.S.,107,11.8,8.4-15.3
College graduate,120,10.1,7.8-12.4
New York,,,
Less than H.S.,174,11.3,9.2-13.5
H.S. or G.E.D.,411,10.6,9.1-12.0
Some post-H.S.,459,10.8,9.4-12.2
College graduate,713,8.4,7.5-9.3
North Carolina,,,
Less than H.S.,48,10.7,6.7-14.8
H.S. or G.E.D.,90,10.2,7.0-13.3
Some post-H.S.,120,10.3,7.6-12.9
College graduate,179,9.4,7.7-11.1
North Dakota,,,
Less than H.S.,24,17.5,10.0-25.1
H.S. or G.E.D.,135,10.7,8.6-12.9
Some post-H.S.,180,10.1,8.4-11.7
College graduate,187,7.9,6.6-9.2
Ohio,,,
Less than H.S.,101,15.6,11.3-19.8
H.S. or G.E.D.,460,11.1,9.8-12.5
Some post-H.S.,402,10.6,9.3-12.0
College graduate,459,9.6,8.5-10.7
Oklahoma,,,
Less than H.S.,63,15.0,11.0-19.0
H.S. or G.E.D.,187,10.7,8.9-12.4
Some post-H.S.,254,12.1,10.5-13.8
College graduate,252,9.3,8.1-10.6
Oregon,,,
Less than H.S.,42,10.6,7.1-14.2
H.S. or G.E.D.,168,11.8,9.7-14.0
Some post-H.S.,274,14.1,12.1-16.2
College graduate,308,9.6,8.3-10.8
Rhode Island,,,
Less than H.S.,63,14.6,9.5-19.7
H.S. or G.E.D.,152,11.3,9.0-13.6
Some post-H.S.,169,12.0,9.4-14.5
College graduate,304,12.4,10.4-14.3
South Carolina,,,
Less than H.S.,89,14.3,10.3-18.3
H.S. or G.E.D.,240,10.4,8.5-12.4
Some post-H.S.,243,7.5,6.4-8.7
College graduate,275,6.2,5.2-7.2
South Dakota,,,
Less than H.S.,30,*,
H.S. or G.E.D.,161,11.6,7.6-15.7
Some post-H.S.,180,10.3,7.0-13.6
College graduate,183,6.9,4.6-9.2
Tennessee,,,
Less than H.S.,68,13.6,9.6-17.7
H.S. or G.E.D.,187,10.8,8.8-12.7
Some post-H.S.,176,11.8,9.6-14.0
College graduate,166,9.5,7.5-11.5
Texas,,,
Less than H.S.,111,8.3,5.8-10.9
H.S. or G.E.D.,203,8.5,6.3-10.7
Some post-H.S.,257,9.6,7.7-11.5
College graduate,353,7.0,5.8-8.2
Utah,,,
Less than H.S.,54,9.5,6.4-12.6
H.S. or G.E.D.,290,10.5,9.0-12.0
Some post-H.S.,377,13.0,11.3-14.6
College graduate,428,9.6,8.5-10.7
Vermont,,,
Less than H.S.,36,19.0,10.8-27.1
H.S. or G.E.D.,195,10.9,8.4-13.5
Some post-H.S.,197,10.8,8.9-12.6
College graduate,409,10.4,9.1-11.6
Virginia,,,
Less than H.S.,55,11.6,7.0-16.2
H.S. or G.E.D.,149,8.3,6.4-10.2
Some post-H.S.,238,12.8,10.7-14.9
College graduate,282,9.2,7.7-10.7
Washington,,,
Less than H.S.,124,8.9,7.0-10.9
H.S. or G.E.D.,583,10.7,9.6-11.8
Some post-H.S.,936,12.8,11.8-13.8
College graduate,"1,151",9.3,8.6-9.9
West Virginia,,,
Less than H.S.,64,21.0,15.5-26.5
H.S. or G.E.D.,173,13.3,11.1-15.5
Some post-H.S.,170,14.9,12.5-17.3
College graduate,151,9.9,8.2-11.6
Wisconsin,,,
Less than H.S.,76,11.5,8.2-14.9
H.S. or G.E.D.,356,10.6,9.1-12.0
Some post-H.S.,420,11.8,10.3-13.3
College graduate,488,10.1,8.9-11.3
Wyoming,,,
Less than H.S.,18,10.2,5.0-15.4
H.S. or G.E.D.,86,8.0,6.0-10.0
Some post-H.S.,158,11.6,9.4-13.8
College graduate,153,10.0,8.0-11.9
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,28,5.2,2.4-8.0
Some post-H.S.,21,*,
College graduate,30,5.8,3.1-8.5
Puerto Rico,,,
Less than H.S.,85,16.0,12.1-19.8
H.S. or G.E.D.,152,14.6,11.7-17.5
Some post-H.S.,174,13.0,10.3-15.7
College graduate,215,13.6,11.1-16.0
Virgin Islands,,,
Less than H.S.,9,*,
H.S. or G.E.D.,27,3.9,1.7-6.1
Some post-H.S.,31,*,
College graduate,41,9.5,4.0-14.9
Puerto Rico,,,
Less than H.S.,232,39.2,32.3-46.0
H.S. or G.E.D.,311,23.4,19.8-27.1
Some post-H.S.,269,18.5,15.7-21.3
College graduate,370,15.8,14.0-17.7
Virgin Islands,,,
Less than H.S.,65,27.7,15.2-40.2
H.S. or G.E.D.,131,26.7,14.8-38.6
Some post-H.S.,89,18.6,8.4-28.7
College graduate,152,18.5,12.1-24.9
