Location,n,Percentage,95% CI
Less than H.S.,16,3.8,1.7-6.0
H.S. or G.E.D.,73,2.9,2.1-3.8
Some post-H.S.,70,2.2,1.5-2.9
College graduate,49,2.0,1.2-2.9
Ohio,,,
Less than H.S.,114,9.1,6.4-11.9
H.S. or G.E.D.,308,4.2,3.5-5.0
Some post-H.S.,216,3.1,2.4-3.7
College graduate,163,2.4,1.8-2.9
Oklahoma,,,
Less than H.S.,40,6.0,3.8-8.2
H.S. or G.E.D.,102,4.0,3.1-5.0
Some post-H.S.,134,5.2,4.1-6.2
College graduate,84,2.9,2.2-3.7
Oregon,,,
Less than H.S.,21,3.8,2.0-5.6
H.S. or G.E.D.,57,2.7,1.9-3.5
Some post-H.S.,97,4.2,3.3-5.2
College graduate,68,2.2,1.6-2.8
Pennsylvania,,,
Less than H.S.,31,7.0,4.2-9.8
H.S. or G.E.D.,113,4.6,3.6-5.6
Some post-H.S.,57,3.1,2.0-4.1
College graduate,78,2.2,1.6-2.8
Rhode Island,,,
Less than H.S.,34,4.8,2.8-6.7
H.S. or G.E.D.,60,2.9,1.9-3.8
Some post-H.S.,50,2.1,1.4-2.8
College graduate,72,1.9,1.3-2.4
South Carolina,,,
Less than H.S.,71,9.5,6.6-12.4
H.S. or G.E.D.,133,4.7,3.7-5.7
Some post-H.S.,117,4.3,3.3-5.3
College graduate,87,2.0,1.4-2.5
South Dakota,,,
Less than H.S.,19,*,
H.S. or G.E.D.,93,3.0,1.9-4.1
Some post-H.S.,91,2.6,1.5-3.6
College graduate,70,1.8,1.0-2.6
Tennessee,,,
Less than H.S.,77,9.9,7.1-12.8
H.S. or G.E.D.,119,4.9,3.7-6.1
Some post-H.S.,98,3.4,2.6-4.3
College graduate,73,2.6,1.8-3.4
Texas,,,
Less than H.S.,93,5.2,3.5-7.0
H.S. or G.E.D.,194,3.9,2.9-4.9
Some post-H.S.,195,3.3,2.4-4.2
College graduate,165,2.4,1.6-3.2
Utah,,,
Less than H.S.,18,*,
H.S. or G.E.D.,88,2.2,1.7-2.8
Some post-H.S.,122,2.3,1.8-2.7
College graduate,117,1.7,1.4-2.1
Vermont,,,
Less than H.S.,22,8.0,3.8-12.1
H.S. or G.E.D.,84,3.3,2.4-4.1
Some post-H.S.,63,2.4,1.7-3.2
College graduate,104,2.1,1.5-2.7
Virginia,,,
Less than H.S.,75,7.3,5.3-9.4
H.S. or G.E.D.,125,4.1,3.2-5.0
Some post-H.S.,123,3.0,2.3-3.7
College graduate,123,1.7,1.4-2.1
Washington,,,
Less than H.S.,40,3.8,2.3-5.3
H.S. or G.E.D.,143,3.5,2.8-4.3
Some post-H.S.,183,3.0,2.4-3.6
College graduate,173,2.0,1.6-2.4
West Virginia,,,
Less than H.S.,62,10.2,7.3-13.1
H.S. or G.E.D.,140,5.7,4.6-6.9
Some post-H.S.,80,3.6,2.7-4.6
College graduate,61,2.5,1.8-3.3
Wisconsin,,,
Less than H.S.,15,*,
H.S. or G.E.D.,61,3.4,2.3-4.4
Some post-H.S.,55,2.7,1.8-3.5
College graduate,38,1.5,0.8-2.1
Wyoming,,,
Less than H.S.,17,4.7,2.0-7.5
H.S. or G.E.D.,54,3.1,1.9-4.3
Some post-H.S.,57,3.6,2.3-4.8
College graduate,53,2.6,1.6-3.6
Guam,,,
Less than H.S.,5,*,
H.S. or G.E.D.,32,2.1,1.2-3.0
Some post-H.S.,31,3.5,1.7-5.3
College graduate,17,1.9,0.8-2.9
Puerto Rico,,,
Less than H.S.,35,3.7,2.3-5.0
H.S. or G.E.D.,26,1.3,0.7-1.9
Some post-H.S.,37,2.2,1.4-3.0
College graduate,47,2.1,1.4-2.9
Puerto Rico,,,
Less than H.S.,45,*,
H.S. or G.E.D.,52,4.1,2.8-5.3
Some post-H.S.,45,3.5,1.6-5.3
College graduate,58,2.5,1.8-3.2
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
