Location,n,Percentage,95% CI
Some post-H.S.,547,20.8,18.9-22.8
College graduate,473,16.7,15.0-18.4
Kansas,,,
Less than H.S.,100,31.7,25.3-38.0
H.S. or G.E.D.,470,19.9,17.9-22.0
Some post-H.S.,669,23.6,21.6-25.6
College graduate,653,16.5,15.1-18.0
Louisiana,,,
Less than H.S.,141,29.4,23.9-34.9
H.S. or G.E.D.,366,22.7,20.1-25.3
Some post-H.S.,424,29.4,26.3-32.5
College graduate,426,23.4,20.9-25.9
Maine,,,
Less than H.S.,125,33.0,26.6-39.4
H.S. or G.E.D.,783,25.6,23.3-27.9
Some post-H.S.,861,27.9,25.7-30.2
College graduate,"1,122",22.6,20.9-24.2
Maryland,,,
Less than H.S.,165,15.3,12.0-18.6
H.S. or G.E.D.,755,18.6,16.4-20.7
Some post-H.S.,752,18.7,16.8-20.7
College graduate,"1,435",16.4,15.2-17.6
Massachusetts,,,
Less than H.S.,108,23.5,17.9-29.1
H.S. or G.E.D.,361,22.1,19.2-25.0
Some post-H.S.,552,26.2,23.5-28.9
College graduate,"1,090",20.1,18.6-21.6
Michigan,,,
Less than H.S.,106,29.2,23.3-35.1
H.S. or G.E.D.,610,23.8,21.6-26.0
Some post-H.S.,717,27.1,24.8-29.3
College graduate,879,19.7,18.2-21.3
Minnesota,,,
Less than H.S.,142,23.9,19.4-28.4
H.S. or G.E.D.,749,23.4,21.3-25.5
Some post-H.S.,"1,100",24.8,23.1-26.6
College graduate,"1,593",21.3,20.1-22.6
Mississippi,,,
Less than H.S.,59,17.6,12.6-22.6
H.S. or G.E.D.,183,15.8,13.2-18.4
Some post-H.S.,281,21.4,18.7-24.1
College graduate,230,16.2,13.7-18.6
Missouri,,,
Less than H.S.,142,30.5,24.8-36.3
H.S. or G.E.D.,494,22.4,19.9-24.9
Some post-H.S.,503,25.9,23.2-28.6
College graduate,479,18.6,16.6-20.6
Montana,,,
Less than H.S.,59,22.1,15.6-28.7
H.S. or G.E.D.,405,25.9,23.3-28.6
Some post-H.S.,502,28.5,25.9-31.1
College graduate,570,19.3,17.6-21.0
Nebraska,,,
Less than H.S.,128,14.8,11.5-18.0
H.S. or G.E.D.,584,18.4,16.5-20.3
Some post-H.S.,666,19.7,17.9-21.5
College graduate,713,16.6,15.1-18.0
Nevada,,,
Less than H.S.,23,23.0,12.4-33.7
H.S. or G.E.D.,130,21.5,15.4-27.5
Some post-H.S.,180,22.8,18.4-27.2
College graduate,174,15.8,12.7-18.9
New Hampshire,,,
Less than H.S.,55,37.0,27.8-46.3
H.S. or G.E.D.,332,20.9,17.8-23.9
Some post-H.S.,333,24.0,20.7-27.3
College graduate,596,18.7,16.8-20.6
New Jersey,,,
Less than H.S.,63,12.5,8.9-16.1
H.S. or G.E.D.,277,13.5,11.5-15.6
Some post-H.S.,298,16.3,13.8-18.8
College graduate,645,13.0,11.7-14.3
New Mexico,,,
Less than H.S.,62,23.6,16.0-31.1
H.S. or G.E.D.,181,22.8,18.2-27.3
Some post-H.S.,206,26.1,21.6-30.6
College graduate,233,19.4,16.2-22.6
New York,,,
Less than H.S.,227,14.8,12.3-17.3
H.S. or G.E.D.,607,16.0,14.2-17.8
Some post-H.S.,732,19.2,17.3-21.2
College graduate,"1,346",15.4,14.3-16.5
North Carolina,,,
Less than H.S.,61,20.1,13.6-26.5
H.S. or G.E.D.,207,24.7,20.7-28.6
Some post-H.S.,299,25.2,21.8-28.5
College graduate,361,20.6,18.1-23.1
North Dakota,,,
Less than H.S.,40,35.5,26.1-44.8
H.S. or G.E.D.,263,21.4,18.6-24.2
Some post-H.S.,374,24.3,21.8-26.8
College graduate,371,17.0,15.1-18.8
Ohio,,,
Less than H.S.,220,34.4,29.0-39.7
H.S. or G.E.D.,985,24.7,22.8-26.7
Some post-H.S.,917,26.8,24.7-28.9
College graduate,998,20.4,18.8-21.9
Oklahoma,,,
Less than H.S.,110,29.7,24.4-35.0
H.S. or G.E.D.,393,22.4,20.1-24.6
Some post-H.S.,579,29.8,27.5-32.1
College graduate,512,20.2,18.3-22.0
Oregon,,,
Less than H.S.,85,24.0,18.1-29.8
H.S. or G.E.D.,335,24.9,21.9-27.9
Some post-H.S.,512,29.2,26.5-32.0
College graduate,678,23.5,21.6-25.5
Rhode Island,,,
Less than H.S.,88,21.8,15.6-28.0
H.S. or G.E.D.,293,23.4,20.2-26.7
Some post-H.S.,289,21.4,18.1-24.8
College graduate,539,20.5,18.4-22.7
South Carolina,,,
Less than H.S.,154,24.7,20.3-29.1
H.S. or G.E.D.,505,21.1,18.7-23.4
Some post-H.S.,595,24.9,22.6-27.2
College graduate,704,17.9,16.4-19.5
South Dakota,,,
Less than H.S.,71,31.6,19.0-44.2
H.S. or G.E.D.,254,23.5,18.1-28.9
Some post-H.S.,359,24.7,19.9-29.4
College graduate,391,18.2,14.4-22.0
Tennessee,,,
Less than H.S.,136,34.3,27.9-40.8
H.S. or G.E.D.,476,27.5,24.7-30.4
Some post-H.S.,452,29.3,26.3-32.4
College graduate,456,21.9,19.5-24.2
Texas,,,
Less than H.S.,206,19.5,14.7-24.3
H.S. or G.E.D.,470,20.7,17.8-23.5
Some post-H.S.,594,21.1,18.4-23.7
College graduate,744,17.6,15.5-19.6
Utah,,,
Less than H.S.,133,24.8,20.2-29.5
H.S. or G.E.D.,711,27.2,25.0-29.4
Some post-H.S.,856,28.4,26.2-30.5
College graduate,995,22.8,21.2-24.4
Vermont,,,
Less than H.S.,53,27.1,18.9-35.2
H.S. or G.E.D.,395,26.2,22.9-29.6
Some post-H.S.,419,26.9,24.0-29.9
College graduate,960,24.6,22.8-26.3
Virginia,,,
Less than H.S.,93,20.6,15.2-26.0
H.S. or G.E.D.,309,21.0,17.9-24.1
Some post-H.S.,406,23.4,20.5-26.2
College graduate,597,17.8,16.0-19.7
Washington,,,
Less than H.S.,280,22.3,19.4-25.2
H.S. or G.E.D.,"1,205",23.1,21.6-24.5
Some post-H.S.,"1,923",27.5,26.1-28.8
College graduate,"2,755",21.6,20.7-22.5
West Virginia,,,
Less than H.S.,109,41.0,34.2-47.9
H.S. or G.E.D.,409,31.0,28.1-33.8
Some post-H.S.,379,33.8,30.6-37.0
College graduate,337,22.7,20.3-25.1
Wisconsin,,,
Less than H.S.,131,19.0,14.8-23.2
H.S. or G.E.D.,666,23.2,21.1-25.4
Some post-H.S.,866,25.0,23.0-26.9
College graduate,908,20.4,18.8-22.0
Wyoming,,,
Less than H.S.,38,27.9,19.7-36.0
H.S. or G.E.D.,195,19.6,16.6-22.7
Some post-H.S.,294,23.0,20.2-25.9
College graduate,285,18.3,15.9-20.7
Guam,,,
Less than H.S.,18,25.7,12.5-38.9
H.S. or G.E.D.,68,13.7,9.0-18.5
Some post-H.S.,65,16.8,11.1-22.6
College graduate,67,11.1,7.5-14.6
Puerto Rico,,,
Less than H.S.,101,20.9,15.5-26.3
H.S. or G.E.D.,200,16.8,14.1-19.5
Some post-H.S.,229,18.5,15.5-21.4
College graduate,262,13.8,11.9-15.8
Virgin Islands,,,
Less than H.S.,19,*,
H.S. or G.E.D.,39,6.5,3.4-9.7
Some post-H.S.,45,10.1,5.7-14.5
College graduate,64,12.1,6.4-17.8
Puerto Rico,,,
Less than H.S.,25,3.7,1.8-5.5
H.S. or G.E.D.,31,2.0,1.1-2.8
Some post-H.S.,34,1.7,1.0-2.3
College graduate,33,1.2,0.7-1.7
Virgin Islands,,,
Less than H.S.,12,*,
H.S. or G.E.D.,24,*,
Some post-H.S.,11,*,
College graduate,13,*,
