Location,n,Percentage,95% CI
Less than H.S.,75,6.8,4.6-9.0
H.S. or G.E.D.,252,4.1,3.4-4.8
Some post-H.S.,159,3.0,2.4-3.6
College graduate,208,2.2,1.8-2.6
Massachusetts,,,
Less than H.S.,24,7.0,3.4-10.7
H.S. or G.E.D.,77,4.0,2.9-5.1
Some post-H.S.,89,4.4,3.2-5.6
College graduate,91,1.9,1.4-2.4
Michigan,,,
Less than H.S.,39,10.8,6.9-14.7
H.S. or G.E.D.,130,5.9,4.7-7.1
Some post-H.S.,117,4.6,3.6-5.5
College graduate,110,2.8,2.2-3.4
Minnesota,,,
Less than H.S.,41,6.2,4.0-8.5
H.S. or G.E.D.,214,4.2,3.6-4.9
Some post-H.S.,225,3.7,3.2-4.3
College graduate,220,2.6,2.2-3.0
Mississippi,,,
Less than H.S.,89,10.7,8.0-13.5
H.S. or G.E.D.,153,5.7,4.6-6.8
Some post-H.S.,123,4.4,3.4-5.4
College graduate,90,3.3,2.5-4.2
Missouri,,,
Less than H.S.,56,6.6,4.2-9.0
H.S. or G.E.D.,225,6.1,5.1-7.2
Some post-H.S.,155,3.8,3.0-4.6
College graduate,123,2.5,2.0-3.1
Montana,,,
Less than H.S.,30,7.6,4.4-10.8
H.S. or G.E.D.,109,5.0,3.9-6.1
Some post-H.S.,116,4.3,3.4-5.2
College graduate,105,2.9,2.3-3.6
Nebraska,,,
Less than H.S.,62,4.7,3.2-6.2
H.S. or G.E.D.,314,5.3,4.4-6.1
Some post-H.S.,186,2.9,2.3-3.5
College graduate,166,2.2,1.8-2.7
Nevada,,,
Less than H.S.,16,7.5,3.2-11.8
H.S. or G.E.D.,47,4.3,2.6-6.0
Some post-H.S.,52,5.7,3.7-7.6
College graduate,48,3.6,2.2-4.9
New Hampshire,,,
Less than H.S.,33,10.1,6.0-14.2
H.S. or G.E.D.,101,4.2,3.1-5.3
Some post-H.S.,113,3.9,3.0-4.8
College graduate,104,2.4,1.8-3.0
New Jersey,,,
Less than H.S.,51,7.8,5.1-10.5
H.S. or G.E.D.,144,4.4,3.4-5.2
Some post-H.S.,142,4.0,3.2-4.9
College graduate,155,2.3,1.8-2.8
New Mexico,,,
Less than H.S.,60,6.1,3.5-8.7
H.S. or G.E.D.,123,4.4,3.1-5.6
Some post-H.S.,98,3.3,2.2-4.4
College graduate,119,3.5,2.6-4.5
New York,,,
Less than H.S.,83,6.3,4.5-8.2
H.S. or G.E.D.,235,4.7,3.8-5.6
Some post-H.S.,192,3.6,2.9-4.4
College graduate,209,2.4,1.9-2.8
North Carolina,,,
Less than H.S.,46,7.9,5.0-10.8
H.S. or G.E.D.,99,5.6,4.3-7.0
Some post-H.S.,99,4.6,3.5-5.6
College graduate,56,1.8,1.3-2.4
North Dakota,,,
Less than H.S.,32,9.8,5.4-14.2
H.S. or G.E.D.,86,4.5,3.4-5.7
Some post-H.S.,91,3.7,2.7-4.8
College graduate,72,2.4,1.7-3.2
Ohio,,,
Less than H.S.,122,9.8,7.3-12.3
H.S. or G.E.D.,399,5.4,4.6-6.1
Some post-H.S.,260,4.5,3.8-5.2
College graduate,179,2.7,2.2-3.2
Oklahoma,,,
Less than H.S.,56,12.3,8.6-16.1
H.S. or G.E.D.,93,4.8,3.7-6.0
Some post-H.S.,106,4.8,3.8-5.9
College graduate,80,3.7,2.7-4.6
Oregon,,,
Less than H.S.,18,4.1,2.1-6.0
H.S. or G.E.D.,62,4.2,3.0-5.4
Some post-H.S.,98,4.6,3.5-5.6
College graduate,64,2.3,1.7-3.0
Pennsylvania,,,
Less than H.S.,24,*,
H.S. or G.E.D.,103,6.6,5.0-8.1
Some post-H.S.,71,4.8,3.3-6.2
College graduate,90,3.2,2.3-4.0
Rhode Island,,,
Less than H.S.,44,8.6,5.6-11.6
H.S. or G.E.D.,82,4.9,3.5-6.3
Some post-H.S.,68,3.6,2.5-4.7
College graduate,84,2.8,2.0-3.7
South Carolina,,,
Less than H.S.,43,10.2,6.5-13.9
H.S. or G.E.D.,78,5.6,4.2-7.1
Some post-H.S.,72,5.3,3.7-6.8
College graduate,66,3.2,2.2-4.1
South Dakota,,,
Less than H.S.,21,*,
H.S. or G.E.D.,128,4.4,2.8-6.0
Some post-H.S.,140,5.1,3.3-6.9
College graduate,117,3.0,1.8-4.1
Tennessee,,,
Less than H.S.,47,8.0,5.2-10.7
H.S. or G.E.D.,116,6.0,4.6-7.4
Some post-H.S.,82,5.4,3.9-6.9
College graduate,65,2.8,1.9-3.7
Texas,,,
Less than H.S.,110,4.4,2.7-6.0
H.S. or G.E.D.,188,3.6,2.5-4.6
Some post-H.S.,171,4.8,3.2-6.5
College graduate,147,2.0,1.4-2.6
Utah,,,
Less than H.S.,25,3.2,1.6-4.8
H.S. or G.E.D.,117,2.7,2.1-3.4
Some post-H.S.,180,3.4,2.7-4.0
College graduate,170,2.8,2.2-3.3
Vermont,,,
Less than H.S.,32,13.0,7.4-18.6
H.S. or G.E.D.,128,4.8,3.7-5.8
Some post-H.S.,89,3.8,2.7-4.8
College graduate,95,2.4,1.7-3.0
Virginia,,,
Less than H.S.,52,5.1,3.4-6.9
H.S. or G.E.D.,169,4.8,3.9-5.8
Some post-H.S.,139,4.0,3.0-4.9
College graduate,134,2.0,1.6-2.5
Washington,,,
Less than H.S.,59,5.6,3.7-7.5
H.S. or G.E.D.,176,3.9,3.2-4.7
Some post-H.S.,208,3.6,3.0-4.3
College graduate,201,2.2,1.8-2.6
West Virginia,,,
Less than H.S.,74,10.6,7.8-13.3
H.S. or G.E.D.,228,8.4,7.2-9.6
Some post-H.S.,158,7.8,6.5-9.2
College graduate,88,3.6,2.7-4.4
Wisconsin,,,
Less than H.S.,22,8.3,3.5-13.1
H.S. or G.E.D.,83,3.9,2.9-4.9
Some post-H.S.,70,3.0,2.1-4.0
College graduate,61,1.9,1.2-2.6
Wyoming,,,
Less than H.S.,23,10.2,5.2-15.3
H.S. or G.E.D.,104,4.9,3.6-6.2
Some post-H.S.,100,4.0,2.8-5.2
College graduate,76,3.2,2.2-4.2
Guam,,,
Less than H.S.,11,*,
H.S. or G.E.D.,34,4.2,2.2-6.2
Some post-H.S.,26,2.7,1.3-4.1
College graduate,30,2.1,1.1-3.1
Puerto Rico,,,
Less than H.S.,45,*,
H.S. or G.E.D.,52,4.1,2.8-5.3
Some post-H.S.,45,3.5,1.6-5.3
College graduate,58,2.5,1.8-3.2
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
