Location,n,Percentage,95% CI
Less than H.S.,101,12.2,8.9-15.6
H.S. or G.E.D.,234,6.7,5.4-7.9
Some post-H.S.,167,5.3,4.0-6.7
College graduate,135,3.6,2.7-4.5
Louisiana,,,
Less than H.S.,45,6.5,4.3-8.6
H.S. or G.E.D.,100,4.6,3.5-5.6
Some post-H.S.,72,4.7,3.4-5.9
College graduate,57,2.7,1.9-3.4
Maine,,,
Less than H.S.,82,11.3,7.6-15.1
H.S. or G.E.D.,329,7.3,6.1-8.5
Some post-H.S.,240,5.0,4.1-5.9
College graduate,209,3.2,2.5-3.9
Maryland,,,
Less than H.S.,119,6.4,4.7-8.1
H.S. or G.E.D.,321,3.9,3.3-4.6
Some post-H.S.,235,3.7,3.0-4.4
College graduate,321,2.3,1.9-2.7
Massachusetts,,,
Less than H.S.,55,12.0,8.2-15.9
H.S. or G.E.D.,105,5.6,4.3-6.9
Some post-H.S.,95,3.3,2.5-4.0
College graduate,112,2.0,1.6-2.5
Michigan,,,
Less than H.S.,57,9.8,6.8-12.9
H.S. or G.E.D.,195,4.9,4.0-5.7
Some post-H.S.,187,3.8,3.1-4.5
College graduate,167,2.9,2.3-3.4
Minnesota,,,
Less than H.S.,48,5.4,3.7-7.2
H.S. or G.E.D.,228,5.0,4.3-5.7
Some post-H.S.,241,3.6,3.1-4.1
College graduate,231,2.5,2.1-2.9
Mississippi,,,
Less than H.S.,76,10.3,7.4-13.2
H.S. or G.E.D.,117,6.0,4.6-7.3
Some post-H.S.,87,4.3,3.2-5.4
College graduate,65,2.8,2.0-3.6
Missouri,,,
Less than H.S.,71,9.4,6.5-12.2
H.S. or G.E.D.,215,6.6,5.4-7.8
Some post-H.S.,135,4.6,3.5-5.7
College graduate,109,2.4,1.8-3.0
Montana,,,
Less than H.S.,39,10.2,6.5-13.9
H.S. or G.E.D.,137,4.8,3.8-5.7
Some post-H.S.,129,4.8,3.8-5.7
College graduate,97,3.1,2.4-3.8
Nebraska,,,
Less than H.S.,77,6.2,4.4-8.1
H.S. or G.E.D.,345,5.3,4.5-6.0
Some post-H.S.,263,3.5,2.9-4.1
College graduate,194,2.4,2.0-2.9
Nevada,,,
Less than H.S.,15,3.9,1.6-6.1
H.S. or G.E.D.,39,6.1,3.2-9.1
Some post-H.S.,51,4.7,2.9-6.4
College graduate,44,4.3,2.6-6.0
New Hampshire,,,
Less than H.S.,30,8.8,4.8-12.8
H.S. or G.E.D.,103,4.3,3.3-5.4
Some post-H.S.,90,3.5,2.6-4.3
College graduate,96,2.4,1.8-3.0
New Mexico,,,
Less than H.S.,60,7.7,5.3-10.1
H.S. or G.E.D.,84,3.9,2.7-5.0
Some post-H.S.,92,3.3,2.3-4.3
College graduate,102,3.1,2.3-3.9
New York,,,
Less than H.S.,116,8.5,6.4-10.7
H.S. or G.E.D.,238,4.5,3.7-5.4
Some post-H.S.,188,3.2,2.5-3.8
College graduate,211,2.2,1.7-2.7
North Carolina,,,
Less than H.S.,37,7.4,4.8-10.1
H.S. or G.E.D.,61,4.3,3.1-5.5
Some post-H.S.,75,4.4,3.3-5.5
College graduate,58,3.0,2.1-3.9
North Dakota,,,
Less than H.S.,37,8.3,5.0-11.6
H.S. or G.E.D.,110,4.9,3.7-6.1
Some post-H.S.,126,4.1,3.2-5.1
College graduate,81,2.4,1.8-3.1
Ohio,,,
Less than H.S.,144,10.7,8.1-13.4
H.S. or G.E.D.,420,5.7,4.7-6.6
Some post-H.S.,291,5.3,4.4-6.2
College graduate,209,2.8,2.2-3.4
Oklahoma,,,
Less than H.S.,59,8.1,5.8-10.5
H.S. or G.E.D.,124,4.8,3.8-5.8
Some post-H.S.,160,5.7,4.7-6.7
College graduate,90,2.9,2.2-3.6
Oregon,,,
Less than H.S.,29,6.2,3.7-8.7
H.S. or G.E.D.,70,4.4,3.0-5.7
Some post-H.S.,110,4.6,3.6-5.7
College graduate,81,2.6,1.9-3.2
Pennsylvania,,,
Less than H.S.,30,6.7,4.0-9.5
H.S. or G.E.D.,121,5.4,4.2-6.5
Some post-H.S.,85,4.6,3.4-5.7
College graduate,96,2.6,2.0-3.2
Rhode Island,,,
Less than H.S.,48,7.1,4.5-9.7
H.S. or G.E.D.,95,3.9,2.9-4.9
Some post-H.S.,97,3.7,2.7-4.7
College graduate,111,2.6,2.0-3.2
South Carolina,,,
Less than H.S.,85,9.6,6.9-12.2
H.S. or G.E.D.,153,5.7,4.5-6.8
Some post-H.S.,127,4.5,3.5-5.5
College graduate,115,2.9,2.3-3.5
South Dakota,,,
Less than H.S.,39,*,
H.S. or G.E.D.,139,6.0,3.6-8.3
Some post-H.S.,118,3.8,2.4-5.2
College graduate,113,3.5,2.3-4.7
Tennessee,,,
Less than H.S.,89,10.9,8.0-13.7
H.S. or G.E.D.,167,5.8,4.7-7.0
Some post-H.S.,103,4.3,3.2-5.4
College graduate,74,2.8,2.0-3.6
Texas,,,
Less than H.S.,104,6.3,4.3-8.3
H.S. or G.E.D.,209,3.8,2.8-4.8
Some post-H.S.,204,4.1,3.0-5.2
College graduate,197,2.7,1.9-3.4
Utah,,,
Less than H.S.,31,4.0,2.3-5.8
H.S. or G.E.D.,129,2.9,2.2-3.5
Some post-H.S.,142,2.5,2.0-3.0
College graduate,168,2.6,2.1-3.0
Vermont,,,
Less than H.S.,38,15.4,10.0-20.9
H.S. or G.E.D.,128,5.1,4.0-6.3
Some post-H.S.,94,4.0,2.8-5.2
College graduate,113,2.7,2.0-3.4
Virginia,,,
Less than H.S.,81,8.2,6.0-10.5
H.S. or G.E.D.,162,5.2,4.2-6.3
Some post-H.S.,144,3.3,2.6-4.0
College graduate,173,2.6,2.1-3.1
Washington,,,
Less than H.S.,57,5.2,3.4-7.0
H.S. or G.E.D.,160,3.7,2.9-4.4
Some post-H.S.,223,4.1,3.3-4.8
College graduate,215,2.7,2.2-3.1
West Virginia,,,
Less than H.S.,106,18.1,14.3-21.9
H.S. or G.E.D.,226,8.6,7.3-9.9
Some post-H.S.,123,5.9,4.6-7.1
College graduate,88,4.4,3.3-5.5
Wisconsin,,,
Less than H.S.,21,6.1,2.9-9.3
H.S. or G.E.D.,90,4.0,3.0-5.0
Some post-H.S.,94,4.2,3.2-5.2
College graduate,48,1.6,1.0-2.1
Wyoming,,,
Less than H.S.,19,5.9,2.5-9.2
H.S. or G.E.D.,83,3.9,2.7-5.0
Some post-H.S.,106,4.3,3.1-5.4
College graduate,86,3.9,2.7-5.0
Guam,,,
Less than H.S.,10,*,
H.S. or G.E.D.,44,3.7,2.2-5.2
Some post-H.S.,26,2.5,1.1-3.9
College graduate,35,2.7,1.5-3.8
Puerto Rico,,,
Less than H.S.,83,8.0,6.1-9.9
H.S. or G.E.D.,87,4.8,3.6-6.1
Some post-H.S.,68,4.4,2.9-5.8
College graduate,58,2.7,1.9-3.5
Puerto Rico,,,
Less than H.S.,45,*,
H.S. or G.E.D.,52,4.1,2.8-5.3
Some post-H.S.,45,3.5,1.6-5.3
College graduate,58,2.5,1.8-3.2
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
