Location,n,Percentage,95% CI
College graduate,243,10.3,8.8-11.8
Maine,,,
Less than H.S.,89,17.4,12.8-22.1
H.S. or G.E.D.,561,12.3,11.0-13.6
Some post-H.S.,549,12.9,11.5-14.3
College graduate,542,7.8,6.9-8.7
Maryland,,,
Less than H.S.,178,15.6,12.3-18.8
H.S. or G.E.D.,806,14.4,12.7-16.1
Some post-H.S.,641,12.7,11.1-14.2
College graduate,969,9.7,8.7-10.6
Massachusetts,,,
Less than H.S.,75,16.5,11.2-21.8
H.S. or G.E.D.,234,11.8,9.6-14.0
Some post-H.S.,251,10.5,8.6-12.4
College graduate,408,6.7,5.8-7.6
Michigan,,,
Less than H.S.,68,17.3,12.6-22.1
H.S. or G.E.D.,406,13.0,11.4-14.7
Some post-H.S.,436,12.8,11.3-14.2
College graduate,506,9.7,8.7-10.8
Minnesota,,,
Less than H.S.,103,14.0,10.7-17.3
H.S. or G.E.D.,518,11.2,9.7-12.7
Some post-H.S.,622,12.0,10.3-13.6
College graduate,712,7.9,7.0-8.8
Mississippi,,,
Less than H.S.,71,20.6,14.3-26.9
H.S. or G.E.D.,209,18.4,15.5-21.4
Some post-H.S.,218,16.5,13.8-19.2
College graduate,180,13.0,10.6-15.3
Missouri,,,
Less than H.S.,106,21.4,16.2-26.7
H.S. or G.E.D.,349,11.7,10.1-13.4
Some post-H.S.,316,13.0,11.2-14.7
College graduate,291,9.5,8.1-10.9
Montana,,,
Less than H.S.,56,11.5,7.7-15.3
H.S. or G.E.D.,238,9.5,8.1-11.0
Some post-H.S.,285,10.9,9.3-12.6
College graduate,301,7.3,6.3-8.4
Nebraska,,,
Less than H.S.,144,13.7,10.8-16.6
H.S. or G.E.D.,513,10.5,9.4-11.7
Some post-H.S.,520,11.5,10.2-12.8
College graduate,485,8.7,7.6-9.7
Nevada,,,
Less than H.S.,20,18.3,8.5-28.1
H.S. or G.E.D.,86,10.3,7.0-13.7
Some post-H.S.,117,13.3,9.8-16.9
College graduate,99,8.6,6.2-10.9
New Hampshire,,,
Less than H.S.,60,26.7,18.9-34.4
H.S. or G.E.D.,286,11.4,9.6-13.2
Some post-H.S.,221,8.7,7.2-10.2
College graduate,311,6.2,5.3-7.2
New Jersey,,,
Less than H.S.,82,14.0,10.2-17.8
H.S. or G.E.D.,298,12.9,11.0-14.8
Some post-H.S.,259,10.2,8.6-11.9
College graduate,457,8.1,7.0-9.1
New Mexico,,,
Less than H.S.,80,22.3,16.1-28.5
H.S. or G.E.D.,128,12.2,8.6-15.8
Some post-H.S.,128,10.7,7.6-13.7
College graduate,155,10.2,7.8-12.5
New York,,,
Less than H.S.,289,18.1,15.3-20.9
H.S. or G.E.D.,530,11.6,10.2-13.1
Some post-H.S.,500,10.0,8.8-11.3
College graduate,700,7.7,6.7-8.7
North Carolina,,,
Less than H.S.,69,20.2,13.8-26.6
H.S. or G.E.D.,133,11.1,8.5-13.6
Some post-H.S.,205,14.7,12.1-17.4
College graduate,166,8.2,6.6-9.8
North Dakota,,,
Less than H.S.,23,9.1,5.0-13.3
H.S. or G.E.D.,219,9.7,8.2-11.3
Some post-H.S.,244,11.0,9.4-12.5
College graduate,238,7.6,6.5-8.7
Ohio,,,
Less than H.S.,141,15.4,11.9-18.8
H.S. or G.E.D.,796,14.2,12.9-15.6
Some post-H.S.,650,14.6,13.1-16.0
College graduate,647,9.6,8.7-10.6
Oklahoma,,,
Less than H.S.,68,14.6,11.0-18.3
H.S. or G.E.D.,261,11.6,10.1-13.2
Some post-H.S.,320,13.0,11.5-14.6
College graduate,345,11.5,10.2-12.9
Oregon,,,
Less than H.S.,55,16.0,11.1-20.9
H.S. or G.E.D.,178,10.8,8.7-12.9
Some post-H.S.,257,12.2,10.2-14.1
College graduate,268,7.9,6.7-9.1
Rhode Island,,,
Less than H.S.,102,17.4,12.7-22.1
H.S. or G.E.D.,198,13.1,10.7-15.5
Some post-H.S.,222,12.8,10.6-15.0
College graduate,240,7.8,6.4-9.2
South Carolina,,,
Less than H.S.,176,22.0,18.0-25.9
H.S. or G.E.D.,581,16.6,14.9-18.3
Some post-H.S.,485,14.6,13.0-16.3
College graduate,539,10.4,9.3-11.6
South Dakota,,,
Less than H.S.,56,6.5,2.7-10.4
H.S. or G.E.D.,261,16.0,11.3-20.6
Some post-H.S.,285,11.4,8.1-14.6
College graduate,312,9.3,6.9-11.7
Tennessee,,,
Less than H.S.,101,21.2,16.0-26.4
H.S. or G.E.D.,328,14.6,12.5-16.6
Some post-H.S.,261,14.8,12.5-17.1
College graduate,258,11.1,9.4-12.9
Texas,,,
Less than H.S.,289,21.1,17.4-24.8
H.S. or G.E.D.,350,11.4,8.9-13.9
Some post-H.S.,432,13.5,11.2-15.7
College graduate,448,8.5,6.8-10.1
Utah,,,
Less than H.S.,102,15.7,11.9-19.5
H.S. or G.E.D.,305,7.5,6.4-8.6
Some post-H.S.,348,7.8,6.7-8.9
College graduate,410,6.2,5.4-7.0
Vermont,,,
Less than H.S.,44,21.5,12.1-30.8
H.S. or G.E.D.,216,10.4,8.5-12.3
Some post-H.S.,215,11.1,9.1-13.1
College graduate,272,5.3,4.5-6.2
Virginia,,,
Less than H.S.,104,19.0,14.1-24.0
H.S. or G.E.D.,328,13.8,11.6-16.1
Some post-H.S.,350,13.0,11.2-14.8
College graduate,372,7.8,6.5-9.1
Washington,,,
Less than H.S.,206,13.0,10.8-15.1
H.S. or G.E.D.,711,9.7,8.8-10.7
Some post-H.S.,984,11.4,10.5-12.3
College graduate,"1,029",7.0,6.4-7.6
West Virginia,,,
Less than H.S.,83,25.9,20.3-31.5
H.S. or G.E.D.,345,20.5,18.2-22.7
Some post-H.S.,227,16.5,14.2-18.7
College graduate,230,11.8,10.2-13.4
Wisconsin,,,
Less than H.S.,115,13.7,10.6-16.7
H.S. or G.E.D.,573,11.4,10.2-12.6
Some post-H.S.,639,12.5,11.3-13.7
College graduate,630,9.0,8.1-9.9
Wyoming,,,
Less than H.S.,33,15.5,9.8-21.3
H.S. or G.E.D.,176,11.0,9.1-12.9
Some post-H.S.,235,12.2,10.3-14.1
College graduate,195,7.3,6.1-8.5
Guam,,,
Less than H.S.,17,20.6,9.0-32.1
H.S. or G.E.D.,112,18.0,12.9-23.1
Some post-H.S.,82,14.8,10.2-19.3
College graduate,87,13.2,9.6-16.9
Puerto Rico,,,
Less than H.S.,175,38.2,32.0-44.4
H.S. or G.E.D.,234,17.3,14.6-20.0
Some post-H.S.,206,16.0,12.9-19.2
College graduate,237,12.9,10.8-14.9
Virgin Islands,,,
Less than H.S.,75,22.2,15.2-29.3
H.S. or G.E.D.,145,16.9,12.7-21.0
Some post-H.S.,57,10.6,4.4-16.8
College graduate,92,13.6,9.4-17.7
Puerto Rico,,,
Less than H.S.,111,18.9,14.4-23.5
H.S. or G.E.D.,215,15.7,12.8-18.6
Some post-H.S.,213,15.9,13.4-18.4
College graduate,245,12.1,10.4-13.9
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,34,*,
College graduate,41,9.2,4.1-14.3
