Location,n,Percentage,95% CI
College graduate,549,6.7,5.9-7.4
West Virginia,,,
Less than H.S.,136,24.5,20.2-28.7
H.S. or G.E.D.,505,17.4,15.7-19.0
Some post-H.S.,301,13.3,11.6-14.9
College graduate,302,11.2,9.9-12.6
Wisconsin,,,
Less than H.S.,31,12.2,6.8-17.7
H.S. or G.E.D.,234,9.7,7.9-11.4
Some post-H.S.,237,10.8,8.9-12.7
College graduate,195,5.8,4.6-6.9
Wyoming,,,
Less than H.S.,24,10.3,4.7-15.8
H.S. or G.E.D.,160,9.6,7.5-11.6
Some post-H.S.,177,8.4,6.7-10.1
College graduate,183,7.9,6.4-9.5
Guam,,,
Less than H.S.,17,*,
H.S. or G.E.D.,98,9.5,6.6-12.4
Some post-H.S.,63,10.8,5.0-16.5
College graduate,72,5.8,3.8-7.8
Puerto Rico,,,
Less than H.S.,158,26.5,22.0-31.0
H.S. or G.E.D.,201,18.8,15.6-21.9
Some post-H.S.,153,10.9,8.7-13.1
College graduate,209,11.2,9.3-13.1
Virgin Islands,,,
Less than H.S.,55,31.6,13.9-49.2
H.S. or G.E.D.,79,10.2,4.6-15.8
Some post-H.S.,24,*,
College graduate,44,6.4,2.7-10.1
Virgin Islands,,,
Less than H.S.,65,30.9,17.8-44.0
H.S. or G.E.D.,86,14.9,8.0-21.8
Some post-H.S.,57,*,
College graduate,49,*,
