Location,n,Percentage,95% CI
Some post-H.S.,515,28.3,25.7-31.0
College graduate,781,23.6,21.8-25.4
Rhode Island,,,
Less than H.S.,171,27.9,22.5-33.4
H.S. or G.E.D.,599,27.1,24.3-29.9
Some post-H.S.,608,29.8,26.8-32.7
College graduate,862,23.2,21.2-25.2
South Carolina,,,
Less than H.S.,317,37.5,32.6-42.5
H.S. or G.E.D.,778,29.4,27.0-31.9
Some post-H.S.,730,27.4,25.1-29.7
College graduate,801,23.2,21.2-25.1
South Dakota,,,
Less than H.S.,132,31.6,21.4-41.8
H.S. or G.E.D.,687,28.6,24.6-32.7
Some post-H.S.,709,26.1,22.7-29.5
College graduate,702,23.6,20.4-26.8
Tennessee,,,
Less than H.S.,313,44.3,38.8-49.8
H.S. or G.E.D.,817,32.7,30.0-35.4
Some post-H.S.,625,28.9,26.1-31.6
College graduate,579,22.7,20.4-25.0
Texas,,,
Less than H.S.,454,20.2,16.7-23.7
H.S. or G.E.D.,930,19.7,17.3-22.1
Some post-H.S.,"1,127",24.3,21.9-26.7
College graduate,"1,200",18.0,16.2-19.9
Utah,,,
Less than H.S.,137,20.0,16.1-23.9
H.S. or G.E.D.,832,22.1,20.4-23.9
Some post-H.S.,"1,255",25.1,23.5-26.6
College graduate,"1,336",22.3,21.0-23.6
Vermont,,,
Less than H.S.,117,42.5,34.5-50.6
H.S. or G.E.D.,639,27.5,24.7-30.2
Some post-H.S.,563,27.3,24.3-30.3
College graduate,953,23.1,21.2-24.9
Virginia,,,
Less than H.S.,313,35.9,31.3-40.5
H.S. or G.E.D.,822,25.7,23.6-27.9
Some post-H.S.,961,28.0,25.9-30.1
College graduate,"1,248",22.0,20.4-23.6
Washington,,,
Less than H.S.,219,22.4,19.0-25.8
H.S. or G.E.D.,941,24.5,22.6-26.4
Some post-H.S.,"1,402",27.6,25.9-29.3
College graduate,"1,642",22.0,20.8-23.3
West Virginia,,,
Less than H.S.,331,57.0,51.3-62.6
H.S. or G.E.D.,"1,002",43.1,40.4-45.8
Some post-H.S.,659,37.7,34.6-40.8
College graduate,585,31.8,29.0-34.6
Wisconsin,,,
Less than H.S.,88,28.3,21.0-35.5
H.S. or G.E.D.,604,31.4,28.6-34.2
Some post-H.S.,529,28.0,25.2-30.8
College graduate,578,22.4,20.2-24.6
Wyoming,,,
Less than H.S.,68,24.6,17.4-31.9
H.S. or G.E.D.,450,24.6,21.6-27.7
Some post-H.S.,581,26.8,24.0-29.6
College graduate,494,22.6,20.0-25.2
Guam,,,
Less than H.S.,36,18.8,10.9-26.6
H.S. or G.E.D.,171,15.0,11.9-18.1
Some post-H.S.,132,16.8,13.2-20.4
College graduate,161,15.4,12.3-18.5
Puerto Rico,,,
Less than H.S.,347,32.1,28.7-35.5
H.S. or G.E.D.,439,21.4,19.2-23.7
Some post-H.S.,329,16.4,14.4-18.3
College graduate,376,15.3,13.5-17.0
Puerto Rico,,,
Less than H.S.,232,39.2,32.3-46.0
H.S. or G.E.D.,311,23.4,19.8-27.1
Some post-H.S.,269,18.5,15.7-21.3
College graduate,370,15.8,14.0-17.7
Virgin Islands,,,
Less than H.S.,65,27.7,15.2-40.2
H.S. or G.E.D.,131,26.7,14.8-38.6
Some post-H.S.,89,18.6,8.4-28.7
College graduate,152,18.5,12.1-24.9
