Location,n,Percentage,95% CI
Some post-H.S.,104,2.6,2.0-3.2
College graduate,107,1.7,1.2-2.1
New Mexico,,,
Less than H.S.,39,4.0,2.2-5.7
H.S. or G.E.D.,68,2.6,1.5-3.6
Some post-H.S.,68,2.5,1.7-3.4
College graduate,81,2.5,1.6-3.3
New York,,,
Less than H.S.,56,4.0,2.7-5.3
H.S. or G.E.D.,138,2.8,2.1-3.4
Some post-H.S.,142,3.2,2.4-3.9
College graduate,109,1.1,0.9-1.4
North Carolina,,,
Less than H.S.,39,6.2,3.8-8.6
H.S. or G.E.D.,88,4.8,3.5-6.0
Some post-H.S.,63,3.1,2.2-4.0
College graduate,50,1.5,1.0-2.0
North Dakota,,,
Less than H.S.,17,*,
H.S. or G.E.D.,69,3.3,2.3-4.3
Some post-H.S.,54,2.2,1.5-3.0
College graduate,41,1.5,0.9-2.1
Ohio,,,
Less than H.S.,77,7.3,5.0-9.6
H.S. or G.E.D.,308,4.8,4.0-5.5
Some post-H.S.,181,3.4,2.7-4.1
College graduate,166,2.5,2.0-3.0
Oklahoma,,,
Less than H.S.,29,7.2,4.1-10.4
H.S. or G.E.D.,90,4.6,3.4-5.7
Some post-H.S.,88,3.8,2.9-4.7
College graduate,69,3.3,2.3-4.3
Oregon,,,
Less than H.S.,13,3.0,1.3-4.6
H.S. or G.E.D.,43,3.0,1.9-4.0
Some post-H.S.,73,3.5,2.6-4.4
College graduate,49,1.5,1.1-2.0
Pennsylvania,,,
Less than H.S.,22,*,
H.S. or G.E.D.,71,3.9,2.8-5.0
Some post-H.S.,50,3.2,2.0-4.4
College graduate,31,0.7,0.4-1.0
Rhode Island,,,
Less than H.S.,17,2.6,1.1-4.0
H.S. or G.E.D.,46,2.6,1.6-3.7
Some post-H.S.,50,2.5,1.6-3.5
College graduate,56,1.7,1.2-2.3
South Carolina,,,
Less than H.S.,39,7.6,4.9-10.4
H.S. or G.E.D.,74,5.0,3.6-6.5
Some post-H.S.,60,4.7,3.3-6.2
College graduate,48,2.5,1.6-3.5
South Dakota,,,
Less than H.S.,26,*,
H.S. or G.E.D.,96,2.8,1.8-3.8
Some post-H.S.,100,2.8,1.7-3.9
College graduate,60,1.4,0.6-2.1
Tennessee,,,
Less than H.S.,44,9.6,6.0-13.3
H.S. or G.E.D.,81,4.5,3.2-5.8
Some post-H.S.,69,3.8,2.7-5.0
College graduate,60,3.6,2.4-4.8
Texas,,,
Less than H.S.,84,3.7,2.3-5.2
H.S. or G.E.D.,134,2.9,1.9-4.0
Some post-H.S.,129,2.9,1.9-3.8
College graduate,90,1.6,0.9-2.3
Utah,,,
Less than H.S.,24,2.9,1.4-4.4
H.S. or G.E.D.,93,2.2,1.7-2.8
Some post-H.S.,121,2.5,1.9-3.1
College graduate,118,1.9,1.5-2.3
Vermont,,,
Less than H.S.,15,*,
H.S. or G.E.D.,66,2.6,1.8-3.4
Some post-H.S.,57,3.2,2.1-4.2
College graduate,56,1.4,0.9-1.9
Virginia,,,
Less than H.S.,58,5.1,3.5-6.7
H.S. or G.E.D.,120,3.5,2.6-4.3
Some post-H.S.,122,3.3,2.5-4.1
College graduate,103,1.3,1.0-1.7
Washington,,,
Less than H.S.,41,4.2,2.4-5.9
H.S. or G.E.D.,106,2.8,2.0-3.5
Some post-H.S.,175,3.4,2.7-4.2
College graduate,143,1.8,1.5-2.2
West Virginia,,,
Less than H.S.,50,7.8,5.4-10.3
H.S. or G.E.D.,134,4.9,3.9-5.8
Some post-H.S.,85,4.4,3.3-5.5
College graduate,67,3.0,2.2-3.8
Wisconsin,,,
Less than H.S.,13,*,
H.S. or G.E.D.,51,2.7,1.6-3.8
Some post-H.S.,49,2.6,1.7-3.5
College graduate,36,1.3,0.7-1.8
Wyoming,,,
Less than H.S.,13,*,
H.S. or G.E.D.,66,3.1,2.0-4.2
Some post-H.S.,60,2.6,1.6-3.5
College graduate,57,2.4,1.4-3.4
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,34,3.9,2.0-5.8
Some post-H.S.,24,2.4,1.2-3.6
College graduate,15,*,
Puerto Rico,,,
Less than H.S.,12,*,
H.S. or G.E.D.,23,1.7,0.9-2.4
Some post-H.S.,23,1.6,0.8-2.3
College graduate,29,1.1,0.6-1.6
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
