Location,n,Percentage,95% CI
H.S. or G.E.D.,263,9.7,8.4-11.1
Some post-H.S.,230,10.0,8.6-11.4
College graduate,226,7.4,6.3-8.5
Iowa,,,
Less than H.S.,47,9.8,6.6-13.0
H.S. or G.E.D.,247,8.6,7.4-9.8
Some post-H.S.,274,9.9,8.6-11.2
College graduate,260,8.4,7.3-9.5
Kansas,,,
Less than H.S.,54,13.7,9.7-17.7
H.S. or G.E.D.,235,8.9,7.6-10.3
Some post-H.S.,309,10.8,9.4-12.2
College graduate,328,8.2,7.2-9.2
Kentucky,,,
Less than H.S.,51,14.0,9.3-18.8
H.S. or G.E.D.,150,12.2,9.9-14.5
Some post-H.S.,142,11.6,9.4-13.7
College graduate,107,8.8,6.8-10.9
Louisiana,,,
Less than H.S.,44,8.9,5.8-11.9
H.S. or G.E.D.,108,8.0,6.2-9.9
Some post-H.S.,101,8.7,6.6-10.8
College graduate,107,5.9,4.5-7.3
Maine,,,
Less than H.S.,56,14.0,8.9-19.0
H.S. or G.E.D.,335,11.2,9.4-13.0
Some post-H.S.,356,10.1,8.6-11.6
College graduate,417,9.3,8.0-10.6
Maryland,,,
Less than H.S.,95,9.6,7.0-12.2
H.S. or G.E.D.,359,9.6,8.3-11.0
Some post-H.S.,334,9.3,7.8-10.7
College graduate,520,7.8,6.9-8.7
Massachusetts,,,
Less than H.S.,36,12.2,7.6-16.8
H.S. or G.E.D.,149,11.0,8.8-13.2
Some post-H.S.,233,12.5,10.6-14.4
College graduate,352,9.2,7.9-10.4
Michigan,,,
Less than H.S.,50,15.7,10.3-21.0
H.S. or G.E.D.,200,11.4,9.6-13.3
Some post-H.S.,251,10.2,8.8-11.7
College graduate,310,10.0,8.7-11.3
Minnesota,,,
Less than H.S.,66,11.4,8.2-14.6
H.S. or G.E.D.,315,7.2,6.3-8.2
Some post-H.S.,439,9.3,8.3-10.3
College graduate,504,7.9,7.1-8.7
Mississippi,,,
Less than H.S.,97,13.0,9.8-16.3
H.S. or G.E.D.,169,7.5,6.2-8.9
Some post-H.S.,180,9.3,7.6-11.0
College graduate,131,7.1,5.5-8.7
Missouri,,,
Less than H.S.,77,13.1,9.1-17.1
H.S. or G.E.D.,244,8.0,6.7-9.4
Some post-H.S.,261,11.1,9.5-12.7
College graduate,246,7.0,5.9-8.1
Montana,,,
Less than H.S.,32,13.4,8.5-18.4
H.S. or G.E.D.,160,10.4,8.6-12.3
Some post-H.S.,214,11.3,9.6-12.9
College graduate,213,9.2,7.9-10.6
Nebraska,,,
Less than H.S.,65,7.4,4.7-10.2
H.S. or G.E.D.,311,7.3,6.1-8.5
Some post-H.S.,383,9.1,7.8-10.3
College graduate,347,7.0,5.9-8.0
Nevada,,,
Less than H.S.,16,9.1,4.1-14.1
H.S. or G.E.D.,64,9.6,6.6-12.5
Some post-H.S.,84,9.7,7.1-12.3
College graduate,89,9.2,6.8-11.7
New Hampshire,,,
Less than H.S.,44,18.3,11.8-24.7
H.S. or G.E.D.,186,11.0,8.8-13.1
Some post-H.S.,224,13.4,11.3-15.5
College graduate,247,8.9,7.5-10.3
New Jersey,,,
Less than H.S.,83,12.0,8.9-15.1
H.S. or G.E.D.,212,8.1,6.7-9.5
Some post-H.S.,282,9.4,8.0-10.8
College graduate,439,7.6,6.7-8.5
New Mexico,,,
Less than H.S.,70,11.9,8.1-15.8
H.S. or G.E.D.,147,6.9,5.2-8.5
Some post-H.S.,213,10.7,8.6-12.8
College graduate,261,11.8,9.6-13.9
New York,,,
Less than H.S.,127,11.3,8.9-13.7
H.S. or G.E.D.,352,9.7,8.3-11.1
Some post-H.S.,385,10.6,9.2-12.0
College graduate,550,7.9,7.1-8.7
North Carolina,,,
Less than H.S.,53,9.1,6.2-12.0
H.S. or G.E.D.,103,6.0,4.6-7.4
Some post-H.S.,151,9.0,7.3-10.6
College graduate,170,7.6,6.3-8.9
North Dakota,,,
Less than H.S.,15,*,
H.S. or G.E.D.,102,9.6,7.2-12.0
Some post-H.S.,105,8.0,6.1-9.9
College graduate,130,8.0,6.3-9.7
Ohio,,,
Less than H.S.,150,13.9,10.8-17.0
H.S. or G.E.D.,466,8.7,7.6-9.9
Some post-H.S.,444,11.2,9.8-12.6
College graduate,401,8.4,7.3-9.5
Oklahoma,,,
Less than H.S.,47,11.2,7.5-14.9
H.S. or G.E.D.,147,9.5,7.7-11.3
Some post-H.S.,191,12.8,10.7-14.8
College graduate,156,9.6,7.8-11.3
Oregon,,,
Less than H.S.,38,12.1,8.0-16.1
H.S. or G.E.D.,127,10.0,8.1-11.8
Some post-H.S.,216,12.0,10.3-13.7
College graduate,191,9.0,7.6-10.3
Pennsylvania,,,
Less than H.S.,40,13.8,8.7-18.8
H.S. or G.E.D.,146,9.2,7.5-10.9
Some post-H.S.,160,12.4,10.0-14.9
College graduate,194,8.2,6.8-9.7
Rhode Island,,,
Less than H.S.,67,17.4,12.2-22.6
H.S. or G.E.D.,171,12.5,9.8-15.3
Some post-H.S.,189,12.2,9.7-14.6
College graduate,258,9.8,8.0-11.6
South Carolina,,,
Less than H.S.,54,14.1,9.9-18.4
H.S. or G.E.D.,102,9.2,7.1-11.4
Some post-H.S.,98,8.6,6.6-10.7
College graduate,110,8.2,6.3-10.1
South Dakota,,,
Less than H.S.,44,11.5,5.4-17.7
H.S. or G.E.D.,177,7.2,5.0-9.4
Some post-H.S.,178,7.8,5.5-10.2
College graduate,184,8.3,6.0-10.6
Tennessee,,,
Less than H.S.,63,17.2,11.5-22.8
H.S. or G.E.D.,151,10.4,8.4-12.5
Some post-H.S.,127,9.7,7.6-11.8
College graduate,135,8.0,6.3-9.6
Texas,,,
Less than H.S.,120,5.2,3.4-7.0
H.S. or G.E.D.,241,7.7,5.8-9.7
Some post-H.S.,299,10.1,8.0-12.1
College graduate,272,5.6,4.5-6.7
Utah,,,
Less than H.S.,53,11.1,7.5-14.7
H.S. or G.E.D.,262,9.6,8.3-11.0
Some post-H.S.,421,12.3,10.9-13.6
College graduate,392,9.8,8.7-10.9
Vermont,,,
Less than H.S.,31,14.7,8.2-21.1
H.S. or G.E.D.,198,10.8,8.8-12.7
Some post-H.S.,171,11.6,9.2-14.0
College graduate,249,9.5,7.9-11.2
Virginia,,,
Less than H.S.,75,8.8,6.2-11.3
H.S. or G.E.D.,212,9.2,7.4-11.0
Some post-H.S.,233,8.6,7.2-10.0
College graduate,335,8.1,7.0-9.2
Washington,,,
Less than H.S.,80,10.3,7.6-13.0
H.S. or G.E.D.,287,8.7,7.4-10.0
Some post-H.S.,470,11.5,10.2-12.8
College graduate,490,8.3,7.3-9.2
West Virginia,,,
Less than H.S.,94,18.2,14.1-22.4
H.S. or G.E.D.,255,11.9,10.2-13.6
Some post-H.S.,193,12.5,10.6-14.5
College graduate,156,9.2,7.6-10.8
Wisconsin,,,
Less than H.S.,28,10.5,5.3-15.6
H.S. or G.E.D.,126,9.4,7.2-11.6
Some post-H.S.,162,12.1,9.7-14.5
College graduate,159,8.7,7.0-10.4
Wyoming,,,
Less than H.S.,30,17.5,10.1-25.0
H.S. or G.E.D.,105,8.3,6.3-10.4
Some post-H.S.,159,10.1,8.0-12.2
College graduate,140,9.7,7.5-11.8
Guam,,,
Less than H.S.,7,*,
H.S. or G.E.D.,36,3.9,2.3-5.6
Some post-H.S.,34,5.4,2.8-8.0
College graduate,37,3.8,2.4-5.3
Puerto Rico,,,
Less than H.S.,68,11.1,6.9-15.3
H.S. or G.E.D.,117,10.7,7.3-14.0
Some post-H.S.,131,9.4,7.4-11.3
College graduate,197,10.2,8.3-12.0
Virgin Islands,,,
Less than H.S.,11,*,
H.S. or G.E.D.,26,*,
Some post-H.S.,24,*,
College graduate,41,*,
