Location,n,Percentage,95% CI
Some post-H.S.,413,21.5,19.2-23.9
College graduate,377,15.3,13.5-17.1
South Dakota,,,
Less than H.S.,71,20.0,11.5-28.5
H.S. or G.E.D.,247,16.1,12.7-19.5
Some post-H.S.,326,18.5,15.2-21.9
College graduate,331,16.3,13.3-19.3
Tennessee,,,
Less than H.S.,204,33.4,28.1-38.7
H.S. or G.E.D.,532,25.5,22.8-28.2
Some post-H.S.,460,26.4,23.5-29.2
College graduate,387,17.8,15.6-20.0
Texas,,,
Less than H.S.,278,16.9,13.1-20.7
H.S. or G.E.D.,588,17.0,14.5-19.6
Some post-H.S.,717,19.7,17.5-22.0
College graduate,706,14.9,13.1-16.7
Utah,,,
Less than H.S.,123,22.7,18.4-26.9
H.S. or G.E.D.,637,23.9,21.9-26.0
Some post-H.S.,934,25.8,24.0-27.5
College graduate,869,19.0,17.6-20.3
Vermont,,,
Less than H.S.,59,28.6,20.9-36.3
H.S. or G.E.D.,346,22.4,19.2-25.5
Some post-H.S.,333,25.1,21.6-28.6
College graduate,528,17.9,15.9-19.9
Virginia,,,
Less than H.S.,135,17.4,13.7-21.0
H.S. or G.E.D.,436,18.3,16.2-20.5
Some post-H.S.,563,19.7,17.7-21.6
College graduate,654,13.8,12.5-15.2
Washington,,,
Less than H.S.,183,24.9,21.0-28.7
H.S. or G.E.D.,640,23.9,21.8-25.9
Some post-H.S.,"1,068",27.9,26.1-29.7
College graduate,"1,122",20.6,19.2-21.9
West Virginia,,,
Less than H.S.,167,33.9,28.5-39.3
H.S. or G.E.D.,526,29.7,27.0-32.3
Some post-H.S.,385,29.5,26.3-32.7
College graduate,315,22.6,19.8-25.4
Wisconsin,,,
Less than H.S.,50,20.9,14.1-27.6
H.S. or G.E.D.,281,22.2,19.3-25.1
Some post-H.S.,268,21.7,18.8-24.6
College graduate,309,16.8,14.7-18.9
Wyoming,,,
Less than H.S.,39,21.1,13.5-28.8
H.S. or G.E.D.,200,20.1,16.7-23.4
Some post-H.S.,284,21.4,18.4-24.4
College graduate,219,14.2,11.8-16.5
Guam,,,
Less than H.S.,20,10.9,5.1-16.7
H.S. or G.E.D.,87,9.4,6.7-12.1
Some post-H.S.,86,12.8,9.5-16.1
College graduate,77,9.9,7.2-12.6
Puerto Rico,,,
Less than H.S.,206,22.2,18.9-25.6
H.S. or G.E.D.,291,17.0,14.7-19.3
Some post-H.S.,298,17.9,15.6-20.2
College graduate,320,15.5,13.6-17.4
Puerto Rico,,,
Less than H.S.,111,18.9,14.4-23.5
H.S. or G.E.D.,215,15.7,12.8-18.6
Some post-H.S.,213,15.9,13.4-18.4
College graduate,245,12.1,10.4-13.9
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,34,*,
College graduate,41,9.2,4.1-14.3
