Location,n,Percentage,95% CI
Less than H.S.,126,29.3,16.5-42.1
H.S. or G.E.D.,703,28.3,22.7-33.8
Some post-H.S.,822,29.2,23.9-34.4
College graduate,830,22.8,19.0-26.6
Tennessee,,,
Less than H.S.,231,50.5,43.7-57.3
H.S. or G.E.D.,636,32.5,29.5-35.4
Some post-H.S.,607,35.2,32.2-38.3
College graduate,595,25.2,22.8-27.6
Texas,,,
Less than H.S.,450,25.7,21.7-29.7
H.S. or G.E.D.,"1,078",23.1,20.7-25.4
Some post-H.S.,"1,293",23.5,21.3-25.7
College graduate,"1,467",18.7,17.0-20.3
Utah,,,
Less than H.S.,132,22.5,17.8-27.2
H.S. or G.E.D.,636,20.0,18.1-21.9
Some post-H.S.,936,25.0,23.2-26.8
College graduate,"1,084",21.5,20.0-23.0
Vermont,,,
Less than H.S.,112,40.3,32.1-48.6
H.S. or G.E.D.,691,28.6,26.0-31.2
Some post-H.S.,745,31.5,28.8-34.2
College graduate,"1,476",24.5,23.1-26.0
Virginia,,,
Less than H.S.,277,36.6,31.4-41.8
H.S. or G.E.D.,906,29.2,26.8-31.7
Some post-H.S.,"1,075",29.8,27.6-32.1
College graduate,"1,674",23.2,21.8-24.7
Washington,,,
Less than H.S.,354,22.5,19.7-25.3
H.S. or G.E.D.,"1,811",24.6,23.3-26.0
Some post-H.S.,"2,880",30.2,28.9-31.4
College graduate,"3,814",23.4,22.5-24.3
West Virginia,,,
Less than H.S.,243,56.2,50.2-62.1
H.S. or G.E.D.,872,40.9,38.2-43.6
Some post-H.S.,634,38.8,35.7-41.8
College graduate,607,31.1,28.6-33.7
Wisconsin,,,
Less than H.S.,157,27.7,22.8-32.6
H.S. or G.E.D.,"1,208",30.4,28.3-32.4
Some post-H.S.,"1,318",30.9,28.9-32.9
College graduate,"1,398",23.8,22.2-25.3
Wyoming,,,
Less than H.S.,70,33.5,25.4-41.7
H.S. or G.E.D.,380,24.7,21.8-27.5
Some post-H.S.,569,32.7,29.9-35.5
College graduate,512,25.2,22.9-27.6
Guam,,,
Less than H.S.,34,33.3,19.1-47.4
H.S. or G.E.D.,167,15.5,10.9-20.1
Some post-H.S.,139,22.7,14.6-30.9
College graduate,210,15.1,11.3-18.9
Puerto Rico,,,
Less than H.S.,332,46.4,41.4-51.3
H.S. or G.E.D.,460,26.2,23.3-29.0
Some post-H.S.,405,20.4,17.9-22.9
College graduate,412,16.8,14.7-18.8
Virgin Islands,,,
Less than H.S.,65,27.7,15.2-40.2
H.S. or G.E.D.,131,26.7,14.8-38.6
Some post-H.S.,89,18.6,8.4-28.7
College graduate,152,18.5,12.1-24.9
