Location,n,Percentage,95% CI
Less than H.S.,61,10.6,7.3-14.0
H.S. or G.E.D.,132,4.6,3.4-5.9
Some post-H.S.,137,4.9,3.7-6.1
College graduate,137,2.9,2.2-3.7
Washington,,,
Less than H.S.,81,4.3,3.1-5.6
H.S. or G.E.D.,294,4.0,3.3-4.7
Some post-H.S.,393,3.8,3.3-4.3
College graduate,406,2.5,2.2-2.9
West Virginia,,,
Less than H.S.,48,14.4,10.0-18.8
H.S. or G.E.D.,145,7.9,6.6-9.3
Some post-H.S.,112,7.6,6.0-9.1
College graduate,68,3.3,2.4-4.1
Wisconsin,,,
Less than H.S.,74,9.1,6.6-11.7
H.S. or G.E.D.,252,4.8,4.0-5.6
Some post-H.S.,256,4.4,3.7-5.1
College graduate,218,2.5,2.1-2.9
Wyoming,,,
Less than H.S.,13,*,
H.S. or G.E.D.,77,4.2,3.1-5.3
Some post-H.S.,121,6.0,4.7-7.2
College graduate,83,2.7,2.0-3.5
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,39,6.1,3.3-8.8
Some post-H.S.,18,*,
College graduate,18,*,
Puerto Rico,,,
Less than H.S.,51,10.3,6.9-13.6
H.S. or G.E.D.,66,4.6,3.3-5.9
Some post-H.S.,56,4.2,2.7-5.8
College graduate,49,2.4,1.6-3.3
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,22,*,
Some post-H.S.,9,*,
College graduate,12,*,
Puerto Rico,,,
Less than H.S.,68,11.1,6.9-15.3
H.S. or G.E.D.,117,10.7,7.3-14.0
Some post-H.S.,131,9.4,7.4-11.3
College graduate,197,10.2,8.3-12.0
Virgin Islands,,,
Less than H.S.,11,*,
H.S. or G.E.D.,26,*,
Some post-H.S.,24,*,
College graduate,41,*,
