Location,n,Percentage,95% CI
H.S. or G.E.D.,695,27.2,22.6-31.8
Some post-H.S.,701,25.3,21.7-28.9
College graduate,662,18.8,16.0-21.6
Tennessee,,,
Less than H.S.,194,41.2,34.3-48.0
H.S. or G.E.D.,535,30.3,27.4-33.3
Some post-H.S.,438,30.7,27.4-33.9
College graduate,428,22.3,19.8-24.8
Texas,,,
Less than H.S.,470,24.4,20.0-28.9
H.S. or G.E.D.,765,20.1,17.4-22.9
Some post-H.S.,860,23.7,20.9-26.5
College graduate,816,16.3,14.4-18.2
Utah,,,
Less than H.S.,122,21.1,16.6-25.6
H.S. or G.E.D.,738,18.7,17.1-20.4
Some post-H.S.,"1,117",23.5,21.9-25.1
College graduate,"1,046",19.4,18.1-20.8
Vermont,,,
Less than H.S.,107,37.5,29.8-45.2
H.S. or G.E.D.,637,27.7,25.0-30.4
Some post-H.S.,549,26.2,23.3-29.1
College graduate,834,21.4,19.4-23.2
Virginia,,,
Less than H.S.,257,28.1,24.0-32.2
H.S. or G.E.D.,837,25.6,23.4-27.7
Some post-H.S.,921,27.2,25.0-29.5
College graduate,"1,139",20.6,19.0-22.2
Washington,,,
Less than H.S.,201,20.2,16.8-23.6
H.S. or G.E.D.,927,23.7,21.8-25.6
Some post-H.S.,"1,379",28.4,26.6-30.1
College graduate,"1,475",19.4,18.2-20.6
West Virginia,,,
Less than H.S.,299,50.1,44.9-55.4
H.S. or G.E.D.,"1,031",39.2,36.8-41.7
Some post-H.S.,727,37.4,34.7-40.1
College graduate,591,27.8,25.4-30.1
Wisconsin,,,
Less than H.S.,84,38.4,29.3-47.4
H.S. or G.E.D.,488,24.1,21.4-26.8
Some post-H.S.,488,27.3,24.4-30.2
College graduate,486,18.7,16.6-20.7
Wyoming,,,
Less than H.S.,85,27.4,19.8-35.0
H.S. or G.E.D.,468,23.9,21.0-26.8
Some post-H.S.,512,22.6,20.0-25.3
College graduate,491,21.6,19.1-24.2
Guam,,,
Less than H.S.,29,16.1,8.1-24.1
H.S. or G.E.D.,139,15.7,11.4-20.1
Some post-H.S.,129,16.4,12.4-20.3
College graduate,156,14.4,11.5-17.4
Puerto Rico,,,
Less than H.S.,232,39.2,32.3-46.0
H.S. or G.E.D.,311,23.4,19.8-27.1
Some post-H.S.,269,18.5,15.7-21.3
College graduate,370,15.8,14.0-17.7
Virgin Islands,,,
Less than H.S.,65,27.7,15.2-40.2
H.S. or G.E.D.,131,26.7,14.8-38.6
Some post-H.S.,89,18.6,8.4-28.7
College graduate,152,18.5,12.1-24.9
