Location,n,Percentage,95% CI
H.S. or G.E.D.,416,25.7,22.8-28.7
Some post-H.S.,662,32.2,29.4-35.0
College graduate,820,25.5,23.4-27.5
Rhode Island,,,
Less than H.S.,112,19.1,14.4-23.7
H.S. or G.E.D.,421,28.0,24.7-31.2
Some post-H.S.,479,30.3,26.8-33.9
College graduate,831,23.8,21.7-25.8
South Carolina,,,
Less than H.S.,302,38.2,33.5-43.0
H.S. or G.E.D.,"1,041",28.3,26.2-30.5
Some post-H.S.,"1,060",31.7,29.5-33.9
College graduate,"1,345",25.0,23.4-26.7
South Dakota,,,
Less than H.S.,97,29.6,16.8-42.4
H.S. or G.E.D.,532,28.9,23.6-34.2
Some post-H.S.,668,28.6,23.8-33.3
College graduate,662,19.4,16.3-22.4
Tennessee,,,
Less than H.S.,216,47.8,41.1-54.5
H.S. or G.E.D.,665,32.2,29.3-35.0
Some post-H.S.,618,36.8,33.5-40.0
College graduate,597,24.3,21.9-26.7
Texas,,,
Less than H.S.,322,21.8,17.7-25.8
H.S. or G.E.D.,628,19.6,17.1-22.1
Some post-H.S.,816,22.3,19.7-25.0
College graduate,"1,059",20.5,18.4-22.7
Utah,,,
Less than H.S.,148,21.9,17.3-26.5
H.S. or G.E.D.,754,18.6,16.9-20.3
Some post-H.S.,"1,033",25.8,23.9-27.7
College graduate,"1,175",20.6,19.2-22.0
Vermont,,,
Less than H.S.,83,46.4,36.0-56.8
H.S. or G.E.D.,602,28.7,25.6-31.7
Some post-H.S.,608,29.3,26.4-32.3
College graduate,"1,325",24.8,23.2-26.4
Virginia,,,
Less than H.S.,195,30.9,25.2-36.6
H.S. or G.E.D.,608,26.7,23.8-29.7
Some post-H.S.,772,31.4,28.4-34.4
College graduate,"1,031",23.1,21.1-25.1
Washington,,,
Less than H.S.,314,18.3,15.8-20.8
H.S. or G.E.D.,"1,654",22.4,21.1-23.7
Some post-H.S.,"2,716",29.5,28.2-30.8
College graduate,"3,577",22.6,21.7-23.5
West Virginia,,,
Less than H.S.,169,51.6,44.7-58.5
H.S. or G.E.D.,707,41.5,38.6-44.4
Some post-H.S.,564,38.8,35.7-41.9
College graduate,586,30.9,28.4-33.3
Wisconsin,,,
Less than H.S.,218,25.0,20.9-29.1
H.S. or G.E.D.,"1,354",27.9,26.0-29.7
Some post-H.S.,"1,530",31.1,29.3-33.0
College graduate,"1,588",21.2,19.9-22.5
Wyoming,,,
Less than H.S.,52,25.8,18.4-33.3
H.S. or G.E.D.,381,25.6,22.8-28.5
Some post-H.S.,553,29.0,26.3-31.7
College graduate,579,24.6,22.2-26.9
Guam,,,
Less than H.S.,26,18.9,9.5-28.2
H.S. or G.E.D.,114,19.7,14.2-25.2
Some post-H.S.,106,21.5,15.9-27.1
College graduate,135,19.4,15.2-23.7
Puerto Rico,,,
Less than H.S.,220,45.6,39.5-51.7
H.S. or G.E.D.,332,25.4,22.2-28.7
Some post-H.S.,346,22.6,19.7-25.5
College graduate,384,18.0,15.9-20.2
Virgin Islands,,,
Less than H.S.,94,30.4,22.6-38.1
H.S. or G.E.D.,184,21.1,16.6-25.7
Some post-H.S.,101,17.4,12.0-22.7
College graduate,167,25.1,19.7-30.5
Puerto Rico,,,
Less than H.S.,17,2.7,1.2-4.1
H.S. or G.E.D.,59,6.0,4.2-7.8
Some post-H.S.,45,4.2,2.7-5.7
College graduate,82,4.3,3.3-5.4
Virgin Islands,,,
Less than H.S.,6,*,
H.S. or G.E.D.,25,1.5,0.7-2.3
Some post-H.S.,19,*,
College graduate,29,*,
