Location,n,Percentage,95% CI
College graduate,271,2.7,2.2-3.2
North Carolina,,,
Less than H.S.,29,8.1,3.8-12.4
H.S. or G.E.D.,57,4.8,3.0-6.6
Some post-H.S.,63,3.7,2.6-4.9
College graduate,68,2.8,2.0-3.7
North Dakota,,,
Less than H.S.,21,8.6,4.3-12.9
H.S. or G.E.D.,71,4.6,3.3-5.9
Some post-H.S.,91,4.4,3.4-5.4
College graduate,73,2.9,2.1-3.6
Ohio,,,
Less than H.S.,106,10.1,7.0-13.1
H.S. or G.E.D.,441,6.6,5.7-7.4
Some post-H.S.,319,4.6,3.9-5.3
College graduate,266,3.1,2.5-3.7
Oklahoma,,,
Less than H.S.,52,9.4,6.3-12.4
H.S. or G.E.D.,108,5.3,4.1-6.4
Some post-H.S.,139,5.4,4.4-6.4
College graduate,106,4.0,3.1-4.8
Oregon,,,
Less than H.S.,27,6.6,3.8-9.4
H.S. or G.E.D.,81,5.8,4.2-7.3
Some post-H.S.,90,5.1,3.7-6.5
College graduate,92,3.8,2.8-4.9
Pennsylvania,,,
Less than H.S.,28,17.0,8.4-25.6
H.S. or G.E.D.,98,5.2,3.9-6.4
Some post-H.S.,57,4.0,2.4-5.5
College graduate,56,2.2,1.4-3.0
Rhode Island,,,
Less than H.S.,43,7.2,4.6-9.8
H.S. or G.E.D.,86,5.5,3.9-7.1
Some post-H.S.,89,4.1,3.1-5.2
College graduate,116,3.0,2.3-3.8
South Carolina,,,
Less than H.S.,71,8.9,6.3-11.5
H.S. or G.E.D.,169,4.3,3.5-5.1
Some post-H.S.,168,4.1,3.3-4.9
College graduate,176,2.9,2.3-3.4
South Dakota,,,
Less than H.S.,38,4.5,1.9-7.1
H.S. or G.E.D.,136,5.5,3.2-7.7
Some post-H.S.,164,4.2,2.7-5.7
College graduate,152,5.4,2.9-7.9
Tennessee,,,
Less than H.S.,73,16.7,11.6-21.7
H.S. or G.E.D.,114,5.1,3.9-6.4
Some post-H.S.,110,5.3,4.1-6.5
College graduate,73,2.4,1.7-3.1
Texas,,,
Less than H.S.,133,6.4,4.4-8.3
H.S. or G.E.D.,242,5.1,4.0-6.1
Some post-H.S.,259,5.0,3.9-6.1
College graduate,212,2.4,1.8-3.0
Utah,,,
Less than H.S.,30,5.4,2.9-8.0
H.S. or G.E.D.,89,2.5,1.7-3.2
Some post-H.S.,152,3.7,3.0-4.4
College graduate,148,2.8,2.1-3.5
Vermont,,,
Less than H.S.,34,12.6,7.2-18.1
H.S. or G.E.D.,142,6.3,4.8-7.8
Some post-H.S.,125,5.3,4.0-6.6
College graduate,174,2.8,2.3-3.3
Virginia,,,
Less than H.S.,68,10.3,7.2-13.5
H.S. or G.E.D.,164,4.8,3.7-5.9
Some post-H.S.,174,4.8,3.8-5.8
College graduate,181,2.4,1.9-2.9
Washington,,,
Less than H.S.,86,5.3,3.9-6.8
H.S. or G.E.D.,318,4.3,3.6-4.9
Some post-H.S.,418,4.1,3.6-4.5
College graduate,400,2.4,2.1-2.8
West Virginia,,,
Less than H.S.,80,19.3,14.7-23.8
H.S. or G.E.D.,152,6.6,5.4-7.8
Some post-H.S.,130,7.6,6.1-9.1
College graduate,82,3.7,2.8-4.6
Wisconsin,,,
Less than H.S.,31,6.6,3.1-10.1
H.S. or G.E.D.,224,5.0,4.2-5.9
Some post-H.S.,192,4.1,3.4-4.9
College graduate,192,2.9,2.4-3.5
Wyoming,,,
Less than H.S.,15,7.3,3.3-11.2
H.S. or G.E.D.,80,4.4,3.3-5.6
Some post-H.S.,87,4.1,3.1-5.1
College graduate,67,2.7,1.9-3.4
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,45,4.6,1.9-7.2
Some post-H.S.,29,*,
College graduate,35,2.6,1.2-4.1
Puerto Rico,,,
Less than H.S.,57,7.6,5.1-10.0
H.S. or G.E.D.,89,5.4,4.0-6.8
Some post-H.S.,65,3.9,2.7-5.0
College graduate,64,2.7,1.9-3.6
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
