Location,n,Percentage,95% CI
Less than H.S.,42,11.9,7.5-16.2
H.S. or G.E.D.,207,9.7,8.1-11.3
Some post-H.S.,208,10.7,8.8-12.5
College graduate,251,7.8,6.6-9.0
Idaho,,,
Less than H.S.,62,18.4,12.4-24.4
H.S. or G.E.D.,134,9.1,6.8-11.3
Some post-H.S.,185,8.4,6.7-10.0
College graduate,151,9.8,7.5-12.2
Illinois,,,
Less than H.S.,36,8.0,4.9-11.1
H.S. or G.E.D.,103,7.8,6.1-9.5
Some post-H.S.,128,9.2,7.5-10.9
College graduate,186,7.7,6.5-8.9
Indiana,,,
Less than H.S.,84,12.1,9.1-15.1
H.S. or G.E.D.,272,10.1,8.7-11.5
Some post-H.S.,223,9.6,8.2-11.1
College graduate,258,8.5,7.3-9.7
Iowa,,,
Less than H.S.,52,10.8,7.4-14.1
H.S. or G.E.D.,234,8.2,7.0-9.4
Some post-H.S.,259,8.7,7.5-9.9
College graduate,188,6.1,5.1-7.0
Kansas,,,
Less than H.S.,63,12.8,9.2-16.3
H.S. or G.E.D.,265,9.5,8.2-10.7
Some post-H.S.,335,9.9,8.7-11.1
College graduate,369,9.3,8.2-10.3
Kentucky,,,
Less than H.S.,118,16.7,12.3-21.2
H.S. or G.E.D.,234,8.2,6.7-9.6
Some post-H.S.,245,9.5,7.8-11.3
College graduate,186,6.8,5.3-8.2
Louisiana,,,
Less than H.S.,60,10.5,7.4-13.6
H.S. or G.E.D.,123,7.0,5.6-8.5
Some post-H.S.,109,8.5,6.7-10.2
College graduate,106,6.8,5.4-8.3
Maine,,,
Less than H.S.,94,20.5,14.4-26.7
H.S. or G.E.D.,349,11.0,9.0-12.9
Some post-H.S.,388,13.3,11.2-15.4
College graduate,391,8.9,7.7-10.2
Maryland,,,
Less than H.S.,108,9.6,6.7-12.4
H.S. or G.E.D.,392,8.8,7.5-10.1
Some post-H.S.,420,10.4,9.0-11.8
College graduate,614,8.0,7.2-8.9
Massachusetts,,,
Less than H.S.,58,13.9,9.9-17.9
H.S. or G.E.D.,158,9.6,7.8-11.3
Some post-H.S.,218,12.0,10.1-14.0
College graduate,332,8.8,7.7-9.9
Michigan,,,
Less than H.S.,67,17.6,12.9-22.2
H.S. or G.E.D.,301,10.4,9.0-11.9
Some post-H.S.,380,11.8,10.3-13.2
College graduate,375,8.7,7.6-9.7
Minnesota,,,
Less than H.S.,60,8.5,6.0-11.0
H.S. or G.E.D.,296,8.2,7.2-9.3
Some post-H.S.,420,9.0,8.0-9.9
College graduate,508,7.6,6.9-8.4
Mississippi,,,
Less than H.S.,93,15.8,11.6-20.0
H.S. or G.E.D.,144,9.2,7.3-11.2
Some post-H.S.,146,9.5,7.6-11.4
College graduate,107,7.0,5.4-8.5
Missouri,,,
Less than H.S.,82,17.0,12.4-21.6
H.S. or G.E.D.,221,9.2,7.5-10.8
Some post-H.S.,206,9.6,7.9-11.3
College graduate,195,9.0,7.4-10.6
Montana,,,
Less than H.S.,38,13.5,8.9-18.0
H.S. or G.E.D.,175,10.5,8.8-12.2
Some post-H.S.,201,9.7,8.1-11.2
College graduate,208,8.6,7.3-10.0
Nebraska,,,
Less than H.S.,74,6.8,4.6-9.1
H.S. or G.E.D.,376,8.8,7.5-10.1
Some post-H.S.,423,8.7,7.6-9.9
College graduate,319,6.7,5.7-7.7
Nevada,,,
Less than H.S.,26,9.8,5.5-14.2
H.S. or G.E.D.,63,8.7,6.1-11.3
Some post-H.S.,101,10.8,8.0-13.6
College graduate,78,7.9,5.5-10.4
New Hampshire,,,
Less than H.S.,41,16.4,10.3-22.5
H.S. or G.E.D.,196,12.3,10.2-14.5
Some post-H.S.,164,10.0,7.9-12.0
College graduate,212,9.2,7.6-10.8
New Mexico,,,
Less than H.S.,48,6.7,4.3-9.2
H.S. or G.E.D.,140,9.5,7.4-11.5
Some post-H.S.,157,8.3,6.6-10.0
College graduate,199,8.6,7.0-10.1
New York,,,
Less than H.S.,135,11.2,8.8-13.5
H.S. or G.E.D.,350,9.3,7.9-10.6
Some post-H.S.,392,10.6,9.2-12.0
College graduate,491,7.5,6.6-8.4
North Carolina,,,
Less than H.S.,37,8.0,5.0-11.0
H.S. or G.E.D.,84,7.3,5.6-9.0
Some post-H.S.,130,9.9,8.1-11.7
College graduate,118,7.7,6.2-9.3
North Dakota,,,
Less than H.S.,27,9.4,5.1-13.8
H.S. or G.E.D.,116,8.6,6.6-10.6
Some post-H.S.,115,7.9,5.9-9.8
College graduate,145,7.7,6.0-9.4
Ohio,,,
Less than H.S.,147,15.4,11.6-19.2
H.S. or G.E.D.,457,12.1,10.4-13.8
Some post-H.S.,418,10.6,9.1-12.1
College graduate,343,8.9,7.6-10.2
Oklahoma,,,
Less than H.S.,61,10.3,7.4-13.3
H.S. or G.E.D.,191,11.0,9.2-12.7
Some post-H.S.,211,11.0,9.2-12.7
College graduate,170,8.2,6.8-9.5
Oregon,,,
Less than H.S.,52,14.1,9.6-18.7
H.S. or G.E.D.,161,10.9,9.1-12.7
Some post-H.S.,235,11.6,9.9-13.2
College graduate,215,9.7,8.2-11.3
Pennsylvania,,,
Less than H.S.,53,14.9,10.5-19.3
H.S. or G.E.D.,189,9.9,8.3-11.6
Some post-H.S.,190,12.4,10.3-14.5
College graduate,258,9.1,7.8-10.4
Rhode Island,,,
Less than H.S.,69,12.2,8.1-16.3
H.S. or G.E.D.,192,11.5,9.3-13.8
Some post-H.S.,196,12.6,10.1-15.1
College graduate,253,9.2,7.7-10.8
South Carolina,,,
Less than H.S.,101,17.7,13.1-22.2
H.S. or G.E.D.,188,9.0,7.4-10.6
Some post-H.S.,172,8.5,6.9-10.0
College graduate,175,6.7,5.5-7.9
South Dakota,,,
Less than H.S.,35,*,
H.S. or G.E.D.,134,8.5,5.7-11.3
Some post-H.S.,175,8.7,6.2-11.2
College graduate,171,7.7,5.5-10.0
Tennessee,,,
Less than H.S.,95,13.1,9.7-16.4
H.S. or G.E.D.,212,9.2,7.6-10.8
Some post-H.S.,156,8.3,6.5-10.1
College graduate,137,6.5,5.0-8.0
Texas,,,
Less than H.S.,121,8.2,4.8-11.5
H.S. or G.E.D.,263,7.4,5.8-9.0
Some post-H.S.,285,7.2,5.8-8.5
College graduate,303,6.2,4.9-7.5
Utah,,,
Less than H.S.,51,10.1,7.0-13.2
H.S. or G.E.D.,250,9.4,8.0-10.8
Some post-H.S.,403,10.5,9.3-11.7
College graduate,434,9.4,8.4-10.4
Vermont,,,
Less than H.S.,53,25.8,18.2-33.4
H.S. or G.E.D.,191,11.3,9.3-13.3
Some post-H.S.,154,11.7,9.3-14.2
College graduate,262,8.4,7.0-9.8
Virginia,,,
Less than H.S.,86,9.7,7.1-12.2
H.S. or G.E.D.,220,9.7,8.1-11.3
Some post-H.S.,264,9.3,7.8-10.7
College graduate,333,7.5,6.4-8.5
Washington,,,
Less than H.S.,86,10.2,7.6-12.9
H.S. or G.E.D.,316,11.9,10.3-13.4
Some post-H.S.,425,10.9,9.6-12.2
College graduate,454,7.5,6.7-8.3
West Virginia,,,
Less than H.S.,104,20.3,15.8-24.7
H.S. or G.E.D.,209,10.4,8.7-12.1
Some post-H.S.,163,11.8,9.6-14.0
College graduate,116,7.4,5.8-9.0
Wisconsin,,,
Less than H.S.,33,18.4,11.5-25.3
H.S. or G.E.D.,139,10.0,8.0-12.0
Some post-H.S.,137,9.8,7.8-11.7
College graduate,151,8.3,6.7-9.9
Wyoming,,,
Less than H.S.,25,11.2,5.5-16.8
H.S. or G.E.D.,102,10.0,7.5-12.6
Some post-H.S.,134,9.4,7.2-11.6
College graduate,128,8.6,6.6-10.5
Guam,,,
Less than H.S.,10,*,
H.S. or G.E.D.,44,3.6,2.3-5.0
Some post-H.S.,39,6.2,3.5-8.9
College graduate,45,4.4,2.7-6.0
Puerto Rico,,,
Less than H.S.,112,10.5,8.3-12.7
H.S. or G.E.D.,178,10.5,8.7-12.3
Some post-H.S.,166,10.9,8.9-12.8
College graduate,202,10.5,8.8-12.1
Puerto Rico,,,
Less than H.S.,68,11.1,6.9-15.3
H.S. or G.E.D.,117,10.7,7.3-14.0
Some post-H.S.,131,9.4,7.4-11.3
College graduate,197,10.2,8.3-12.0
Virgin Islands,,,
Less than H.S.,11,*,
H.S. or G.E.D.,26,*,
Some post-H.S.,24,*,
College graduate,41,*,
