Location,n,Percentage,95% CI
Less than H.S.,93,19.2,15.1-23.3
H.S. or G.E.D.,189,12.6,10.7-14.5
Some post-H.S.,192,11.4,9.7-13.2
College graduate,217,7.0,6.0-8.0
Indiana,,,
Less than H.S.,137,16.1,13.0-19.2
H.S. or G.E.D.,553,14.0,12.6-15.3
Some post-H.S.,395,12.7,11.2-14.1
College graduate,339,8.1,7.1-9.1
Iowa,,,
Less than H.S.,89,13.1,10.1-16.0
H.S. or G.E.D.,482,12.8,11.6-14.1
Some post-H.S.,395,10.4,9.2-11.5
College graduate,259,6.2,5.4-7.1
Kansas,,,
Less than H.S.,95,14.6,11.2-18.0
H.S. or G.E.D.,428,11.2,10.0-12.4
Some post-H.S.,550,12.0,10.9-13.1
College graduate,430,7.8,6.9-8.6
Kentucky,,,
Less than H.S.,195,23.3,18.7-28.0
H.S. or G.E.D.,448,12.0,10.3-13.6
Some post-H.S.,400,12.9,11.0-14.7
College graduate,347,9.5,8.0-11.0
Louisiana,,,
Less than H.S.,110,18.4,14.5-22.2
H.S. or G.E.D.,257,13.2,11.4-15.0
Some post-H.S.,184,12.0,10.0-14.0
College graduate,163,8.3,6.8-9.7
Maine,,,
Less than H.S.,105,17.5,12.7-22.4
H.S. or G.E.D.,555,12.8,11.3-14.2
Some post-H.S.,463,10.7,9.3-12.1
College graduate,400,6.3,5.3-7.2
Maryland,,,
Less than H.S.,215,14.9,12.0-17.8
H.S. or G.E.D.,829,12.8,11.5-14.0
Some post-H.S.,671,11.8,10.5-13.0
College graduate,890,8.1,7.3-8.8
Massachusetts,,,
Less than H.S.,72,16.4,11.9-20.8
H.S. or G.E.D.,208,10.3,8.7-12.0
Some post-H.S.,205,8.0,6.6-9.4
College graduate,287,5.3,4.6-6.1
Michigan,,,
Less than H.S.,77,13.0,9.5-16.4
H.S. or G.E.D.,433,12.9,11.5-14.4
Some post-H.S.,474,11.0,9.8-12.2
College graduate,418,8.5,7.5-9.4
Minnesota,,,
Less than H.S.,96,11.3,8.8-13.8
H.S. or G.E.D.,418,9.5,8.4-10.5
Some post-H.S.,572,10.0,9.1-10.9
College graduate,518,6.5,5.9-7.1
Mississippi,,,
Less than H.S.,209,25.9,21.8-30.1
H.S. or G.E.D.,349,16.1,14.1-18.1
Some post-H.S.,240,11.3,9.6-13.0
College graduate,189,9.9,8.1-11.6
Missouri,,,
Less than H.S.,122,15.4,11.7-19.0
H.S. or G.E.D.,386,10.3,9.0-11.7
Some post-H.S.,286,10.5,8.9-12.1
College graduate,270,8.2,6.9-9.4
Montana,,,
Less than H.S.,41,8.3,5.1-11.5
H.S. or G.E.D.,204,8.1,6.8-9.3
Some post-H.S.,236,8.3,7.0-9.6
College graduate,201,6.0,5.0-7.1
Nebraska,,,
Less than H.S.,150,10.8,8.4-13.2
H.S. or G.E.D.,810,12.9,11.7-14.1
Some post-H.S.,618,10.2,9.1-11.3
College graduate,506,7.3,6.4-8.2
Nevada,,,
Less than H.S.,45,18.8,13.2-24.4
H.S. or G.E.D.,72,9.7,7.0-12.4
Some post-H.S.,88,8.8,6.1-11.5
College graduate,89,10.8,7.1-14.5
New Hampshire,,,
Less than H.S.,45,13.5,8.0-18.9
H.S. or G.E.D.,225,10.7,9.0-12.4
Some post-H.S.,185,9.3,7.6-11.0
College graduate,240,7.0,5.8-8.2
New Mexico,,,
Less than H.S.,143,19.1,15.4-22.8
H.S. or G.E.D.,246,13.5,11.3-15.7
Some post-H.S.,231,10.8,9.0-12.6
College graduate,228,8.3,6.9-9.7
New York,,,
Less than H.S.,239,19.0,15.9-22.1
H.S. or G.E.D.,565,11.7,10.3-13.2
Some post-H.S.,488,10.5,9.1-11.9
College graduate,526,6.2,5.5-7.0
North Carolina,,,
Less than H.S.,88,17.9,13.7-22.1
H.S. or G.E.D.,166,12.9,10.8-15.1
Some post-H.S.,199,12.2,10.3-14.0
College graduate,152,7.5,6.2-8.8
North Dakota,,,
Less than H.S.,53,13.6,9.0-18.2
H.S. or G.E.D.,198,8.2,6.8-9.7
Some post-H.S.,253,10.0,8.4-11.6
College graduate,207,6.5,5.3-7.7
Ohio,,,
Less than H.S.,222,16.8,13.3-20.2
H.S. or G.E.D.,911,13.4,12.0-14.8
Some post-H.S.,658,12.4,11.0-13.8
College graduate,498,7.8,6.8-8.8
Oklahoma,,,
Less than H.S.,118,19.0,15.3-22.7
H.S. or G.E.D.,288,11.8,10.2-13.3
Some post-H.S.,312,12.5,10.9-14.1
College graduate,251,8.7,7.4-9.9
Oregon,,,
Less than H.S.,56,12.1,8.6-15.6
H.S. or G.E.D.,166,9.5,7.8-11.2
Some post-H.S.,227,9.4,8.0-10.9
College graduate,165,5.7,4.7-6.7
Pennsylvania,,,
Less than H.S.,51,13.2,8.8-17.6
H.S. or G.E.D.,266,11.9,10.2-13.6
Some post-H.S.,210,11.9,9.9-13.8
College graduate,253,7.6,6.5-8.7
Rhode Island,,,
Less than H.S.,105,19.0,14.3-23.6
H.S. or G.E.D.,231,10.8,8.9-12.7
Some post-H.S.,215,10.5,8.6-12.3
College graduate,263,6.6,5.6-7.6
South Carolina,,,
Less than H.S.,171,19.4,15.7-23.0
H.S. or G.E.D.,402,14.6,12.8-16.5
Some post-H.S.,338,13.3,11.5-15.1
College graduate,308,8.7,7.5-9.9
South Dakota,,,
Less than H.S.,84,22.1,13.3-31.0
H.S. or G.E.D.,283,11.1,8.5-13.6
Some post-H.S.,261,9.4,7.1-11.7
College graduate,245,7.6,5.8-9.4
Tennessee,,,
Less than H.S.,176,22.7,18.5-26.9
H.S. or G.E.D.,400,15.8,13.8-17.8
Some post-H.S.,276,12.2,10.4-14.1
College graduate,230,8.1,6.7-9.4
Texas,,,
Less than H.S.,374,22.2,18.0-26.5
H.S. or G.E.D.,523,11.1,9.1-13.0
Some post-H.S.,552,11.5,9.7-13.4
College graduate,545,8.1,6.8-9.3
Utah,,,
Less than H.S.,60,8.7,5.9-11.5
H.S. or G.E.D.,302,8.0,6.8-9.2
Some post-H.S.,433,8.9,7.9-9.9
College graduate,406,6.6,5.9-7.4
Vermont,,,
Less than H.S.,43,18.1,11.9-24.2
H.S. or G.E.D.,239,10.8,8.9-12.7
Some post-H.S.,179,8.0,6.4-9.6
College graduate,224,5.3,4.3-6.2
Virginia,,,
Less than H.S.,144,15.9,12.7-19.1
H.S. or G.E.D.,418,12.9,11.4-14.5
Some post-H.S.,396,11.3,9.9-12.7
College graduate,435,7.5,6.6-8.5
Washington,,,
Less than H.S.,128,12.0,9.6-14.3
H.S. or G.E.D.,390,10.3,9.0-11.5
Some post-H.S.,518,10.1,9.0-11.2
College graduate,502,7.3,6.5-8.2
West Virginia,,,
Less than H.S.,149,24.4,20.0-28.8
H.S. or G.E.D.,424,17.2,15.3-19.1
Some post-H.S.,229,12.1,10.3-13.9
College graduate,235,11.4,9.7-13.1
Wisconsin,,,
Less than H.S.,32,8.7,4.5-13.0
H.S. or G.E.D.,206,10.2,8.4-11.9
Some post-H.S.,185,9.6,7.9-11.3
College graduate,153,5.9,4.7-7.1
Wyoming,,,
Less than H.S.,40,8.9,5.3-12.5
H.S. or G.E.D.,170,7.9,6.3-9.6
Some post-H.S.,181,8.4,6.6-10.2
College graduate,151,6.3,4.9-7.7
Guam,,,
Less than H.S.,29,13.1,7.4-18.7
H.S. or G.E.D.,146,12.4,9.7-15.2
Some post-H.S.,103,11.8,8.8-14.8
College graduate,102,9.2,6.6-11.9
Puerto Rico,,,
Less than H.S.,291,27.7,24.5-30.9
H.S. or G.E.D.,349,16.8,14.8-18.9
Some post-H.S.,223,12.2,10.2-14.2
College graduate,268,10.8,9.4-12.3
Puerto Rico,,,
Less than H.S.,165,29.4,22.4-36.3
H.S. or G.E.D.,213,14.5,12.0-17.0
Some post-H.S.,180,11.5,9.4-13.6
College graduate,203,9.1,7.4-10.7
Virgin Islands,,,
Less than H.S.,65,30.9,17.8-44.0
H.S. or G.E.D.,86,14.9,8.0-21.8
Some post-H.S.,57,*,
College graduate,49,*,
