Location,n,Percentage,95% CI
H.S. or G.E.D.,156,15.7,12.6-18.7
Some post-H.S.,191,20.2,16.7-23.8
College graduate,220,18.2,15.1-21.4
New Hampshire,,,
Less than H.S.,60,33.0,24.2-41.8
H.S. or G.E.D.,333,25.9,22.6-29.2
Some post-H.S.,408,29.1,25.9-32.3
College graduate,603,20.2,18.2-22.2
New Jersey,,,
Less than H.S.,75,13.2,9.8-16.6
H.S. or G.E.D.,246,15.5,13.2-17.8
Some post-H.S.,304,16.6,14.1-19.2
College graduate,601,13.3,12.0-14.6
New Mexico,,,
Less than H.S.,100,23.8,18.3-29.4
H.S. or G.E.D.,188,15.9,12.8-19.1
Some post-H.S.,286,24.7,21.3-28.2
College graduate,366,19.9,17.5-22.4
New York,,,
Less than H.S.,256,17.9,15.2-20.6
H.S. or G.E.D.,743,17.9,16.2-19.5
Some post-H.S.,777,19.6,17.9-21.3
College graduate,"1,398",16.5,15.4-17.6
North Carolina,,,
Less than H.S.,78,25.0,18.0-32.1
H.S. or G.E.D.,190,18.7,15.6-21.7
Some post-H.S.,332,25.2,22.2-28.3
College graduate,366,19.3,17.2-21.5
North Dakota,,,
Less than H.S.,32,25.4,16.8-33.9
H.S. or G.E.D.,192,23.0,19.8-26.1
Some post-H.S.,257,21.7,19.0-24.4
College graduate,275,19.0,16.7-21.3
Ohio,,,
Less than H.S.,249,36.0,30.8-41.1
H.S. or G.E.D.,"1,196",24.8,23.1-26.6
Some post-H.S.,"1,250",26.2,24.4-28.0
College graduate,"1,188",20.1,18.7-21.5
Oklahoma,,,
Less than H.S.,144,33.0,27.8-38.2
H.S. or G.E.D.,415,28.7,25.9-31.4
Some post-H.S.,528,27.8,25.4-30.1
College graduate,397,20.7,18.7-22.8
Oregon,,,
Less than H.S.,78,22.3,17.1-27.5
H.S. or G.E.D.,293,24.4,21.4-27.4
Some post-H.S.,483,26.8,24.3-29.2
College graduate,572,21.7,19.8-23.5
Pennsylvania,,,
Less than H.S.,55,32.8,21.7-43.9
H.S. or G.E.D.,291,21.4,18.4-24.4
Some post-H.S.,274,21.7,18.5-24.8
College graduate,375,18.6,16.3-20.9
Rhode Island,,,
Less than H.S.,101,22.0,17.0-27.0
H.S. or G.E.D.,261,22.4,19.0-25.9
Some post-H.S.,338,26.3,23.0-29.7
College graduate,496,18.7,16.8-20.7
South Carolina,,,
Less than H.S.,153,24.0,19.7-28.3
H.S. or G.E.D.,468,18.4,16.4-20.4
Some post-H.S.,552,22.0,19.9-24.2
College graduate,666,18.0,16.4-19.5
South Dakota,,,
Less than H.S.,72,22.3,9.5-35.0
H.S. or G.E.D.,276,13.8,10.3-17.3
Some post-H.S.,423,21.0,15.1-26.9
College graduate,422,17.5,13.8-21.3
Tennessee,,,
Less than H.S.,150,40.2,33.2-47.1
H.S. or G.E.D.,422,27.4,24.5-30.3
Some post-H.S.,445,30.6,27.5-33.6
College graduate,442,25.3,22.7-28.0
Texas,,,
Less than H.S.,272,16.5,13.3-19.7
H.S. or G.E.D.,686,20.1,17.7-22.5
Some post-H.S.,950,24.1,21.8-26.4
College graduate,"1,013",15.6,14.1-17.1
Utah,,,
Less than H.S.,109,24.6,19.7-29.6
H.S. or G.E.D.,596,26.2,23.8-28.6
Some post-H.S.,805,30.9,28.7-33.2
College graduate,809,21.7,20.1-23.4
Vermont,,,
Less than H.S.,53,28.3,20.4-36.3
H.S. or G.E.D.,416,23.6,20.9-26.3
Some post-H.S.,517,29.1,26.3-31.9
College graduate,"1,007",22.1,20.7-23.6
Virginia,,,
Less than H.S.,134,23.2,18.4-28.0
H.S. or G.E.D.,454,21.7,19.1-24.2
Some post-H.S.,648,25.5,23.1-27.9
College graduate,933,18.6,17.0-20.1
Washington,,,
Less than H.S.,291,26.1,22.9-29.4
H.S. or G.E.D.,"1,258",25.8,24.2-27.3
Some post-H.S.,"1,971",29.0,27.7-30.4
College graduate,"2,620",20.6,19.7-21.5
West Virginia,,,
Less than H.S.,124,32.7,27.1-38.2
H.S. or G.E.D.,457,25.9,23.4-28.4
Some post-H.S.,369,28.3,25.3-31.3
College graduate,353,23.9,21.3-26.4
Wisconsin,,,
Less than H.S.,111,25.7,20.5-30.9
H.S. or G.E.D.,620,22.1,20.0-24.2
Some post-H.S.,816,26.5,24.5-28.6
College graduate,794,19.4,17.8-21.0
Wyoming,,,
Less than H.S.,34,24.9,16.6-33.2
H.S. or G.E.D.,174,21.5,18.0-25.0
Some post-H.S.,296,24.1,21.2-27.0
College graduate,273,19.2,16.8-21.7
Guam,,,
Less than H.S.,19,*,
H.S. or G.E.D.,74,9.8,6.0-13.6
Some post-H.S.,72,16.1,10.0-22.2
College graduate,69,8.5,4.2-12.8
Puerto Rico,,,
Less than H.S.,134,18.0,14.3-21.7
H.S. or G.E.D.,297,20.8,17.9-23.6
Some post-H.S.,278,16.5,14.0-19.0
College graduate,320,14.8,12.7-16.9
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,34,*,
College graduate,41,9.2,4.1-14.3
